QuestFormID, QuestEditorID, QuestFull, INDX1, INDX2, NAM2, CNAM
0x0009BD47,"City_NewAtlantis_Z_TheKindnessOfStrangers","The Kindness of Strangers","100","43776","Quest End","Andy Singh has asked me to pick up a man named Tahir Vala, who has recently recovered from a serious illness. I picked him up and escorted him to Sub 17."
0x0009C424,"CF04_GalbankArchivesAmbush","CF04GalbankArchivesAmbush","0","43778","Startup",""
0x0009C424,"CF04_GalbankArchivesAmbush","CF04GalbankArchivesAmbush","100","43776","GalbankArchivesTriggerEntered",""
0x0009CBC7,"LC102Combat","LC102Combat","0","43778","Startup",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","10","29698","Startup Stage",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","40","43776","Scene done",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","50","43776","Attackers Dead - Start Hail",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","60","43776","Defenders Attacked",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","75","43776","Player helped defeat attackers",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","100","43776","Post-Combat Hail",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","110","43776","Intro Hail complete",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","150","43776","Hail Rejected",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","175","43776","Player chose fuel",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","180","43776","Player chose credits",""
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun","200","43776","Player rewarded - patrol resumes",""
0x0009DCF5,"FFNeonZ02_SpeechChallengeQuest","Saburo Speech Challenges","10","20736","Speech Challenge Success",""
0x000A3100,"City_NA_Botany02_MiscPointer","[Misc Objective Pointer]","0","43776","",""
0x000A3100,"City_NA_Botany02_MiscPointer","[Misc Objective Pointer]","10","43776","","Kelton is going to present his findings to MAST. I should check in on him later."
0x000A3100,"City_NA_Botany02_MiscPointer","[Misc Objective Pointer]","20","43776","","I think I've waited long enough. I should go check on Kelton and see if he has any updates."
0x000A316E,"FFNeonZ02","Hard Luck","5","43776","Slate read",""
0x000A316E,"FFNeonZ02","Hard Luck","10","43776","QO: Speak to Saburo","Clover MacKenna has asked that I help one of her clients, Saburo Okadigbo get out of debt. She is willing to pay off his remaining balance, provided he gives her permission."
0x000A316E,"FFNeonZ02","Hard Luck","20","43776","QO: Find information on Chloe",""
0x000A316E,"FFNeonZ02","Hard Luck","30","43776","QO: Tell Saburo about Clover's feelings","Clover MacKenna has asked that I help one of her clients, Saburo Okadigbo get out of debt. She is willing to pay off his remaining balance, provided he gives her permission. I also found a data slate from Clover that may help convince him."
0x000A316E,"FFNeonZ02","Hard Luck","35","43776","Data slate removed",""
0x000A316E,"FFNeonZ02","Hard Luck","40","43776","Saburo told Chloe likes him",""
0x000A316E,"FFNeonZ02","Hard Luck","50","43776","Speech Challenge: Success",""
0x000A316E,"FFNeonZ02","Hard Luck","60","43776","Speech Challenge: Failure",""
0x000A316E,"FFNeonZ02","Hard Luck","70","43776","QO: Return to Chloe","Clover MacKenna has asked that I help one of her clients, Saburo Okadigbo get out of debt. She is willing to pay off his remaining balance, provided he gives her permission. Despite his reluctance, I convinced Saburo to accept Clover's offer."
0x000A316E,"FFNeonZ02","Hard Luck","100","43776","Complete Quest","Clover MacKenna asked me to help one of her clients, Saburo Okadigbo get out of debt. She was willing to pay off his remaining balance, provided he gives her permission. Despite his reluctance, I convinced Saburo to accept Clover's offer."
0x000A3E00,"LC102LifeSupportSequence","LC102LifeSupportSequence","0","43778","Startup",""
0x000A3E9A,"SE_CK01","Derelict Ship Template","10","29698","Startup Stage",""
0x000A3E9A,"SE_CK01","Derelict Ship Template","50","43776","Player has explored this location",""
0x000A47B7,"TraitStarterHome_Pointer","Dream Home","0","43776","STAGE 0",""
0x000A47B7,"TraitStarterHome_Pointer","Dream Home","1","43778","ON START",""
0x000A47B7,"TraitStarterHome_Pointer","Dream Home","100","43776","Received pointer","You recently bought a small house in the Olympus System on the planet Nesoi. You should go home."
0x000A47B8,"TraitStarterHome","Dream Home","0","43776","STAGE 0",""
0x000A47B8,"TraitStarterHome","Dream Home","1","43778","ON START",""
0x000A47B8,"TraitStarterHome","Dream Home","100","43776","Pointer to home",""
0x000A47B8,"TraitStarterHome","Dream Home","150","43776","Visited Dream Home",""
0x000A47B8,"TraitStarterHome","Dream Home","200","43776","Want to deal with mortgage","You have a 125,000 credit mortgage on your dream home on the planet Nesoi, in the Olympus System. You will have to keep paying a weekly mortgage payment unless you either pay off the loan, or let GalBank foreclose on your property. For either of those, you need to go to Landry Hollifeld at GalBank's New Atlantis branch."
0x000A47B8,"TraitStarterHome","Dream Home","300","43776","Talked with Landry",""
0x000A47B8,"TraitStarterHome","Dream Home","400","43776","(QC) Paid off the property","You paid off the mortgage on your dream home! No more being locked out by GalBank."
0x000A47B8,"TraitStarterHome","Dream Home","500","43776","(QC) Let GalBank foreclose your property","You let GalBank foreclose on your dream home! You've lost possession on the house, but you no longer have a mortgage."
0x000A47B8,"TraitStarterHome","Dream Home","1000","43776","Quest Complete",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","0","43776","Debug Quickstart",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","1","43778","Start FFNewAtantis quests",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","2","43776","Terra Manager walk to other TerraBrew",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","3","43776","Disable Terra Manager",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","4","43776","QO: Return the slate",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","5","43776","Helena outfit",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","9","43776","Opening scene backup",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","10","43776","Opening scene",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","20","43776","Scene over and packages evaluated",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","25","43776","",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","30","43776","Ricardo talked to",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","40","43776","Bobby talked to",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","50","43776","Helena Scene",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","99","43776","Reload Helena to get outfit change to register",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","100","43776","Stop quest and restore FFNewAtlantis01",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","200","43776","Bobby dialogue done once",""
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro","300","43776","QO: Pick up the slate",""
0x000A4BB8,"City_NA_Botany01_MiscPointer","[Misc Objective Pointer]","0","43776","",""
0x000A4BB8,"City_NA_Botany01_MiscPointer","[Misc Objective Pointer]","10","43776","","The person by the tree seems troubled. I should see what's going on."
0x000A737E,"FFNeonZ03_SpeechChallengeQuest","Warlord Speech Challenges","10","20736","Speech Challenge Success",""
0x000A935F,"FFNeonZ03","Bare Metal","1","43776","Initial Scene",""
0x000A935F,"FFNeonZ03","Bare Metal","4","43776","Player skips dialogue",""
0x000A935F,"FFNeonZ03","Bare Metal","5","43776","Warlord initial greeting",""
0x000A935F,"FFNeonZ03","Bare Metal","8","43776","Speech Challenge: Success",""
0x000A935F,"FFNeonZ03","Bare Metal","9","43776","Speech Challenge: Fail",""
0x000A935F,"FFNeonZ03","Bare Metal","10","43778","QO: Speak to Warlord","Frank Renick at Neon Tactical has asked me to find a gang member named Warlord, who vandalized his security robot. I should speak to Warlord at Euphorika."
0x000A935F,"FFNeonZ03","Bare Metal","20","43776","Intimdated Warlord","Frank Renick at Neon Tactical has asked me to find a gang member named Warlord, who vandalized his security robot. I spoke to Warlord at Euphorika and convinced him to pay Renick for the damages."
0x000A935F,"FFNeonZ03","Bare Metal","30","43776","Removed the cash from Warlord","Frank Renick at Neon Tactical has asked me to find a gang member named Warlord, who vandalized his security robot. I retrieved credits as compensation and should hand them to Frank."
0x000A935F,"FFNeonZ03","Bare Metal","40","43776","Warlord attacks","Frank Renick at Neon Tactical has asked me to find a gang member named Warlord, who vandalized his security robot. After encountering Warlord, we settled the matter with a fight."
0x000A935F,"FFNeonZ03","Bare Metal","90","43776","Warlord died","Frank Renick at Neon Tactical has asked me to find a gang member named Warlord, who vandalized his security robot. After encountering Warlord, we settled the matter with a fight."
0x000A935F,"FFNeonZ03","Bare Metal","100","43776","Complete Quest","Frank Renick at Neon Tactical asked me to find a gang member named Warlord, who vandalized his security robot. I retrieved credits as compensation and gave them to Frank."
0x000B0C9E,"SE_JM02","Derelict Ship Template","10","29698","Startup Stage",""
0x000B0C9E,"SE_JM02","Derelict Ship Template","50","43776","Player has explored this location",""
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","0","43776","Startup stage",""
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","1","43776","Debug stage",""
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","5","43776","Player initially declines",""
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","10","43776","Player is told to check in with the prior visitors and give them an invitation slate.","I was asked by Marcus Lestari to check in with some prior visitors of the Sanctum Universum, and extend an invitation for them to return."
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","20","43776","spoke with Tony","I spoke with Tony Cowl and gave him the invitation."
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","30","43776","spoke with Evie","I spoke with Evie Martinez and gave her the invitation."
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","40","43776","spoke with Johann","I spoke with Johann and gave him the invitation."
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","50","43776","Return to Marcus","I checked in with all the prior visitors. I should return to Marcus."
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation","1000","43776","Quest complete","I checked in with all the visitors and gave them their invitations, like Marcus asked."
0x000B2283,"DialogueCFTheKey_RandomIdles_LastNova02","","10","43776","",""
0x000B2A73,"FFNeonZ01","Superfan","1","43776","Talked to Stratos once",""
0x000B2A73,"FFNeonZ01","Superfan","2","43776","Stratos says he's fan",""
0x000B2A73,"FFNeonZ01","Superfan","4","43776","Credits paid to Stratos",""
0x000B2A73,"FFNeonZ01","Superfan","5","0","Credits paid to Myka",""
0x000B2A73,"FFNeonZ01","Superfan","6","26368","Player has already been told fan didn't steal",""
0x000B2A73,"FFNeonZ01","Superfan","7","0","Learned Stratos is a germaphobe",""
0x000B2A73,"FFNeonZ01","Superfan","8","43776","Player bribes with Aurora",""
0x000B2A73,"FFNeonZ01","Superfan","9","43776","Stratos admits to stealing",""
0x000B2A73,"FFNeonZ01","Superfan","10","8194","QO: Speak to Myka","Music star BorealUS claims a slate of hers was stolen. She isn't sure by whom, and has asked me to speak to Myka over at Euphorika in hopes of tracking down the suspect."
0x000B2A73,"FFNeonZ01","Superfan","11","43776","Stratos dead",""
0x000B2A73,"FFNeonZ01","Superfan","15","43776","Neon Street Rat",""
0x000B2A73,"FFNeonZ01","Superfan","20","43776","QO: Recover the slate","Music star BorealUS claims a slate of hers was stolen. I spoke to Myka over at Euphorika, who believes the likely suspect is a superfan named Stratos."
0x000B2A73,"FFNeonZ01","Superfan","30","43776","Slate given to player",""
0x000B2A73,"FFNeonZ01","Superfan","40","43776","Speech Challenge Success",""
0x000B2A73,"FFNeonZ01","Superfan","50","43776","Speech Challenge Failure",""
0x000B2A73,"FFNeonZ01","Superfan","80","43776","Not used",""
0x000B2A73,"FFNeonZ01","Superfan","90","43776","QO: Return the slate","Music star BorealUS claims a slate of hers was stolen. I spoke to Myka over at Euphorika, who pointed me to a superfan named Stratos. I recovered the slate from Stratos and can now return it to BorealUS."
0x000B2A74,"FFNeonZ04","All for One","10","43778","Quest Start","James Newill has asked me to dissuade Dietrich Sieghart from making payments to Neon Security."
0x000B2A74,"FFNeonZ04","All for One","15","43776","Rosa Newill check",""
0x000B2A74,"FFNeonZ04","All for One","20","43776","Advanced dialogue",""
0x000B2A74,"FFNeonZ04","All for One","25","43776","Check if dialogue has been done before",""
0x000B2A74,"FFNeonZ04","All for One","30","43776","Remove credits",""
0x000B2A74,"FFNeonZ04","All for One","40","43776","Return to James","I convinced Dietrich Sieghart to stop giving protection money to Neon Security. I should return to James Newill and give him the news."
0x000B2A74,"FFNeonZ04","All for One","50","43776","Speech Challenge Success",""
0x000B2A74,"FFNeonZ04","All for One","60","43776","Speech Challenge Failure",""
0x000B2A74,"FFNeonZ04","All for One","100","43776","Complete Quest","I convinced Dietrich Sieghart to stop giving protection money to Neon Security. I returned to James Newill and gave him the news. "
0x000B2A75,"FFNeonZ04_SpeechChallengeQuest","Dietrich Speech Challenges","10","20736","Speech Challenge Success",""
0x000B6617,"BE_FAB12","Chunks To Go BE","10","43778","Startup Stage",""
0x000B8633,"COM_Quest_Andreja_Commitment","Commitment: Andreja","10","43778","player received quest, directed to Shoza II",""
0x000B8633,"COM_Quest_Andreja_Commitment","Commitment: Andreja","20","43776","arrived in orbit, directed towards surface",""
0x000B8633,"COM_Quest_Andreja_Commitment","Commitment: Andreja","30","43776","landed at location",""
0x000B8633,"COM_Quest_Andreja_Commitment","Commitment: Andreja","40","43776","player has reached destination, trigger forcegreet",""
0x000B8633,"COM_Quest_Andreja_Commitment","Commitment: Andreja","50","43776","forcegreet done, enable activator",""
0x000B8633,"COM_Quest_Andreja_Commitment","Commitment: Andreja","60","43776","mound activated, directed to Andreja",""
0x000BC8C0,"CF05_Guard_SpeechChallenge02","Guard Speech Challenges","10","20736","Speech Challenge Success",""
0x000BC8FA,"UC05_Realty_Misc","Misc pointer to Aphelon Realty Office","100","43778","P3: Quest started. Direct the player to speak to Zora.",""
0x000BD77E,"Crucible01","Secret Lives","0","43776","STAGE 0",""
0x000BD77E,"Crucible01","Secret Lives","1","43778","ON START",""
0x000BD77E,"Crucible01","Secret Lives","50","43776","HH Holmes called the player out","Wyatt Earp called out to me. He needs to talk to me."
0x000BD77E,"Crucible01","Secret Lives","100","43776","Player talked with HH Holmes","A very nervous Wyatt Earp says he has information about Roosevelt and I have to go to a nearby cave to talk with him without anyone overhearing."
0x000BD77E,"Crucible01","Secret Lives","110","43776","PC Arrived at Cave",""
0x000BD77E,"Crucible01","Secret Lives","120","43776","Wyatt Arrived at Cave",""
0x000BD77E,"Crucible01","Secret Lives","150","43776","Both people have gone to cave",""
0x000BD77E,"Crucible01","Secret Lives","200","43776","Talked with Wyatt",""
0x000BD77E,"Crucible01","Secret Lives","205","43776","Learn HH Holmes identity",""
0x000BD77E,"Crucible01","Secret Lives","210","43776","HH Holmes Attacks","So Wyatt Earp isn't who he says he is. He's actually a clone of H.H. Holmes - a notorious serial killer from Old Earth's America. After we talked it led to violence."
0x000BD77E,"Crucible01","Secret Lives","220","43776","SC Success - Holmes talked out of fighting",""
0x000BD77E,"Crucible01","Secret Lives","230","43776","SC Failure - Holmes unpersuaded",""
0x000BD77E,"Crucible01","Secret Lives","300","43776","(QC) Killed H.H. Holmes",""
0x000BD77E,"Crucible01","Secret Lives","400","43776","(QC) Spared Wyatt","So Wyatt Earp isn't who he says he is. He's actually a clone of H.H. Holmes - a notorious serial killer from Old Earth's America. I managed to calm him down and convince him his secret is safe with me."
0x000C3686,"CF_Key_Home_CaptainsQuarters_Misc","Misc pointer to player quarters in the Key","100","43778","Quest started. Direct the player to their home in the Key.",""
0x000C3687,"FC_AC_Home_MidtownHouse_Misc","Misc pointer to player house in Akila City midtown","100","43778","Quest started. Direct the player to their home in the Well.",""
0x000C3688,"FC_AC_Home_CoreManor_Misc","Misc pointer to player manor in Akila City core","100","43778","Quest started. Direct the player to their home in the Well.",""
0x000C3689,"UC_NA_Home_Penthouse_Misc","Misc pointer to player penthouse in New Atlantis","100","43778","Quest started. Direct the player to their home in the Well.",""
0x000C3834,"SE_Player_Bountyships_UC","Space Encounter Template","10","29698","Startup Stage",""
0x000C41A3,"RI_RadiantPointerQuest","[Pointer quest for Ryujin Radiants]","10","43778","Run on Start Stage",""
0x000C41A3,"RI_RadiantPointerQuest","[Pointer quest for Ryujin Radiants]","20","43776","NPC Forcegreeted",""
0x000C41A3,"RI_RadiantPointerQuest","[Pointer quest for Ryujin Radiants]","100","43776","QO: Report to Quest Giver",""
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]","50","43778","Start post quest timer for Infinity LTD swaps",""
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]","100","43776","Talk to Imogene",""
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]","200","43776","Examine the Mission Board",""
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]","300","43776","Complete Mission Board objective",""
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]","400","43776","Infinity/Clinic/Imogene return Timer expired",""
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]","500","43776","Set stage for Infinity LTD ownership swap + Clinic NPC additions + Imogene return",""
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]","600","43776","Player left Ryujin Tower post RI08 - Set up Masako and Ularu post quest",""
0x000C55B0,"City_NewAtlantis_Z_GemJealousy","Gem Jealousy","0","43776","Startup Stage",""
0x000C55B0,"City_NewAtlantis_Z_GemJealousy","Gem Jealousy","5","43776","Player initially declined quest",""
0x000C55B0,"City_NewAtlantis_Z_GemJealousy","Gem Jealousy","10","43776","Player goes to George to make the exchange","Guillaume asked me to get his gem back from George Saint-George. Hopefully this plate is enough for George to make the exchange. "
0x000C55B0,"City_NewAtlantis_Z_GemJealousy","Gem Jealousy","20","43776","Player has gem, return to Guillaume.","I have the gem. I should return to Guillaume."
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","0","43776","Debug - Start quest ",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","1","43776","Load quest",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","2","43778","Guard faction",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","3","43776","EVP and stop scene",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","5","43776","Make sure Guard is guarding",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","6","43776","Kill guard",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","10","43776","QO: Player is asked to plant seed","A man in the Embassy District asked me to plant an olive seed, in hopes it will serve as a symbol of peace."
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","15","43776","Display Objective",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","20","43776","Not detected - Soil activated","A man in the Embassy District asked me to plant an olive seed, in hopes it will serve as a symbol of peace."
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","21","43776","Gave seed to the guard","A man in the Embassy District asked me to plant an olive seed, in hopes it will serve as a symbol of peace. However, I decided to hand the seed over to a guard."
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","25","43776","Asked Nilesh for a diversion","A man in the Embassy District asked me to plant an olive seed, in hopes it will serve as a symbol of peace."
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","30","43776","QO: Return to Nilesh","A man in the Embassy District asked me to plant an olive seed, in hopes it will serve as a symbol of peace. I planted the seed and should return to the man for my reward."
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","66","43776","Player kills NPC",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch","100","43776","Quest complete","A man in the Embassy District asked me to plant an olive seed, in hopes it will serve as a symbol of peace. I planted the seed and received a reward."
0x000CE82F,"SQ_StationTrafficManager","","0","43778","Startup",""
0x000CE82F,"SQ_StationTrafficManager","","20","43776","Player Combat Started",""
0x000D063C,"City_NewAtlantis_Z_BeautifulSecrets","Beautiful Secrets","0","43776","",""
0x000D063C,"City_NewAtlantis_Z_BeautifulSecrets","Beautiful Secrets","20","43776","Player initially declined the quest.",""
0x000D063C,"City_NewAtlantis_Z_BeautifulSecrets","Beautiful Secrets","100","43776","Player is tasked with finding the data slate.","Warner asked me to go find his lost data slate. He said he recently visited TerraBrew, Whetstone, and the Valberg building. I should check those places."
0x000D063C,"City_NewAtlantis_Z_BeautifulSecrets","Beautiful Secrets","200","43776","Return the slate to Warner.","I found the slate. I should go give it back to Warner when I have a chance."
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","1","43776","debug",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","2","43778","Run on start",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","5","43776","Slate picked up",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","10","43776","Finished intro",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","20","43776","Convo exited",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","25","43776","Quest accepted - double rate",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","30","43776","Quest Accepted","A wealthy patron of the Dawn's Roost has asked me to retrieve coffee beans he's fed to a predator. I've received the coordinates to the planet and can grav jump to the location."
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","35","43776","Double rate from Terrabrew employee",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","40","43776","Killed the Ashta","A wealthy patron of the Dawn's Roost has asked me to retrieve coffee beans he's fed to a predator. I grav jumped to the location and killed the predator."
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","45","43776","Read slate","A wealthy patron of the Dawn's Roost has asked me to retrieve coffee beans he's fed to a predator. I grav jumped to the location and killed the predator, and found a slate."
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","50","43776","Picked up the coffee beans","A wealthy patron of the Dawn's Roost has asked me to retrieve coffee beans he's fed to a predator. I grav jumped to the location and killed the predator, and found the beans on its corpse."
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","66","43776","Markieff dead",""
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","100","43776","Returned coffee","A wealthy patron of the Dawn's Roost asked me to retrieve coffee beans he's fed to a predator. I found the beans and returned them to the patron in exchange for a reward."
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew","200","43776","Gave coffee to employee","A wealthy patron of the Dawn's Roost asked me to retrieve coffee beans he's fed to a predator. I found the beans, but decided to give them to a representative from TerraBrew for a more lucrative payout."
0x000D2CC3,"FFCydoniaZ04Posters","","100","43778","Quest start",""
0x000D2CC3,"FFCydoniaZ04Posters","","200","43776","Player visited Akila after a week.",""
0x000D2CC3,"FFCydoniaZ04Posters","","210","43776","Player left Akila after Week 1 visit",""
0x000D2CC3,"FFCydoniaZ04Posters","","220","43776","Player Visited Akila after another week.",""
0x000D2CC3,"FFCydoniaZ04Posters","","300","43776","Player visited Gagarin after a week.",""
0x000D2CC3,"FFCydoniaZ04Posters","","310","43776","Player left Gagarin after Week 1 visit",""
0x000D2CC3,"FFCydoniaZ04Posters","","320","43776","Player visited Gagarin after another week",""
0x000D2CC3,"FFCydoniaZ04Posters","","400","43776","Player visited Neon after a week",""
0x000D2CC3,"FFCydoniaZ04Posters","","410","43776","Player left Neon after Week 1 visit",""
0x000D2CC3,"FFCydoniaZ04Posters","","420","43776","Player visited Neon after another week",""
0x000D2CC3,"FFCydoniaZ04Posters","","500","43776","Player visited New Atlantis after a week",""
0x000D2CC3,"FFCydoniaZ04Posters","","510","43776","Player left New Atlantis after week 1 visit",""
0x000D2CC3,"FFCydoniaZ04Posters","","520","43776","Player visited New Atlantis after another week",""
0x000D2CC3,"FFCydoniaZ04Posters","","600","43776","Player visited New Homestead after a week",""
0x000D2CC3,"FFCydoniaZ04Posters","","610","43776","Player left New Homestead after week 1 visit",""
0x000D2CC3,"FFCydoniaZ04Posters","","620","43776","Player visited New Homestead after another week",""
0x000D2CC3,"FFCydoniaZ04Posters","","700","43776","Player visited Paradiso after a week",""
0x000D2CC3,"FFCydoniaZ04Posters","","710","43776","Player left Paradiso after week 1 visit",""
0x000D2CC3,"FFCydoniaZ04Posters","","720","43776","Player visited Paradiso another week",""
0x000D34D7,"City_ER_Peace_Misc","Misc quest to Sloan for post ER_Peace","100","43778","",""
0x000D37B6,"UC_NA_Home_Well_Misc","Misc pointer to player apartment in the Well","100","43778","Quest started. Direct the player to their home in the Well.",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","0","43776","Debug quest stage",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","1","43776","Check player progress MQ",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","2","43776","Start Scene",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","3","43776","Quest start",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","4","43776","Dead NPCs",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","5","43776","Read the letter",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","6","43776","Fail quest",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","7","43776","Disable NPCs when killed",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","10","43776","Get objective to deliver letter","I met a woman in the Residential District named Zawadi, who asked me to deliver a letter to her pen pal in Cydonia. "
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","20","43776","Remove letter from Player","I met a woman in the Residential District named Zawadi, who asked me to deliver a letter to her pen pal in Cydonia. I delivered the letter to a woman named Haddie in the Community Center."
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","30","43776","Quest Complete","I met a woman in the Residential District named Zawadi, who asked me to deliver a letter to her pen pal in Cydonia. I delivered the letter to a woman named Haddie in the Community Center."
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","39","43776","Set stage once",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","40","43776","Move Haddie to New Atlantis",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","50","43776","First scene ends",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","55","43776","Scene 2",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","60","43776","Player returns, re-enable trigger",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","70","43776","Second scene ends",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","75","43776","Scene 3",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","80","43776","Player returns, re-enable trigger",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","90","43776","Third scene ends",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","100","43776","Player returns, disable Zawadi",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","150","43776","Stop post-quest",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","200","43776","Empty stage",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift","300","43776","All dialogue done",""
0x000D5B2C,"FC02_BE_Quest","[BE - Empty]","10","43778","Startup Stage",""
0x000D6440,"OE_BryanB_ProtectHomestead","Protect the Homestead","0","43778","OE Quest Started.",""
0x000D6440,"OE_BryanB_ProtectHomestead","Protect the Homestead","50","43776","Player in range: spawn predators",""
