FormID, EditorID, Data
0x00037C55,"fKnockbackDamageMult","5.000000"
0x00039B5F,"fBigBumpSpeed","4.286250"
0x00039DA4,"fShieldBashMin","0.050000"
0x0003A63B,"fSneakVisualMinValue","25.000000"
0x0003B169,"sChargenVirtualKeyboardDefaultText",""
0x0003BF7C,"fMagicGuideSpacing","2.250000"
0x0003C262,"fMantlingOxygenMult","5.000000"
0x0003E253,"fGameOutofDialogueMenuTimer","0.500000"
0x0003E503,"sQuantumEssenceDescription","Increases Starborn power regeneration speed for 60 seconds."
0x0003F1E7,"fEpicLootMaxZoneLevelMult","1.000000"
0x0003F1E9,"fEpicLootMinPCLevelMult","0.500000"
0x0003F1EA,"fEpicLootMinZoneLevelMult","0.500000"
0x0003F69F,"fspaceshipBuilderMinMobilityClassA","0.700000"
0x00041845,"sMiscStatStarbornKilled","Starborn Killed"
0x00041849,"sWorkshopConnectionTypePrompt","Choose a connection type to create"
0x0004184D,"sMiscStatFavoritePower","Favorite Power"
0x00042268,"fBumpReactionSmallDelayTime","0.000000"
0x00042852,"fAIExclusiveGreetingTimer","2.500000"
0x0004378D,"fSneakFlyingDistanceMult","3.000000"
0x00043E3E,"sPropModNameWeapReloadChargingReload","ChargingReload"
0x00043E42,"sPropModNameWeapChargeMinPowerPerShot","MinPowerPerShot"
0x00043E46,"sPropModNameWeapAimAimModelDataRecoilShotsForRunaway","RecoilShotsForRunaway"
0x00043E4A,"sWorkshopTransfer_AlreadyConnected","Already connected."
0x00043F10,"fDistanceforAttractionObject","14.287500"
0x000440AC,"fPlanetContentOverlayWaterDepthTreshold","2.800000"
0x000450F9,"sPropModNameWeapGeneralRank","Rank"
0x00045152,"sPropModNameWeapVariableRangeDistanceInputRangeMax","InputRangeMax"
0x000453A6,"fCloudCardMaxPivotAngle","30.000000"
0x000453A7,"fCloudIndirectContribution","1.000000"
0x000453A8,"fCloudCardPhaseInfluence","0.950000"
0x00045A2B,"sPropModNameWeapAimAimAssistDataADSSnapSteeringMultiplierInnerRing","ADSSnapSteeringMultiplierInnerRing"
0x00045C4F,"fBlockWeaponBase","0.500000"
0x00045C50,"fBlockWeaponScaling","0.000000"
0x00045FA4,"fCrowdDefaultPathGoalRadius","0.100000"
0x00045FA7,"fEyeLeftRightInnerEyeMult","0.900000"
0x00045FA8,"fEyeSecondarySaccadeMult","1.000000"
0x00045FA9,"fLandingOverlayWaterDepthTreshold","2.800000"
0x00046723,"sMiscStatMaxShipsOwned","Max Ships Owned"
0x00046727,"sPropModNameWeapFlagsPlayerOnly","PlayerOnly"
0x0004672B,"sWorkshopTransfer_ContainerFilterMismatch","Output not allowed in this Storage Container."
0x0004672F,"sPropModNameWeapAimAimModelDataConeMaxDegrees","ConeMaxDegrees"
0x000467BC,"fAIGreetingTimer","15.000000"
0x00046D64,"sRemoveCargoQuestItemWarning","You cannot remove Cargo Quest Items from your Home Ship."
0x000470F1,"sHairColor08","sHairColor08"
0x000470F5,"sMiscStatGravJumps","Grav Jumps"
0x000470FC,"sPropModNameWeapReloadReloadSingle","ReloadSingle"
0x00047101,"sPropModNameWeapAimAimModelDataRecoilArcDeg","RecoilArcDeg"
0x000482AF,"fBaseCritChance","0.050000"
0x00049452,"fCombatStealthPointRegenMin","2.000000"
0x00049522,"fVATSPlayerMagicTimeSlowdownMult","0.600000"
0x0004974C,"fLimbArmorDmgReductionExp","0.365000"
0x00049A5E,"fMissileWeaponFireShake","0.600000"
0x00049A5F,"fMissileWeaponFireForce","0.700000"
0x00049B5F,"fIronSightsDOFStrength","0.500000"
0x00049B62,"fConeProjectileEnvironmentTimer","0.125000"
0x0004A00B,"sPropModNameWeapChargeHoldInput","HoldInput"
0x0004A00F,"sWorkshopBlueprint","Blueprint"
0x0004A013,"sMiscStatShipsDestroyed","Ships Destroyed"
0x0004A017,"sBlueprint_DELETE_FAIL","Cannot delete selected blueprint."
0x0004A01B,"sPropModNameWeapAimHasScope","HasScope"
0x0004C932,"fPerceptionCompassMult","3.000000"
0x0004C933,"fAVDMeleeDamageMult","0.000000"
0x0004D363,"fDetectionSneakLightMod","15.000000"
0x0004DA20,"fAIPatrolMinSecondsAtNormalFurniture","20.000000"
0x0004E609,"fBlockPowerAttackMult","1.000000"
0x0004FACB,"fCombatDialogueTauntMinElapsedTime","15.000000"
0x0004FACD,"fCombatDialogueTauntMaxElapsedTime","45.000000"
0x0004FF84,"sMiscStatFavoriteWeapon","Favorite Weapon"
0x00050010,"sMiscStatShipsRegistered","Ships Registered"
0x0005001D,"sGravJumpDisabled","Grav jumping is currently disabled."
0x00050023,"sWorkshopTransfer_TransferSamePackin","Cannot connect two parts of the same item."
0x00050062,"sPropModNameWeapAimAimModelDataConeIncreasePerShot","ConeIncreasePerShot"
0x000503A8,"fDensityMaskNavmeshOfflineGenerationMax","0.020000"
0x000503AB,"fDensityMaskNavmeshOfflineGenerationMin","0.000000"
0x00050739,"fAIFurnitureDestinationRadius","2.143125"
0x00050768,"fAIIdleWaitTime","0.100000"
0x00050A60,"fAVDUnarmedDamageMult","0.000000"
0x00050D9F,"fCombatSneak1HDaggerMult","3.000000"
0x00050DA0,"fCombatSneak1HAxeMult","3.000000"
0x00050DA1,"fCombatSneak1HMaceMult","3.000000"
0x00050DA2,"fCombatSneak1HSwordMult","3.000000"
0x00050DA3,"fCombatSneakHandMult","3.000000"
0x00050FED,"sPropModNameWeapFlagsNonPlayable","NonPlayable"
0x00050FF5,"sMiscStatFarthestGravJump","Farthest Grav Jump"
0x00050FF9,"sPropModNameWeapVariableRangeDistanceAcceleration","Acceleration"
0x00050FFD,"sPropModNameWeapGeneralSpeed","Speed"
0x0005136B,"sPropModNameWeapAimAimAssistDataADSSnapSteeringMultiplierOuterRing","ADSSnapSteeringMultiplierOuterRing"
0x00051542,"fAutoDoorActivateDistance","3.000000"
0x00051543,"fAutoDoorDisplayDistance","12.000000"
0x0005158E,"iCrimeGoldStealHorse","1000"
0x0005219A,"fCombatBlockChanceWeaponMult","0.250000"
0x000521EF,"fAISpectatorRememberThreatTimer","120.000000"
0x000524C6,"fAIHeadTrackResetPositionTimer","4.000000"
0x000524C7,"fAIHeadTrackPickNewOffsetTimer","2.000000"
0x00052577,"fGameplayImpulseScale","5.000000"
0x00052578,"fGameplayImpulseMultTrap","1.000000"
0x00053016,"fAIHeadTrackDialogueOffsetRandomValue","0.000000"
0x00053017,"fAIHeadTrackDialoguePickNewOffsetTimer","2.000000"
0x00053018,"fAIHeadTrackDialogueStayInOffsetMax","2.000000"
0x00053019,"fAIHeadTrackDialogueStayInOffsetMin","1.000000"
0x0005301A,"fAIHeadTrackStayInOffsetMax","2.000000"
0x0005301B,"fAIHeadTrackStayInOffsetMin","1.000000"
0x000543EA,"fAIHeadTrackOffsetRandomValueMin","0.000000"
0x000543EB,"fAIHeadTrackOffsetRandomValueMax","0.000000"
0x00055640,"fCombatDistance","2.000000"
0x00055641,"fCombatBashReach","2.014538"
0x00055958,"sTopicSubtypeTextPlayerDialogueRumors","Heard any rumors lately?"
0x000559A3,"fRadsMaxDamageReduction","0.990000"
0x0005689E,"fAIPercentPCapSpokenRunEndResult","0.750000"
0x000568A2,"fAIPercentSpokenRunEndResult","0.300000"
0x000568A4,"fAIPercentSpokenRunStartSceneEnd","0.300000"
0x0005716E,"fFleeIsSafeTimer","240.000000"
0x00057B52,"fRemoveExcessDeadTime","10.000000"
0x00057B53,"iRemoveExcessDeadCount","15"
0x00059B00,"sWorkshopTransfer_BuilderOutputMismatch","Builders can only output to Storage Containers."
0x0005A6F8,"fDefaultSpaceshipRepairRate","0.050000"
0x0005AEA2,"fBaseCloudCardPivotEndAngle","70.000000"
0x0005B19B,"fTimeSpanSunriseStart","6.000000"
0x0005B19C,"fTimeSpanSunriseEnd","9.000000"
0x0005B48B,"fSpaceDustVelocityMultiplier","42.000000"
0x0005B63D,"fSpaceshipDestructionMaxPiecesMult","0.040000"
0x0005B63E,"uSpaceshipDestructionMaxPieces","30"
0x0005BADA,"sMiscStatMostExpensiveShipOwned","Most Expensive Ship Owned"
0x0005C926,"sDefaultPlayerAddressDisplayFemale","Captain"
0x0005C927,"sDefaultPlayerAddressFileFemale","Captain"
0x0005CA87,"fSneakLightMoveMult","0.100000"
0x0005CA88,"fSneakLightRunMult","0.200000"
0x0005CA8A,"fSneakAgilitySkillMin","15.000000"
0x0005E66C,"sMiscStatsUnitedColoniesQuestsComplete","United Colonies Quests Completed"
0x0005E66D,"sPropModNameWeapFlagsIsSecondary","IsSecondary"
0x0005E78A,"sPropModNameWeapAimAimDownSightDataFPGeometryOffsetZ","FPGeometryOffsetZ"
0x0005E78B,"sNoFarTravelDuringGravJumpCalc","You cannot travel while Grav Jump is spooling."
0x0005E78C,"sWorkshopPlacement_VALID","operation successful."
0x0005E78D,"sMiscStatsCrimsonFleetQuestsComplete","Crimson Fleet Quests Completed"
0x0005E78E,"sWorkshopTransfer_TargetIsHarvester","Cannot transfer to a Harvester"
0x0005E78F,"sNoFarTravelDocked","You cannot travel while ship is docked."
0x0005E790,"sCrimeTypeSmuggling","Smuggling"
0x0005E791,"sPropModNameWeapAimAimAssistDataNoSteering","NoSteering"
0x0005E792,"sTopicSubtypeTextMiscellaneousSpaceShipCrewTakeOffInitiated","SpaceShipCrewTakeOffInitiated"
0x0005E793,"sPropModNameWeapVariableRangeDistanceDeceleration","Deceleration"
0x0005E794,"sPropModNameWeapGeneralItemValue","ItemValue"
0x0005E795,"sPropModNameWeapAimAimModelDataRecoilArcRotateDeg","RecoilArcRotateDeg"
0x0005E796,"sPropModNameWeapChargeEnabled","Enabled"
0x0005E797,"sShipClassTooHighCannotActivate","Upgraded Piloting Skill required to fly this ship."
0x0005E798,"sPropModNameWeapVariableRangeEnabled","Enabled"
0x0005E799,"sAffinityEventLikes","liked that."
0x0005E79A,"sMiscStatExplosiveKills","Explosive Kills"
0x0005E79B,"sConfirmUseQuantumEssence","Using Quantum Essence will reset all skill progress.  Proceed?"
0x0005E79C,"sPropModNameWeapAimSightedTransitionSeconds","SightedTransitionSeconds"
0x0005E79D,"sAffinityEventDislikes","disliked that."
0x0005E79E,"sPropModNameWeapAimAimAssistDataBulletBendingConeAngleDegrees","BulletBendingConeAngleDegrees"
0x0005E79F,"sPropModNameWeapGeneralEquipSlot","EquipSlot"
0x0005E7A0,"sPropModNameWeapVisualsImpactDataSet","ImpactDataSet"
0x0005E7A1,"sFarTravelDisabled","Far Travel is currently disabled."
0x0005E7A2,"sWorkshopPlacement_UNSUPPORTED_CLAMP_UP","Cannot place item: Must be built on ceilings."
0x0005E7A3,"sMiscStatLargestShipOwned","Largest Ship Owned"
0x0005E7A4,"sMiscStatsRyujinIndustriesQuestsComplete","Ryujin Industries Quests Completed"
0x0005E7A5,"sPropModNameWeapAimAimModelDataConeMinDegrees","ConeMinDegrees"
0x0005E7A6,"sCrimeTypePiracy","Piracy"
0x0005E7A7,"sWorkshopTransfer_BuilderInputMismatch","Output does not match the Builder's inputs."
0x0005E7A8,"sPropModNameWeapFlagsPreventUseInNormalCombat","PreventUseInNormalCombat"
0x0005E7A9,"sMiscStatsFreestarCollectiveQuestsComplete","Freestar Collective Quests Completed"
0x0005E7AA,"sSoulLevelNameNone","None"
0x0005E7AB,"sAffinityEventLoves","loved that."
0x0005E7AC,"sMiscStatBallisticKills","Ballistic Kills"
0x0005E7AD,"sPropModNameWeapAimAccuracyBonus","AccuracyBonus"
0x0005E7AE,"sWorkshop_EXCEEDED_MAX_COUNT","Cannot place item: The max amount of this item has been reached."
0x0005E7AF,"sObstructedCannotActivate","You cannot use this. It is obstructed."
0x0005E7B0,"sAffinityEventHates","hated that."
0x0005E7B1,"sPropModNameWeapChargeFullPowerSeconds","FullPowerSeconds"
0x0005E7B2,"sPropModNameWeapAimAimModelDataConeIronSightsMultiplier","ConeIronSightsMultiplier"
0x0005E7B3,"sPropModNameWeapVariableRangeApertureValueRangeMin","ValueRangeMin"
0x0005E7B4,"sBlueprint_NOT_FOUND","Cannot find selected blueprint."
0x0005E7B5,"sMenuDisplayMinutes"," minutes"
0x0005E7B6,"sMiscStatShipsSold","Ships Sold"
0x0005E7B7,"sPropModNameWeapDamageHitBehavior","HitBehavior"
0x0005E7B8,"sHeal","Heal"
0x0005E7B9,"sPropModNameWeapAimAimAssistDataADSMultiplierOuterSteeringRing","ADSMultiplierOuterSteeringRing"
0x0005E7BA,"sPropModNameWeapGeneralWeight","Weight"
0x0005E7BB,"sMiscStatShipsPainted","Ships Painted"
0x0005E7BC,"sHairColor02","sHairColor02"
0x0005E7BD,"sPropModNameWeapAimAimDownSightDataFPGeometryOffsetY","FPGeometryOffsetY"
0x0005E7BE,"sWorkshopPlacement_UNSUPPORTED_FORWARD_CAST","Cannot place item: Must be built on walls."
0x0005E7BF,"sChargenMakeup","Makeup"
0x0005E7C0,"sPropModNameWeapAimAimAssistDataInnerConeAngleDegrees","InnerConeAngleDegrees"
0x0005E7C1,"sPropModNameWeapAudioSoundLevelMult","SoundLevelMult"
0x0005E7C2,"sPlanetResourceInorganicAbundance02","Normal"
0x0005E7C3,"sPropModNameWeapPowerRechargeDelay","RechargeDelay"
0x0005E7C4,"sCantEquipStimpak","You are already at full health."
0x0005E7C5,"sPropModNameWeapAimAimDownSightDataFPGeometryOffsetX","FPGeometryOffsetX"
0x0005E7C6,"sHairColor00","sHairColor00"
0x0005E7C7,"sWorkshopPlacement_TOO_CLOSE_TO_PLAYER","Cannot place item: Overlapping Player."
0x0005E7C8,"sPropModNameWeapAimAimAssistDataADSMultiplierInnerSteeringRing","ADSMultiplierInnerSteeringRing"
0x0005E7C9,"sPropModNameWeapDamageCriticalChanceIncMult","CriticalChanceIncMult"
0x0005E7CA,"sPropModNameWeapGeneralType","Type"
0x0005E7CB,"sPropModNameWeapVisualsColorRemappingIndex","ColorRemappingIndex"
0x0005E7CC,"sDefaultPlayerAddressDisplayNonbinary","Captain"
0x0005E7CD,"sWorkshopPlacement_UNSUPPORTED","Cannot place item: Needs support."
0x0005E7CE,"sHairColor03","sHairColor03"
0x0005E7CF,"sMiscStatDataSlatesRead","Data Slates Read"
0x0005E7D0,"sPlanetResourceInorganicAbundance01","Scarce"
0x0005E7D1,"sPropModNameWeapAudioSoundLevel","SoundLevel"
0x0005E7D2,"sRetry","Retry"
0x0005E7D3,"sPropModNameWeapAimAimModelDataBaseStability","BaseStability"
0x0005E7D4,"sPropModNameWeapPowerFullRechargeTime","FullRechargeTime"
0x0005E7D5,"sMagicEffectItemMinutesAbbrev","m"
0x0005E7D6,"sChargenMarkings","Markings"
0x0005E7D7,"sWorkshopTransfer_InvalidTarget","The target is not a valid connection."
0x0005E7D8,"sWorkshopCreateBlueprintPrompt","Create blueprint from selected objects?"
0x0005E7D9,"sChargenFacialHairColor","Facial hair color"
0x0005E7DA,"sPropModNameWeapReloadReloadSpeed","ReloadSpeed"
0x0005E7DB,"sPropModNameWeapAmmunitionOverrideShellCasing","OverrideShellCasing"
0x0005E7DC,"sPlanetResourceInorganicAbundance00","None"
0x0005E7DD,"sPropModNameWeapAimAimAssistDataSteeringDegPerSec","SteeringDegPerSec"
0x0005E7DE,"sWorkshopPlacement_INVALID_SURFACE","Cannot place item on this surface."
0x0005E7DF,"sUICellCubemap","textures/cubemaps/milkywaycubemap.dds"
0x0005E7E0,"sWorkshopOverwriteBlueprintPrompt","Overwrite selected blueprint?"
0x0005E7E1,"sChargenJewelryColor","Jewelry color"
0x0005E7E2,"sPropModNameWeapDamageResistance","Resistance"
0x0005E7E3,"sPropModNameWeapAimAimDownSightDataOverlay","Overlay"
0x0005E7E4,"sHairColor06","sHairColor06"
0x0005E7E5,"sMiscStatTimesThroughUnity","Times Through Unity"
0x0005E7E6,"sHairColor05","sHairColor05"
0x0005E7E7,"sWorkshopPlacement_PLACEMENT_OVERLAPS_WORKSHOP","Cannot place item: Overlaps an existing build area."
0x0005E7E8,"sPropModNameWeapFiringShotsPerSecond","ShotsPerSecond"
0x0005E7E9,"sPropModNameWeapAimAimAssistDataADSMultiplierOuterConeAngleDegrees","ADSMultiplierOuterConeAngleDegrees"
0x0005E7EA,"sChargenTeeth","Teeth"
0x0005E7EB,"sWorkshopBlueprintRemoveInvalidObjectsPrompt","At least one object was selected that cannot be placed in a blueprint. Create blueprint anyway?"
0x0005E7EC,"sWorkshopPlacement_FOUNDATION_TOO_TALL","The foundation is too tall."
0x0005E7ED,"sDefaultShipCubeMap","Cubemaps\Cell_ShipInteriorCube.dds"
0x0005E7EE,"sPropModNameWeapAimAimAssistDataOuterConeAngleDegrees","OuterConeAngleDegrees"
0x0005E7EF,"sPropModNameWeapAmmunitionOverrideProjectile","OverrideProjectile"
0x0005E7F0,"sCameraShotGraphName","AnimTextData\Tables\Graphs\CameraShot.agx"
0x0005E7F1,"sChargenJewelry","Jewelry"
0x0005E7F2,"sWorkshopDeleteBlueprintPrompt","Delete selected blueprint?"
0x0005E7F3,"sMiscStatInorganicResourcesGathered","Inorganic Resources Gathered"
0x0005E7F4,"sWorkshopPlacement_ON_ANIMATED_DOOR","Cannot place item: Cannot be placed on movable doors."
0x0005E7F5,"sMiscStatPlanetsLandedOn","Planets Landed On"
0x0005E7F6,"sMiscStatAfflictionsSuffered","Afflictions Suffered"
0x0005E7F7,"sPropModNameWeapFiringOverrideRateOfFire","OverrideRateOfFire"
0x0005E7F8,"sPropModNameWeapAimAimAssistDataADSMultiplierInnerConeAngleDegrees","ADSMultiplierInnerConeAngleDegrees"
0x0005E7F9,"sTopicSubtypeTextMiscellaneousSpaceShipCrewGravJumpCalculationComplete","SpaceShipCrewGravJumpCalculationComplete"
0x0005E7FA,"sTopicSubtypeTextMiscellaneousSpaceShipCrewEnemyDockingInitiated","SpaceShipCrewEnemyDockingInitiated"
0x0005E7FB,"sHairColor07","sHairColor07"
0x0005E7FC,"sTopicSubtypeTextCombatOnHit","OnHit"
0x0005E7FD,"sWorkshopPlacement_PLACEMENT_RESTRICTED_AREA","Cannot place item: Area is restricted."
0x0005E7FE,"sTopicSubtypeTextCombatUseMagic","UseMagic"
0x0005E7FF,"sTopicSubtypeTextCombatFallback","Fallback"
0x0005E800,"sTopicSubtypeTextCombatReload","Reload"
0x0005E801,"sMiscStatSkillChallengesComplete","Skill Challenges Completed"
0x0005E802,"sTopicSubtypeTextCombatCurious","Curious"
0x0005E803,"sTopicSubtypeTextCombatPiracy","Piracy"
0x0005E804,"sTopicSubtypeTextCombatSpaceshipGravJumpRepaired","SpaceshipGravJumpRepaired"
0x0005E805,"sTopicSubtypeTextCombatSpaceshipThursutersRepaired","SpaceshipThursutersRepaired"
0x0005E806,"sTopicSubtypeTextCombatSpaceshipEnemyGravJumpDown","SpaceshipEnemyGravJumpDown"
0x0005E807,"sTopicSubtypeTextCombatSpaceshipEnemyShieldsDown","SpaceshipEnemyShieldsDown"
0x0005E808,"sTopicSubtypeTextCombatSpaceshipEnemyThrustersDown","SpaceshipEnemyThrustersDown"
0x0005E809,"sTopicSubtypeTextCombatSpaceshipEnemyWeaponsDown","SpaceshipEnemyWeaponsDown"
0x0005E80A,"sMiscStatSystemsVisited","Systems Visited"
0x0005E80B,"sTopicSubtypeTextCombatSpaceshipEnemyEngineRepaired","SpaceshipEnemyEngineRepaired"
0x0005E80C,"sTopicSubtypeTextCombatSpaceshipEnemyGravJumpRepaired","SpaceshipEnemyGravJumpRepaired"
0x0005E80D,"sTopicSubtypeTextCombatSpaceshipEnemyShieldsRepaired","SpaceshipEnemyShieldsRepaired"
0x0005E80E,"sTopicSubtypeTextCombatSpaceshipEnemyThrustersRepaired","SpaceshipEnemyThrustersRepaired"
0x0005E80F,"sTopicSubtypeTextCombatSpaceshipEnemyWeaponsRepaired","SpaceshipEnemyWeaponsRepaired"
0x0005E810,"sTopicSubtypeTextCombatSpaceshipShieldsZeroHealth","SpaceshipShieldsZeroHealth"
0x0005E811,"sTopicSubtypeTextMiscellaneousSpaceShipCrewLandingStart","SpaceShipCrewLandingStart"
0x0005E812,"sTopicSubtypeTextCombatMeleeAttack","MeleeAttack"
0x0005E813,"sWorkshopPlacement_OUTSIDE_PLAYABLE_AREA","Cannot place item: Outside playable area."
0x0005E814,"sTopicSubtypeTextMiscellaneousSpaceShipCrewReturnToOrbit","SpaceShipCrewReturnToOrbit"
0x0005E815,"sHairColor04","sHairColor04"
0x0005E81A,"sTopicSubtypeTextMiscellaneousSpaceShipCrewDockingComplete","SpaceShipCrewDockingComplete"
0x0005E81B,"sTopicSubtypeTextMiscellaneousSpaceShipCrewUnDockingComplete","SpaceShipCrewUnDockingComplete"
0x0005E81C,"sTopicSubtypeTextMiscellaneousSpaceShipCrewGravJumpCompleted","SpaceShipCrewGravJumpCompleted"
0x0005E81D,"sPropModNameWeapAimAimDownSightDataWorldFOVMult","WorldFOVMult"
0x0005E821,"sPropModNameWeapDamageSkill","Skill"
0x0005E823,"sPropModNameWeapVariableRangeApertureValueRangeMax","ValueRangeMax"
0x0005F42C,"iEpicLootEpicKeywordChance","100"
0x0005FDBB,"sTopicSubtypeTextCombatEnemyKilled","EnemyKilled"
0x0005FDC0,"sTopicSubtypeTextCombatRangedAttack","RangedAttack"
0x0005FDF5,"sPropModNameWeapAimAimAssistDataEnabled","Enabled"
0x00060290,"iMaxPlayerRunes","1"
0x000604C8,"fSandboxEnergyMultWandering","-0.100000"
0x000604C9,"fEvaluateProcedureTimer","0.500000"
0x000604CA,"fEvaluatePackageTimer","15.000000"
0x00060719,"fSneakPerceptionSkillMax","90.000000"
0x0006071A,"fSneakPerceptionSkillMin","5.000000"
0x0006071B,"fSneakAlertMod","0.000000"
0x00060953,"fCombatCoverPairedRushAttackerSuppressedPenalty","1.000000"
0x00060954,"fCombatCoverFlankAttackerSuppressedPenalty","0.750000"
0x00060955,"fCombatCoverAdvanceAttackerSuppressedPenalty","0.750000"
0x00060956,"fCombatCoverAttackChanceAttackerSuppressedPenalty","0.900000"
0x00061007,"fTorchLightLevelInterior","45.000000"
0x00061A5D,"fMagicAreaBaseCostMult","0.000000"
0x00061B2D,"sTopicSubtypeTextCombatTrespassNoVisual","TrespassNoVisual"
0x00061B31,"sLockpickRemoved","Digipick Removed."
0x00061CD3,"sTopicSubtypeTextCombatThreatbackdown","Threatbackdown"
0x00061CD7,"sLandingBayDoorActivateText","Landing Bay"
0x00061CF8,"sTopicSubtypeTextCombatStealTakeback","StealTakeback"
0x00061CFC,"sTopicSubtypeTextCombatSmugglingNC","SmugglingNC"
0x0006227F,"sTopicSubtypeTextCombatSmuggling","Smuggling"
0x000638B1,"fMagicRangeTargetCostMult","1.000000"
0x000640BC,"fMagicVACNoPartTargetedMult","1.000000"
0x000642A0,"sWorkshopPlacement_PLACEMENT_MISSING_RESOURCES","Cannot place item: Must be placed on a resource vein."
0x0006461B,"fFireMaxDamageReduction","0.990000"
0x0006461C,"fFireMinDamageReduction","0.050000"
0x0006461D,"fEnergyMinDamageReduction","0.050000"
0x0006461E,"fEnergyMaxDamageReduction","0.990000"
0x0006461F,"fFrostMaxDamageReduction","0.990000"
0x00064620,"fFrostMinDamageReduction","0.050000"
0x00064623,"fShockMinDamageReduction","0.050000"
0x00064624,"fShockMaxDamageReduction","0.990000"
0x000648A9,"iSoundLevelQuiet","35"
0x00064989,"sTopicSubtypeTextCombatReactToWarn","ReactToWarn"
0x00064EC6,"fSneakMaxDistance","60.000000"
0x00064EC7,"fSneakVisualMinDistanceMax","3.750000"
0x00064EC8,"fSneakVisualMinDistanceMin","1.875000"
0x000657AF,"sWorkshopPlacement_NAVMESH_ONLY","Cannot place item: Invalid location for Turrets."
0x000657B0,"sSkinToneDisplayName","Skin tone"
0x000657B1,"sNoEatShipPartItem","Ship Parts must be placed in Cargo Hold to be used."
0x000657B2,"sTopicSubtypeTextMiscellaneousShootNear","ShootNear"
0x000657B3,"sTopicSubtypeTextCombatElectromagneticShocked","ElectromagneticShocked"
0x000657B4,"sTopicSubtypeTextCombatTakeSupressiveFire","TakeSupressiveFire"
0x000657B5,"sTopicSubtypeTextCombatSpaceshipEngineDown","SpaceshipEngineDown"
0x000657B6,"sTopicSubtypeTextCombatSpaceshipThrustersDown","SpaceshipThrustersDown"
0x000657B7,"sTopicSubtypeTextCombatSpaceshipShieldsDown","SpaceshipShieldsDown"
0x000657BA,"sTopicSubtypeTextCombatSpaceshipGravJumpDown","SpaceshipGravJumpDown"
0x000657BC,"sTopicSubtypeTextCombatSpaceshipWeaponsDown","SpaceshipWeaponsDown"
0x000657BD,"sTopicSubtypeTextCombatSpaceshipEnginesRepaired","SpaceshipEnginesRepaired"
0x000657BE,"sTopicSubtypeTextCombatSpaceshipShieldsRepaired","SpaceshipShieldsRepaired"
0x000657BF,"sTopicSubtypeTextCombatSpaceshipWeaponsRepaired","SpaceshipWeaponsRepaired"
0x000657C0,"sTopicSubtypeTextCombatSpaceshipEnemyEngineDown","SpaceshipEnemyEngineDown"
0x000657C1,"sTopicSubtypeTextCombatSpaceshipEnterCombat","SpaceshipEnterCombat"
0x000657C2,"sTopicSubtypeTextCombatSpaceshipLeaveCombat","SpaceshipLeaveCombat"
0x000657C3,"sMiscStatLocationsExplored","Locations Explored"
0x000657C4,"sTopicSubtypeTextCombatStealTakebackSuccess","StealTakebackSuccess"
0x000657C5,"sWorkshopPlacement_TERRAIN_ONLY","Cannot place item: Must be placed directly on terrain."
0x000657C7,"sPropModNameWeapAimAimModelDataRecoilMaxDegPerShot","RecoilMaxDegPerShot"
0x000657C8,"sPropModNameWeapFiringBurstShots","BurstShots"
0x000657C9,"sCameraShakeFilename_G","Cameras\Base_Camera\Animations\CameraShake.af"
0x000657CB,"sPropModNameWeapAimAimAssistTemplate","AimAssistTemplate"
0x000657CC,"sSpaceshipAsteroidsVFX","Particles\SpaceVisuals\SpaceAsteroids01.psfx"
0x000657CD,"sPropModNameWeapMeleeStaggerValue","StaggerValue"
0x000657CE,"sPropModNameWeapAimAimAssistDataPitchScale","PitchScale"
0x000657CF,"sPropModNameWeapDamageCriticalEffect","CriticalEffect"
0x000657D0,"sPlanetResourceOrganicAbundance01","Scarce"
0x000657D1,"sMessageLockedDoor","RESTRICTED"
0x000657D2,"sServeTime","Served "
0x000657D3,"sMiscStatsOutpostsBuilt","Outposts Built"
0x000657D4,"sPropModNameWeapFiringFiringType","FiringType"
0x000657D5,"sChargenBrowColor","Eyebrow Color"
0x000657D6,"sWorkshopPlacement_TIMER",""
0x000657D7,"sPropModNameWeapAimAimModelDataRecoilHipMult","RecoilHipMult"
0x000657D8,"sMiscStatCargoLinksEstablished","Cargo Links Established"
0x000657D9,"sWorkshopPlacement_SPLINE_TOO_LONG","Cannot place item: Spline is too long."
0x000657DA,"sPropModNameWeapFiringBurstDelaySeconds","BurstDelaySeconds"
0x000657DB,"sPropModNameWeapVariableRangeApertureInputRangeMin","InputRangeMin"
0x000657E0,"sAbort","Abort"
0x000657E1,"sPropModNameWeapAmmunitionAmmoCapacity","AmmoCapacity"
0x000657E2,"sPropModNameWeapPowerEnabled","Enabled"
0x000657E3,"sPlanetResourceOrganicAbundance02","Normal"
0x000657E4,"sPropModNameWeapDamageCriticalEffectOnDeathOnly","CriticalEffectOnDeathOnly"
0x000657E5,"sPropModNameWeapAimAimAssistDataInnerSteeringRing","InnerSteeringRing"
0x000657E6,"sPhotoModeOutOfSpaceMessage","You have reached the max amount of photos you can take. Please delete some photos from the gallery."
0x000657E7,"sMagicCastStarPowerTimer","Insufficient Star Power"
0x000657E8,"sTimeJail","days in jail."
0x000657E9,"sMagicEffectItemSecondsAbbrev","s"
0x000657EC,"sPropModNameWeapAimAimOpticalSightModel","AimOpticalSightModel"
0x000657ED,"sDeferDeleteItem_LandingPad","The landing pad is occupied. Do you want to delete this once the ship leaves?"
