FormID, EditorID, Full, Description, Model, FLLD, NAM1, XFLG, Includes, Properties, AttachParentSlots, DataName, AttachPointFormId, AttachPoint, Unknown1, Unknown2, Unknown3
0x00050C36,"mod_Novablast_Optics_GlowSights","Glow Sights","Improved focus and better sighted accuracy.","Weapons\Novablast\Novablast_Optics_GlowSight.nif",1,0,0,1,2,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x00050C37,"mod_Novablast_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00050C38,"mod_Novablast_Muzzle_FocusNozzle","Focus Nozzle","","Weapons\Novablast\Novablast_Muzzle_FocusNozzle.nif",1,0,0,1,0,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00050C39,"mod_Novablast_Muzzle_FocalLens","Focal Lens","","Weapons\Novablast\Novablast_Muzzle_FocalLens.nif",1,0,0,1,0,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00050C3A,"mod_Novablast_Mag_EM","Electromagnetic Beams","","",1,0,0,0,2,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x00050C3B,"mod_Novablast_Laser_ReconSight","Recon Laser Sight","Adds a recon sight.","Weapons\Novablast\Novablast_LightLaser_LaserSight.nif",1,0,0,1,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00050C3C,"mod_Novablast_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00050C3D,"mod_Novablast_Laser_LaserSight","Laser Sight","Adds Laser Sight.","Weapons\Novablast\Novablast_LightLaser_LaserSight.nif",1,0,0,1,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00050C3E,"mod_Novablast_Internal_Overclocked","Overclocked","","",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00050C3F,"mod_Novablast_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00050C40,"mod_Novablast_Internal_Amplifier","Amplifier","","",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00050C41,"mod_Novablast_Barrel_Standard","Standard Barrel","","Weapons\Novablast\Novablast_Barrel_Standard.nif",1,0,0,0,1,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x00050C42,"mod_Novablast_Barrel_Long","Long Barrel","Increases accuracy, range, and recoil control; lowers aim down sights speed.","Weapons\Novablast\Novablast_Barrel_Long.nif",1,0,0,1,0,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x00050C43,"_Template_mod_Armor_Spacesuit_ReducedExplosive","","","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00050C44,"_Template_mod_Armor_Spacesuit_ReducedSprint","","","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00050C45,"_Template_mod_Armor_Spacesuit_Stealth","","","",1,0,0,0,4,0,"TESObjectARMOR_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00050C46,"_Template_mod_Armor_Helmet_Perception","","","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x0005139D,"mod_Novalight_Mag_EM","Electromagnetic Beams","","Weapons\Novalight\NovaLight_Magazine.nif",1,0,0,1,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x000513AF,"mod_Novalight_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x000513B0,"mod_Novalight_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x000513B1,"mod_Novalight_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x000517EF,"mod_Pacifier_Optics_IronSights","Iron Sights","","Weapons\pacifiershotgun\pacifiershotgun_ironsight.nif",1,0,0,1,2,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x000517F3,"mod_Pacifier_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x000517F4,"mod_Pacifier_Grip_StandardNoStock","Standard Grip Without Stock","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000849A6,"ap_gun_Stock",0x0000,0x0000,0x00000000
0x000517FA,"mod_UrbanEagle_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x000517FE,"mod_UrbanEagle_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x000517FF,"mod_UrbanEagle_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00057555,"mod_Lawgiver_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\Lawgiver\lawgiver1.nif",1,0,0,1,4,5,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0005756C,"mod_Lawgiver_Muzzle_None","No Mod","","Weapons\Maelstrom\Dummy_Barrel.nif",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0005756D,"mod_Lawgiver_Mag_Standard","Standard Magazine","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0005756E,"mod_Lawgiver_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x0005756F,"mod_Lawgiver_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00057570,"mod_Lawgiver_Barrel_Standard","Standard Barrel","","Weapons\Lawgiver\Lawgiver_StandardBarrel.nif",1,0,0,0,2,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x00057587,"mod_Regulator_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\Regulator\Regulator.nif",1,0,0,1,4,6,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x00057588,"mod_Regulator_Muzzle_None","No Mod","","",1,0,0,0,1,1,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00057589,"mod_Regulator_Mag_Standard","Standard Magazine","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0005758A,"mod_Regulator_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x0005758B,"mod_Regulator_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x0005758C,"mod_Regulator_Barrel_Standard","Standard Barrel","","Weapons\Regulator\Regulator_StandardBarrel.nif",1,0,0,0,2,4,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x00057B44,"mod_Rattler_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\Heater\rattler.nif",1,0,0,1,4,5,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x00057B45,"mod_Rattler_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00057B46,"mod_Rattler_Mag_Standard","Standard Magazine","","Weapons\Heater\rattler_mag.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x00057B47,"mod_Rattler_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00057B48,"mod_Rattler_Barrel_Standard","Standard Barrel","","Weapons\Maelstrom\Dummy_Barrel.nif",1,0,0,0,2,4,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x00057B49,"mod_Rattler_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00057B6B,"mod_Coachman_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00057B6C,"mod_Coachman_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00057B73,"mod_Coachman_Mag_Standard","Standard Shells","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x00057B75,"mod_Coachman_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\coachmanshotgun\CoachmanShotgun.nif",1,0,0,1,2,3,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x00057B76,"mod_Coachman_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00057B79,"mod_Coachman_Barrel_Standard","Standard Barrel","","Weapons\coachmanshotgun\Coachman_BarrelStandard.nif",1,0,0,0,2,5,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x00059AE8,"mod_Legendary_Armor_03_ReflectDamage","Mirrored","4% chance to reflect attacks.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABD,"ap_Legendary_rank_3",0x0000,0x0000,0x00000000
0x0005A6EB,"OLD_mod_LaserRifle_Receiver_Base","Baseline Rifle Receiver","Baseline No Effect","Weapons\laserrifle\pirate_laserrifle_rev1.nif",1,0,0,0,0,5,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0005A6EC,"mod_Equinox_Cover_Standard","Standard Cover","","Weapons\laserrifle\pirate_shell.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0001BC46,"ap_gun_Cover",0x0000,0x0000,0x00000000
0x0005A6ED,"mod_LaserRifle_Barrel_Base","Baseline Rifle Barrel","Baseline No Effect","Weapons\Laser_Rifle\Pirate\Pirate_LaserRifle_Barrel.nif",1,0,0,0,0,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x0005A6EE,"mod_Equinox_Mag_Standard","Standard Battery","","Weapons\laserrifle\mag_battery.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0005A6EF,"mod_LaserRifle_Scope_Base","Baseline Reflex Sight","Baseline No Effect","Weapons\laserrifle\pirate_laserrifle_reflexsight.nif",1,0,0,0,0,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x0005A6F0,"OLD_mod_Stinger_Receiver_Base","Standard Receiver","Standard.","Weapons\StingerPistol\stinger.nif",1,0,0,0,0,6,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0005A6F1,"mod_Stinger_Mag_Base","Standard Magazine","Standard.","Weapons\StingerPistol\stinger_mag.nif",1,0,0,0,0,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0005A6F2,"CUT_mod_Stinger_Cover_Base","Cover","Baseline","Weapons\StingerPistol\stinger_cover.nif",1,0,0,0,0,1,"TESObjectWEAP_InstanceData",0x0001BC46,"ap_gun_Cover",0x0000,0x0000,0x00000000
0x0005A6F3,"mod_Stinger_Sight_Base","Reflex Sight","Better focus and sighted accuracy.","Weapons\StingerPistol\reflex.nif",1,0,0,1,0,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x0005AC81,"mod_MagShot_Barrel_Standard","Standard Barrel","","Weapons\MagShot\Magshot_Barrel_Standard.nif",1,0,0,0,2,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x0005AD0A,"mod_Solstice_Mag_Standard","Standard Battery","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0005AD0B,"mod_Solstice_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x0005AD0C,"mod_Solstice_Muzzle_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0005B98C,"mod_Equinox_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0005B98D,"mod_Equinox_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x0005B98E,"mod_Equinox_Grip_Standard","Standard Grip","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x0005B98F,"mod_Equinox_Cover_None","Removed Cover","","",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x0001BC46,"ap_gun_Cover",0x0000,0x0000,0x00000000
0x0005BA3E,"mod_Eon_Muzzle_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0005BA3F,"mod_Eon_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x0005BA40,"mod_Grendel_Muzzle_None","No Mod","","Weapons\Bullpup\Bullpup_Muzzle_StandardBrake.nif",1,0,0,0,2,0,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0005BA4A,"mod_Grendel_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x0005BB26,"mod_Beowulf_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00060293,"mod_Legendary_Armor_02_CarryWeight_Resources","Resource Hauler","Resources weigh 25% less.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x00060295,"mod_Legendary_Armor_02_CarryWeight_Weapon","Weapon Holsters","Weapons weigh 50% less.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x0006029D,"mod_Legendary_Armor_03_Disarm","Repulsing","5% chance to disarm nearby attackers.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABD,"ap_Legendary_rank_3",0x0000,0x0000,0x00000000
0x0006029F,"mod_Legendary_Armor_03_Stagger","Reactive","10% chance to stagger nearby attackers.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABD,"ap_Legendary_rank_3",0x0000,0x0000,0x00000000
0x00062886,"mod_Grendel_Quality_02","Quality Level 02","","",1,0,0,0,4,0,"TESObjectWEAP_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00062888,"mod_Grendel_Quality_03","Quality Level 03","","",1,0,0,0,4,0,"TESObjectWEAP_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x0006288A,"mod_Grendel_Quality_TiersAny","Quality Tiers Any","","",1,0,0,4,1,0,"TESObjectWEAP_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x0006288C,"mod_Grendel_Quality_01","Quality Level 01","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00062896,"mod_Grendel_Quality_04","Quality Level 04","","",1,0,0,0,4,0,"TESObjectWEAP_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00062BF6,"SQ_TreasureMap_Surface_WeaponMods","","","",1,0,0,28,0,0,"TESObjectWEAP_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x000638A8,"mod_Kraken_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00064985,"mod_CCT_Attack_Spitter_ElectricArc","Spitter Electric Arc","Electric arc ranged attack.","",1,0,0,0,3,0,"TESNPC_InstanceData",0x002AD3E6,"ap_CCT_Attack_1",0x0000,0x0000,0x00000000
0x00064A3D,"bot_ModelA_Civ_Hands_Normal_01","","","",1,0,0,0,0,0,"TESNPC_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00066C6F,"mod_CCT_Attack_Spitter_Quill","Spitter Quill","Quill ranged attack.","",1,0,0,0,3,0,"TESNPC_InstanceData",0x002AD3E6,"ap_CCT_Attack_1",0x0000,0x0000,0x00000000
0x00068009,"mod_Maelstrom_Muzzle_None","No Mod","","Weapons\Maelstrom\Maelstrom_ThreadProtectors.nif",1,0,0,0,2,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0006800D,"mod_Maelstrom_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00068A1E,"mod_UrbanEagle_Mag_Standard","Standard Magazine","","Weapons\UrbanEagle\urbaneagle_magazine.nif",1,0,0,0,2,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x00068A1F,"mod_Maelstrom_Receiver_SemiAuto","Semi-Automatic","","Weapons\Maelstrom\Maelstrom.nif",1,0,0,1,4,8,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x00068A23,"mod_UrbanEagle_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\UrbanEagle\urbaneagle.nif",1,0,0,1,3,6,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x00068A2F,"mod_Pacifier_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00068A30,"mod_Pacifier_Mag_Standard","Standard Magazine","","Weapons\pacifiershotgun\PacifierShotgun_Magazine.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x00068A33,"mod_Pacifier_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00068A35,"mod_Pacifier_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\pacifiershotgun\pacifiershotgun.nif",1,0,0,1,2,6,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x000690AE,"mod_Legendary_Helmet_01_OxygenFilter","O2 Filter","-25% oxygen consumption.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x001E32C8,"ap_Legendary_rank_1",0x0000,0x0000,0x00000000
0x000690AF,"mod_Legendary_Helmet_02_ScannerDMG","Analyzer","+10% damage to scanned targets.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x000690B0,"mod_Legendary_Helmet_01_OxygenBoosted","O2 Boosted","+20% oxygen capacity.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x001E32C8,"ap_Legendary_rank_1",0x0000,0x0000,0x00000000
0x00069D8D,"mod_AA99_Mag_S","Small Magazine","","Weapons\AR99\AR99_Mag_Small.nif",1,0,0,1,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x00069F5F,"mod_Pacifier_Muzzle_MuzzleBrake","Muzzle Brake","","Weapons\pacifiershotgun\PacifierShotgun_MuzzleBreak.nif",1,0,0,1,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0006A40F,"mod_Solstice_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\solstice\Solstice.nif",1,0,0,1,5,7,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0006A410,"mod_Solstice_Grip_Standard","Standard Grip","","Weapons\solstice\Solstice_GripStandard.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x0006A411,"mod_Solstice_Barrel_Standard","Standard Barrel","","Weapons\Solstice\solstice_magbarrel1.nif",1,0,0,0,4,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x0006A8B1,"mod_Eon_Grip_Standard","Standard Grip","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x0006A8DB,"mod_Eon_Laser_None","No Mod","","Weapons\StingerPistol\stinger_battery.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002EE28,"ap_gun_Battery",0x0000,0x0000,0x00000000
0x0006A8E9,"mod_Eon_Barrel_Standard","Standard Barrel","","",1,0,0,0,1,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x0006ABE3,"mod_Grendel_Internal_HighPowered","High Powered","","",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x0006ABE4,"mod_Grendel_Internal_HighVelocity","High Velocity","","",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x0006ABE7,"mod_Grendel_Receiver_BurstFire","Burst Fire","Improved damage and rate of fire. Inferior Range.","Weapons\Bullpup\Bullpup_Receiver.nif",1,0,0,1,5,8,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0006ABE8,"mod_Grendel_Receiver_SemiAuto","Semi-Automatic","Improved damage and rate of fire. Inferior Range.","Weapons\Bullpup\Bullpup_Receiver.nif",1,0,0,1,3,8,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0006ABEB,"mod_Grendel_Optics_IronSights","Iron Sights","","Weapons\Bullpup\Bullpup_Sights_Iron_Glow.nif",1,0,0,1,2,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x0006ABEC,"mod_Grendel_Optics_ShortScope","Short Scope","","Weapons\Bullpup\Bullpup_Scope_Electronic.nif",1,0,0,1,1,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x0006ABED,"mod_Grendel_Optics_ReflexSight","Reflex Sight","","Weapons\Bullpup\Grendel_ReflexSight.nif",1,0,0,1,1,0,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x0006D5B2,"mod_Equinox_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x0006D5BA,"mod_Equinox_Receiver_SemiAuto_Standard","Semi-Automatic","","Weapons\laserrifle\pirate_laserrifle_rev1.nif",1,0,0,1,5,9,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x000710F5,"mod_Legendary_Armor_02_ENV_Rad","Leadlined","+25 Radiation Resistance.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x000710F6,"mod_Legendary_Armor_02_ENV_Thermal","Liquid Cooled","+25 Thermal Resistance.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x000710F7,"mod_Legendary_Armor_02_ENV_Corrosive","Galvanized","+25 Corrosive Resistance.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x000710FA,"mod_Legendary_Armor_02_ENV_Airborne","Antiseptic","+25 Airborne Resistance.","",1,0,0,0,3,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x000710FD,"mod_Legendary_Armor_02_FallDamage","Acrobat","-50% fall damage.","",1,0,0,0,4,0,"TESObjectARMOR_InstanceData",0x00329ABC,"ap_Legendary_rank_2",0x0000,0x0000,0x00000000
0x00073C9F,"LDCreatureMod_mod_Size_030","LD Specific Size 0.30","","",1,0,0,0,3,0,"TESNPC_InstanceData",0x002AD3EA,"ap_CCT_Size",0x0000,0x0000,0x00000000
0x0007627A,"mod_Flora_Base_TyrantHeart03","Tyrant Heart","","Landscape\Flora\Tyrant Heart\TyrantHeart03.nif",1,0,0,0,0,1,"TESFlora_InstanceData",0x0029FE1E,"ap_flora_base",0x0000,0x0000,0x00000000
