QuestFormID, QuestEditorID, QuestFull, INDX1, INDX2, NAM2, CNAM
0xFD00556E,"SFBGS003_BountyScannerQuest","Bounty Hunting","700","43776","Target Killed.",""
0xFD00556E,"SFBGS003_BountyScannerQuest","Bounty Hunting","750","43776","Target is unconscious.",""
0xFD00556E,"SFBGS003_BountyScannerQuest","Bounty Hunting","800","43776","Reward Player",""
0xFD00556E,"SFBGS003_BountyScannerQuest","Bounty Hunting","850","43776","Player left area. Quest Complete.",""
0xFD00556E,"SFBGS003_BountyScannerQuest","Bounty Hunting","900","43776","Bounty complete.",""
0xFD00556E,"SFBGS003_BountyScannerQuest","Bounty Hunting","950","43776","Bounty failed. ",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","0","43778","Ready state.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","1","43776","Debug - Moves Player to the Bounty Target",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","5","43778","Bounty Target Alias setup is finished. ",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","30","43776","Display Bribe Option",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","55","43776","* Player used Bribe.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","90","43776","Bounty Quest setup is complete. Waiting on Player...",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","100","43776","Target Scanned. Set when Player scans the NPC.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","200","43776","Player talked to Bounty Target.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","210","43776","Speech challenge success.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","220","43776","Speech challenge fail.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","230","43776","Quest Complete: Bribe accepted. ",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","240","43776","Scene Complete.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","425","43776","Target Flees.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","430","43776","NPC fled successfully. Shutdown",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","450","43776","Start Combat. Set by dialogue OnPhase setstage.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","475","43776","Attack Player.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","500","43776","Target unconscious. Set by script when NPC is OnDying.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","600","43776","Target Surrendered.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","700","43776","Target Killed.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","750","43776","Target is unconscious.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","800","43776","Reward Player",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","850","43776","Player left area. Quest Complete.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","900","43776","Bounty complete.",""
0xFD0066B3,"SFBGS003_BountyScannerQuest03","Bounty Hunting","950","43776","Bounty failed. ",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","0","43778","Ready state.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","1","43776","Debug - Moves Player to the Bounty Target",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","5","43778","Bounty Target Alias setup is finished. ",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","30","43776","Display Bribe Option",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","55","43776","* Player used Bribe.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","90","43776","Bounty Quest setup is complete. Waiting on Player...",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","100","43776","Target Scanned. Set when Player scans the NPC.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","200","43776","Player talked to Bounty Target.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","210","43776","Speech challenge success.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","220","43776","Speech challenge fail.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","230","43776","Quest Complete: Bribe accepted. ",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","240","43776","Scene Complete.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","425","43776","Target Flees.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","430","43776","NPC fled successfully. Shutdown",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","450","43776","Start Combat. Set by dialogue OnPhase setstage.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","475","43776","Attack Player.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","500","43776","Target unconscious. Set by script when NPC is OnDying.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","600","43776","Target Surrendered.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","700","43776","Target Killed.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","750","43776","Target is unconscious.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","800","43776","Reward Player",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","850","43776","Player left area. Quest Complete.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","900","43776","Bounty complete.",""
0xFD0066B4,"SFBGS003_BountyScannerQuest02","Bounty Hunting","950","43776","Bounty failed. ",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","0","43778","Ready state.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","1","43776","Debug - Moves Player to the Bounty Target",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","5","43778","Bounty Target Alias setup is finished. ",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","30","43776","Display Bribe Option",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","55","43776","* Player used Bribe.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","90","43776","Bounty Quest setup is complete. Waiting on Player...",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","100","43776","Target Scanned. Set when Player scans the NPC.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","200","43776","Player talked to Bounty Target.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","210","43776","Speech challenge success.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","220","43776","Speech challenge fail.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","230","43776","Quest Complete: Bribe accepted. ",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","240","43776","Scene Complete.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","425","43776","Target Flees.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","430","43776","NPC fled successfully. Shutdown",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","450","43776","Start Combat. Set by dialogue OnPhase setstage.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","475","43776","Attack Player.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","500","43776","Target unconscious. Set by script when NPC is OnDying.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","600","43776","Target Surrendered.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","700","43776","Target Killed.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","750","43776","Target is unconscious.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","800","43776","Reward Player",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","850","43776","Player left area. Quest Complete.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","900","43776","Bounty complete.",""
0xFD0066B5,"SFBGS003_BountyScannerQuest01","Bounty Hunting","950","43776","Bounty failed. ",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","0","43778","Ready state.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","1","43776","Debug - Moves Player to the Bounty Target",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","5","43778","Bounty Target Alias setup is finished. ",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","30","43776","Display Bribe Option",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","55","43776","* Player used Bribe.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","90","43776","Bounty Quest setup is complete. Waiting on Player...",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","100","43776","Target Scanned. Set when Player scans the NPC.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","200","43776","Player talked to Bounty Target.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","210","43776","Speech challenge success.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","220","43776","Speech challenge fail.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","230","43776","Quest Complete: Bribe accepted. ",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","240","43776","Scene Complete.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","425","43776","Target Flees.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","430","43776","NPC fled successfully. Shutdown",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","450","43776","Start Combat. Set by dialogue OnPhase setstage.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","475","43776","Attack Player.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","500","43776","Target unconscious. Set by script when NPC is OnDying.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","600","43776","Target Surrendered.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","700","43776","Target Killed.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","750","43776","Target is unconscious.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","800","43776","Reward Player",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","850","43776","Player left area. Quest Complete.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","900","43776","Bounty complete.",""
0xFD0066B6,"SFBGS003_BountyScannerQuest00","Bounty Hunting","950","43776","Bounty failed. ",""
0xFD00B919,"SFBGS003_Bounty_SpeechChallenge","Bounty Speech Challenge","0","43778","",""
0xFD00B919,"SFBGS003_Bounty_SpeechChallenge","Bounty Speech Challenge","10","43776","Speech Challenge Success",""
