FormID, EditorID, Full
0x0009CBC7,"LC102Combat","LC102Combat"
0x0009D22C,"SE_Player_Attack10","Freestar vs Varuun"
0x0009DCF5,"FFNeonZ02_SpeechChallengeQuest","Saburo Speech Challenges"
0x0009F49D,"DialogueCFTheKey_CF08_Convo05",""
0x000A3100,"City_NA_Botany02_MiscPointer","[Misc Objective Pointer]"
0x000A316E,"FFNeonZ02","Hard Luck"
0x000A3E00,"LC102LifeSupportSequence","LC102LifeSupportSequence"
0x000A3E9A,"SE_CK01","Derelict Ship Template"
0x000A47B7,"TraitStarterHome_Pointer","Dream Home"
0x000A47B8,"TraitStarterHome","Dream Home"
0x000A47F2,"FFNewAtlantis03","New Atlantis Intro"
0x000A4BB8,"City_NA_Botany01_MiscPointer","[Misc Objective Pointer]"
0x000A737E,"FFNeonZ03_SpeechChallengeQuest","Warlord Speech Challenges"
0x000A935F,"FFNeonZ03","Bare Metal"
0x000A9360,"DialogueFCNeonConvo_RenickStyx05",""
0x000A9361,"DialogueFCNeonConvo_RenickStyx03",""
0x000A9362,"DialogueFCNeonConvo_RenickStyx02",""
0x000A9363,"DialogueFCNeonConvo_RenickStyx01",""
0x000A9364,"DialogueFCNeonConvo_RenickStyx04",""
0x000B0C9E,"SE_JM02","Derelict Ship Template"
0x000B11CB,"SG02_AlbanFarmDialogue","Alban's Farm - Dialogue"
0x000B2148,"City_NewAtlantis_Z_AnInvitation","An Invitation"
0x000B2283,"DialogueCFTheKey_RandomIdles_LastNova02",""
0x000B2A73,"FFNeonZ01","Superfan"
0x000B2A74,"FFNeonZ04","All for One"
0x000B2A75,"FFNeonZ04_SpeechChallengeQuest","Dietrich Speech Challenges"
0x000B336A,"SQ_ShipDebris","Place ship debris when ship is destroyed in orbit"
0x000B336B,"SQ_ShipDebris00","Place ship debris when ship is destroyed in orbit"
0x000B336C,"SQ_ShipDebris01","Place ship debris when ship is destroyed in orbit"
0x000B336D,"SQ_ShipDebris02","Place ship debris when ship is destroyed in orbit"
0x000B336E,"SQ_ShipDebris03","Place ship debris when ship is destroyed in orbit"
0x000B336F,"SQ_ShipDebris04","Place ship debris when ship is destroyed in orbit"
0x000B3658,"ZZZCKrietzTestQuest",""
0x000B6617,"BE_FAB12","Chunks To Go BE"
0x000B8633,"COM_Quest_Andreja_Commitment","Commitment: Andreja"
0x000BC8C0,"CF05_Guard_SpeechChallenge02","Guard Speech Challenges"
0x000BC8FA,"UC05_Realty_Misc","Misc pointer to Aphelon Realty Office"
0x000BD77E,"Crucible01","Secret Lives"
0x000C06D2,"UC_NA_RandomConvEvieMartinez01",""
0x000C13D5,"AudioLogsQuest_PS",""
0x000C3686,"CF_Key_Home_CaptainsQuarters_Misc","Misc pointer to player quarters in the Key"
0x000C3687,"FC_AC_Home_MidtownHouse_Misc","Misc pointer to player house in Akila City midtown"
0x000C3688,"FC_AC_Home_CoreManor_Misc","Misc pointer to player manor in Akila City core"
0x000C3689,"UC_NA_Home_Penthouse_Misc","Misc pointer to player penthouse in New Atlantis"
0x000C3834,"SE_Player_Bountyships_UC","Space Encounter Template"
0x000C41A3,"RI_RadiantPointerQuest","[Pointer quest for Ryujin Radiants]"
0x000C41A4,"RI08_PostQuest","[Misc Pointer for Mission Board]"
0x000C4889,"UC_NA_RandomConvMuriaLandry03",""
0x000C488A,"UC_NA_RandomConvNileshMuria",""
0x000C488B,"UC_NA_RandomConvMuriaLandry01",""
0x000C48B0,"UC_NA_RandomConvZoraNilesh01",""
0x000C4E09,"UC_NA_RandomConvAveryNilesh01",""
0x000C55B0,"City_NewAtlantis_Z_GemJealousy","Gem Jealousy"
0x000C59BA,"UC_NA_RandomConvJohannBaptiste01",""
0x000C68A9,"City_NewAtlantis_Z_OliveBranch","Olive Branch"
0x000C74DA,"LC123InteriorQuest","LC123 Interior Quest"
0x000C8251,"UC_NA_RandomConvGuillaumeDeGarmo",""
0x000C90E6,"DialogueCydoniaConvo_Community05",""
0x000C90E7,"DialogueCydoniaConvo_Community04",""
0x000C9986,"SQ_SurveySlate",""
0x000C9990,"SQ_SurveySlate01",""
0x000C9991,"SQ_SurveySlate02",""
0x000CE82F,"SQ_StationTrafficManager",""
0x000CFAA8,"UC_NA_RandomConvMarkieffRoyce",""
0x000CFAA9,"UC_NA_RandomConvMarkieffSolomon",""
0x000D063C,"City_NewAtlantis_Z_BeautifulSecrets","Beautiful Secrets"
0x000D249B,"City_NewAtlantis_Z_TerrorBrew","Terror Brew"
0x000D29DC,"DialogueCrowdConvo005","Crowd Actor Conversations"
0x000D2AC3,"DialogueCydoniaConvo_Community03",""
0x000D2CC3,"FFCydoniaZ04Posters",""
0x000D34D7,"City_ER_Peace_Misc","Misc quest to Sloan for post ER_Peace"
0x000D37B6,"UC_NA_Home_Well_Misc","Misc pointer to player apartment in the Well"
0x000D40ED,"SQ_CCT_Enviro_Raking00",""
0x000D40EE,"SQ_CCT_Enviro_Raking01",""
0x000D40EF,"SQ_CCT_Enviro_Warbler00",""
0x000D40F0,"SQ_CCT_Enviro_Warbler01",""
0x000D40F1,"SQ_CCT_Enviro_WeatherWatcher00",""
0x000D40F2,"SQ_CCT_Enviro_WeatherWatcher01",""
0x000D5430,"City_NewAtlantis_Z_PartingGift","A Parting Gift"
0x000D5B2C,"FC02_BE_Quest","[BE - Empty]"
0x000D6440,"OE_BryanB_ProtectHomestead","Protect the Homestead"
0x000D6927,"FFCydoniaZ05","My North Star"
0x000D6E16,"UC_NA_RandomConvZawadiChunks",""
0x000D700D,"City_NewAtlantis_Z_TheBoot","The Boot"
0x000D8787,"SQ_CCT_Enviro_Raking",""
0x000DA28E,"UC_NA_RandomConvAltaHenrik",""
0x000DA28F,"UC_NA_RandomConvAltaJake",""
0x000DA2C4,"SQ_CCT_Enviro_Warbler",""
0x000DA2C5,"SQ_CCT_Enviro_WeatherWatcher",""
0x000DA2C6,"SQ_CCT_Enviro_CallAndResponse",""
0x000DAACF,"OE_BryanB_FamilyInNeed","Family in Need"
0x000DB8C6,"CUT_DialogueGenericHouseVaruunRandomConvo06",""
0x000DB8C7,"CUT_DialogueGenericHouseVaruunRandomConvo05",""
0x000DB8C8,"CUT_DialogueGenericHouseVaruunRandomConvo03",""
0x000DB8C9,"CUT_DialogueGenericHouseVaruunRandomConvo02",""
0x000DB8CA,"CUT_DialogueGenericHouseVaruunRandomConvo01",""
0x000DB8CB,"CUT_DialogueGenericHouseVaruunRandomConvo04",""
0x000DBC3F,"UC_NA_RandomConvAndyBrodie",""
0x000DBC40,"UC_NA_RandomConvKayBrodie",""
0x000DBC41,"UC_NA_RandomConvTheresaBrodie",""
0x000DBD9C,"FFCydoniaR03Misc","Misc Pointer"
0x000DF311,"COM_Companion_SamCoe_Convo_NewAtlantis01","Sam Coe NPC Chat"
0x000DF312,"COM_Companion_SamCoe_Convo_AkilaCity05","Sam Coe NPC Chat"
0x000DF313,"COM_Companion_SamCoe_Convo_AkilaCity04","Sam Coe NPC Chat"
0x000DF314,"COM_Companion_SamCoe_Convo_AkilaCity03","Sam Coe NPC Chat"
0x000DF315,"COM_Companion_SamCoe_Convo_AkilaCity02","Sam Coe NPC Chat"
0x000DF316,"COM_Companion_SamCoe_Convo_AkilaCity01","Sam Coe NPC Chat"
0x000DF317,"COM_Companion_SamCoe_Convo_Barrett02","Sam Coe / Barrett Conversation 02"
0x000DF319,"COM_Companion_SamCoe_Convo_SarahMorgan03","Sam Coe / Sarah Morgan Conversation 03"
0x000DF31A,"COM_Companion_SamCoe_Convo_Andreja01","Sam Coe / Andreja Conversation 01"
0x000DF31B,"COM_Companion_SamCoe_Convo_Andreja02","Sam Coe / Andreja Conversation 02"
0x000DF31C,"COM_Companion_SamCoe_Convo_SarahMorgan01","Sam Coe / Sarah Morgan Conversation 01"
0x000DF31D,"COM_Companion_SamCoe_Convo_SarahMorgan02","Sam Coe / Sarah Morgan Conversation 02"
0x000DF31E,"COM_Companion_SamCoe_Convo_Barrett01","Sam Coe / Barrett Conversation 01"
0x000DF31F,"COM_Companion_SamCoe_Convo_NewAtlantis02","Sam Coe NPC Chat"
0x000DF320,"COM_Companion_SamCoe_Convo_Neon01","Sam Coe NPC Chat"
0x000DF321,"COM_Companion_SamCoe_Convo_Neon02","Sam Coe NPC Chat"
0x000DF45A,"COM_Companion_SamCoe_Convo_EleosRetreat","Sam Coe NPC Chat"
0x000DF7AD,"COM_Quest_SamCoe_Commitment","Commitment: Sam Coe"
0x000E2802,"City_CY_Runaway01_Misc","Misc Pointer"
0x000E55DF,"OE_BryanB_TheImposter","The Imposter"
0x000E66EC,"SQ_CCT_Enviro_Basking02",""
0x000E66ED,"SQ_CCT_Enviro_Basking03",""
0x000E66EE,"SQ_CCT_Enviro_Basking04",""
0x000E66EF,"SQ_CCT_Enviro_Basking05",""
0x000E66F0,"SQ_CCT_Enviro_Basking06",""
0x000E66F1,"SQ_CCT_Enviro_Basking07",""
0x000E66F2,"SQ_CCT_Enviro_Basking08",""
0x000E69ED,"DialogueFCClinic_Convo006",""
0x000E757E,"DialogueCFTheKey_CF08_Convo03",""
0x000E758E,"DialogueCFTheKey_CF08_Convo01",""
0x000E758F,"CF08_Fleet_Misc",""
0x000E7594,"DialogueCFTheKey_CF08_Convo02",""
0x000E7597,"DialogueCFTheKey_CF08_Convo04",""
0x000E759D,"DialogueCFTheKey_CF08_Convo06",""
0x000E75D4,"MB_Passenger01Far00","Transport <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x000E75D5,"MB_Passenger01Far01","Transport <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x000E75D6,"MB_Passenger02Local00","Transport <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x000E812A,"FC_Neon_ALN_CitytLife_Encounter04","Neon CityLife: Reliant"
0x000E872F,"OE_KT_Trait_Wanted_BountyHunters","[3 NPC + Scene]"
0x000E87A8,"MB_Cargo01Far01","Deliver <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x000E87A9,"MB_Cargo01Far00","Deliver <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x000E87AA,"MB_BountySpace01Far00","Destroy the <Alias=PrimaryRef> at <Alias=TargetSystemLocation>"
0x000E9E2A,"SE_Player_KT_Trait_Wanted_BountyHigh","Bounty Hunters vs Defenders"
0x000EA112,"SE_Player_KT_Trait_Wanted","Space Encounter Wanted"
0x000EA113,"TraitWanted",""
0x000EC267,"City_NA_FAB_Quest14","Residential: Chunks Line Frustration"
0x000EC514,"UC_NA_CL_RealtyOfficeScene",""
0x000ECF33,"DialogueUCTheLodge_Convo21_BarrettVasco",""
0x000ECF34,"DialogueUCTheLodge_Convo22_BarrettVasco",""
0x000ED862,"Trait_UH_SpeechChallengeQuest","Unwanted Hero Speech Challenges"
0x000EE9FD,"CF_Unique","Crimson Fleet Unique Dialogue"
0x000EFFCF,"TraitUnwantedHero","Hero Worshipped"
0x000F003D,"BE_Derelict_NoLifeSupport","[BE - No Life Support]"
0x000F003E,"BE_Derelict_ZeroG","[BE - ZeroG]"
0x000F1989,"BE_KT07","[BE - KT07]"
0x000F1E18,"TraitKidStuff_RC_04","Kid Stuff RC: Exercise"
0x000F1E19,"TraitKidStuff_RC_03","Kid Stuff RC: Solution or Sympathy"
0x000F1E1A,"TraitKidStuff_RC_05","Kid Stuff RC: Principles"
0x000F1E1B,"TraitKidStuff_RC_06","Kid Stuff RC: Showtime"
0x000F24FA,"City_AkilaLife04","Beer Run"
0x000F26BE,"FFNewAtlantis03_FaunaRelease",""
0x000F2E6B,"SE_Derelict_IDCardQuest","Derelict [ID Card]"
0x000F31DC,"OE_AustinF_HeatLeechRobot","Heat Leech Robot"
0x000F35BC,"SE_Derelict_BlackBoxQuest","Derelict [Black Box]"
0x000F3D39,"OE_MP_HuntedHomesteaders","Hunted Homesteaders"
0x000F437A,"City_CY_RedTape02_Blackmail","Misc Pointer"
0x000F4A16,"CF05_Vogel_SpeechChallenge01","Dr. Vogel Speech Challenges"
0x000F7DCC,"OE_KMK_HostileHumans_Dropship","Hostile Humans"
0x000F8A94,"FC_Neon_CT_CityLife_Encounter05","Neon CityLife: Ryujin Operations Floor"
0x000F8A95,"FC_Neon_CT_CityLife_Encounter04","Neon CityLife: Ryujin Subsidiaries Floor"
0x000F8A96,"FC_Neon_CT_CityLife_Encounter03","Neon CityLife: Sieghart's Outfitters"
0x000FA8D3,"OE_AustinF_HeatLeech","Heat Leech Nests"
0x000FB6BD,"SE_KT08","Derelict Ship Template"
0x000FB71F,"DialogueCydonia_Detonation_Helper",""
0x000FB750,"BE_Generic_SpecificTargets","[BE - Generic]"
0x000FC2F8,"OE_ShaunD_Terrormorph_01",""
0x000FC83A,"UC03_DeepMinesSupportQuest",""
0x000FC908,"OE_AustinF_DyingWish","Dying Wish"
0x000FC909,"OE_AustinF_Photographer","Photographer"
0x000FC918,"OE_ShaunD_Terrormorph_02",""
0x000FD8DA,"OE_ShaunD_LootedCorpses_01","[Includes Ships, NPCs, Objects]"
0x000FE22B,"SQ_Group_Test3",""
0x000FE26F,"OE_KMK_Creatures04","Medium Herd Predator vs. Medium Herd Prey"
0x000FE270,"OE_KMK_Creatures03","Small Herd Predator vs. Medium Herd Prey"
0x000FE271,"OE_KMK_Creatures02","Small Herd Predator vs. Herd Prey"
0x000FE98D,"CF05_RC_SY920_Conversation_08",""
0x000FEA4A,"OE_KMK_Creatures01","Solitary Predator vs. Herd Prey"
0x000FEA94,"OE_AustinF_DeadManWalking","Sickbed"
0x00101043,"MQ_TempleQuest_MQ104A",""
0x00101B83,"CF05_RC_SY920_Conversation_07",""
0x00101BAA,"SQ_Group_TestShips","Start quest when on overlay with landing marker"
0x00101BC3,"CF05_RC_SY920_Conversation_05",""
0x001040B0,"OE_BryanB_FellowExplorer","Fellow Explorer"
0x00104606,"SQ_TreasureMap_CreateMap_Resource",""
0x0010460A,"SQ_TreasureMap_CreateMap_Resource00",""
0x0010460B,"SQ_TreasureMap_CreateMap_Resource01",""
0x00104614,"SQ_TreasureMap_CreateMap_ResourceLocal",""
0x0010461A,"SQ_TreasureMap_CreateMap_Space",""
0x001046E6,"COM_Quest_SarahMorgan_Q01_Post","In Memoriam Post Quest"
0x00104AE1,"SQ_TreasureMap_CreateMap_Surface",""
0x00104AE2,"SQ_TreasureMap_CreateMap_SurfaceLocal",""
0x00104AE3,"SQ_TreasureMap_Space_SameSystem00",""
0x00104AE4,"SQ_TreasureMap_Space_SameSystem01",""
0x00104AE5,"SQ_TreasureMap_Resource_SameSystem00",""
0x00104AE6,"SQ_TreasureMap_Resource_SameSystem01",""
0x00104AE7,"SQ_TreasureMap_Resource_Local00",""
0x00104AE8,"SQ_TreasureMap_Resource_Local01",""
0x00104AE9,"SQ_TreasureMap_Resource_SamePlanet00",""
0x00104AEA,"SQ_TreasureMap_Resource_SamePlanet01",""
0x00104AEC,"SQ_TreasureMap_Surface_Local00",""
0x00104AED,"SQ_TreasureMap_Surface_Local01",""
0x00104AEE,"SQ_TreasureMap_Surface_SamePlanet00",""
0x00104AEF,"SQ_TreasureMap_Surface_SamePlanet01",""
0x00104AF0,"SQ_TreasureMap_Surface_SameSystem00",""
0x00104AF1,"SQ_TreasureMap_Surface_SameSystem01",""
0x00107263,"DialogueCrowdConvo_PostUC04","Crowd Actor Conversations"
0x0010A4B3,"SQ_TreasureMap_Surface_SameSystem",""
0x0010A75C,"CF02_Ragana_SpeechChallenge03","Ragana Speech Challenges"
0x0010AC08,"OE_Dialogue","Generic Dialogue"
0x0010ACEE,"FC01_PostQuest",""
0x0010AD90,"TraitKidStuff_RC_02","Kid Stuff RC: Flamenco"
0x0010AD91,"TraitKidStuff_RC_01","Kid Stuff RC: Tissue Paper"
0x0010BCDC,"SQ_Group_Test2",""
0x0010C2FA,"TraitKidStuff","Kid Stuff - Handling"
0x0010CB67,"MQMisc01","Vlad's Home"
0x0010CB89,"BE_CF02_Ragana_BoardingQuest","Ragana Boarding"
0x0010D427,"CF02_Ragana_SpeechChallenge02","Ragana Speech Challenges"
0x0010E782,"Staryard_Deimos_Z_TasteOfHome","Taste of Home"
0x0010E8EA,"DialogueUCNewAtlantis_Shared",""
0x0010F8F4,"MB_Passenger04Local","Transport <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x0010FAE5,"SE_TradeShip_DataBroker","Trader"
0x0010FC1D,"BE_Empty_24","[BE - Empty]"
0x0010FC1E,"BE_Empty_23","[BE - Empty]"
0x0010FC1F,"BE_Empty_22","[BE - Empty]"
0x0010FC20,"BE_Empty_21","[BE - Empty]"
0x0010FC21,"BE_Empty_20","[BE - Empty]"
0x0010FC22,"BE_Landing_24","[BE - Landing Handler]"
0x0010FC23,"BE_Landing_23","[BE - Landing Handler]"
0x0010FC24,"BE_Landing_22","[BE - Landing Handler]"
0x0010FC25,"BE_Landing_21","[BE - Landing Handler]"
0x0010FC26,"BE_Landing_20","[BE - Landing Handler]"
0x00110B93,"UC_NA_RandomConvTonyCowl01",""
0x00110B94,"UC_NA_RandomConvAveryTel01",""
0x00110C1F,"MB_Supply01Common01","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x00110C22,"MB_Supply02Uncommon01","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x00110F09,"LC070COPY0000","LC070 -Sarah Morgan Crash Site"
0x00110F35,"CF02_Ragana_SpeechChallenge01","Ragana Speech Challenges"
0x00111F53,"City_NewAtlantis_z_TheArtCollector","The Art Dealer"
0x00111F63,"SE_Placeholder04","Used to manage random number of SEs"
0x00111F64,"SE_Placeholder03","Used to manage random number of SEs"
0x00111F65,"SE_Placeholder02","Used to manage random number of SEs"
0x00111F66,"SE_Placeholder01","Used to manage random number of SEs"
0x00112373,"City_AkilaLife03","First Edition"
0x00112864,"City_NewAtlantis_Z_SuspiciousActivities","Suspicious Activities"
0x00112ACE,"City_AkilaLife02","Last Will and Testament"
0x001136DB,"City_NewAtlantis_Z_CoffeeRun","Coffee Run"
0x0011378F,"City_NewAtlantis_Z_ReliableCare","Reliable Care"
0x00113913,"UC_NA_RandomConvDonnaRain01",""
0x00113C02,"SQ_CCT_Enviro_Basking",""
0x00113C0C,"SQ_CCT_Enviro_Wallower",""
0x00113C0F,"SQ_CCT_Enviro_Basking00",""
0x00113C10,"SQ_CCT_Enviro_Basking01",""
0x00113C12,"SQ_CCT_Enviro_Wallower00",""
0x00113C1F,"SQ_CCT_Enviro_Wallower01",""
0x00113D6C,"UC_NA_RandomConvSolomonCebrail01",""
0x001145EE,"City_NewAtlantis_Z_SpreadingTheNews","Spreading the News"
0x0011463F,"City_AkilaLife01","The Great Laredo Caper"
0x0011500C,"City_CY_RedTape01_Misc","Misc Pointer"
0x001154B0,"UC_NA_RandomConvGeorgeSaintGeorge01",""
0x00115674,"UC_NA_RandomConvRickDuran01",""
0x00115CC3,"City_NewAtlantis_Z_PrimarySources","Primary Sources"
0x00118925,"OE_MP_AcelesPatrol","Operation: Aceles Drop"
0x00119C40,"FC06Post",""
0x0011BB87,"RQ_Settlement_HarvestMiner_01","Mining Run"
0x0011D452,"MS05Reward",""
0x0011D5CD,"ECSConstantRoamingHandler","ECS Constant Post Quest SE"
0x0011E106,"MQ105_PostQuestLodge",""
0x0012000F,"SQ_Group_Test",""
0x001230FE,"SE_RockyAsteroidMiningMaster","Random Loot"
0x00123428,"SG02_AlbanFarm","Alban Lopez Farm Dialogue"
0x0012584D,"COM_Companion_Barrett_Convo_NewHomestead01","Barrett NPC Chat (Maurice Lyon)"
0x00127FA8,"SE_Player_Patrol01","Spacer Patrol"
0x0012984C,"SE_Player_BB02","Need Helium-3"
0x0012C072,"SE_ZW08","Legendary Ship: Spacer Scavenger Blattodea"
0x0012C5A6,"SE_HailTemplate","Hailing Encounter Template"
0x0012C5A7,"SE_Player_LootDropMaster","Random Loot"
0x0012C5A8,"SE_Player_GenericTemplate","Space Encounter Template"
0x0012C6AC,"BE_Landing_19","[BE - Landing Handler]"
0x0012C6AD,"BE_Landing_18","[BE - Landing Handler]"
0x0012C6AE,"BE_Landing_17","[BE - Landing Handler]"
0x0012C6AF,"BE_Landing_16","[BE - Landing Handler]"
0x0012C6B0,"BE_Landing_15","[BE - Landing Handler]"
0x0012C6B1,"BE_Landing_14","[BE - Landing Handler]"
0x0012C6B2,"BE_Landing_13","[BE - Landing Handler]"
0x0012C6B3,"BE_Landing_12","[BE - Landing Handler]"
0x0012C6B4,"BE_Landing_11","[BE - Landing Handler]"
0x0012C6B5,"BE_Landing_10","[BE - Landing Handler]"
0x0012C6B6,"BE_Landing_09","[BE - Landing Handler]"
0x0012C6B7,"BE_Landing_08","[BE - Landing Handler]"
0x0012C6B8,"BE_Landing_07","[BE - Landing Handler]"
0x0012C6B9,"BE_Landing_06","[BE - Landing Handler]"
0x0012C6BA,"BE_Landing_05","[BE - Landing Handler]"
0x0012C6BB,"BE_Landing_04","[BE - Landing Handler]"
0x0012C6BC,"BE_Landing_03","[BE - Landing Handler]"
0x0012C6BD,"BE_Landing_02","[BE - Landing Handler]"
0x0012C6BE,"BE_Landing_01","[BE - Landing Handler]"
0x0012C6BF,"BE_Landing_00","[BE - Landing Handler]"
0x0012D037,"SE_Placeholder","Used to manage random number of SEs"
0x0012DFA1,"COM_Companion_SarahMorgan_Convo_Andreja02","Sarah Morgan Andreja Conversation 02"
0x0012DFA4,"COM_Companion_SarahMorgan_Convo_Barrett01","Sarah Morgan Barrett Conversation 01"
0x0012DFA5,"COM_Companion_SarahMorgan_Convo_SamCoe02","Sarah Morgan Sam Coe Conversation 02"
0x0012DFB1,"COM_Companion_SarahMorgan_Convo_Neon01","Sarah Morgan Neon Conversation 01"
0x0012DFB3,"COM_Companion_SarahMorgan_Convo_Neon02","Sarah Morgan Neon Conversation 02"
0x0012DFB5,"COM_Companion_SarahMorgan_Convo_Cydonia01","Sarah Morgan Cydonia Conversation 01"
0x0012DFB7,"COM_Companion_SarahMorgan_Convo_SamCoe01","Sarah Morgan Sam Coe Conversation 01"
0x0012DFB9,"COM_Companion_SarahMorgan_Convo_Barrett02","Sarah Morgan Barrett Conversation 02"
0x0012DFBB,"COM_Companion_SarahMorgan_Convo_Andreja01","Sarah Morgan Andreja Conversation 01"
0x0012E02C,"DialogueFCNeonConvo_PostGang01",""
0x0012E02D,"DialogueFCNeonConvo_PostGang02",""
0x0012E145,"SE_CL02","Drug Dealer"
0x0012E159,"FFLodge_MB","Misc Pointer to Mission Board"
0x0012EB37,"SE_DerelictShip","Generic Derelict BE"
0x0012EB39,"SE_TradeShip_UC","Trader"
0x0012F0DD,"MB_CargoDestinationFinderLocal01",""
0x0012F0DE,"MB_CargoDestinationFinderFar01",""
0x0012F0DF,"MB_PassengerDestinationFinderLocal01",""
0x0012F0E0,"MB_PassengerDestinationFinderFar01",""
0x0012F0E1,"MB_PassengerDestinationFinderFar00",""
0x0012F0E2,"MB_PassengerDestinationFinderLocal00",""
0x0012F0E3,"MB_CargoDestinationFinderFar00",""
0x0012F0E4,"MB_CargoDestinationFinderLocal00",""
0x0012F188,"RQ_Settlement_CollectColonist_01","Missing Ingredient"
0x00130A3A,"SE_Player_Attack09","UCNavy vs Spacers"
0x00131362,"SE_Player_Attack08","UCNavy vs Ecliptic"
0x00131363,"SE_Player_Attack07","UCNavy vs Varuun"
0x00131E6F,"SQ_ENV_Tutorial",""
0x00132A2C,"SE_Player_CivilianShips_UC","Space Encounter Template"
0x00132A2D,"SE_Player_CivilianShips_Freestar","Space Encounter Template"
0x00132A2E,"SE_Player_CivilianShips_LIST","Space Encounter Template"
0x00132A2F,"SE_Player_CivilianShips_TradeAuthority","Space Encounter Template"
0x00132A30,"SE_Player_CivilianShips_Galbank","Space Encounter Template"
0x00132BAC,"SE_SD02","Miner Escort"
0x00133661,"SE_DestroyedShips01","Destroyed Ships as Loot"
0x001337C0,"DialogueCFTheKey_RandomConvo15_ReckonersCore",""
0x001337C1,"DialogueCFTheKey_RandomConvo13_LastNova",""
0x001337C2,"DialogueCFTheKey_RandomConvo12_LastNova",""
0x001337C3,"DialogueCFTheKey_RandomConvo14_ReckonersCore",""
0x0013395B,"SE_Player_EmptyDebris","Space Encounter Template"
0x0013395C,"SE_Player_EmptyIcy","Space Encounter Template"
0x0013395D,"SE_Player_EmptyRocky","Space Encounter Template"
0x00133CE1,"DialogueCFTheKey_RandomConvo11_LastNova",""
0x00133CF8,"SE_AF03","Fake Arrest Encounter"
0x00134484,"Rad01_MoveRefs",""
0x00134535,"SE_AF07","Wave Combat Beacon"
0x0013472B,"FFNeonGuardPointer_Z09","Wrapper for NeonZ09"
0x00134BE8,"SE_JP01","Ambush"
0x00137042,"RAD06_03","Drydock Blues: <Alias=QuestGiverLocation>"
0x00137043,"RAD06_01","Drydock Blues: <Alias=QuestGiverLocation>"
0x00137044,"RAD06_00","Drydock Blues: <Alias=QuestGiverLocation>"
0x00137045,"RAD06_02","Drydock Blues: <Alias=QuestGiverLocation>"
0x00137578,"MB_SurveyPlanet04_LIST","Survey <Alias=TargetPlanetLocation> in <Alias=TargetSystemLocation>"
0x00137727,"City_GG_Marines_PostQuest",""
0x0013E3C8,"DialogueGenericCitizensShips_MuddledChatter",""
0x0013E3C9,"DialogueGenericGuardsShips_MuddledChatter",""
0x0013E5C0,"RM_RandomConv_Bar03",""
0x0013E5C1,"RM_RandomConv_Bar04",""
0x0013EC40,"BE_DerelictCreatures02","Derelict Ship with Creatures"
0x0013EC55,"BE_DerelictCreatures01","Derelict Ship with Creatures"
0x0013F2A1,"SE_Player_DerelictShip","Space Encounter Template"
0x0013F2C8,"MB_PlantEvidence01_RIR02","Plant Evidence at <Alias=TargetLocation>"
0x0013F727,"MB_Hack01_RIR01","Hack <Alias=TargetLocation>"
0x0013F73D,"MB_Sabotage01_RIR04","Sabotage <Alias=TargetLocation>"
0x0013FA4F,"SE_Player_KMK01_StarbornPatrol01","Starborn Patrol"
0x0013FA50,"OE_KMK_Starborn01","Starborn"
0x0014098E,"LC082_PostCF_Convo_Operations06",""
0x0014098F,"LC082_PostCF_Convo_Operations05",""
0x00140990,"LC082_PostCF_Convo_Operations03",""
0x00140991,"LC082_PostCF_Convo_Operations02",""
0x00140992,"LC082_CF08_Convo_Brig05",""
0x00140993,"LC082_CF08_Convo_Brig03",""
0x00140994,"LC082_CF08_Convo_Brig04",""
0x00140995,"LC082_PostCF_Convo_Operations01",""
0x00140996,"LC082_PostCF_Convo_Operations04",""
0x00140997,"LC082_PostCF_Convo_Operations07",""
0x001412D6,"DialogueCrowdConvo004","Crowd Actor Conversations"
0x0014157C,"SE_Player_Attack06","Freestar vs Spacers"
0x001419EA,"SE_Player_Attack05","UC vs Spacers"
0x001419EB,"SE_Player_Attack03","UC vs Crimson Fleet"
0x001419EC,"SE_Player_Attack04","Freestar vs Crimson Fleet"
0x0014327D,"COM_Companion_Barrett_SpeechChallenges","Barrett Speech Challenges"
0x0014332E,"City_ER_Ghost_SupportQuest",""
0x0014343A,"FFDenR01_Startup","Startup for FFDenR01"
0x0014343B,"DialogueUCTheDen_Convo003","Den Random Conversation 1"
0x00143472,"CF_Post","Crimson Fleet Post-Quest Coverage"
0x0014618E,"UC_Hadrian_TopLevels",""
0x0014618F,"DialogueUCFactionAlwaysOn",""
0x0014629A,"FFNewHomesteadR04Misc","Misc Pointer"
0x0014629B,"FFNewHomesteadR02Misc","Misc Pointer"
0x0014629C,"FFNewHomesteadR05Misc","Misc Pointer"
0x00146687,"SQ_Traits","Player Traits parent quest"
0x0014668D,"SQ_CCT_Enviro_AmbusherUnderground",""
0x0014668E,"SQ_CCT_Enviro_AmbusherUnderground00",""
