FormID, EditorID, Description, Name, Unknown1, Unknown2, Unknown3, Unknown4, Unknown5, Unknown6, Unknown7, Unknown8, Unknown9, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, Unknown15, Unknown16, Unknown17, Unknown18, Unknown19, Unknown20, Unknown21, Unknown22, Unknown23, Unknown24, Unknown25, Unknown26, Unknown27, Unknown28, Unknown29, Unknown30, Unknown31, Unknown32, Unknown33, Unknown34
0x000F4F3C, "ENV_DMG_Thermal_Water_Freezing_AFFL_Periodic_Chance_Effect", "Freezing Debuffs Chance", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2301835", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "-2012921984", "1024", "0", "0", "0", "0", "0", "0"
0x000F5980, "CrTerrormorphCystAttacklEffect", "Terrormorph Cyst Attack Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "1685652", "0", "2374431", "0", "0", "0", "0", "0", "0", "0", "0", "0", "45", "0", "0", "0", "1", "257", "33882112", "0", "0", "0", "0", "0", "0", "0"
0x000F6FB0, "MQAbInvisibleEffect", "Void Form", "", "0", "0", "1547713", "0", "2680655", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "11", "0", "0", "0", "3", "0", "503463808", "4096", "0", "0", "0", "0", "0", "0"
0x000F89EA, "ENV_AFFL_CureRandomAfflictionEffect", "Chance to Cure Random Affliction", "<mag>% chance to cure an Affliction", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "2", "-65535", "65535", "0", "0", "0", "0", "0", "0", "0"
0x000FBD3D, "ModLegendaryEffect_Concussive", "Concussive", "Chance to knock down target", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "257", "-1912520832", "0", "0", "0", "0", "0", "0", "0"
0x000FC883, "ModLegendaryEffect_Despondent", "Despondent", "Demoralizes target for <dur> seconds.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "7", "0", "0", "0", "3", "257", "-1744617600", "1024", "0", "0", "0", "0", "0", "0"
0x000FC8A2, "ModLegendaryEffect_Frenzy", "Frenzy", "Frenzies target for <dur> seconds.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "8", "0", "0", "0", "3", "257", "-1744617600", "0", "0", "0", "0", "0", "0", "0"
0x000FE26C, "DamageHealthAbility", "Damage Health", "Damage <mag> points of Health.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "0", "134561664", "32", "0", "0", "0", "0", "0", "0"
0x000FF7FB, "mod_Clothing_Effect_UC06_WeaponDesigner01", "Weapon Designer", "Chance to craft weapon mods without using resources", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302017", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "-1912455296", "0", "0", "0", "0", "0", "0", "0"
0x000FFDB9, "mod_Clothing_Effect_MQ206B_SanctumsBlessing01", "Sanctum's Blessing", "Health slowly regenerates while in lower than Earth gravity", "0", "0", "0", "0", "3927984", "0", "0", "0", "0", "0", "0", "0", "0", "0", "727", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1711128704", "32", "0", "0", "0", "0", "0", "0"
0x000FFDBA, "mod_Clothing_Effect_MQ206B_SanctumsBlessing01_Combat", "Sanctum's Blessing Combat Hidden", "Regenerates health while in lower than Earth gravity and in combat.", "0", "0", "0", "0", "3927984", "0", "0", "0", "0", "0", "0", "0", "0", "0", "835", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1711128704", "32", "0", "0", "0", "0", "0", "0"
0x000FFDBB, "RI02_PlayerBusinessSuit_AddPerkEffect", "Influential", "+10% Persuasion Chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1047999", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x0010052C, "mod_Neuroamp_NeuroBoost01_AddPerkEffect", "NeuroBoost Mark I", "+5% Intimidation chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x0010052E, "mod_Neuroamp_NeuroBoost02_AddPerkEffect", "NeuroBoost Mark II", "+10% Intimidation chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x00100530, "mod_Neuroamp_NeuroBoost03_AddPerkEffect", "NeuroBoost Mark III", "+15% Intimidation chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x00100532, "mod_Neuroamp_NeuroCom01_AddPerkEffect", "NeuroCom Mark I", "+5% Diplomacy chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x00100534, "mod_Neuroamp_NeuroCom02_AddPerkEffect", "NeuroCom Mark II", "+10% Diplomacy chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x00100536, "mod_Neuroamp_NeuroCom03_AddPerkEffect", "NeuroCom Mark III", "+15% Diplomacy chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x00100538, "mod_Neuroamp_NeuroTac01_AddPerkEffect", "NeuroTac Mark I", "+5% Instigation chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x0010053A, "mod_Neuroamp_NeuroTac02_AddPerkEffect", "NeuroTac Mark II", "+10% Instigation chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x0010053C, "mod_Neuroamp_NeuroTac03_AddPerkEffect", "NeuroTac Mark III", "+15% Instigation chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1049935", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "0", "0", "0", "0"
0x00102149, "RegenerateHealthAbility", "Regenerate Health Outside Combat", "Regenerates health outside of combat.", "0", "0", "0", "0", "3927984", "0", "0", "0", "0", "0", "0", "0", "0", "0", "727", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "402800512", "32", "0", "0", "0", "0", "0", "0"
0x00104790, "abReduceCO2RecoveryAddiction", "Reduced CO2 Recovery Rate", "<Mag>% CO2 Recovery", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "850", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1979302016", "0", "0", "0", "0", "0", "0", "0"
0x00106608, "ENV_DMG_Thermal_Weather_SoakDepleted_NonExtremePlanet_Effect", "Warning: Suit Protection Depleted", "At risk of afflictions!", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2374432", "0", "0", "0", "737", "0", "2395442", "0", "0", "0", "0", "0", "0", "0", "3", "0", "405094272", "1032", "0", "0", "0", "0", "0", "0"
0x00109E69, "EMShock_DummyEffect", "EM Shock Dummy Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "695911", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "257", "236994432", "1024", "0", "0", "0", "0", "0", "0"
0x0010C4AC, "Command_IncreaseConfidence", "Command Inc. Confidence", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "701", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "-1242562560", "134379477", "0", "0", "0", "-1", "0", "0", "0"
0x0010C4AD, "Command_IncreaseAggression", "Command Inc. Aggression", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "700", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "-1242562560", "134379477", "0", "0", "0", "-1", "0", "0", "0"
0x0010FC06, "SkillEffect_HeavyWeapons04", "Heavy Weapons Toughness", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "739", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "0", "134365056", "0", "0", "0", "0", "0", "0", "0"
0x001122BF, "Backpack_EmergencyAid_Heal_Effect", "Emergency Aid Heal", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "0", "16256", "0", "0", "0", "0", "0", "0", "0"
0x001122C6, "Backpack_EmergencyAid_Cooldown_Tick", "Emergency Aid Cooldown Tick", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1123013", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "-2112880640", "2048", "0", "0", "0", "0", "0", "0"
0x001122C8, "Backpack_EmergencyAid_Cooldown_Reset", "Emergency Aid Cooldown Reset", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1123013", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "-2112618496", "2048", "0", "0", "0", "0", "0", "0"
0x00113792, "abReduceConditionLeftLeg", "Damage Left Leg", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "880", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "0", "168050560", "0", "0", "0", "0", "0", "0", "0"
0x00113D61, "abArtifactPowerMoonFormStaggerResistance_AIUse_Hunter", "Moonform Stagger", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1120403456", "0", "1", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x00113D62, "abArtifactPowerMoonFormRooted_AIUse_Hunter", "Moonform Rooted", "", "0", "0", "1316096", "0", "1473253", "0", "0", "0", "0", "0", "0", "0", "0", "0", "730", "0", "0", "0", "1120403456", "0", "34", "0", "0", "0", "3", "0", "436617088", "0", "0", "0", "0", "0", "0", "0"
0x00113D63, "abArtifactPowerMoonFormPhysImmune_AIUse_Hunter", "Moonform Phys", "", "395911", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1120403456", "0", "46", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x00113D64, "abArtifactPowerMoonFormEnergyImmune_AIUse_Hunter", "Moonform Energy", "Become incredibly resistant to damage, but unable to move, for <dur>.", "395905", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1120403456", "0", "46", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x00120338, "LC165_Starborn_Ruins_DemonPerkEffect", "Shadow Demon Perk", "+<mag> Endurance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1193234", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "235028352", "0", "0", "0", "0", "0", "0", "0"
0x00120A3E, "LC165_PlayerAndAlliesPerkEffect", "LC165 Player and Allies Perk Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1182272", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "-1912455296", "0", "0", "0", "0", "0", "0", "0"
0x00120A56, "CCT_StayInBleedout", "Stay in bleedout until hit", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "33701760", "0", "0", "0", "0", "0", "0", "0"
0x00122965, "OLD_WeaponEffect_SpawnHazard_Incendiary", "Incendiary Hazard Spawn", "", "2213113", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "40", "0", "0", "0", "3", "257", "268517248", "0", "0", "0", "0", "0", "0", "0"
0x00122EB7, "FortifyStarPowerRegen", "Fortify Power Recovery Rate", "+<mag>% Power Recovery for <dur>", "1486685", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "851", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "1", "134365056", "0", "0", "0", "0", "0", "0", "0"
0x00122F1B, "ModLegendaryEffect_Hitman", "Hitman", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3704181", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "-1979564160", "0", "0", "0", "0", "0", "0", "0"
0x00123ABC, "ArtifactPowerReactiveShield_EnergyResist_Effect", "Reactive Shield", "Create a shield of antimatter that absorbs damage for <dur> seconds.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "747", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "1", "-1744683136", "0", "0", "0", "0", "0", "0", "0"
0x00123ABD, "ArtifactPowerReactiveShield_EnergyResist_AIUse", "Reactive Shield (AI)", "Create a shield of antimatter that absorbs damage for <dur> seconds.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "747", "0", "0", "0", "1109393408", "0", "0", "0", "0", "0", "3", "1", "402800512", "0", "0", "0", "0", "0", "0", "0"
0x001253D5, "FortifyDamageChems_20", "Fortify Damage", "+<mag>% Damage for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1201108", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1", "151142272", "0", "0", "0", "0", "0", "0", "0"
0x001258CF, "ArtifactPowerCreatorsPeace_Calm_Effect", "Creators' Peace: Calm", "Rip weapons from the hands of enemies within <area>.", "0", "0", "0", "0", "0", "0", "0", "0", "2862269", "10650", "363779", "0", "0", "0", "0", "0", "0", "0", "0", "0", "6", "0", "0", "0", "3", "258", "147328", "56", "0", "0", "0", "0", "0", "0"
0x00125C83, "abBoostpack", "Boostpack Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "147489", "0", "0", "0", "0", "0", "48", "0", "0", "0", "0", "0", "-1845215360", "0", "0", "0", "0", "0", "0", "0"
0x0012637F, "Debug_SpaceProjectileHazardEffect", "Space Projectile Hazard", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "235159424", "0", "0", "0", "0", "0", "0", "0"
0x001283D9, "ENV_AFFL_AddHitSpellPerk_Ability_Effect", "ENV_AFFL_AddHitSpellPerk_Ability_Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1213402", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1911422976", "7168", "0", "0", "-1", "0", "0", "0"
0x00129571, "LC165_ArtifactPowerReanimation_AIUse", "Alien Reanimation", "Revives a dead alien to fight for you for <dur>.", "0", "0", "1516226", "0", "1516228", "0", "0", "0", "1315563", "0", "0", "0", "0", "0", "0", "2877681", "0", "0", "1109393408", "0", "22", "1073741824", "0", "0", "3", "769", "147328", "24", "0", "0", "0", "0", "0", "0"
0x001298AD, "Gymnastics_BonusO2_Effect", "Gymnastics Bonus O2", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "725", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "257", "-2113929216", "0", "0", "0", "0", "0", "0", "0"
0x00129DA7, "ArtifactPowerCreatorsPeace_Hazard_Effect", "Creators' Peace: Hazard", "Rip weapons from the hands of enemies within <area>.", "0", "0", "0", "0", "0", "0", "0", "0", "2862269", "0", "363779", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1025", "268582784", "24", "0", "0", "0", "0", "0", "0"
0x0012AE0C, "abCrewSlotCostModifier", "Crew Slot Cost Modifier", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1519503", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "393216", "0", "0", "0", "0", "0", "0", "0"
0x0012D051, "ModWeaponEffect_Flechette", "Flechette Effect", "", "0", "0", "0", "0", "496019", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "257", "-1878704256", "0", "0", "0", "0", "0", "0", "0"
0x0012D053, "ModWeaponEffect_Whitehot", "Whitehot Rounds Effect", "", "0", "0", "0", "0", "402090", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "747", "0", "0", "0", "0", "0", "0", "0", "3", "257", "402997120", "4096", "0", "0", "0", "0", "0", "0"
0x0012DB0F, "Trait_SerpentsEmbrace_AbFortifyHealth", "Fortify Health", "+<mag> Health", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1979564160", "0", "0", "0", "0", "0", "0", "0"
0x00131E77, "ENV_WeatherWarning", "Warning: Hazardous Weather", "Seek shelter immediately!", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "134233984", "1024", "0", "0", "0", "0", "0", "0"
0x0013855F, "FortifyQuantumEssenceScriptEffect", "Fortify Quantum Essence Effect", "", "0", "0", "0", "0", "2998472", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "-1107296255", "-1912545619", "1024", "0", "0", "0", "0", "0", "0"
0x00139E4A, "AuroraReduceActorSpeedMult", "Dulled Reflexes", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "730", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "1", "-2012856448", "0", "0", "0", "0", "0", "0", "0"
0x0013BB23, "AbFortifyBoostpackHoverDrainSustained", "Fortify Boostpack Hover Drain Sustained", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1293090", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "-65536", "-1979514881", "0", "0", "0", "0", "0", "0", "0"
0x0013BB24, "Boostpack_Knockdown_Fire", "Boost Assault Fire", "", "0", "0", "0", "0", "402090", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "747", "0", "0", "0", "0", "0", "0", "0", "0", "257", "-1878704256", "0", "0", "0", "0", "0", "0", "0"
0x0013DDE5, "mod_Clothing_Effect_Analytical01", "Analytical", "+5% chance of Research Sudden Developments", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302017", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1912602624", "0", "0", "0", "0", "0", "0", "0"
0x0013DDE6, "mod_Clothing_Effect_Commanding01", "Commanding", "+5% Intimidation chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302017", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1912602624", "0", "0", "0", "0", "0", "0", "0"
0x0013DDE7, "mod_Clothing_Effect_Disciplined_01", "Disciplined", "+<mag>% Reload Speed", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2983876", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "0", "-1979580416", "0", "0", "0", "0", "0", "0", "0"
0x0013DDE8, "mod_Clothing_Effect_Influential01", "Influential", "+5% Persuasion chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302017", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1912602624", "0", "0", "0", "0", "0", "0", "0"
0x0013DDE9, "mod_Clothing_Effect_Influential02", "Influential", "+10% Persuasion chance", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302017", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1912602624", "0", "0", "0", "0", "0", "0", "0"
0x0013DDEA, "mod_Clothing_Effect_Relaxed01", "Relaxed", "Actions use <mag>% O2", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2983883", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1979302016", "0", "0", "0", "0", "0", "0", "0"
0x0013DDEB, "mod_Clothing_Effect_Renegade01", "Renegade", "+5% Critical Damage", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302017", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1912602624", "0", "0", "0", "0", "0", "0", "0"
0x0013DDEC, "mod_Clothing_Effect_Resilient01", "Resilient", "+<mag> Health", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "0", "-1979580416", "0", "0", "0", "0", "0", "0", "0"
0x0013DDED, "mod_Clothing_Effect_Resourceful01", "Resourceful", "+<mag> Carry Capacity", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "732", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "0", "-1979580416", "0", "0", "0", "0", "0", "0", "0"
0x0013DDEE, "mod_Clothing_Effect_Restorative01", "Restorative", "Medical items restore +5% Health", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302017", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1912602624", "0", "0", "0", "0", "0", "0", "0"
0x0013DDEF, "mod_Clothing_Effect_Tailored_CO2_01", "Tailored", "+<mag>% CO2 Recovery Rate", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "850", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "0", "-1979580416", "0", "0", "0", "0", "0", "0", "0"
0x0013DDF0, "mod_Clothing_Effect_Tailored_O2_01", "Tailored", "+<mag>% O2 Recovery", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "857", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "0", "-1979580416", "0", "0", "0", "0", "0", "0", "0"
0x0013DDF1, "mod_Clothing_Effect_Versatile01_Health", "Versatile", "+<mag> Health and O2", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "0", "-1979580416", "0", "0", "0", "0", "0", "0", "0"
0x0013DDF3, "mod_Clothing_Effect_Versatile01_O2", "Versatile Hidden", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "725", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "0", "-1979580416", "0", "0", "0", "0", "0", "0", "0"
0x0013DFB6, "LC088_Space_abModIncomingDamageFakeCombatEnemyShipEffect", "LC088_Space_abModIncomingDamageFakeCombatEnemyShipEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302455", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "-1", "0", "0", "0"
0x0013DFB9, "LC088_Space_abModIncomingDamageFakeCombatAllyShipEffect", "LC088_Space_abModIncomingDamageFakeCombatAllyShipEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1302456", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "-1", "0", "0", "0"
0x001412EE, "LC165_Starborn_Bridge_ScriptedParallelSelfInitialSpell_Effect", "Scripted Spell Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1090519040", "1176256512", "1", "0", "0", "1073741824", "3", "1", "234897280", "0", "0", "0", "0", "0", "0", "0"
0x001412EF, "LC165_Starborn_Bridge_ScriptedParallelSelfSpell_Effect", "Scripted Spell Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1090519040", "1176256512", "1", "0", "0", "1073741824", "3", "1", "234897280", "0", "0", "0", "0", "0", "0", "0"
0x001412F0, "LC165_Starborn_Fire_ScriptedSupernovaSpell_Effect", "Scripted Spell Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1090519040", "1176256512", "1", "0", "0", "1073741824", "3", "1", "234897280", "0", "0", "0", "0", "0", "0", "0"
0x001412F1, "LC165_Starborn_Ice_ScriptedGravityWellSpell_Effect", "Scripted Spell Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1090519040", "1176256512", "1", "0", "0", "1073741824", "3", "1", "234897280", "0", "0", "0", "0", "0", "0", "0"
0x001412F2, "LC165_Starborn_Adversary_ScriptedInnerDemonSpell_Effect", "Scripted Spell Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1090519040", "1176256512", "1", "0", "0", "1073741824", "3", "1", "234897280", "0", "0", "0", "0", "0", "0", "0"
0x0014254D, "SocialSkill_Manipulation", "Manipulation", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1019448", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "36", "0", "0", "1073741824", "3", "769", "402800512", "1120", "0", "0", "0", "0", "0", "0"
0x0014254E, "SocialSkill_Intimidation", "Intimidation", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "430217", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "7", "0", "0", "1073741824", "3", "769", "403128192", "1120", "0", "0", "0", "0", "0", "0"
0x0014254F, "SocialSkill_Instigation", "Instigation", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1867281", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "8", "0", "0", "1073741824", "3", "769", "403128192", "1120", "0", "0", "0", "0", "0", "0"
0x00142550, "SocialSkill_Diplomacy", "Diplomacy", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "430226", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "6", "0", "0", "1073741824", "3", "769", "402800512", "1120", "0", "0", "0", "0", "0", "0"
