FormID, EditorID, Model, ChanceNone, Flags, FlagText, Count, MaxCount, UseGlobal, LVLL, Override Name
0x000319A5,"LLS_Medkit_Aid_Affl_Bandages_02_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319A6,"LLS_Medkit_Aid_Affl_HealPaste_01_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319A8,"LLS_Medkit_Aid_Affl_HealPaste_02_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319A9,"LLS_Medkit_Aid_Affl_Immobilizer_01_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319AA,"LLS_Medkit_Aid_Affl_Immobilizer_02_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319AB,"LLS_Medkit_Aid_Affl_Injector_01_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319AC,"LLS_Medkit_Aid_Affl_Injector_02_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319AD,"LLS_Medkit_Aid_Affl_Multi_AnalgesicPoultice_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319AE,"LLS_Medkit_Aid_Affl_Multi_AntibioticInjector_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319AF,"LLS_Medkit_Aid_Affl_Multi_AntibioticPaste_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319B1,"LLS_Medkit_Aid_Affl_Multi_InfusedBandages_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319B2,"LLS_Medkit_Aid_Affl_Multi_RepairingImmobilizer_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319B3,"LLS_Medkit_Aid_Basic_EmergencyKit_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319B4,"LLS_Medkit_Aid_Basic_MedPack_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x000319B5,"LLS_Medkit_Aid_Basic_TraumaPack_ChanceNone","",99.000000,2,"EachItem ",1,0,203190,0,""
0x00033518,"CF02_RaganaCrew_Clothes","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x00034170,"LPI_Weapon_CutterCrateCutter","Weapons\LaserCutter\LaserCutter.nif",25.000000,0,"",1,0,0,0,""
0x00034C77,"LL_Loot_Legendary_Human_Actors_AnyFaction_Special","",0.000000,0,"",1,0,0,0,""
0x00034C7D,"LL_Loot_Legendary_Human_Actors_AnyFaction","",0.000000,4,"UseAll ",2,0,0,0,""
0x00035359,"UC08_LPI_Weapon_Ranged_Rifle_Upgraded","Weapons\MagSniper\MagSniper.nif",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00036426,"LL_Weapon_Breach","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x00036427,"LL_Weapon_Breach_Auto","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00036428,"LL_Weapon_Breach_NonLethal","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00036429,"LL_Weapon_Breach_Silenced","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003642A,"LL_Weapon_Breach_Upgraded","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003642C,"LL_Weapon_Bridger","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x0003642D,"LL_Weapon_Bridger_Upgraded","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x000367C5,"LL_Weapon_DavisWilson_Tombstone","",0.000000,2,"EachItem ",1,0,0,0,"Davis Wilson's Rifle"
0x0003687F,"LL_Weapon_Drumbeat","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x000368DB,"LL_Weapon_Drumbeat_Silenced","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x000368E7,"LL_Weapon_Drumbeat_Upgraded","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x000368E8,"LL_Weapon_Drumbeat_Auto","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00036903,"LL_Weapon_HardTarget","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x00036905,"LL_Weapon_HardTarget_Silenced","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003690A,"LL_Weapon_MagSniper","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x0003690B,"LL_Weapon_MagSniper_Upgraded","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00037CCC,"LLD_Ship_Combat_B","",0.000000,4,"UseAll ",1,0,0,0,""
0x00037CCD,"LLD_Ship_Combat_C","",0.000000,4,"UseAll ",1,0,0,0,""
0x00037CCE,"LLD_Ship_Cargo_A","",0.000000,4,"UseAll ",1,0,0,0,""
0x00037CCF,"LLD_Ship_Cargo_B","",0.000000,4,"UseAll ",1,0,0,0,""
0x00037CD0,"LLD_Ship_Cargo_C","",0.000000,4,"UseAll ",1,0,0,0,""
0x00037CD1,"LLD_Ship_Transport_A","",0.000000,4,"UseAll ",1,0,0,0,""
0x00037CD2,"LLD_Ship_Transport_B","",0.000000,4,"UseAll ",1,0,0,0,""
0x00037CD3,"LLD_Ship_Transport_C","",0.000000,4,"UseAll ",1,0,0,0,""
0x00038A7C,"LL_CF05_Spacesuit_SY920_UCPilot_Backpack_HighestQuality","",0.000000,2,"EachItem ",4,0,0,0,""
0x00038A7E,"LL_Spacesuit_Assault_Backpack_01_Cydonia_HighestQuality","",0.000000,2,"EachItem ",4,0,0,0,""
0x00039993,"LL_ECSConstantRewardsSmall","",0.000000,4,"UseAll ",4,0,0,0,""
0x00039B2C,"LL_Armor_Ecliptic_Backpack_Leveled_Any","",0.000000,2,"EachItem ",1,0,0,0,""
0x0003A0CF,"LL_Clothes_Worker_Any","",0.000000,0,"",23,0,0,0,""
0x0003A630,"LLD_Organic_Creature_Chasmbass","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003A631,"LL_Loot_ChasmbassOil","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003AF7A,"LL_Spacesuit_Constellation_Backpack_01_Quality_01","",0.000000,0,"",1,0,0,0,""
0x0003AF7B,"LL_Spacesuit_Constellation_Backpack_HighestQuality","",0.000000,2,"EachItem ",5,0,0,0,""
0x0003AF7C,"LL_Spacesuit_Constellation_Backpack_01_Quality_04","",0.000000,0,"",1,0,0,0,""
0x0003C35D,"LL_Loot_ChemKit_Chem_Same","",0.000000,1,"AllLevels ",5,0,0,0,""
0x0003C421,"LLS_ChemKit_Chem_Combo_Frostwolf_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003C422,"LLS_ChemKit_Chem_Stock_Leveled_Same","",0.000000,1,"AllLevels ",8,0,0,0,""
0x0003C423,"LLS_ChemKit_Chem_Combo_Leveled_Same","",0.000000,1,"AllLevels ",5,0,0,0,""
0x0003C424,"LLS_ChemKit_Chem_Stock_Amp","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C425,"LLS_ChemKit_Chem_Stock_ReconStim","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C428,"LLS_ChemKit_Chem_Stock_BattleStim","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C429,"LLS_ChemKit_Chem_Stock_InfantryAlpha","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C42F,"LLS_ChemKit_Chem_Stock_Hippolyta","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C430,"LLS_ChemKit_Chem_Stock_SynapseAlpha","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C5D7,"LLS_ChemKit_Chem_Stock_CQBX","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C5D8,"LLS_ChemKit_Chem_Combo_Panopticon","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C5D9,"LLS_ChemKit_Chem_Combo_RedTrench","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C5DA,"LLS_ChemKit_Chem_Combo_Paramour","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C5DB,"LLS_ChemKit_Chem_Combo_Frostwolf","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C5DC,"LLS_ChemKit_Chem_Combo_Neurajack","",0.000000,4,"UseAll ",2,0,0,0,""
0x0003C5DD,"LLS_ChemKit_Chem_Combo_Neurajack_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003C5DE,"LLS_ChemKit_Chem_Combo_Panopticon_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003C5DF,"LLS_ChemKit_Chem_Combo_Paramour_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003C5E0,"LLS_ChemKit_Chem_Combo_RedTrench_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003C5E1,"LLS_ChemKit_Chem_Stock_Amp_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003C5E2,"LLS_ChemKit_Chem_Stock_BattleStim_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003C5E3,"LLS_ChemKit_Chem_Stock_CQBX_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003DB93,"LLS_Resource_Org_Part_Membrane_Gland_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003DF1D,"LLS_ChemKit_Chem_Stock_Hippolyta_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003DF1E,"LLS_ChemKit_Chem_Stock_InfantryAlpha_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003DF1F,"LLS_ChemKit_Chem_Stock_ReconStim_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003DF20,"LLS_ChemKit_Chem_Stock_SynapseAlpha_ChanceNone","",99.000000,2,"EachItem ",1,0,253729,0,""
0x0003E57B,"LL_Vendor_Credits_ConvenienceStore","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003E586,"LL_Vendor_Credits_BoutiqueShop","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003E58D,"LL_Vendor_Credits_TradeAuthority","",0.000000,4,"UseAll ",1,0,0,0,""
0x0003E594,"LL_Vendor_Credits_SmallBusiness","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003E599,"LL_Vendor_Credits_GeneralAndOutfitter","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003EFA2,"LL_CF05_Spacesuit_SY920_UCPilot_Backpack_AnyQuality","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x0003EFA4,"LL_Spacesuit_CrimsonFleet_Charger_Body_Quality_05","",0.000000,4,"UseAll ",1,0,0,0,""
0x0003EFA5,"LL_Spacesuit_CrimsonFleet_Charger_Helmet_Quality_05","",0.000000,0,"",1,0,0,0,""
0x0003EFA6,"LL_Spacesuit_CrimsonFleet_Officer_Body_Quality_05","",0.000000,4,"UseAll ",1,0,0,0,""
0x0003EFA7,"LL_Spacesuit_CrimsonFleet_Officer_Helmet_Quality_05","",0.000000,0,"",1,0,0,0,""
0x0003EFB2,"LL_Spacesuit_Ecliptic_Body_Quality_05","",0.000000,4,"UseAll ",1,0,0,0,""
0x0003EFB3,"LL_Spacesuit_Ecliptic_Helmet_Quality_05","",0.000000,0,"",1,0,0,0,""
0x0003EFB4,"LL_Spacesuit_Varuun_Body_Quality_05","",0.000000,4,"UseAll ",1,0,0,0,""
0x0003EFB5,"LL_Spacesuit_Varuun_Helmet_Quality_05","",0.000000,0,"",1,0,0,0,""
0x0003F8D8,"LL_Vendor_Credits_WeaponsDealer_Small","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8D9,"LL_Vendor_Credits_BarRestaurant_Upscale","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8DA,"LLS_Vendor_Weapon_Rifle","",0.000000,3,"AllLevels EachItem ",10,0,0,0,""
0x0003F8DB,"LLS_Vendor_Weapon_Handgun","",0.000000,3,"AllLevels EachItem ",9,0,0,0,""
0x0003F8DC,"LLS_Vendor_Weapon_Sniper","",0.000000,3,"AllLevels EachItem ",10,0,0,0,""
0x0003F8DD,"LLS_Vendor_Weapon_Melee","",0.000000,3,"AllLevels EachItem ",7,0,0,0,""
0x0003F8DE,"LLS_Vendor_Weapon_Tool","",0.000000,3,"AllLevels EachItem ",3,0,0,0,""
0x0003F8DF,"LLS_Vendor_Weapon_Shotgun","",0.000000,3,"AllLevels EachItem ",5,0,0,0,""
0x0003F8E0,"LLS_Vendor_Weapon_Heavy","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E1,"LL_Vendor_Weapon_Ranged_Advanced","",0.000000,4,"UseAll ",18,0,0,0,""
0x0003F8E2,"LLS_Vendor_Weapon_Handgun_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E3,"LLS_Vendor_Weapon_Heavy_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E4,"LLS_Vendor_Weapon_Melee_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E5,"LLS_Vendor_Weapon_Rifle_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E6,"LLS_Vendor_Weapon_Shotgun_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E7,"LLS_Vendor_Weapon_Sniper_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E8,"LLS_Vendor_Weapon_Tool_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003F8E9,"LL_Vendor_Ammo_Basic","",0.000000,4,"UseAll ",19,0,0,0,""
0x0003F8EA,"LL_Vendor_Ammo_Advanced","",0.000000,4,"UseAll ",20,0,0,0,""
0x0003F92A,"LL_Weapon_Thrown_XPL_Any_25","",75.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003FA88,"LL_Weapon_Ranged_Allied_LowLevel","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0003FA89,"LL_Weapon_Ranged_CombaTech_LowLevel","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x00040EB7,"LL_Contraband_Aurora","",0.000000,2,"EachItem ",1,0,0,0,""
0x00040ECD,"LL_Vendor_Aurora","",0.000000,4,"UseAll ",4,0,0,0,""
0x00040EE1,"LL_Contraband_Aurora_25","",75.000000,2,"EachItem ",1,0,0,0,""
0x000438A6,"LLD_Ship_Combat_A_Frontier","",0.000000,4,"UseAll ",1,0,0,0,""
0x00043D86,"LL_WeaponTheme_ChargerRole_Ranged","",0.000000,4,"UseAll ",1,0,0,0,""
0x00043D87,"LL_WeaponTheme_ChargerRole_Starborn","",0.000000,4,"UseAll ",1,0,0,0,""
0x00043D88,"LL_WeaponTheme_HeavyRole_Starborn","",0.000000,4,"UseAll ",1,0,0,0,""
0x00043D89,"LL_WeaponTheme_SniperRole_Starborn","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00043D8A,"LL_Weapon_Ranged_Charger","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00043D8B,"LLI_Starborn_Charger","",0.000000,4,"UseAll ",2,0,0,0,""
0x00043D8C,"LLI_Starborn_Heavy","",0.000000,4,"UseAll ",2,0,0,0,""
0x0004551C,"LL_Resource_Inorg_MineralDeposit_Unique_Vytinium","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0004551D,"LL_Resource_Inorg_MineralDeposit_Unique_Veryl","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x0004551E,"LL_Resource_Inorg_MineralDeposit_Unique_Tasine","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x0004551F,"LL_Resource_Inorg_MineralDeposit_Unique_Rothicite","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00045520,"LL_Resource_Inorg_MineralDeposit_Unique_Indicite","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00045521,"LL_Resource_Inorg_MineralDeposit_Unique_Aldumite","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00045BBC,"LL_Spacesuit_Assault_Backpack_01_HighestQuality","",0.000000,2,"EachItem ",4,0,0,0,""
0x00045BD3,"LL_Spacesuit_BountyHunter_01_Backpack_A_HighestQuality","",0.000000,2,"EachItem ",5,0,0,0,""
0x00045E16,"LL_Spacesuit_BountyHunter_01_Backpack_B_HighestQuality","",0.000000,2,"EachItem ",5,0,0,0,""
0x00046FCD,"LLS_Credits_Small","",0.000000,3,"AllLevels EachItem ",9,0,0,0,""
0x00047D09,"LL_Spacesuit_MS04_Mantis_FullSet_HighestQuality_Legendary_Reward","",0.000000,4,"UseAll ",3,0,0,3,""
0x00048F35,"LL_Clothes_NH_Tourist_Any","",0.000000,3,"AllLevels EachItem ",8,0,0,0,""
0x000492B0,"LL_Spacesuit_BountyHunter_01_Backpack_C_HighestQuality","",0.000000,2,"EachItem ",5,0,0,0,""
0x000492FB,"LL_Spacesuit_BountyHunter_01_Backpack_HighestQuality","",0.000000,2,"EachItem ",3,0,0,0,""
0x000493E3,"LL_Outfit_DaisukeLevitz","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x0004981A,"LL_Weapon_Melee_Charger_Starborn","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x0004A030,"LLD_UC06_Orlase","",0.000000,4,"UseAll ",1,0,0,0,""
0x0004A718,"LL_Spacesuit_BountyHunter_02_Backpack_HighestQuality","",0.000000,2,"EachItem ",5,0,0,0,""
0x0004B96E,"LL_Loot_Book_Common_Any","",0.000000,283,"AllLevels EachItem U8 U16 U256 ",43,0,0,0,""
0x0004B96F,"LL_Loot_Book_Rare_Any","",0.000000,27,"AllLevels EachItem U8 U16 ",6,0,0,0,""
0x0004B976,"LL_Loot_Book_Common_Small","",0.000000,283,"AllLevels EachItem U8 U16 U256 ",2,0,0,0,""
0x0004BD29,"LLD_SecurityCamera","",0.000000,4,"UseAll ",1,0,0,0,""
0x0004BD2A,"LL_Loot_Mfg_Small_Electronic_Leveled_75","",25.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0004BD3A,"LL_Loot_Mfg_Small_Electronic_Leveled","",0.000000,3,"AllLevels EachItem ",11,0,0,0,""
0x0004C266,"MQ207C_LL_MedSupplies","",0.000000,4,"UseAll ",2,0,0,0,""
0x0004CE1A,"LLD_Starborn_Emissary","",0.000000,4,"UseAll ",1,0,0,0,""
0x0004CE1B,"LLD_Starborn_Hunter","",0.000000,4,"UseAll ",1,0,0,0,""
0x0004CE2A,"LL_SpecialProjects_Inorg_RareExotic_Gas","",25.000000,3,"AllLevels EachItem ",4,0,314926,0,""
0x0004CE2B,"LL_SpecialProjects_Inorg_RareExotic_Liquid","",25.000000,3,"AllLevels EachItem ",6,0,314926,0,""
0x0004CE2C,"LL_SpecialProjects_Inorg_RareExotic_Solid","",25.000000,3,"AllLevels EachItem ",19,0,314926,0,""
0x000508B1,"MQ103_LL_ShawGang_Weapons","",0.000000,3,"AllLevels EachItem ",8,0,0,0,""
0x00050964,"MQ103_LL_ShawGang_NoPistols","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x00050C5A,"LL_OE_Default_Vendor_UCMilitary","",0.000000,4,"UseAll ",2,0,0,0,""
0x00050CBF,"Loot_LPI_Weapon_Drumbeat_Auto","Weapons\drumbeat\DrumBeat.nif",0.000000,0,"",1,0,0,0,""
0x00051646,"LL_Weapon_Grendel_Simple","",0.000000,0,"",1,0,0,0,""
0x00051649,"LL_Weapon_Grendel_Sniper","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00052201,"Loot_LPI_Contraband_SentientAIAdapters","SetDressing\Contraband\CB_SentientAIAdapters.nif",0.000000,24,"U8 U16 ",1,0,0,0,""
0x0005244D,"Loot_LPI_Contraband_StolenArtwork","SetDressing\Contraband\CB_StolenArtwork.nif",0.000000,24,"U8 U16 ",1,0,0,0,""
0x00052452,"Loot_LPI_Contraband_UnethicallyHarvestedOrgans","SetDressing\Contraband\CB_UnethicallyHarvestedOrgans.nif",0.000000,24,"U8 U16 ",1,0,0,0,""
0x00052AF4,"LL_Outfit_CY_Miner_Clothing","",0.000000,0,"",6,0,0,0,""
0x00054C68,"Loot_Resource_Organic_Dungeon_Rare","",0.000000,27,"AllLevels EachItem U8 U16 ",11,0,0,0,""
0x0005659C,"LL_Weapon_Ranged_Rifle_Citizen_UC_DisplayCases","",0.000000,3,"AllLevels EachItem ",6,0,0,0,""
0x0005659D,"LL_Rifles_Display_Case_Citizen_UC","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005659E,"LL_Pistols_Display_Case_Citizen_UC","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005659F,"LL_Weapon_Ranged_Handgun_Citizen_UC_DisplayCases","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x000565A4,"LL_Weapon_Ranged_Heavy_Citizen_UC_DisplayCases","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x000565A9,"LL_HeavyWeapons_Display_Case_Citizen_UC","",0.000000,4,"UseAll ",1,0,0,0,""
0x00056B8D,"LL_LootTheme_Citizen_200YearOldIsolated","",35.000000,3,"AllLevels EachItem ",6,0,1198477,0,""
0x00056B8E,"LLI_NPC_Unique_200YearOldIsolated","",0.000000,4,"UseAll ",2,0,0,0,""
0x00056B8F,"LLI_Generic_Charger_200YearOldIsolated","",0.000000,4,"UseAll ",2,0,0,0,""
0x00056E5A,"LL_Armor_SpaceTrucker_Helmet_Leveled_Any","",0.000000,2,"EachItem ",1,0,0,0,""
0x00056E5B,"LL_Armor_SpaceTrucker_Generic_Helmet_Leveled_Any","",0.000000,2,"EachItem ",1,0,0,0,""
0x00056F20,"LLC_NA_SecureShelving_Container01","",0.000000,4,"UseAll ",3,0,0,0,""
0x00057987,"LL_FCNeon_BeggarGifts","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x00057D24,"LL_Spacesuit_CrimsonFleet_Backpack_1_AnyQuality","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x00057D53,"LL_Spacesuit_CrimsonFleet_Backpack_2_AnyQuality","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x00057D78,"LL_Spacesuit_Ecliptic_Backpack_Quality_05","",0.000000,0,"",1,0,0,0,""
0x00058A2A,"LL_Clothes_RM_Patron_Any","",0.000000,3,"AllLevels EachItem ",16,0,0,0,""
0x0005B158,"LL_Weapon_M1919","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x0005B159,"LL_Weapon_M1919_Silenced","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0005B15C,"LL_Weapon_M1919_Upgraded","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0005C0AE,"LL_DeathItem_Ship_Cargo_A","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005C32B,"LL_DeathItem_Ship_Cargo_B","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005C36A,"LLI_Ship_Cargo_A","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005C39A,"LLI_Ship_Cargo_B","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005C46B,"LLI_Ship_Cargo_C","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005C474,"LLI_Ship_Cargo_M_Scow","",0.000000,4,"UseAll ",5,0,0,0,""
0x0005C47C,"LLI_Ship_Combat_A","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005C4EB,"LLI_Ship_Combat_B","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005C54A,"LLI_Ship_Combat_C","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005C5AA,"LLI_Ship_Starborn_C","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005C5AB,"LLI_Ship_Tanker_A","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005C9BE,"LL_Weapon_Ranged_Shotgun_Rare","",0.000000,0,"",2,0,0,0,""
0x0005CEDA,"LL_Weapon_Thrown_XPL_CrimsonFleet","",0.000000,3,"AllLevels EachItem ",10,0,0,0,""
0x0005CEDB,"LL_Weapon_Thrown_XPL_Ecliptic","",0.000000,3,"AllLevels EachItem ",10,0,0,0,""
0x0005D7D8,"LL_Outfit_CrimsonFleet_BECrew_Crew","",0.000000,2,"EachItem ",2,0,0,0,""
0x0005D7D9,"LL_Outfit_CrimsonFleet_BECrew_Captain","",0.000000,2,"EachItem ",2,0,0,0,""
0x0005D7FC,"Loot_LPI_Contraband_VaRuunHereticPamphlets","SetDressing\Contraband\CB_VaRuunHereticPamphlets.nif",0.000000,24,"U8 U16 ",1,0,0,0,""
0x0005D800,"Loot_LPI_Contraband_XenowarfareTech","SetDressing\Contraband\CB_XenowarfareTech_NoCol.nif",0.000000,24,"U8 U16 ",1,0,0,0,""
0x0005F184,"LL_Loot_Clothes_FactionsWithSpacesuits_Generic_ChanceNone","",90.000000,0,"",59,0,389510,0,""
0x0005F894,"LLI_Ship_Tanker_C","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005F89A,"LLI_Ship_Transport_A","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005F89D,"LLI_Ship_Transport_B","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005F8A5,"LLI_Ship_Transport_C","",0.000000,4,"UseAll ",1,0,0,0,""
0x0005F8A7,"LL_DeathItem_Ship_Cargo_C","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8B1,"LL_DeathItem_Ship_Combat_A","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8B4,"LL_DeathItem_Ship_Combat_B","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8B5,"LL_DeathItem_Ship_Combat_C","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8B8,"LL_DeathItem_Ship_Starborn_C","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8BA,"LL_DeathItem_Ship_Tanker_A","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8C6,"LL_DeathItem_Ship_Tanker_C","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8C9,"LL_DeathItem_Ship_Transport_A","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8D2,"LL_DeathItem_Ship_Transport_B","",0.000000,4,"UseAll ",2,0,0,0,""
0x0005F8E1,"LL_DeathItem_Ship_Transport_C","",0.000000,4,"UseAll ",2,0,0,0,""
0x00060216,"LL_Weapon_Ranged_OldEarth_NoM1919","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x0006021A,"LL_Weapon_Ranged_OldEarth_Upgraded_NoM1919","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x00061A17,"LL_Weapon_InflictorPistol","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x00061A19,"LL_Weapon_InflictorPistol_Upgraded","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00061A1B,"LL_Weapon_Ranged_Handgun_Silenced","",0.000000,3,"AllLevels EachItem ",9,0,0,0,""
0x00061A1C,"LL_Weapon_Ranged_Handgun_Upgraded","",0.000000,3,"AllLevels EachItem ",13,0,0,0,""
0x00061A1D,"LL_Weapon_Ranged_Handgun_EM","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x00061C32,"LL_Spacesuit_CrimsonFleet_Backpack_1_HighestQuality","",0.000000,2,"EachItem ",4,0,0,0,""
0x00061FEA,"LL_Spacesuit_CrimsonFleet_Backpack_2_HighestQuality","",0.000000,2,"EachItem ",4,0,0,0,""
0x00062684,"MQ204HunterReward","",0.000000,4,"UseAll ",1,0,0,0,""
