FormID, EditorID, Full, Summary
0x00104606,"SQ_TreasureMap_CreateMap_Resource","","Places a treasure map in a vendor's container. Quest will shut down and remove the treasure map when the player leaves the vendor's location since we need to limit the number of treasure maps to the number of treasure map quests."
0x0010460A,"SQ_TreasureMap_CreateMap_Resource00","","Places a treasure map in a vendor's container. Quest will shut down and remove the treasure map when the player leaves the vendor's location since we need to limit the number of treasure maps to the number of treasure map quests."
0x0010460B,"SQ_TreasureMap_CreateMap_Resource01","","Places a treasure map in a vendor's container. Quest will shut down and remove the treasure map when the player leaves the vendor's location since we need to limit the number of treasure maps to the number of treasure map quests."
0x00104614,"SQ_TreasureMap_CreateMap_ResourceLocal","","Places a treasure map in a vendor's container. Quest will shut down and remove the treasure map when the player leaves the vendor's location since we need to limit the number of treasure maps to the number of treasure map quests."
0x0010461A,"SQ_TreasureMap_CreateMap_Space","","Places a treasure map in a vendor's container. Quest will shut down and remove the treasure map when the player leaves the vendor's location since we need to limit the number of treasure maps to the number of treasure map quests."
0x001046E6,"COM_Quest_SarahMorgan_Q01_Post","In Memoriam Post Quest",""
0x00104AE1,"SQ_TreasureMap_CreateMap_Surface","","Places a treasure map in a vendor's container. Quest will shut down and remove the treasure map when the player leaves the vendor's location since we need to limit the number of treasure maps to the number of treasure map quests."
0x00104AE2,"SQ_TreasureMap_CreateMap_SurfaceLocal","","Places a treasure map in a vendor's container. Quest will shut down and remove the treasure map when the player leaves the vendor's location since we need to limit the number of treasure maps to the number of treasure map quests."
0x00104AE3,"SQ_TreasureMap_Space_SameSystem00","",""
0x00104AE4,"SQ_TreasureMap_Space_SameSystem01","",""
0x00104AE5,"SQ_TreasureMap_Resource_SameSystem00","",""
0x00104AE6,"SQ_TreasureMap_Resource_SameSystem01","",""
0x00104AE7,"SQ_TreasureMap_Resource_Local00","",""
0x00104AE8,"SQ_TreasureMap_Resource_Local01","",""
0x00104AE9,"SQ_TreasureMap_Resource_SamePlanet00","",""
0x00104AEA,"SQ_TreasureMap_Resource_SamePlanet01","",""
0x00104AEC,"SQ_TreasureMap_Surface_Local00","",""
0x00104AED,"SQ_TreasureMap_Surface_Local01","",""
0x00104AEE,"SQ_TreasureMap_Surface_SamePlanet00","",""
0x00104AEF,"SQ_TreasureMap_Surface_SamePlanet01","",""
0x00104AF0,"SQ_TreasureMap_Surface_SameSystem00","",""
0x00104AF1,"SQ_TreasureMap_Surface_SameSystem01","",""
0x00107263,"DialogueCrowdConvo_PostUC04","Crowd Actor Conversations",""
0x0010A4B3,"SQ_TreasureMap_Surface_SameSystem","",""
0x0010A75C,"CF02_Ragana_SpeechChallenge03","Ragana Speech Challenges",""
0x0010AC08,"OE_Dialogue","Generic Dialogue","This is for generic dialogue used by NPCs in the OEs."
0x0010ACEE,"FC01_PostQuest","",""
0x0010AD90,"TraitKidStuff_RC_02","Kid Stuff RC: Flamenco",""
0x0010AD91,"TraitKidStuff_RC_01","Kid Stuff RC: Tissue Paper",""
0x0010BCDC,"SQ_Group_Test2","",""
0x0010C2FA,"TraitKidStuff","Kid Stuff - Handling",""
0x0010CB67,"MQMisc01","Vlad's Home",""
0x0010CB89,"BE_CF02_Ragana_BoardingQuest","Ragana Boarding",""
0x0010D427,"CF02_Ragana_SpeechChallenge02","Ragana Speech Challenges",""
0x0010E782,"Staryard_Deimos_Z_TasteOfHome","Taste of Home",""
0x0010E8EA,"DialogueUCNewAtlantis_Shared","",""
0x0010F8F4,"MB_Passenger04Local","Transport <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>",""
0x0010FAE5,"SE_TradeShip_DataBroker","Trader",""
0x0010FC1D,"BE_Empty_24","[BE - Empty]",""
0x0010FC1E,"BE_Empty_23","[BE - Empty]",""
0x0010FC1F,"BE_Empty_22","[BE - Empty]",""
0x0010FC20,"BE_Empty_21","[BE - Empty]",""
0x0010FC21,"BE_Empty_20","[BE - Empty]",""
0x0010FC22,"BE_Landing_24","[BE - Landing Handler]",""
0x0010FC23,"BE_Landing_23","[BE - Landing Handler]",""
0x0010FC24,"BE_Landing_22","[BE - Landing Handler]",""
0x0010FC25,"BE_Landing_21","[BE - Landing Handler]",""
0x0010FC26,"BE_Landing_20","[BE - Landing Handler]",""
0x00110B93,"UC_NA_RandomConvTonyCowl01","",""
0x00110B94,"UC_NA_RandomConvAveryTel01","",""
0x00110C1F,"MB_Supply01Common01","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>",""
0x00110C22,"MB_Supply02Uncommon01","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>",""
0x00110F09,"LC070COPY0000","LC070 -Sarah Morgan Crash Site",""
0x00110F35,"CF02_Ragana_SpeechChallenge01","Ragana Speech Challenges",""
0x00111F53,"City_NewAtlantis_z_TheArtCollector","The Art Dealer",""
0x00111F63,"SE_Placeholder04","Used to manage random number of SEs",""
0x00111F64,"SE_Placeholder03","Used to manage random number of SEs",""
0x00111F65,"SE_Placeholder02","Used to manage random number of SEs",""
0x00111F66,"SE_Placeholder01","Used to manage random number of SEs",""
0x00112373,"City_AkilaLife03","First Edition",""
0x00112864,"City_NewAtlantis_Z_SuspiciousActivities","Suspicious Activities",""
0x00112ACE,"City_AkilaLife02","Last Will and Testament",""
0x001136DB,"City_NewAtlantis_Z_CoffeeRun","Coffee Run","Donna Rain is feeling a bit rundown. She could use some Terrabrew."
0x0011378F,"City_NewAtlantis_Z_ReliableCare","Reliable Care",""
0x00113913,"UC_NA_RandomConvDonnaRain01","",""
0x00113C02,"SQ_CCT_Enviro_Basking","",""
0x00113C0C,"SQ_CCT_Enviro_Wallower","",""
0x00113C0F,"SQ_CCT_Enviro_Basking00","",""
0x00113C10,"SQ_CCT_Enviro_Basking01","",""
0x00113C12,"SQ_CCT_Enviro_Wallower00","",""
0x00113C1F,"SQ_CCT_Enviro_Wallower01","",""
0x00113D6C,"UC_NA_RandomConvSolomonCebrail01","",""
0x001145EE,"City_NewAtlantis_Z_SpreadingTheNews","Spreading the News",""
0x0011463F,"City_AkilaLife01","The Great Laredo Caper",""
0x0011500C,"City_CY_RedTape01_Misc","Misc Pointer",""
0x001154B0,"UC_NA_RandomConvGeorgeSaintGeorge01","",""
0x00115674,"UC_NA_RandomConvRickDuran01","",""
0x00115CC3,"City_NewAtlantis_Z_PrimarySources","Primary Sources",""
0x00118925,"OE_MP_AcelesPatrol","Operation: Aceles Drop","""An Aceles and it's Handlers have just gotten off a ship and are about to depart soon. You can talk to them a bit if you want."""
0x00119C40,"FC06Post","",""
0x0011BB87,"RQ_Settlement_HarvestMiner_01","Mining Run",""
0x0011D452,"MS05Reward","",""
0x0011D5CD,"ECSConstantRoamingHandler","ECS Constant Post Quest SE",""
0x0011E106,"MQ105_PostQuestLodge","",""
0x0012000F,"SQ_Group_Test","",""
0x001230FE,"SE_RockyAsteroidMiningMaster","Random Loot",""
0x00123428,"SG02_AlbanFarm","Alban Lopez Farm Dialogue",""
0x0012584D,"COM_Companion_Barrett_Convo_NewHomestead01","Barrett NPC Chat (Maurice Lyon)",""
0x00127FA8,"SE_Player_Patrol01","Spacer Patrol",""
0x0012984C,"SE_Player_BB02","Need Helium-3",""
0x0012C072,"SE_ZW08","Legendary Ship: Spacer Scavenger Blattodea",""
0x0012C5A6,"SE_HailTemplate","Hailing Encounter Template",""
0x0012C5A7,"SE_Player_LootDropMaster","Random Loot",""
0x0012C5A8,"SE_Player_GenericTemplate","Space Encounter Template",""
0x0012C6AC,"BE_Landing_19","[BE - Landing Handler]",""
0x0012C6AD,"BE_Landing_18","[BE - Landing Handler]",""
0x0012C6AE,"BE_Landing_17","[BE - Landing Handler]",""
0x0012C6AF,"BE_Landing_16","[BE - Landing Handler]",""
0x0012C6B0,"BE_Landing_15","[BE - Landing Handler]",""
0x0012C6B1,"BE_Landing_14","[BE - Landing Handler]",""
0x0012C6B2,"BE_Landing_13","[BE - Landing Handler]",""
0x0012C6B3,"BE_Landing_12","[BE - Landing Handler]",""
0x0012C6B4,"BE_Landing_11","[BE - Landing Handler]",""
0x0012C6B5,"BE_Landing_10","[BE - Landing Handler]",""
0x0012C6B6,"BE_Landing_09","[BE - Landing Handler]",""
0x0012C6B7,"BE_Landing_08","[BE - Landing Handler]",""
0x0012C6B8,"BE_Landing_07","[BE - Landing Handler]",""
0x0012C6B9,"BE_Landing_06","[BE - Landing Handler]",""
0x0012C6BA,"BE_Landing_05","[BE - Landing Handler]",""
0x0012C6BB,"BE_Landing_04","[BE - Landing Handler]",""
0x0012C6BC,"BE_Landing_03","[BE - Landing Handler]",""
0x0012C6BD,"BE_Landing_02","[BE - Landing Handler]",""
0x0012C6BE,"BE_Landing_01","[BE - Landing Handler]",""
0x0012C6BF,"BE_Landing_00","[BE - Landing Handler]",""
0x0012D037,"SE_Placeholder","Used to manage random number of SEs",""
0x0012DFA1,"COM_Companion_SarahMorgan_Convo_Andreja02","Sarah Morgan Andreja Conversation 02",""
0x0012DFA4,"COM_Companion_SarahMorgan_Convo_Barrett01","Sarah Morgan Barrett Conversation 01",""
0x0012DFA5,"COM_Companion_SarahMorgan_Convo_SamCoe02","Sarah Morgan Sam Coe Conversation 02",""
0x0012DFB1,"COM_Companion_SarahMorgan_Convo_Neon01","Sarah Morgan Neon Conversation 01",""
0x0012DFB3,"COM_Companion_SarahMorgan_Convo_Neon02","Sarah Morgan Neon Conversation 02",""
0x0012DFB5,"COM_Companion_SarahMorgan_Convo_Cydonia01","Sarah Morgan Cydonia Conversation 01",""
0x0012DFB7,"COM_Companion_SarahMorgan_Convo_SamCoe01","Sarah Morgan Sam Coe Conversation 01",""
0x0012DFB9,"COM_Companion_SarahMorgan_Convo_Barrett02","Sarah Morgan Barrett Conversation 02",""
0x0012DFBB,"COM_Companion_SarahMorgan_Convo_Andreja01","Sarah Morgan Andreja Conversation 01",""
0x0012E02C,"DialogueFCNeonConvo_PostGang01","",""
0x0012E02D,"DialogueFCNeonConvo_PostGang02","",""
0x0012E145,"SE_CL02","Drug Dealer",""
0x0012E159,"FFLodge_MB","Misc Pointer to Mission Board",""
0x0012EB37,"SE_DerelictShip","Generic Derelict BE",""
0x0012EB39,"SE_TradeShip_UC","Trader",""
0x0012F0DD,"MB_CargoDestinationFinderLocal01","",""
0x0012F0DE,"MB_CargoDestinationFinderFar01","",""
0x0012F0DF,"MB_PassengerDestinationFinderLocal01","",""
0x0012F0E0,"MB_PassengerDestinationFinderFar01","",""
0x0012F0E1,"MB_PassengerDestinationFinderFar00","",""
0x0012F0E2,"MB_PassengerDestinationFinderLocal00","",""
0x0012F0E3,"MB_CargoDestinationFinderFar00","",""
0x0012F0E4,"MB_CargoDestinationFinderLocal00","",""
0x0012F188,"RQ_Settlement_CollectColonist_01","Missing Ingredient",""
0x00130A3A,"SE_Player_Attack09","UCNavy vs Spacers",""
0x00131362,"SE_Player_Attack08","UCNavy vs Ecliptic",""
0x00131363,"SE_Player_Attack07","UCNavy vs Varuun",""
0x00131E6F,"SQ_ENV_Tutorial","",""
0x00132A2C,"SE_Player_CivilianShips_UC","Space Encounter Template",""
0x00132A2D,"SE_Player_CivilianShips_Freestar","Space Encounter Template",""
0x00132A2E,"SE_Player_CivilianShips_LIST","Space Encounter Template",""
0x00132A2F,"SE_Player_CivilianShips_TradeAuthority","Space Encounter Template",""
0x00132A30,"SE_Player_CivilianShips_Galbank","Space Encounter Template",""
0x00132BAC,"SE_SD02","Miner Escort",""
0x00133661,"SE_DestroyedShips01","Destroyed Ships as Loot",""
0x001337C0,"DialogueCFTheKey_RandomConvo15_ReckonersCore","",""
0x001337C1,"DialogueCFTheKey_RandomConvo13_LastNova","",""
0x001337C2,"DialogueCFTheKey_RandomConvo12_LastNova","",""
0x001337C3,"DialogueCFTheKey_RandomConvo14_ReckonersCore","",""
0x0013395B,"SE_Player_EmptyDebris","Space Encounter Template",""
0x0013395C,"SE_Player_EmptyIcy","Space Encounter Template",""
0x0013395D,"SE_Player_EmptyRocky","Space Encounter Template",""
0x00133CE1,"DialogueCFTheKey_RandomConvo11_LastNova","",""
0x00133CF8,"SE_AF03","Fake Arrest Encounter",""
0x00134484,"Rad01_MoveRefs","",""
0x00134535,"SE_AF07","Wave Combat Beacon",""
0x0013472B,"FFNeonGuardPointer_Z09","Wrapper for NeonZ09",""
0x00134BE8,"SE_JP01","Ambush",""
0x00137042,"RAD06_03","Drydock Blues: <Alias=QuestGiverLocation>",""
0x00137043,"RAD06_01","Drydock Blues: <Alias=QuestGiverLocation>",""
0x00137044,"RAD06_00","Drydock Blues: <Alias=QuestGiverLocation>",""
0x00137045,"RAD06_02","Drydock Blues: <Alias=QuestGiverLocation>",""
0x00137578,"MB_SurveyPlanet04_LIST","Survey <Alias=TargetPlanetLocation> in <Alias=TargetSystemLocation>",""
0x00137727,"City_GG_Marines_PostQuest","",""
0x0013E3C8,"DialogueGenericCitizensShips_MuddledChatter","",""
0x0013E3C9,"DialogueGenericGuardsShips_MuddledChatter","",""
0x0013E5C0,"RM_RandomConv_Bar03","",""
0x0013E5C1,"RM_RandomConv_Bar04","",""
0x0013EC40,"BE_DerelictCreatures02","Derelict Ship with Creatures",""
0x0013EC55,"BE_DerelictCreatures01","Derelict Ship with Creatures",""
0x0013F2A1,"SE_Player_DerelictShip","Space Encounter Template",""
0x0013F2C8,"MB_PlantEvidence01_RIR02","Plant Evidence at <Alias=TargetLocation>",""
0x0013F727,"MB_Hack01_RIR01","Hack <Alias=TargetLocation>",""
0x0013F73D,"MB_Sabotage01_RIR04","Sabotage <Alias=TargetLocation>",""
0x0013FA4F,"SE_Player_KMK01_StarbornPatrol01","Starborn Patrol",""
0x0013FA50,"OE_KMK_Starborn01","Starborn","Main Template. Contains all Alias data for all templates. Not intended to be used by anyone as-is. Please consider using a specific Template for a specific use."
0x0014098E,"LC082_PostCF_Convo_Operations06","",""
0x0014098F,"LC082_PostCF_Convo_Operations05","",""
0x00140990,"LC082_PostCF_Convo_Operations03","",""
0x00140991,"LC082_PostCF_Convo_Operations02","",""
0x00140992,"LC082_CF08_Convo_Brig05","",""
0x00140993,"LC082_CF08_Convo_Brig03","",""
0x00140994,"LC082_CF08_Convo_Brig04","",""
0x00140995,"LC082_PostCF_Convo_Operations01","",""
0x00140996,"LC082_PostCF_Convo_Operations04","",""
0x00140997,"LC082_PostCF_Convo_Operations07","",""
0x001412D6,"DialogueCrowdConvo004","Crowd Actor Conversations",""
0x0014157C,"SE_Player_Attack06","Freestar vs Spacers",""
0x001419EA,"SE_Player_Attack05","UC vs Spacers",""
0x001419EB,"SE_Player_Attack03","UC vs Crimson Fleet",""
0x001419EC,"SE_Player_Attack04","Freestar vs Crimson Fleet",""
0x0014327D,"COM_Companion_Barrett_SpeechChallenges","Barrett Speech Challenges",""
0x0014332E,"City_ER_Ghost_SupportQuest","",""
0x0014343A,"FFDenR01_Startup","Startup for FFDenR01",""
0x0014343B,"DialogueUCTheDen_Convo003","Den Random Conversation 1",""
0x00143472,"CF_Post","Crimson Fleet Post-Quest Coverage",""
0x0014618E,"UC_Hadrian_TopLevels","",""
0x0014618F,"DialogueUCFactionAlwaysOn","",""
0x0014629A,"FFNewHomesteadR04Misc","Misc Pointer",""
0x0014629B,"FFNewHomesteadR02Misc","Misc Pointer",""
0x0014629C,"FFNewHomesteadR05Misc","Misc Pointer",""
0x00146687,"SQ_Traits","Player Traits parent quest",""
0x0014668D,"SQ_CCT_Enviro_AmbusherUnderground","",""
0x0014668E,"SQ_CCT_Enviro_AmbusherUnderground00","",""
0x0014668F,"SQ_CCT_Enviro_AmbusherUnderground01","",""
0x00146690,"SQ_CCT_Enviro_AmbusherUnderground02","",""
0x00146691,"SQ_CCT_Enviro_AmbusherUnderground03","",""
0x00146692,"SQ_CCT_Enviro_AmbusherUnderground04","",""
0x00146693,"SQ_CCT_Enviro_AmbusherUnderground05","",""
0x00146694,"SQ_CCT_Enviro_AmbusherUnderground06","",""
0x00146695,"SQ_CCT_Enviro_AmbusherUnderground07","",""
0x00146696,"SQ_CCT_Enviro_AmbusherUnderground08","",""
0x001469C6,"SQ_CCT_Enviro_Ambusher00","",""
0x001469C7,"SQ_CCT_Enviro_Ambusher01","",""
0x001469C8,"SQ_CCT_Enviro_Ambusher02","",""
0x001469C9,"SQ_CCT_Enviro_Ambusher03","",""
0x001469CA,"SQ_CCT_Enviro_Ambusher04","",""
0x001469CB,"SQ_CCT_Enviro_Ambusher05","",""
0x001469CC,"SQ_CCT_Enviro_Ambusher06","",""
0x001469CD,"SQ_CCT_Enviro_Ambusher07","",""
0x001469CE,"SQ_CCT_Enviro_Ambusher08","",""
0x00146DEB,"DialogueNewHomesteadConvo_Farms02","",""
0x00146DEC,"DialogueNewHomesteadConvo_Chunks02","",""
0x00147945,"ER_RandomConversation_Int04_NevanAndSloan_PostQuest","",""
0x00147946,"ER_RandomConversation_Ext04_ConstMonika","",""
0x001499EF,"CREW_EliteCrew_SophiaGrace","Sophia Grace",""
0x0014A876,"DialogueFCClinic_IntroPost","Clinic Post-Intro Scene",""
0x0014AFC0,"FCR01","One Riot, One Ranger",""
0x0014AFC2,"UC_GG_Connect_Misc","Misc pointer to Hadrian Elite Crew",""
0x0014AFC3,"UC_GG_Marines_Misc","Misc pointer to Hadrian Elite Crew",""
0x0014CF4A,"MB_Rescue01_FCR05","Rescue hostage at <Alias=TargetPlanetLocation>",""
0x0014D4A3,"MB_Bounty04_FCR04","Kill the <Alias=PrimaryRef> on <Alias=TargetPlanetLocation>",""
0x0014E8F7,"CREW_EliteCrew_BettyHowser","Betty Howser",""
0x0014E95A,"MB_BountySpace03_FCR03","Destroy the <Alias=PrimaryRef> at <Alias=TargetSystemLocation>",""
0x0014E95F,"MB_Bounty03_FCR02","Kill the <Alias=PrimaryRef> on <Alias=TargetPlanetLocation>",""
0x0014EAE4,"City_GG_Bet_SupportQuest","",""
0x00150A57,"MB_Passenger03Far","Transport <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>",""
0x001515E9,"BE_TradeShip_Galbank","[BE - Template]",""
0x00151A61,"City_NA_Viewport03_SpeechChallenges","",""
0x00155D13,"COM_Companion_Barrett_Convo_SarahMorgan01","Barrett / Sarah Morgan Conversation 01",""
0x001560EE,"MQMisc02","Companion's Belongings",""
0x001569BF,"MQ302c","[Holder for Combined Speech Challenge]",""
0x00158F2C,"UC_CY_HeatleechScene","",""
0x001593EA,"UC_GG_RandomConvQuest08_CitizenSecurity","","This is a random conversation that can start up in the background as the player wanders around Gagarin. In it, two local citizens have a chat on a variety of different topics."
0x001594BF,"CREW_EliteCrew_OmariHassan","Omari Hassan",""
0x0015B026,"DialogueParadiso_Convo_Clara01","",""
0x0015B027,"DialogueParadiso_Convo_GenStore02","",""
0x0015B028,"DialogueParadiso_Convo_GenStore01","",""
0x0015D071,"UC_GG_RandomConvQuest06_LizzieCitizen","","This is a random conversation that can start up in the background as the player wanders around Gagarin. In it, a bar patron approaches Lizzy Ajello, local bar owner, discussing one of a variety of topics."
0x0015D072,"UC_GG_RandomConvQuest07_CitizenCitizen","","This is a random conversation that can start up in the background as the player wanders around Gagarin. In it, two local citizens have a chat on a variety of different topics."
0x0015D399,"MQ304b","Infinity's End",""
0x0015DB85,"SQ_CCT_Enviro_Ambusher","",""
0x0015FF16,"SQ_CCT_Enviro_Rockbreaker","",""
0x0015FF17,"SQ_CCT_Enviro_Rockbreaker00","",""
0x0015FF18,"SQ_CCT_Enviro_Rockbreaker01","",""
0x00160C29,"SEDebug","[SE - Debug Quest]",""
0x00161123,"MB_BountySpace02Far","Destroy the <Alias=PrimaryRef> at <Alias=TargetSystemLocation>",""
0x001611B3,"MB_Steal02Far_CFR03","Steal From <Alias=TargetLocation> on <Alias=TargetPlanetLocation>",""
0x001611BA,"MB_Piracy03Far_CFR01","Piracy in <Alias=TargetSystemLocation> system",""
0x001611BB,"MB_Piracy02Far_CFR01","Piracy in <Alias=TargetSystemLocation> system",""
0x001618C7,"UC_RHQ_RandomConvo_Scientists_MindControlTest","","A scientist has approached a fellow scientist inside the Red Devils Headquarters - a highly secure facility full of dangerous aliens - to ask about their experience with the ""mind control test"" a test all workers at the facility have to go through, where a Terrormorph is allowed to infect their mind to see if they react in a safe manner. This scene will play in the background as the player is walking around the space."
0x001618C8,"UC_RHQ_RandomConvo_SciGuard_FileReport","","A scientist has approached a security guard inside the Red Devils Headquarters - a highly secure facility full of dangerous aliens - to file a report of varying importance. This scene will play in the background as the player is walking around the space."
0x001618C9,"UC_RHQ_RandomConvo_Kaiser","","A scientist has approached Kaiser - a specially designed science and combat robot - inside the Red Devils Headquarters - a highly secure science facility full of dangerous aliens - to ask for his help. This scene will play in the background as the player is walking around the space."
0x001626A7,"SQ_CCT_Enviro_Paranoid01","",""
0x001626A9,"SQ_CCT_Enviro_Paranoid00","",""
0x001626AA,"SQ_CCT_Enviro_HazardHappy01","",""
0x001626AB,"SQ_CCT_Enviro_HazardHappy00","",""
0x001655C5,"SQ_CCT_Enviro_Paranoid","",""
0x001661D0,"SQ_CCT_Enviro_HazardHappy","",""
0x001672D9,"SE_TradeShip_LIST","Trader",""
0x001672DA,"SE_TradeShip_FC","Trader",""
0x001672DB,"SE_TradeShip_Galbank","Trader",""
0x00167842,"SE_Player_Attack02","UC vs Ecliptic",""
0x001687DB,"TraitQuest","Trait Quest Support",""
0x001699FB,"City_ER_Peace","Peacemaker","The player has resolved things with the bounty hunters harassing the Eleos Retreat, and is directed to speak with Nevan - the facility's co-head - who states the Retreat's founding donor wants to speak to the player in Akila City. The player heads there and, after checking in with the donor's security - speaks to Reisha Lance, the CEO of Laredo Firearms, who wants details on the attack on the Retreat before she goes to speak to the Trackers Alliance. "
0x00169E69,"COM_Companion_Barrett_Convo_SarahMorgan02","Barrett / Sarah Morgan Conversation 01",""
0x0016B408,"CREW_EliteCrew_AndromedaKepler","Andromeda Kepler",""
0x0016B466,"City_ER_Exorcism","Exorcism","The player has agreed to help Eleos Retreat deal with the two bounty hunters who have been harassing them. The player tracker them to their hideout and confronts them, either convincing them to stop what they've been doing, or killing them. The player then returns to the Retreat to inform them of their success."
0x0016D3C8,"CREW_EliteCrew_MickeyCaviar","Mickey Caviar",""
0x0016D4D1,"City_ER_Ghost","Ghost Hunt","The player has agreed to help the Eleos Retreat track down their kidnapper. The player heads to a nearby abandoned science facilty, only to find it empty, save for a broken slate. The player returns the slate to the Retreat staff, who are able to decipher it's encoding, and discover the kidnappers - plural - are a pair of Trackers Alliance bounty hunters. They then ask the player to confront them."
0x0017134E,"City_ER_Dead_Misc","Misc quest to Sloan for ER_Dead",""
0x0017134F,"City_ER_Dead","Dead Stop","The player has agreed to help the Eleos Retreat find its missing construction worker - Mr. Kilman. The player, with the help of the retreat's wounded security chief - Greg D'Angelo - tracks Kilman to a cave, where Kilman states he managed to escape from a pair of kidnappers. The player returns to the retreat, only to find that the construction crew wants the kidnappers found before they'll continue working."
0x00172412,"ER_RandomConversation_Int03_NevanAndSloan_Prequest","",""
0x00172413,"ER_RandomConversation_Int02_GregAndSloan","",""
0x00172414,"ER_RandomConversation_Ext03_PostQuest","",""
0x00172415,"ER_RandomConversation_Ext01_ConstConst_KillUs","",""
0x00172416,"ER_RandomConversation_Ext02_ConstHalftown_Armed","",""
0x00172417,"ER_RandomConversation_Int01_SloanNevan","",""
0x00172F8B,"MQ401f","One Small Step","In an alternate universe, the Hunter waits for the player in the Lodge."
0x00173104,"MQ401e","One Small Step","In an alternate universe, the Lodge is solely owned by Walter Stroud."
0x001736F9,"MQ206B_AlwaysOn","Always on Hellos",""
0x00173A4E,"LC070","LC070 -Sarah Morgan Crash Site",""
0x00178B1E,"CF_Main","Crimson Fleet Controller Quest",""
0x0017A837,"BE_Empty_19","[BE - Empty]",""
0x0017A838,"BE_Empty_18","[BE - Empty]",""
0x0017A839,"BE_Empty_17","[BE - Empty]",""
0x0017A83A,"BE_Empty_16","[BE - Empty]",""
0x0017A83B,"BE_Empty_15","[BE - Empty]",""
0x0017A83C,"BE_Empty_14","[BE - Empty]",""
0x0017A83D,"BE_Empty_13","[BE - Empty]",""
0x0017A83E,"BE_Empty_12","[BE - Empty]",""
0x0017A83F,"BE_Empty_11","[BE - Empty]",""
0x0017A840,"BE_Empty_10","[BE - Empty]",""
0x0017A841,"BE_Empty_09","[BE - Empty]",""
0x0017A842,"BE_Empty_08","[BE - Empty]",""
0x0017A843,"BE_Empty_07","[BE - Empty]",""
0x0017A844,"BE_Empty_06","[BE - Empty]",""
0x0017A845,"BE_Empty_05","[BE - Empty]",""
0x0017A846,"BE_Empty_04","[BE - Empty]",""
0x0017A847,"BE_Empty_03","[BE - Empty]",""
0x0017A848,"BE_Empty_02","[BE - Empty]",""
0x0017A849,"BE_Empty_01","[BE - Empty]",""
0x0017A84A,"BE_Empty_00","[BE - Empty]",""
0x0017A84C,"BE_Empty","[BE - Empty]",""
0x0017A964,"CREW_EliteCrew_Ezekiel","Ezekiel",""
0x0017AA9A,"RIR07","The Power of Persuasion","Go on a radiant mission to sway a deal with a rival company corporate executive."
0x0017B94D,"MQ401d","One Small Step","In an alternate universe, the Lodge is now home to a gang of Va'ruun Zealots led by Andreja."
0x0017C672,"UCR04_MiscPointer","Misc pointer to Hadrian Elite Crew",""
0x0017D362,"RyujinTower_RC_Floor6_TwoClients","",""
0x0017D363,"RyujinTower_RC_Floor4_AprilandTechnician","",""
0x0017D364,"RyujinTower_RC_Floor5_TwoEngineers","",""
0x0017D365,"RyujinTower_RC_Floor5_DeMarcusandEngineer","",""
0x0017D366,"RyujinTower_RC_Floor3_ChristineandCustomer","",""
0x0017D367,"RyujinTower_RC_Lobby_GuardCustomer01","",""
0x0017D368,"RyujinTower_RC_Lobby_Employees02","",""
0x0017D369,"RyujinTower_RC_Lobby_Employees01","",""
0x0017D36A,"RyujinTower_RC_Lobby_Customers01","",""
0x0017D36B,"RyujinTower_RC_Lobby_Customers02","",""
0x0017D36C,"RyujinTower_RC_Floor3_Employees","",""
0x0017D36D,"RyujinTower_RC_Floor3_LostCustomer","",""
0x0017D36E,"RyujinTower_RC_Floor3_RobertandEmployee","",""
0x0017D36F,"RyujinTower_RC_Floor4_OperativeandTechnician","",""
0x0017D370,"RyujinTower_RC_Floor5_GuardandEngineer","",""
0x0017D371,"RyujinTower_RC_Floor4_TwoTechnicians","",""
0x0017D372,"RyujinTower_RC_Floor6_ThomasandClient","",""
0x0017D373,"RyujinTower_RC_Floor6_TwoClients01","",""
0x0017D393,"MQ401_AlwaysOn","Dialogue available in every New Game Plus",""
0x0017D3D6,"UCR03_SpaceEncounter","",""
0x0017E02A,"Hope_RC_Town_KidJoke","",""
0x0017E6E1,"LC092_EavesdroppingScene_Outdoor","",""
0x0017E6E2,"LC092_EavesdroppingScene_Indoor","",""
0x0017F7A5,"MQ401c","One Small Step","In an alternate universe, several versions of the player have made home in the Lodge."
0x00180481,"FFLodge04","Walter and Sarah",""
0x00182C46,"MB_SurveyPlanet03_LIST","Survey <Alias=TargetPlanetLocation> in <Alias=TargetSystemLocation>",""
0x00182F61,"UC_RHQ_RandomConvo_Scientists_General","","A scientist has approached a fellow scientist inside the Red Devils Headquarters - a highly secure facility full of dangerous aliens - to chat/ask for assistance/etc.. This scene will play in the background as the player is walking around the space."
0x00182F62,"UC_RHQ_RandomConvo_Scientists_Readout","","A scientist has approached a fellow scientist inside the Red Devils Headquarters - a highly secure facility full of dangerous aliens - to ask about fixing a piece of equipment in the facility. This scene will play in the background as the player is walking around the space."
0x00182F63,"UC_RHQ_RandomConvo_Hadrian","","A scientist has approached Major Hadrian Sanon - their boss - inside the Red Devils Headquarters - a highly secure facility full of dangerous aliens - to inform her that a task she'd requested is complete. This scene will play in the background as the player is walking around the space."
