FormID, EditorID, Description, Icon
0x00185703,"LS_Planet24","The Uranium family of inorganic resources includes Iridium, Vanadium, and Plutonium.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_026_color.dds"
0x00185704,"LS_Planet23","The Nickel family of inorganic resources includes Cobalt, Platinum, and Palladium.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_023_color.dds"
0x00185705,"LS_Planet22","The Lead family of inorganic resources includes Tungsten, Silver, Titanium, Mercury, and Dysprosium.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_006_color.dds"
0x00185706,"LS_Planet21","The larger a planet's axial tilt, the more the length of the day will vary during the year.","Data\textures\interface\loadscreens\generic\space\starfield_space_059_color.dds"
0x00185707,"LS_Planet20","The Iron family of inorganic resources includes Alkanes, Tantalum, and Ytterbium.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_012_color.dds"
0x00185708,"LS_Planet19","Helium-3 (He3) is the standard fuel for grav drives.","Data\textures\interface\loadscreens\generic\general\starfield_general_033_color.dds"
0x00185709,"LS_Planet18","The five classifications of resource scarcities are Common, Uncommon, Rare, Exotic, and Unique.","Data\textures\interface\loadscreens\generic\general\starfield_general_028_color.dds"
0x0018570A,"LS_Planet17","The Copper family of inorganic resources includes Fluorine, Tetrafluorides, Gold, Ionic liquids, and Antimony.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_018_color.dds"
0x0018570B,"LS_Planet16","The Chlorine family of inorganic resources includes Chlorosilanes, Lithium, Xenon, and Caesium.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_015_color.dds"
0x0018570C,"LS_Planet15","The Argon family of inorganic resources includes Benzenes, Carboxylic acids, and Neon.","Data\textures\interface\loadscreens\generic\general\starfield_general_026_color.dds"
0x0018570D,"LS_Planet14","The Aluminum family of inorganic resources includes Beryllium, Neodymium, and Europium.","Data\textures\interface\loadscreens\generic\general\starfield_general_003_color.dds"
0x0018570E,"LS_Planet13","Targeting a planet or moon allows you to travel to it.","Data\textures\interface\loadscreens\generic\space\starfield_space_060_color.dds"
0x0018570F,"LS_Planet12","Scanning a planet from space reveals where its resources are located.","Data\textures\interface\loadscreens\generic\eye\starfield_eye_004_color.dds"
0x00185711,"LS_Planet10","Organic resources are extracted from plants and animals.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_057_color.dds"
0x00185712,"LS_Planet09","Life is usually found on planets and moons warm enough to have liquid water.","Data\textures\interface\loadscreens\generic\general\starfield_general_045_color.dds"
0x00185713,"LS_Planet08","Interplanetary travel does not expend fuel. Helium-3 is used exclusively for Grav Jumping.","Data\textures\interface\loadscreens\generic\space\starfield_space_044_color.dds"
0x00185714,"LS_Planet07","Inorganic resources are found in related groups that appear together on the surface.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_006_color.dds"
0x00185715,"LS_Planet06","Inorganic resources are extracted from the ground or air.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_023_color.dds"
0x00185716,"LS_Planet05","In rare cases, extremophile life forms can be found on otherwise uninhabitable planets and moons.","Data\textures\interface\loadscreens\generic\starfield_creature_030_color.dds"
0x00185717,"LS_Planet04","Helium-3 fuel is most commonly found on airless, rocky moons.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_067_color.dds"
0x00185718,"LS_Planet03","Exotic inorganic resources occur on planets less often than other scarcities.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_009_color.dds"
0x00185719,"LS_Planet02","All planets and moons have Common inorganic resources.","Data\textures\interface\loadscreens\generic\general\starfield_general_048_color.dds"
0x0018571A,"LS_Planet01","A hostile ship can be boarded if its engines are disabled.","Data\textures\interface\loadscreens\generic\space\starfield_space_040_color.dds"
0x0018571B,"LS_Mantis01","For over a century, there have been accounts of a vigilante bounty hunter named the Mantis who terrorizes the criminal underworld.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_065_color.dds"
0x0018571C,"LS_ECSConstant01","Some believe that colony ships may have left Earth before the discovery of the Grav Drive, and were lost and forgotten to the stars.","Data\textures\interface\loadscreens\generic\space\starfield_space_055_color.dds"
0x0018571D,"LS_TradeAuthority02","The Trade Authority maintains neutrality with all factions to facilitate trade. Or so they say, at least.","Data\textures\interface\loadscreens\generic\space\starfield_space_046_color.dds"
0x0018571E,"LS_TradeAuthority01","It's an open secret that the Trade Authority actively deals with stolen goods and contraband.","Data\textures\interface\loadscreens\generic\neon\starfield_neon_014_color.dds"
0x0018571F,"LS_Trackers02","Trackers Alliance terminals can be found in any major system, and offer bounties to any member.","Data\textures\interface\loadscreens\generic\general\starfield_general_029_color.dds"
0x00185720,"LS_Trackers01","The Trackers Alliance is a loosely organized bounty hunter's guild for the Settled Systems.","Data\textures\interface\loadscreens\generic\general\starfield_general_052_color.dds"
0x00185721,"LS_SSNN02","The Settled Systems News Network (SSNN) is the preeminent broadcast news organization in the galaxy.","Data\textures\interface\loadscreens\generic\general\starfield_general_072_color.dds"
0x00185722,"LS_SSNN01","SSNN has managed to remain generally unbiased and objective through multiple faction wars. It's not an easy balancing act.","Data\textures\interface\loadscreens\generic\general\starfield_general_011_color.dds"
0x00185723,"LS_Spacers02","Unaligned thieves and murderers are sometimes termed Spacers. They're an unorganized but very real threat while exploring.","Data\textures\interface\loadscreens\generic\starfield_destruction_color.dds"
0x00185724,"LS_Spacers01","Spacers have no central organization or code. It's an umbrella term for all manner of miscreants.","Data\textures\interface\loadscreens\generic\dungeon\starfield_dungeon_025_color.dds"
0x00185725,"LS_LIST02","The League of Independent Settlers (LIST) is a very loose association of homesteaders.","Data\textures\interface\loadscreens\generic\general\starfield_general_038_color.dds"
0x00185726,"LS_LIST01","The Freestar Collective styles itself as the cutting edge of the frontier. But the real honor goes to LIST, who have no Rangers to protect them.","Data\textures\interface\loadscreens\generic\general\starfield_general_016_color.dds"
0x00185727,"LS_GalBank02","GalBank is the primary financial institution for the Settled Systems. It is an apolitical organization.","Data\textures\interface\loadscreens\generic\space\starfield_space_059_color.dds"
0x00185728,"LS_GalBank01","GalBank is self-funded, self-protected, and self-regulated, an incredible feat in the often tense politics of the Settled Systems.","Data\textures\interface\loadscreens\generic\space\starfield_space_019_color.dds"
0x00185729,"LS_LoreTimeline16","History of the Settled Systems - Sol Date: 2307\nRyujin Industries builds a name for itself by inventing neuroamps. The company then quickly branches out into many other fields.","Data\textures\interface\loadscreens\generic\general\starfield_general_023_color.dds"
0x0018572A,"LS_LoreTimeline15","History of the Settled Systems - Sol Date: 2188\nSolomon Coe invites Volii to join Cheyenne in a new alliance: the Freestar Collective.","Data\textures\interface\loadscreens\generic\akila\starfield_akila_003_color.dds"
0x0018572B,"LS_LoreTimeline14","History of the Settled Systems - Sol Date: 2150\nScientists first predict the Earth's destruction, which significantly accelerates research and exploration.","Data\textures\interface\loadscreens\generic\general\starfield_general_008_color.dds"
0x0018572C,"LS_LoreTimeline13","History of the Settled Systems - Sol Date: 2203\nEarth, the cradle of humanity, is rendered fully uninhabitable. Humanity is forced to find its future in the stars.","Data\textures\interface\loadscreens\generic\general\starfield_general_008_color.dds"
0x0018572D,"LS_LoreTimeline12","History of the Settled Systems - Sol Date: 2241\nJasper Kryx dubs his collection of ships the Crimson Fleet and starts striking UC shipping lanes.","Data\textures\interface\loadscreens\generic\space\starfield_space_043_color.dds"
0x0018572E,"LS_ColonyWar03","During the Colony War, Mechs were used to devastating effect by both sides, but the Freestar Collective's pilots proved particularly skilled.","Data\textures\interface\loadscreens\generic\dungeon\starfield_mechgraveyard_031_color.dds"
0x0018572F,"LS_ColonyWar02","At the end of the Colony War, an Armistice was signed forbidding Mech and Xenoweapon technology.","Data\textures\interface\loadscreens\generic\general\starfield_general_071_color.dds"
0x00185730,"LS_LoreTimeline11","History of the Settled Systems - Sol Date: 2308-2311\nThe Freestar Collective and United Colonies fight the bloody Colony War, with the Freestar Collective eventually claiming victory.","Data\textures\interface\loadscreens\generic\akila\starfield_akila_008_color.dds"
0x00185731,"LS_ColonyWar01","During the Colony War, UC Admiral François Sanon ordered the bombing of Londinion to halt the city's Terrormorph outbreak.","Data\textures\interface\loadscreens\generic\general\starfield_general_073_color.dds"
0x00185732,"LS_UnitedColonies17","When humanity was forced to leave Earth, the colonies quickly banded together to form the United Colonies.","Data\textures\interface\loadscreens\generic\general\starfield_general_008_color.dds"
0x00185733,"LS_UnitedColonies16","Vae Victis is likely the only other person who knows about the Lazarus Plant... and its potential as a weapon.","Data\textures\interface\loadscreens\generic\space\starfield_space_019_color.dds"
0x00185734,"LS_UnitedColonies15","The United Colonies' many laws and regulations tend to the welfare of its citizens. (Some argue they have too many laws.)","Data\textures\interface\loadscreens\generic\general\starfield_general_073_color.dds"
0x00185735,"LS_UnitedColonies14","The United Colonies is a stable and peaceful place to live. Many argue it is the height of civilization in the Settled Systems.","Data\textures\interface\loadscreens\generic\general\starfield_general_073_color.dds"
0x00185736,"LS_UnitedColonies13","The United Colonies city of Londinion was overrun by a sudden - and still unexplained - Terrormorph attack.","Data\textures\interface\loadscreens\generic\general\starfield_general_006_color.dds"
0x00185737,"LS_UnitedColonies12","The UC Xenowarfare team's Terrormorph data resides in the Armistice Archives and can't be accessed without agreement from the other factions.","Data\textures\interface\loadscreens\generic\general\starfield_general_071_color.dds"
0x00185738,"LS_UnitedColonies11","The Terrormorph sample from Tau Ceti is a match for the ones from Londinion - a world Terrormorphs destroyed.","Data\textures\interface\loadscreens\generic\space\starfield_space_048_color.dds"
0x00185739,"LS_UnitedColonies10","The Terrormorph attack on New Atlantis was triggered using the Lazarus Plant - causing Terrormorphs to mature instantly.","Data\textures\interface\loadscreens\generic\general\starfield_general_001_color.dds"
0x0018573A,"LS_UnitedColonies09","The Terrormorph attack on New Atlantis has proven Hadrian's worst fears - Terrormorphs are appearing faster than ever.","Data\textures\interface\loadscreens\generic\general\starfield_general_004_color.dds"
0x0018573B,"LS_UnitedColonies08","The Armistice Archives is the repository of all knowledge banned after the Colony War.","Data\textures\interface\loadscreens\generic\general\starfield_general_015_color.dds"
0x0018573C,"LS_UnitedColonies07","Terrormorphs only appear on planets where humans have lived for generations... making the Tau Ceti Terrormorph even more concerning.","Data\textures\interface\loadscreens\generic\space\starfield_space_055_color.dds"
0x0018573D,"LS_UnitedColonies06","Pristine New Atlantis and the industrial powerhouse Cydonia are the two largest cities in the United Colonies.","Data\textures\interface\loadscreens\generic\general\starfield_general_064_color.dds"
0x0018573E,"LS_UnitedColonies05","No one knows how Terrormorphs have spread throughout the Settled Systems, but where they travel... death follows.","Data\textures\interface\loadscreens\generic\general\starfield_general_042_color.dds"
0x0018573F,"LS_UnitedColonies04","Heatleeches - small, innocuous, shipborne pests - are actually immature Terrormorphs!","Data\textures\interface\loadscreens\generic\starfield_creature_030_color.dds"
0x00185740,"LS_UnitedColonies03","Foreign pilots can fly in the United Colonies Vanguard, earning credits... as well as their citizenship.","Data\textures\interface\loadscreens\generic\general\starfield_general_035_color.dds"
0x00185741,"LS_UnitedColonies02","Citizenship in the United Colonies is highly coveted. Citizens are allowed to purchase a place to live and pay less for most goods.","Data\textures\interface\loadscreens\generic\general\starfield_general_063_color.dds"
0x00185742,"LS_UnitedColonies01","Admiral François Sanon - or ""Vae Victis"" - is still alive and being kept under lock and key by the United Colonies.","Data\textures\interface\loadscreens\generic\general\starfield_general_071_color.dds"
0x00185743,"LS_Ryujin03","Ryujin Industries has steadily diversified its interests over the years.","Data\textures\interface\loadscreens\generic\general\starfield_general_022_color.dds"
0x00185744,"LS_Ryujin02","Ryujin Industries' cheery corporate advertising bears little resemblance to its ruthless inner workings.","Data\textures\interface\loadscreens\generic\general\starfield_general_023_color.dds"
0x00185745,"LS_Ryujin01","In the cutthroat world of Neon corporate politics, Ryujin Industries has thrived.","Data\textures\interface\loadscreens\generic\general\starfield_general_022_color.dds"
0x00185746,"LS_Rangers03","The Freestar Rangers have a broad charter to enforce Freestar Collective law anywhere in their faction's space.","Data\textures\interface\loadscreens\generic\general\starfield_general_070_color.dds"
0x00185747,"LS_Rangers02","The Freestar Ranger Marshal oversees all Ranger activity throughout Freestar Collective space.","Data\textures\interface\loadscreens\generic\akila\starfield_akila_003_color.dds"
0x00185748,"LS_Rangers01","Deputy is the lowest rank in the Freestar Rangers. Deputies do not have the full power or authority of a Ranger.","Data\textures\interface\loadscreens\generic\general\starfield_general_016_color.dds"
0x00185749,"LS_Freestar05","With no social safety net, it is incredibly difficult for the disadvantaged in the Freestar Collective to improve their situation.","Data\textures\interface\loadscreens\generic\neon\starfield_neon_012_color.dds"
0x0018574A,"LS_Freestar04","The Freestar Collective's two major settlements are the independent-minded Akila City and the pleasure city of Neon.","Data\textures\interface\loadscreens\generic\general\starfield_general_058_color.dds"
0x0018574B,"LS_Freestar03","The Freestar Collective relies on its Militia to protect its citizens. Though their numbers are smaller than the UC, they are a rugged lot.","Data\textures\interface\loadscreens\generic\general\starfield_general_070_color.dds"
0x0018574C,"LS_Freestar02","The Freestar Collective prides itself on individual freedom, self-reliance and limited government. ","Data\textures\interface\loadscreens\generic\neon\starfield_neon_013_color.dds"
0x0018574D,"LS_Freestar01","The Council of Governors ostensibly leads the Freestar Collective, but each territory has far more autonomy than the UC.","Data\textures\interface\loadscreens\generic\akila\starfield_akila_008_color.dds"
0x0018574E,"LS_CrimsonFleet05","Unsurprising for a group of pirates, the Crimson Fleet often has internal fighting and politicking.","Data\textures\interface\loadscreens\generic\space\starfield_space_061_color.dds"
0x0018574F,"LS_CrimsonFleet04","Formed by prisoners turned pirates, the Crimson Fleet has been terrorizing space for over eighty years.","Data\textures\interface\loadscreens\generic\space\starfield_space_054_color.dds"
0x00185750,"LS_CrimsonFleet03","Despite attempts over the years to deal with the pirates, the Crimson Fleet has always survived.","Data\textures\interface\loadscreens\generic\space\starfield_space_048_color.dds"
0x00185751,"LS_CrimsonFleet02","Committing piracy doesn't automatically mean you are in the Crimson Fleet. You have to earn your place.","Data\textures\interface\loadscreens\generic\space\starfield_space_019_color.dds"
0x00185752,"LS_Constellation05","When Walter Stroud became Constellation's primary financier in 2321, Constellation gained both resources and a powerful advocate.","Data\textures\interface\loadscreens\generic\general\starfield_general_014_color.dds"
0x00185753,"LS_Constellation04","Sebastian Banks, explorer and founder of Constellation, went on a deep space survey mission and was never seen again.","Data\textures\interface\loadscreens\generic\space\starfield_space_062_color.dds"
0x00185754,"LS_Constellation03","Although not widely known, the Clinic owes much of its success to discoveries Constellation passed on to them.","Data\textures\interface\loadscreens\generic\lodge\starfield_lodge_008_color.dds"
0x00185755,"LS_Constellation02","Constellation is the only remaining organization dedicated to exploring new worlds and star systems.","Data\textures\interface\loadscreens\generic\general\starfield_general_012_color.dds"
0x00185756,"LS_Constellation01","Although the Lodge is in New Atlantis, Constellation is a completely neutral organization.","Data\textures\interface\loadscreens\generic\lodge\starfield_lodge_001_color.dds"
0x00185757,"LS_NewAtlantis04","The heart of the United Colonies, New Atlantis is the most populous city in the Settled Systems.","Data\textures\interface\loadscreens\generic\general\starfield_general_073_color.dds"
0x00185758,"LS_Ashta01","The Ashta are dangerous predators that infest Akila. Akila City's walls keep its citizens safe.","Data\textures\interface\loadscreens\generic\general\starfield_general_021_color.dds"
0x00185759,"LS_NewAtlantis03","New Atlantis still houses an embassy for House Va'ruun despite their retreat from interaction with the rest of the Settled Systems.","Data\textures\interface\loadscreens\generic\general\starfield_general_001_color.dds"
0x0018575A,"LS_NewAtlantis02","Although New Atlantis has a reputation as a city of prosperity, districts where the less fortunate live their lives are carefully hidden from view.","Data\textures\interface\loadscreens\generic\general\starfield_general_004_color.dds"
0x0018575B,"LS_Neon04","The discovery of Aurora radically transformed a commercial fishing platform into the Neon we know today.","Data\textures\interface\loadscreens\generic\general\starfield_general_058_color.dds"
0x0018575C,"LS_Neon03","Xenofresh Fisheries was originally an important source of food for the Freestar Collective before the discovery of Aurora.","Data\textures\interface\loadscreens\generic\general\starfield_general_058_color.dds"
0x0018575D,"LS_Neon02","Neon is known for being one of the most anarchic places in the Settled Systems.","Data\textures\interface\loadscreens\generic\neon\starfield_neon_014_color.dds"
0x0018575E,"LS_Neon01","Every vice imaginable can be found on Neon. And the Astral Lounge is the heart of it all.","Data\textures\interface\loadscreens\generic\neon\starfield_neon_002_color.dds"
0x0018575F,"LS_Cydonia04","The resources mined on Cydonia are critical to Deimos Staryard and, by extension, the United Colonies.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_065_color.dds"
0x00185760,"LS_Cydonia03","Mining in Cydonia is not easy. It pays well, but the conditions can be brutal.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_007_color.dds"
0x00185761,"LS_Cydonia02","Mars featured the first permanent colony outside of Earth. That colony became Cydonia.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_023_color.dds"
0x00185762,"LS_Cydonia01","Cydonia houses important parts of the United Colonies' military-industrial complex.","Data\textures\interface\loadscreens\generic\space\starfield_space_058_color.dds"
0x00185763,"LS_Akila04","The Rock in Akila City is where the Council of Governors meets to run the Freestar Collective.","Data\textures\interface\loadscreens\generic\general\starfield_general_024_color.dds"
0x00185764,"LS_Akila03","The Core is the oldest part of Akila City. The manors of prominent families can be found there.","Data\textures\interface\loadscreens\generic\akila\starfield_akila_008_color.dds"
0x00185765,"LS_Akila02","Midtown is a bustling center of trade and manufacturing in Akila City.","Data\textures\interface\loadscreens\generic\general\starfield_general_018_color.dds"
0x00185766,"LS_CrimsonFleet01","After surviving a massive uprising on the Key, Delgado emerged as the new leader of the Crimson Fleet.","Data\textures\interface\loadscreens\generic\space\starfield_space_045_color.dds"
0x00185767,"LS_Akila01","Akila City is the oldest settlement in the Freestar Collective.","Data\textures\interface\loadscreens\generic\general\starfield_general_037_color.dds"
0x00185768,"LS_Stealth01","The slower you move, the less likely enemies are to hear you.","Data\textures\interface\loadscreens\generic\dungeon\starfield_dungeon_021_color.dds"
0x001928C7,"LS_CombatDocking","You cannot board an enemy ship if there are other enemies engaging you in combat. ","Data\textures\interface\loadscreens\generic\general\starfield_general_039_color.dds"
0x001B2D50,"LS_LocalTime","Every planet experiences its own local time. If it's midnight on Jemison, it will not be midnight on Akila, for example.","Data\textures\interface\loadscreens\generic\akila\starfield_akila_005_color.dds"
0x001C35BA,"LS_LoreTimeline01","History of the Settled Systems - Sol Date: 2161\nThe United Colonies issues the Centaurus Proclamation, thereby formalizing the open colonization of distant worlds.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_026_color.dds"
0x001CEDAA,"LS_CreatureTerrormorph","No one is entirely sure where the alien creature nicknamed the ""Terrormorph"" originated, but its species has spread throughout the Settled Systems... leaving death in its wake.","Data\textures\interface\loadscreens\generic\general\starfield_general_042_color.dds"
0x001CFEF1,"LS_GeneralGameplay03","The difficulty of a ship combat encounter can be greatly affected by two factors: the number of ships you're facing, and their classes. If you're overwhelmed or outclassed, you can always run away by grav jumping to another star system.","Data\textures\interface\loadscreens\generic\general\starfield_general_010_color.dds"
0x001D1A83,"LS_FactionUniitedColonies01","New Atlantis is the capital of the United Colonies.","Data\textures\interface\loadscreens\generic\general\starfield_general_073_color.dds"
0x001DA271,"LS_Skill63","The Special Projects skill allows you to research experimental, never-before-seen weapon and equipment mods, chems, and outpost modules.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_037_color.dds"
0x001DA272,"LS_Crafting01","Completing research projects at a Research Lab unlocks new crafting recipes.","Data\textures\interface\loadscreens\generic\space\starfield_space_049_color.dds"
0x001DA273,"LS_Crafting02","You can make progress towards completing a research project as long as you have at least some of the required components.","Data\textures\interface\loadscreens\generic\space\starfield_space_019_color.dds"
0x001DA274,"LS_Crafting03","There's a small chance of having a sudden development each time you contribute components to a research project, which can reduce the number of components necessary to complete the project.","Data\textures\interface\loadscreens\generic\space\starfield_space_046_color.dds"
0x001DA275,"LS_Crafting04","Installing a weapon or equipment mod will destroy any mod already installed in the same slot.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_008_color.dds"
0x001DA276,"LS_Crafting05","Up to four different mods can be installed on a spacesuit or space helmet at once at a Spacesuit Workbench.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_005_color.dds"
0x001DA277,"LS_Crafting06","Modifying your weapon at a Weapon Workbench can dramatically alter its appearance and capabilities.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_067_color.dds"
0x001DA278,"LS_Crafting07","Medicine essential for offworld survival can be created at a Pharmaceutical Lab.","Data\textures\interface\loadscreens\generic\general\starfield_general_007_color.dds"
0x001DA279,"LS_Crafting08","Manufactured components are used when building outpost modules and certain weapon and equipment mods. They can be created at an Industrial Workbench, or by a Fabricator in an outpost.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_065_color.dds"
0x001DA27A,"LS_Crafting09","Everything from basic sustenance to gourmet delicacies can be created at a Cooking Station.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_013_color.dds"
0x001DEE06,"LS_GeneralGameplay04","Boosting during a space battle not only gives you a sudden burst of speed - it also breaks an enemy's target lock on your ship. It can be advantageous to save your boost for when you tactically need it.","Data\textures\interface\loadscreens\generic\general\starfield_general_031_color.dds"
0x001E6852,"LS_FastTravel01","Once you discover a location, you can use your map to fast travel back to it.","Data\textures\interface\loadscreens\generic\general\starfield_general_066_color.dds"
0x001E685D,"LS_NewAtlantis01","The MAST District of New Atlantis is named after the monumental structure that serves as headquarters for the Military, Administrative and Scientific Triumvirate.","Data\textures\interface\loadscreens\generic\general\starfield_general_071_color.dds"
0x001E7760,"LS_Companion01","Your companions are just like you - they have wants, needs, priorities, responsibilities, and sometimes... ulterior motives.","Data\textures\interface\loadscreens\generic\general\starfield_general_013_color.dds"
0x001E87C1,"LS_GeneralGameplay05","If a space battle isn't going your way and your ship is about to be destroyed, you can repair it directly from your cockpit... so long as you have the Ship Parts to do so.","Data\textures\interface\loadscreens\generic\space\starfield_space_041_color.dds"
0x001E87C2,"LS_GeneralGameplay06","If you're losing a space battle, you can grav jump away to another star system. The trick is deciding which systems to power down so you can power up your Grav Drive.","Data\textures\interface\loadscreens\generic\general\starfield_general_030_color.dds"
0x001E87C3,"LS_GeneralGameplay07","If you need to flee a space battle by jumping to another star system, important quest-related enemy ships will always remain behind so you can return to finish the fight.","Data\textures\interface\loadscreens\generic\general\starfield_general_005_color.dds"
0x001E884D,"LS_GeneralGameplay09","When crafting, components can be used from both your personal inventory and your ship's cargo hold, regardless of distance.","Data\textures\interface\loadscreens\generic\outpost\starfield_outpost_065_color.dds"
0x001F6D96,"LS_Combat01","When badly wounded, an enemy will often continue fighting, but at significantly reduced effectiveness.","Data\textures\interface\loadscreens\generic\space\starfield_space_019_color.dds"
0x001F6D97,"LS_ShipCombat01","Boarding a hostile ship requires taking their engine offline.","Data\textures\interface\loadscreens\generic\starfield_destruction_color.dds"
0x001F6D9C,"LS_Crime01","Each faction in the Settled Systems tracks the crimes committed in their territory. Break the law, and be prepared to pay - with credits, time in prison, or your life.","Data\textures\interface\loadscreens\generic\space\starfield_space_052_color.dds"
0x001F6D9D,"LS_GeneralGameplay01","Dislike the way you look? Just visit any Enhance! clinic, found in the major cities of the Settled Systems, and you can be on your way to a brand new you.","Data\textures\interface\loadscreens\generic\general\starfield_general_072_color.dds"
0x001F6DA4,"LS_Stealth03","Running is noisier than walking and makes you easier to detect. To effectively sneak, stay low and slow.","Data\textures\interface\loadscreens\generic\dungeon\starfield_dungeon_024_color.dds"
0x001F6DA9,"LS_Weapons02Sidestar","The Allied Armaments Sidestar, while manufactured in the United Colonies, is actually one of the most popular small-caliber handguns in all of the Settled Systems.","Data\textures\interface\loadscreens\generic\dungeon\starfield_dungeon_027_color.dds"
0x001F6DC6,"LS_aaCharGenLoad","Argos Extractors is one of the many small, independent mining companies operating in the Settled Systems, but they've been known to dig deeper - and more dangerously - than their competitors.","Data\textures\interface\loadscreens\generic\general\starfield_general_034_color.dds"
0x001F9612,"LS_ChemsAurora","Aurora is a powerful psychotropic chem produced in the city of Neon from the secretions of the chasmbass, a fish native to the planet Volii Alpha.","Data\textures\interface\loadscreens\generic\neon\starfield_neon_003_color.dds"
0x00226390,"LS_Smuggling05","An unscrupulous Starport Master on Porrima III is rumored to sell ships and modules with Shielded Cargo space.","Data\textures\interface\loadscreens\generic\space\starfield_space_045_color.dds"
0x00226391,"LS_Smuggling06","Crimson Fleet ships often have Shielded Cargo modules installed.","Data\textures\interface\loadscreens\generic\general\starfield_general_034_color.dds"
0x0028A6A2,"LS_Skill23a","Higher ranks of the Gymnastics skill can increase your speed in Zero-G, replenish 02 after mantling, and even increase your jump height.","Data\textures\interface\loadscreens\generic\dungeon\starfield_dungeon_032_color.dds"
0x0028A6A3,"LS_Ship40","Your ship's scanner reveals detailed information about your current target's class and systems.","Data\textures\interface\loadscreens\generic\landscape\starfield_landscape_017_color.dds"
0x0028A6A4,"LS_Ship42","The higher a ship's class, the more effective it generally is in combat. If you encounter one or more enemy ships at a higher class than yours, it's probably a good idea to grav jump away to safety. ","Data\textures\interface\loadscreens\generic\space\starfield_space_042_color.dds"
0x0028A6A5,"LS_Ship43","You can grav jump away in the middle of a space battle if things aren't going your way. Just remember, you may need to take energy away from some critical systems in order to power up the grav drive.","Data\textures\interface\loadscreens\generic\space\starfield_space_040_color.dds"
0x00298F17,"LS_Planet32","While exploring an alien planet or moon, be sure to enter any caves you discover. They generally contain the most valuable minerals.","Data\textures\interface\loadscreens\generic\general\starfield_general_002_color.dds"
0x002E21B3,"LS_Consumables_01","When you consume several food items, drinks, or chems with the same kind of effect, only the item with the strongest effect will be applied.","Data\textures\interface\loadscreens\generic\general\starfield_general_028_color.dds"
