FormID, EditorID, Full, Data
0x00007E7E,"PackInLC030IndExtSupStrut03StorageCell","","1"
0x0000CFBE,"PackInSCOLNeonGreebles16StorageCell","","1"
0x00010D76,"PackInSCCabinetKitWallMed09StorageCell","","1"
0x00010DDA,"PackInSCBoulderLayered04StorageCell","","1"
0x00010E3E,"PackInSCLDCratesMedium06StorageCell","","1"
0x00010EA2,"PackInSCLDPalletRacksSm2x2BStorageCell","","1"
0x00010F06,"PackInSCLDStoragebins01bStorageCell","","1"
0x00011032,"PackInSCCabinetKitWallMed03StorageCell","","1"
0x00011096,"PackInSCVentTrimPipesTwoWalledLightsOn01StorageCell","","1"
0x0001115E,"PackInSCClutterWallDividerScience03StorageCell","","1"
0x00011226,"PackInDeimosShipWreckage05SCOLStorageCell","","1"
0x0001128A,"PackInSCLDPallets03StorageCell","","1"
0x0001BC76,"PackInClutterPIShpGenCargoB04StorageCell","","257"
0x0001D76A,"PackInFPIIceBouldersXLarge02StorageCell","","1"
0x00020136,"PackInPIRocksVeinyXLarge04StorageCell","","1"
0x0002358E,"PackInUtlIntSegSmWallMidTop01Dmg02StorageCell","","1"
0x000262DE,"PackInSciIntRmSmWallMid04sStorageCell","","1"
0x00027922,"PackInNishinaAshPileSmA01StorageCell","","1"
0x00028D0E,"PackInMotivationalBoard01WithPapersA01StorageCell","","1"
0x0002A2EE,"PackInSciIntHallSm3WayScktC01L01SCStorageCell","","1"
0x0002EE52,"PackInTent01BStorageCell","","1"
0x0003023E,"PackInCabinetKit01StorageCell","","1"
0x00036DAA,"PackInShipPISMODStructNovaBrace6WayStorageCell","","1"
0x00038E16,"PackInLC012SuitHolderStorageCell","","1"
0x00043C4E,"PackInTRPGasSprayMdToxicPrefabStorageCell","","1"
0x000447A2,"PackInSignWarnCorpSecurity02dPIStorageCell","","1"
0x00059E36,"PackInPITreesFringeLupinMedium03StorageCell","","1"
0x000604F2,"PackInFPIIceResourceSmall05StorageCell","","1"
0x000658EE,"PackInGPPIPCMManMadeGenericMechanicalLargeC02StorageCell","","1"
0x0006D206,"PackInFPIRocksVolcanicRoughSlabMedium01StorageCell","","1"
0x00070D02,"PackInPICryoMineVaruunStorageCell","","1"
0x00076036,"PackInDesktopClutterC05StorageCell","","1"
0x0007D372,"PackInNishina02ColumnPipesA02StorageCell","","1"
0x000827D2,"PackInTEMPSlayton07StorageCell","","1"
0x0008289A,"PackInSlaytonAerospaceShelvesDisplay02aStorageCell","","1"
0x00083196,"PackInShipPISMODHabDeimosWorkshop2L1W1HAIntStorageCell","","1"
0x0008D02E,"PackInLC107LegacyShipCredtankShelf12ActiveStorageCell","","1"
0x000942A2,"PackInTrashPaperFlatWithTextAVert04StorageCell","","1"
0x000968EA,"PackInLC107HullBreach02NoTriggerStorageCell","","1"
0x000978EE,"PackInSCOLNAPlanterSCOL02StorageCell","","1"
0x0009EA36,"PackInSCOLNACommercialBLD01BaseSCOLStorageCell","","1"
0x000A1272,"PackInFPIExoticsEuphorbiaSmall03StorageCell","","1"
0x000C49A2,"PackInLC107LegacyShipCredtankShelf16ActiveStorageCell","","1"
0x00103B66,"PackInPIExoticsBonescapeLarge03StorageCell","","1"
0x001089EA,"PackInBookcase01PI01StorageCell","","1"
0x0010C8CE,"PackInPISpaceJunk03cStorageCell","","1"
0x00110AD2,"PackInPIAKShootingRangeStorageCell","","1"
0x00120086,"PackInShipPISMODHabDeimosCargo2L2W1HAStorageCell","","1"
0x001225A2,"PackInLC043ShipRugA03StorageCell","","1"
0x0012AA72,"PackInFiltrationSystem08StorageCell","","257"
0x0013A152,"PackInPITreesFringeLarge02StorageCell","","1"
0x00147DA2,"PackInFPISnowChunksLarge07StorageCell","","1"
0x0014A9C6,"PackInPIExoticsFulguritesMedium02StorageCell","","1"
0x001597AA,"PackInPIExoticsTidalGrassLarge09StorageCell","","1"
0x0016984E,"PackInSCBeamsOnPallets01StorageCell","","1"
0x0016FD7A,"PackInPITreesScalewoodDeadSmall01StorageCell","","1"
0x0017AD42,"PackInShipPISMODReactorDogstarSF10ShearedFlowStorageCell","","1"
0x001827EA,"PackInTrashPaperFlatWithKidsArtA01StorageCell","","1"
0x00196326,"PackInPIRocksSedimentSmall02StorageCell","","1"
0x0019FDD6,"PackInClutterPIShpIndPallet04StorageCell","","1"
0x001A209A,"PackInOfficeSupplyShelf01Open01GenericB01StorageCell","","1"
0x001A322E,"PackInPIRocksLayeredXLarge09StorageCell","","1025"
0x001A610E,"PackInLGTPanelBoxKitWideBMed01StorageCell","","1"
0x001A8882,"PackInFPIIceSheetsLarge07StorageCell","","1"
0x001A8DFA,"PackInOutpostBathroomSign01StorageCell","","1"
0x001B6B12,"PackInFPIRocksTidalPoolsLarge03StorageCell","","1"
0x001B6B76,"PackInPIExoticsFungusMorelsSmall02StorageCell","","1"
0x001B71B6,"PackInShipPISMODHabTaiyoComputerCore2L1W1HBtmAStorageCell","","1"
0x001BA226,"PackInPIPCMRocksVolcanicRoughLairXLarge01PreyStorageCell","","1"
0x001CEDCA,"PackInShipPISMODHabTaiyoBattleStations2L2W1HMidAStorageCell","","1"
0x001D1AB6,"PackInPIExoticsCrystalsLarge01StorageCell","","1"
0x001D1B1A,"PackInPIExoticsDracaenaMedium03StorageCell","","1"
0x001D7B32,"PackInPITreesDwarfCedarSnowySmall03StorageCell","","1"
0x001D7B96,"PackInPIExoticsShellsLarge04StorageCell","","1"
0x001DB75A,"PackInPIExoticsFossilsMedium04StorageCell","","1"
0x001DB7BE,"PackInPITreesPalmCoconutLarge02StorageCell","","1"
0x001DF832,"PackInLootStorageMiscBox04AssortedClutterA01StorageCell","","1"
0x001E01F6,"PackInENVHazardPKVentGasToxicGasStatic03StorageCell","","1"
0x001E827A,"PackInPITreesMangroveCinnamonFernMedium01StorageCell","","1"
0x001EE422,"PackInPIShrubsRockFernSmall03StorageCell","","1"
0x001EE86E,"PackInPIShrubsYuccaPalmRocksVolcanicWornLarge04StorageCell","","1"
0x001F48EA,"PackInPIExoticsCoralElkhornXLarge04StorageCell","","1"
0x002020EE,"PackInShipPISMODHabTaiyo3L1W1HBtmBIntStorageCell","","1"
0x00202D0A,"PackInPIShrubsCliffroseMedium02StorageCell","","1"
0x002073BE,"PackInPITreesPineEasternAlderLarge04StorageCell","","1"
0x0020BAD6,"PackInIndustrialSandbagwall01StorageCell","","1"
0x0021212E,"PackInPILDOxygenTankRackOnCart4x1FullMidHigh01StorageCell","","1"
0x002133EE,"PackInPIPaperGroupPapersA01StorageCell","","1"
0x0021577A,"PackInPIExoticsMineralFormationsMedium03StorageCell","","1"
0x00217C96,"PackInPITreesCherrySmall05StorageCell","","1"
0x00217E8A,"PackInShipPISBHopeWallAftMidExSm01DockingLoadDoorStorageCell","","1"
0x0022180E,"PackInOutpostPIAFPlatformLarge01StorageCell","","1"
0x00221B2E,"PackInGPPIPCMManMadeFluidStorageLargeA03StorageCell","","1"
0x002274A2,"PackInPITreesMapleLarge03StorageCell","","1"
0x00228F32,"PackInPIPCMManMadeGenericMechanicalLargeC02StorageCell","","1"
0x00229252,"PackInPIManmadeSmallClutter27StorageCell","","1"
0x00231C9A,"PackInFPIPCMManMadeClutterPileMedium03StorageCell","","1"
0x0023233E,"PackInShipPISMODHabNovaLivingQuarters2L2W1HStorageCell","","1"
0x0023297E,"PackInShipPISMODThrustDeimosBrakeEngAStorageCell","","1"
0x00237EA6,"PackInShipPISMODStructStroudCap05ForeTopAStorageCell","","1"
0x00252B2A,"PackInFPIRocksSedimentResourceSmall05StorageCell","","1"
0x0026AE46,"PackInCatIndWalkSm45RPackinStorageCell","","1"
0x0026E7B2,"PackInFPIRocksVolcanicRoughSmall02StorageCell","","1"
0x0027A972,"scSESC06","","1"
0x0029B2EE,"PackInPISlabsVolcanicWornSmall03StorageCell","","1"
0x002AC332,"PackInFPITreesMesaXLarge02IvyStorageCell","","1"
0x002BE2B2,"PackInFPISlabsVolcanicWornMedium09StorageCell","","1"
0x002C7AA6,"PackInPITreesOakLarge03StorageCell","","1"
0x002C978E,"PackInPIShrubsSagebrushCliffroseLarge01StorageCell","","1"
0x002D9A26,"PackInGenerdyneSignageRoom01StorageCell","","1"
0x002FCD6E,"PackInFPIPCMManMadeFluidStorageMediumA01StorageCell","","1"
0x00325962,"PackInAKPlantPot02Euphorbia01StorageCell","","1"
0x0032B39E,"PackInShipPISMODStructDeimosWingStbDAftStorageCell","","1"
0x0032E72E,"PackInAKBasketWoven01HavokStorageCell","","1"
0x0032EAB2,"PackInIndShelfMed03StorageCell","","1"
0x00332BEE,"PackInClutterPIFoodMess02StorageCell","","1"
0x0034E812,"PackInFPIRocksVolcanicRoughResourcesSolidSmall05StorageCell","","1"
0x0034FC62,"PackInOutpostPictureFrameEPoster04StorageCell","","1"
0x00377E2E,"PackInIndustrialHab03StorageCell","","1"
0x0039114E,"PackInGenElevatorPlatformTrackBeam01StorageCell","","1"
0x0039A1D6,"PackInConsoleKitTallFullB01PIStorageCell","","1"
0x0039A492,"PackInOutpostPedestalCoral04StorageCell","","1"
0x0039A4F6,"PackInModelShipOutpostBeagle01StorageCell","","1"
0x00000AE8,"PackInEasterEggRW50UnusedSillyPoolSharkStorageCell","","1"
0x00005AFC,"PackInSciIntHallSm1Way01SCStorageCell","","1"
0x00007CF8,"PackInSCMedicalGenCart02AC02StorageCell","","1"
0x00007DC0,"PackInCFKeyCylinderStorageCell","","1"
0x00007E88,"PackInSCMedicalGenCart02AA02StorageCell","","1"
0x000081A8,"PackInOxygenTankLargeHolder01StorageCell","","1"
0x00010290,"PackInSCLDCartsA02StorageCell","","1"
0x0001054C,"VecteraMine01","Argos Extractors Mining Outpost","1"
0x00010D80,"PackInSCTestMotorRingRL046StorageCell","","1"
0x00010DE4,"PackInSCGBKCeilingPipesSize02Tube06StorageCell","","1"
0x00010EAC,"PackInOEDB508WorldTankStorageCell","","1"
0x00010F10,"PackInSCShipGreebNet06StorageCell","","1"
0x0001103C,"PackInLC017BrokenPipe02StorageCell","","1"
0x000110A0,"PackInRedDevilMinesTrain01SCOLStorageCell","","1"
0x00011168,"PackInStsGenIntSegSmMidFloor01bStorageCell","","1"
0x00011230,"PackInIndExtSmRoofCorEdge01StorageCell","","1"
0x00011294,"PackInSciHullRmSmWallBMid02SCStorageCell","","1"
0x0001662C,"PackInShipPISMODHabTaiyoEngineering3L1W1HTopAIntStorageCell","","1"
0x00023598,"PackInGenIntRmSmWallMidDoorA00bJammed01SCStorageCell","","1"
0x000262E8,"PackInSciIntRmSmCloset01SCsStorageCell","","1"
0x00027094,"PackInComIntPlatSmEdgeMid02SCStorageCell","","1"
0x00031F30,"PackInCrateMerchGen01Bundle24StorageCell","","1"
0x00049568,"PackInCrateStackableD01NovaGalacticStorageCell","","1"
0x0004EA90,"PackInShipPISMODHabTaiyoBerthingAll2L2W1HTopAIntStorageCell","","1"
0x00059EA4,"PackInPITreesFringeLupinMedium02StorageCell","","1"
0x0006F4D4,"LC102SirenStarsShipNewCreatedInterior","","32769"
0x00070D0C,"PackInPIInfernoMineTheFirstStorageCell","","1"
0x00076040,"PackInDesktopClutterShelfIndSmEndcapA06StorageCell","","1"
0x0007D37C,"PackInDesktopClutterA03StorageCell","","1"
0x000831A0,"PackInShipPISMODHabHopeCompanionway1L1W1HAIntStorageCell","","1"
0x0008E80C,"PackInStorageCartOpen01WithTrash01StorageCell","","1"
0x000978F8,"PackInSCOLNAHardWalkwayACorIn01StorageCell","","1"
0x0009B200,"PackInOPMSideTable01PanelStand01WithScreens07StorageCell","","1"
0x0009B264,"PackInPIExoticsRockSheetsLarge01StorageCell","","1"
0x000A127C,"PackInFPIExoticsEuphorbiaSmall13StorageCell","","1"
0x000B0F38,"PackInPIExoticsThornRocksLarge05StorageCell","","1"
0x00103B70,"PackInPIExoticsBonescapeMedium03StorageCell","","1"
0x0010FC04,"PackInTRPIndSwitch03BrokenPrefabStorageCell","","1"
0x00114510,"PackInShipPISMODHabHopeMessHall2L3W1HAStorageCell","","1"
0x001174B8,"PackInTreeSpireCaveFungi02StorageCell","","1"
0x0013A15C,"PackInPITreesFringeSmall02StorageCell","","1"
0x00141C04,"PackInShipPISMODHabStroudInfirmary2L1W1HAStorageCell","","1"
0x00147DAC,"PackInPISnowChunksXLarge04StorageCell","","1"
0x0017AD4C,"PackInShipPISMODShieldProtectorateMarduk1010AStorageCell","","1"
0x00192D48,"PackInPIExoticsTermiteMoundsSmall04StorageCell","","1"
0x0019FDE0,"PackInClutterPIShpIndMisc08StorageCell","","1"
0x001A009C,"PackInPIRocksPockedTalusLarge04StorageCell","","1"
0x001A3238,"PackInFPIRocksPockedLarge04StorageCell","","1"
0x001A6118,"PackInLGTLightUtilityB03bStorageCell","","1"
0x001A888C,"PackInPIIceSheetsLarge02StorageCell","","1"
0x001B0B68,"PackInTrashPaperFlatWithOutOfIceStorageCell","","1"
0x001B6B1C,"PackInPIRocksTidalPoolsLarge08StorageCell","","1"
0x001BA230,"PackInPIPCMRocksVolcanicWornLairXLarge02PreyStorageCell","","1"
0x001BE04C,"PackInCrateMerchGen01Bundle06StorageCell","","1"
0x001CC46C,"PackInFPIExoticsMineralFormationsBroadLarge05StorageCell","","1"
0x001D1AC0,"PackInPIExoticsCoralBrainLarge01StorageCell","","1"
0x001D1B24,"PackInPIRocksSedimentPedestalsLarge09StorageCell","","1"
0x001D7B3C,"PackInPITreesLichenMedium03StorageCell","","1"
0x001DB764,"PackInPIExoticsSpikyCactusLarge04StorageCell","","1"
0x001DB7C8,"PackInPITreesPalmCoconutSmall02StorageCell","","1"
0x001EE878,"PackInPIShrubsYuccaPalmRocksVolcanicWornXLarge05StorageCell","","1"
0x001F5C7C,"PackInStnPILC056AsteroidGiant01StorageCell","","1"
0x00202D14,"PackInPIShrubsDwarfCedarSmall02StorageCell","","1"
0x00203F70,"OESD011Cave","Cave","196613"
0x002073C8,"PackInPITreesRootsGnarledLarge02StorageCell","","1"
0x00208368,"PackInStnPIStarWall1Way4LD02StorageCell","","1"
0x00208B38,"PackInPITreesDwarfCedarLarge01StorageCell","","1"
0x0020AADC,"PackInTrashPaperFlatWithTextAVert00iStorageCell","","1"
0x00211904,"PackInFPIRocksSedimentPedestalsLarge01StorageCell","","1"
0x00216724,"PackInPITreesAlderSmall02StorageCell","","1"
0x00217CA0,"PackInPITreesCherryMedium10StorageCell","","1"
0x0021E67C,"PackInMissionPICargoLink01StorageCell","","1"
0x0022042C,"PackInShipPISMODHabTaiyoComputerCore2L2W1HTopAStorageCell","","1"
0x00223F8C,"PackInShipPISMODThrustTaiyoForeBtmStorageCell","","1"
0x002274AC,"PackInPITreesMapleSmall05StorageCell","","1"
0x00229194,"PackInPIPCMManMadeFluidStorageMediumB04StorageCell","","1"
0x0022925C,"PackInPIManmadeSmallClutter17StorageCell","","1"
0x0022E52C,"PackInShipPISMODHabDeimos1L1W1HAIntStorageCell","","1"
0x0022EAA4,"PackInPIPCMRocksVeinyLairXLarge02PredatorStorageCell","","1"
0x0022F65C,"PackInPIPCMManMadeMiningMediumA02StorageCell","","1"
0x00232988,"PackInShipPISMODCargoPanoptesPolo2000StorageCell","","1"
0x00237EB0,"PackInShipPISMODLanderStroudAccuLander11AStorageCell","","1"
0x0023E9B8,"CydoniaHoldingCell","Temp Interior","1"
0x0025035C,"PackInPIRocksRoughLarge08StorageCell","","1"
0x002618B4,"PackInPITreesPineEasternRocksRoughMedium01StorageCell","","1"
0x0026E7BC,"PackInFPIRocksVolcanicRoughLarge06StorageCell","","1"
0x00279144,"PackInClutterPIShelfIndSm03StorageCell","","1"
0x0028A0C0,"PackInFPITreesAspenSmall01StorageCell","","1"
0x002AC918,"PackInPITreesPalmettoRocksVolcanicWornXLarge08StorageCell","","1"
0x002ACE90,"PackInPIExoticsSeleniteRosesShrubsYuccaPalmLarge05StorageCell","","1"
0x002C533C,"DR020","Science Facility","5"
0x002C9928,"PackInPITreesYuccaRocksLayeredLarge03StorageCell","","1"
0x00302494,"PackInShipPISMODHabStroudComputerCore2L1W1HAStorageCell","","1"
0x0030255C,"PackInLC043SY03CeilingLightBoxA01StorageCell","","1"
0x00304CD0,"PackInRailingLights01bPIStorageCell","","1"
0x0032B3A8,"PackInShipPISMODStructDeimosSkegAAftStorageCell","","1"
0x003335BC,"PackInPIAKSignMidtownStorageCell","","1"
0x00337EC8,"PackInClutterPIHydroponicsystem02StorageCell","","1"
0x0034E81C,"PackInFPIRocksVeinyResourcesSolidSmall05StorageCell","","1"
0x0039A1E0,"PackInConsoleKitShortFullC02PIStorageCell","","1"
0x0039A49C,"PackInOutpostRugUnique01StorageCell","","1"
0x0039A500,"PackInOutpostSculptureG01StorageCell","","1"
0x003A8600,"PackInOutpostPIBuilderC17VerylManifoldStorageCell","","1"
0x003BC268,"PackInBulletinBoardWithPapersA05StorageCell","","1"
0x003DCB1C,"PackInMechPartsModelAZPile03StorageCell","","1"
0x003FD114,"PackInShipPIEMODProjectileShinigamiJishakuFeTurretStbdStorageCell","","1"
0x00005B07,"PackInSCOLSCGreebFuseBox01StorageCell","","1"
0x00007D03,"PackInSCServer06StorageCell","","1"
0x00007D67,"PackInSCDeckMed01StorageCell","","1"
0x00007DCB,"PackInNAMastTree09StorageCell","","1"
0x0000A157,"PackInShelvesPalletRacksMid01Alt01Scaled50StorageCell","","1"
0x0000A2E7,"PackInPIPCMHazardPrimordialNetworkMd01StorageCell","","1"
0x0000DB27,"PackInRyujinDesktopPCSitting01PackinStorageCell","","1"
0x00010D8B,"PackInAKIntStoneSmallLine01StorageCell","","1"
0x00010DEF,"PackInPCMPreyFeedStaticCol01StorageCell","","1"
0x00010E53,"PackInOpiExtPodSmHexWallExLgShell01StorageCell","","1"
0x00010EB7,"PackInComIntRmSmWallMid09StorageCell","","1"
0x00010F1B,"PackInSCGBKCeilingPipesSize01LShape12StorageCell","","1"
0x00011047,"PackInIndIntSegSmWallMidBot01Dmg02StorageCell","","1"
0x00011173,"PackInOpiExtPodSmHexWallWin02StorageCell","","1"
0x0001123B,"PackInSCMedicalGenCart02BC02StorageCell","","1"
0x000131DF,"scMQ101a","","2305"
0x000165D3,"PackInShipPISMODHabTaiyoCptQuarters2L1W1HTopBIntStorageCell","","1"
0x0001BA97,"PackInTrashPaperFlatWithTextAVert00fStorageCell","","1"
0x0002014B,"PackInPIRocksVeinyLarge06StorageCell","","1"
0x000220EF,"PackInPIRocksRoughXLarge07StorageCell","","1"
0x000235A3,"PackInSCContainerSpareparts08StorageCell","","1"
0x00025FD3,"PackInClutterPILC093WholeTarmac01StorageCell","","1"
0x00026807,"PackInShipPISMODHabTaiyoBattleStations2L2W1HTopAStorageCell","","1"
0x0002709F,"PackInSciIntPlatSmEdgeCorOut01SCStorageCell","","1"
0x00029A07,"AkilaJansenShipCreatedInterior","","32769"
0x00030BB3,"PackInShipPISMODHabTaiyoInfirmary2L1W1HTopAStorageCell","","1"
0x000427AF,"PackInStorageBinAOpen01Stack2xStorageCell","","1"
0x00049127,"PackInTrashPaperFlatWithKidsDrawingOnPaper05StorageCell","","1"
0x00056B1F,"PackInOutpostPILandingPad01FoundationCatwalkStairs01StorageCell","","1"
0x00068F4F,"PackInOutpostPIOPKOpiExtPodSmWallWin02StorageCell","","1"
0x00070D17,"PackInPIFragMineVaruunStorageCell","","1"
0x000718CF,"PackInFPITreesMesaMedium01StorageCell","","1"
0x0007687F,"PackInShipPISMODHabTaiyoCompanionway1L1W1HTopBIntStorageCell","","1"
0x0007875B,"PackInOutpostMemorialEaselAndrejaStorageCell","","1"
0x000831AB,"PackInShipPISMODHabHopeCargo2L2W1HAStorageCell","","1"
0x0008C0A3,"PackInDR023SignSampleVaultStorageCell","","1"
0x0009324F,"PackInDNUPIArmisticeVaruunA01StorageCell","","1"
0x00099E1F,"PackInFPIExoticsRockSheetsLarge01StorageCell","","1"
0x0009AB03,"PackInFPIExoticsRockSheetsMedium01StorageCell","","1"
0x000A1287,"PackInPIExoticsEuphorbiaSmall04StorageCell","","1"
0x000B0F43,"PackInPIExoticsRockShardsXLarge01StorageCell","","1"
0x000B2D57,"PackInShipPIEMODProjectileHorizonMauler106TTurretStbdStorageCell","","1"
0x000CC26B,"PackInLC107ConsoleKitTallHalf01PINavmeshGenOnlyStorageCell","","1"
0x000E43F7,"PackInPIPCMManMadeCommunicationsA01StorageCell","","1"
0x000F47BB,"PackInNeonPipesConduitStrUpEnd01StorageCell","","1"
0x000F73DF,"CityAkilaCityStonerootInn","Stoneroot Inn","65541"
0x000F74A7,"PackInSCOLNeonGreebles02StorageCell","","1"
0x000FD32F,"PackInPICreatureCageSmallStaticDoors01StorageCell","","1"
0x00103B7B,"PackInPIExoticsBonescapeSmall04StorageCell","","1"
0x001187E7,"PackInLootLPIBookCommonTheHeavensReplacement01StorageCell","","1"
0x0011C53B,"PackInClutterPIMachineKitTentNoCanvas01StorageCell","","1"
0x0012C067,"PackInPIDestroyedShipChunkDestroyerFalcon05StorageCell","","1"
0x001321AB,"PackInENVHazardPKWetVentGeyserExtremeheatStatic03StorageCell","","1"
0x0013A167,"PackInPIShrubsDeadSnowyMedium04StorageCell","","1"
0x0013F2A7,"ColonyCTaiyoReef01seDerelictCreatedInterior","","32769"
0x00147DB7,"PackInPISnowChunksLarge05StorageCell","","1"
0x001563CB,"PackInFPIRocksVeiny01PCMStorageCell","","1"
0x0015FD4F,"PackInPIPCMIceShardLairXLarge01PredatorStorageCell","","1"
0x00160C8B,"PackInENVHazardPKPoolWaterStorageCell","","1"
0x00163CFB,"PackInPIManmadeSmallClutter41StorageCell","","1"
0x0016FD2B,"PackInPIPCMSentientMicrobialColoniesSm02StorageCell","","1"
0x001702A3,"PackInShipPISMODHabHopeStorage1L1W1HFuselageBlackFleetStorageCell","","1"
0x0017AD57,"PackInShipPISMODStructNovaCowlLongStbdForeStorageCell","","1"
0x0018072F,"PackInFPITestNumber18StorageCell","","257"
0x0019206F,"PackInShipPILMODStructDeimosCowlPortForeTopStorageCell","","1"
0x00192D53,"PackInPIExoticsSporePodsLarge10StorageCell","","1"
0x001A6123,"PackInLGTLightWallSmB03StorageCell","","1"
0x001A8897,"PackInPIIceSheetsMedium03StorageCell","","1"
0x001AD847,"RL082TAWarehouse01","Trade Authority Warehouse","1"
0x001B6B27,"PackInFPIRocksStromatolitesSmall02StorageCell","","1"
0x001B848B,"PackInPIPCMManMadeGenericMechanicalMediumA03StorageCell","","1"
0x001BE057,"PackInCrateMerchGen01Bundle14StorageCell","","1"
0x001C063B,"PackInLGTPackinRoomSmallStorageCell","","1"
0x001CC477,"PackInPIExoticsMineralFormationsBroadMedium02StorageCell","","1"
0x001D1ACB,"PackInPIExoticsCoralBrainMedium02StorageCell","","1"
0x001D1B2F,"PackInFPIExoticsSwampPodMedium05StorageCell","","1"
0x001D7B47,"PackInPITreesPineAleppoSnowyLarge04StorageCell","","1"
0x001DB76F,"PackInPIExoticsSpikyCactusSmall05StorageCell","","1"
0x001DB7D3,"PackInPITreesPalmCoconutShrubPalmFernMedium03StorageCell","","1"
0x001DF7E3,"PackInShipPILMODStructHopeBowPortStorageCell","","1"
0x001EE883,"PackInPIExoticsCorallineHollowMedium05StorageCell","","1"
0x001EF43B,"PackInProjDecalRustStainTiny01StorageCell","","1"
0x001F88AB,"PackInComIntRmSmWallMidCutWallPanelA01PrefabStorageCell","","1"
0x001FB277,"PackInOutpostPIBuilderOrganicFauna02StorageCell","","1"
0x00202D1F,"PackInPIShrubsElephantEarSmall03StorageCell","","1"
0x00202EAF,"PackInStnPIStarHab2xDoorwayLeftStorageCell","","1"
0x0020529F,"PackInOutpostPIConsoleKitShortCorIn01PIStorageCell","","1"
0x002073D3,"PackInPITreesRootsGnarledSmall03StorageCell","","1"
0x00208373,"PackInStnPIStarTruss4WayCornerA02StorageCell","","1"
0x00208B43,"PackInPITreesDwarfCedarSmall02StorageCell","","1"
0x0020AA1F,"PackInOfficeFilingFolder01Stack01Alt01PI03StorageCell","","1"
0x0020E89F,"PackInPIRocksHoodooLarge05StorageCell","","1"
0x0021190F,"PackInPIRocksSedimentPedestalsMedium01StorageCell","","1"
0x00216473,"PackInPITreesCypressMedium01StorageCell","","1"
0x0021672F,"PackInPITreesAlderLarge03StorageCell","","1"
0x00217157,"MQ207ScorpiusCreatedInterior","","32769"
0x00217CAB,"PackInPITreesBananaSmall05StorageCell","","1"
0x0021F433,"PackInPILDSmCanistersStackableA03StorageCell","","1"
0x0022256B,"PackInPILDSmStorageBinsA04StorageCell","","1"
0x00223F97,"PackInShipPISMODStructTaiyoCowlAftTopAStorageCell","","1"
0x00228DB7,"PackInPIPCMManMadeFluidStorageXLargeB02StorageCell","","1"
0x0022919F,"PackInPIPCMManMadeStorageBayC01StorageCell","","1"
0x0022EAAF,"PackInPIPCMRocksRoughPreyFeedXLarge02StorageCell","","1"
0x0022F667,"PackInPIPCMManMadeIndustrialLargeB03StorageCell","","1"
0x0023034B,"PackInFPIRocksLayeredLarge05StorageCell","","1"
0x00232993,"PackInShipPISMODStructDeimosWingPortDStorageCell","","1"
0x00232ABF,"PackInPIManmadeLargeCrate07dStorageCell","","1"
0x0023CE07,"PackInTableWorkshop02StorageCell","","1"
0x0025456B,"PackInPIRocksVolcanicWornSmall04StorageCell","","1"
0x0027914F,"PackInClutterPIShelfIndSmLow05StorageCell","","1"
0x0028116F,"PackInShipPISBTaiyoWallForeMidExSm01WithDoor01StorageCell","","1"
0x00293B7B,"LC178","Abandoned Outpost","5"
0x002A04A7,"MQHoldingCell","Holding Cell for MQ","1"
0x002A39C7,"PackInGroupFormationPackInPCMHerdStorageCell","","1"
0x002AAF5B,"PackInPCMPICreaturePreyDoubleStorageCell","","1"
0x002AC923,"PackInPITreesPalmettoRocksVolcanicWornXLarge05StorageCell","","1"
0x002AE0F7,"PackInFPIRocksVeinyXLarge09StorageCell","","1"
0x002E2AC3,"PackInAKFanCeiling01FullSpeed03MediumStorageCell","","1"
0x002FAC4F,"PackInAKFanCeiling01FullSpeed02LowStorageCell","","1"
0x002FCE4B,"PackInFPIPCMManMadeStorageBayD04StorageCell","","1"
0x003060C7,"PackInShipPISMODHabTaiyoCargo3L2W1HMidAStorageCell","","1"
0x0030FD6B,"PackInClutterPISlotMachines05StorageCell","","1"
0x00346AC3,"PackInGenAddOnPlugC00M05PIStorageCell","","257"
0x0034E827,"PackInFPIRocksSharpResourcesSmall04StorageCell","","1"
0x0034FC77,"PackInOutpostGlobeA01StorageCell","","1"
0x0039A4A7,"PackInOutpostRugPatternG03StorageCell","","1"
0x0039A50B,"PackInPottedPlantHangingPID01StorageCell","","1"
0x003A2C97,"PackInStsGenIntSegSmMidCeiling01GreebDetails01StorageCell","","1"
0x003A307F,"PackInStorageTankVertSnowIce01StorageCell","","1"
0x003A860B,"PackInCUTOutpostPIBuilderC06PlasmaIgniterStorageCell","","1"
0x003BC273,"PackInTrashPaperFlatWithTextDVert07StorageCell","","1"
0x00000BC5,"PackInTEMPSlaytonClutterLobbydeco09StorageCell","","257"
0x00003E8D,"PackInPIPCMManMadeCommunicationsC04StorageCell","","1"
0x00005B11,"PackInSCLDSpacePouches04StorageCell","","1"
0x00007D71,"PackInCydoniaCaveinsideTest01StorageCell","","1"
0x00007DD5,"PackInIndIntSegSmWallMidMidScktE01StorageCell","","1"
0x00007E9D,"PackInSciIntAddOnDmgPanel01SCStorageCell","","1"
0x0000A161,"PackInTableSideSmallMod05Mid01Group01StorageCell","","1"
0x00010D95,"PackInSCHandcartsCratesAndBarrelsA01StorageCell","","1"
0x00010DF9,"PackInStsGenIntSegSmWallMid01aStorageCell","","1"
0x00010E5D,"PackInRedDevilMinesTrain02SCOLStorageCell","","1"
0x00010F25,"PackInSCLDDoorwayFloorLights02StorageCell","","1"
