FormID, EditorID, Full, BTXT, Index, ITXT, ISTX, ITID, TNAM, UNAM
0x0012238F,"LC093BarretTerminal_Genesis_PersonalLogs","Personal Logs","","2","02 :: Set-up complete","","2","","Twenty days working three shifts a day. That's how long it took to get this sham facility set up to mine this stinking yellow dreck. Sinking the supports alone took the better part of a week, just to make sure we didn't trigger a gas rupture and kill everyone before we began.\n\nThe amount of money this Constellation group is spending must be astronomical. The scanning technology alone looks like it was stolen from a UC skunkworks. Whatever this anomaly is, it must be worth a fortune.\n\nThough if it is that valuable, it'd explain why they don't want anyone to know they're looking for it in the first place."
0x0012238F,"LC093BarretTerminal_Genesis_PersonalLogs","Personal Logs","","3","03 :: Our first evac","","3","","Our first emergency evac today. One of the dusties dug where he shouldn't have and got a sulfur dioxide spray down. His helmet held, but his seals melted to nothing. \n\nForeman was able to get him back to the hab before he asphyxiated, but he was in rough shape. We stabilized, and I had Heller jump him back to the nearest medical facility... fifty-plus light-years away in Akila. Sounds like he's going to live and is expected to make a full recovery.\n\nI hope Barrett's people sprung for the good insurance."
0x0012238F,"LC093BarretTerminal_Genesis_PersonalLogs","Personal Logs","","4","04 :: Visitors","","4","","I'm sitting here, writing this, so I can give my heartrate time to come down from the high four figures.\n\nWe had a vessel alarm today. I'm guessing Heller's trip to Akila and back drew some attention from the neighbors: a ship full of Va'ruun Zealots.\n\nMost of the crew was out in Shaft A when the alarm sounded, with just me and Jenkins in the facility. I immediately called a work stop and full radio silence, then ran, top speed, to the gennies to shut them down. Then, Jenkins and I ran, holding our breath, to our suits, and barely managed to stash ourselves outside under a catwalk, just as the first of the Zealots came up the steps.\n\nThe first - presumably their captain - walked right over our heads, some alien firearm trained on the airlock where we'd just been. I've never gotten that close to a Zealot before. Their suits are covered in these wrapped patterns. Makes them look... well, barely human. And the battle scarring made it clear he'd walked away from his fair share of raids before.\n\nAnd it was right at that moment, as this Zealot warrior is standing directly on top of us, that Jenkins... hiccups.\n\nThe captain freezes. Turns. Looks straight at his second.\n\n""Silence.""\n\nI think they really bought the place was abandoned. They came in, took some rations, ammo, the couple firearms we had. And they left.\n\nAnd, for me, this illustrates three necessities we've got before us:\n\n1. We need more guns and better training with them.\n2. We need to find this anomaly yesterday.\n3. I'm going to launch Jenkins into a star the moment an opportunity presents itself."
0x0012238F,"LC093BarretTerminal_Genesis_PersonalLogs","Personal Logs","","5","05 :: We found it!","","5","","We found it! Hallelujah, at long last, we found it!\n\nUp until today, we'd been looking for a mineral anomaly. A piece of metal or rock that stood out from the things around it.\n\nBut today, Jenkin's replacement noticed something odd on one of the seismometers we've placed around to warn in case of gas rupture - it seemed like there was a dip in gravity right near the mouth of Shaft A.\n\nScans of the spot showed the exact signature we'd been told to look for.\n\nSo, extraction at this point gets tricky. I'm going to need folks to move over there, then convince them all they're digging into a gas vein to get them to leave the area the hell alone.\n\nAnd while they're working on that, I've got to collect Barrett. Then we can finally get off this god-forsaken rock.\n"
0x0012238F,"LC093BarretTerminal_Genesis_PersonalLogs","Personal Logs","","6","06 :: That's a wrap","","6","","It's done. The anomaly's found and in our employer's possession. I escorted Barrett to the site personally, and the two of us went down to collect.\n\nOr, at least, that was the intention. Once we hit the mouth of the cave, Barrett turned to me and said, ""Could be dangerous down there. Why don't you head back to the hab?""\n\nDangerous? You don't say! But the customer's always right blah, blah, so I turned back and waited in the facility with the crew.\n\nAnd so we waited.\n\nAnd waited. \n\nAnd waited.\n\nAfter what seemed like several hours, he finally comes stumbling back through the airlock, looking like he'd seen ghost, but grinning ear to ear. He claimed he'd found what he was looking for. but that he'd sucked down a little too much sulfur while he was down there, and passed out.\n\nHe was obviously lying. Something happened. But if it meant we could, at long last, get the hell out of here, I wasn't about to argue."
0x0012238F,"LC093BarretTerminal_Genesis_PersonalLogs","Personal Logs","","7","07 :: Closing up shop","","7","","All the transportable equipment's been off-worlded and the rest isn't worth the credits it'd take to get it out of here.\n\nCongratulations, Constellation. You've added an ugly couple scars to one of the foulest worlds I've ever had the displeasure of working on.\n\nAnd if I never hear from these people again, it'll be too soon.\n\n"
0x00129EFF,"Neon_Chem02_XenofreshJobTerminalSubTerminal06_Genesis","","We're sorry to say you have not passed the technical skills section of the interview. We at Xenofresh Industries welcome you to reapply any time. Thank you!","1","Job Application Terminal","","1","Neon_Chem02_XenofreshJobTerminal_Genesis",""
0x0012A762,"City_NA_Botany02_TerminalMenu_ProgressReportsTerminal","Progress Reports","","1","Your Progress Reports","","1","","You have (0) progress reports that require attention. "
0x0012EBE7,"SE_SD08_Terminal_Menu","Personal Log","","1","So excited.","","1","","I can't wait for my time off. I booked this incredible package that's going to take me to some extraordinary places! It was incredibly cheap and apparently a little dangerous but I live for the excitement.\n\nI've been floating around in this hunk of junk for so long anything is better than here."
0x0012EBE7,"SE_SD08_Terminal_Menu","Personal Log","","2","That was incredible!","","2","","That went by way too fast! What an experience... At one point we actually got to spend the night out under the stars in this amazing alien swamp. I woke up covered in these weird leech things which was kind of messed up, but hey, when else am I ever going to get to experience something like that?!"
0x0012EBE7,"SE_SD08_Terminal_Menu","Personal Log","","3","Kind of itchy","","3","","So a few days after my time off I started feeling kind of itchy. It's not really that bad, sort of feels like a dull burning sensation on my scalp. I found an antibiotic cream in a first aid kit which I'm hoping will do the trick.\n\nThis should make for a pretty funny story to tell the crew back home haha."
0x0012EBE7,"SE_SD08_Terminal_Menu","Personal Log","","4","Kind of worried","","4","","Well the cream didn't work, and I haven't slept in what feels like maybe 4 days. I swear it feels like something is trying to eat its way into my brain. I changed course to the nearest settlement with a medical facility, I'm sure they'll know what to do."
0x0012EBE7,"SE_SD08_Terminal_Menu","Personal Log","","5","ARRGGHHHH","","5","","AHHH I CAN'T TAKE IT! MAKE IT STOP! THE VOICES!! ARRGGHHHHHHH"
0x0013A202,"DR019_RobotTerminal","Terminal","","1","ATTENTION!","","1","","DO NOT release these robots! These Model A's are from a Freestar freighter we jumped near  Cheyenne. Two bots were defending the ship. It took us an hour to hack in and put them to sleep.\n\nDonny thinks he can re-code them to do chores around the station. So unless that's your name, STOP NOW! If they wake up, these robots will attack on sight."
0x0013A217,"DR019_CaptainTerminal","Terminal","","1","Too Much Heat","","1","","We should stop capturing UC ships for a while. We can still sell their loot in Akila, but if the UNC realizes that this station exists, I'm not sure how long we could hide from them. That's definitely attention we don't need.\n\nWe should make preparations, in case we need to defend ourselves. I'll talk with Sandra about equiping some of our captured ships for combat."
0x0013A217,"DR019_CaptainTerminal","Terminal","","2","Jackpot!","","2","","Jayce and his crew hijacked a GalBank transport ship. It's the kind of score you dream of. There was a giant safe on board - VIP customer storage and whatnot. They hauled the whole thing back here. Smart.\n\nUnfortunately, Jayce demanded he keep the entire safe for himself. Not smart. So Jayce...is no longer aboard this station. \n\nNow, the safe stays in the storage area downstairs. I keep the key in this room at all times."
0x0013F722,"MB_Hack01_RIR01_TerminalMenu","Upload Program","","1","Upload Program","","1","",">>Uploading program ...     \n\n     ...Auto-Run initiated...\n     ...Uploading search files... ...\n     ...Executing... ...     \n\n     ...Network located     \n     ...Server access granted         \n\n     ...Uploading exe file... ...     \n     ...Executing... ...\n\n>>Upload complete.\n>>Purging history...\n>>Purge complete."
0x00142040,"CFKey_DelgadosTerminalSubMenu02","Reckoner Bomb Control","Reckoner Bomb Control Link\nStatus: ***ARMED***","1","Disarm Bomb","","1","","***RECKONER BOMB DISARMED***"
0x00142040,"CFKey_DelgadosTerminalSubMenu02","Reckoner Bomb Control","Reckoner Bomb Control Link\nStatus: ***ARMED***","2","Arm Bomb","","2","","ERROR: Bomb Controls are unavailable.\nControls must be manually reset during implantation."
0x001434F5,"MS04_SecurityComputer_Menu","Security Computer","","1","Security Log","","1","","[Corrupt Entries: UNRECOVERABLE]\n018.301.06    Explosions detected. EMERGENCY_WIPE_03 running.\n018.301.06a  Defense contingency SCORCHED_EARTH initiated.\n018.301.07    Mainframe failing, hard wipe at 97%.\n018.302.04    SECURITY OFFLINE. Process terminated."
0x001434F5,"MS04_SecurityComputer_Menu","Security Computer","","2","Archived Security Log","","2","","008.911.03    SYSTEM_Defrag_04rev02 complete.\n008.917.05    DVoclaine access granted, MEnt01.\n008.917.08    DVoclaine access granted, MEDCab03.\n008.918.05    DVoclaine unassigned admin role MANTIS.\n008.918.06    GUEST DVoclaine exit, MEnt01."
0x001434F5,"MS04_SecurityComputer_Menu","Security Computer","","3","Deleted Logs","","3","","Process SCORCHED_EARTH interrupted.\n\nDATA UNRECOVERABLE"
0x001434F6,"MS04_DorianeComputer_Menu","Doriane's Computer","","1","Scorched Earth !!!Warning!!!","","1","","ADMIN ALERT: Please log off this computer. Process SCORCHED_EARTH has detected 3 unclosed documents.\nWARNING: You have ONE hour to comply before Admin override."
0x001434F6,"MS04_DorianeComputer_Menu","Doriane's Computer","","2","You've earned it","","2","","Doriane,\n\nYou must've thought I was crazy, but now you see, right? Of all the people I could've chosen - I know you will fill the role of Mantis the best.\n\nIn these computers you will find the history of the Mantis. What the Mantis is today, it wasn't always the case. When reading the logs about the first Mantis - don't judge her too harshly. It was a volatile time and before she passed the mantle she recognized that the Mantis could be more than an opportunity to make money. It could be a symbol.\n\nMake the Settled Systems safer. Strike fear into the heart of those that believe they are above the law, above reproach. But most importantly - keep the secrets safe.\n\nNow I'm off to retirement. Don't try to contact me, you won't be able to find me. I've left all you need here.\n\n-The Former Mantis"
0x001434F6,"MS04_DorianeComputer_Menu","Doriane's Computer","","3","First kill","","3","","I've been forced to take lives before. But this was the first time I did so as the Mantis. It felt different. I was scared, more about letting everyone down than the fight itself. \n\nAt one point the Mantis's ship, the Razorleaf, was light years above everyone else, and she still flies well and true but it's clear I need to upgrade pretty much everything inside it. The hull's what matters, though, that's the symbol.\n\nBut in the end, I got the better of Redderer. I imagine there will be celebrations in the streets of Akila City. Total scum. But I can't shake the feeling that Tracker work is at its heart murder for pay. I'm not sure why the old Mantis chose me. But pretty much every Mantis has said that.\n\n-DV"
0x001434F6,"MS04_DorianeComputer_Menu","Doriane's Computer","","4","About Leon","","4","","I've been going through the motions of living, fighting, and carrying on. But all I can think of is: ""You have a year to live, Dory."" It plays over and over in my head. I can smell the office. See the sad flat eyes of the doctor. Details come back to me at the oddest times. It puts everything in stark relief. What's important, what's not.\n\nThe most important thing is choosing the right successor. And I just know Leon could do it. I have failed him so much. The job always seemed so pressing. If I'm brutally honest with myself, the nannies and the boarding schools raised him more than I. But there is greatness in him, if only he could see it.\n\nI'm going to talk with my lawyer first thing when I get in system. The wheels need to be set in motion. I'm having a good day today. I feel so normal. But I'm walking through the whole world like it's a cloud.\n\n-DV"
0x00147DBE,"CFKey_DelgadosTerminalSubMenu01","Security Controls","Security Control System\nSTATUS: ***LOCKDOWN***","1","End Lockdown","","1","","***LOCKDOWN REMOVED***\n=Alert Canceled=\n=Bulkhead Seals Disengaged=\n=Docking Section Power Restored="
0x00147DBE,"CFKey_DelgadosTerminalSubMenu01","Security Controls","Security Control System\nSTATUS: ***LOCKDOWN***","2","Activate Lockdown","","2","","WARNING: =System Error=\nLockdown status cannot be reactivated. Please see Maintenance Coordinator."
0x0014E997,"SE_GenericDerelict_ShipRecords_Surveyors","Mission Data","","1","Mission Summary","","5","","Directive: Scan planets suitable for commercial industries.\n\nSurveyors should grade planets based on several categories, including but not limited to: atmosphere, cost, resources, safety, habitability, and sustainability."
0x0014E997,"SE_GenericDerelict_ShipRecords_Surveyors","Mission Data","","2","Mission Summary","","11","","Directive: Find new planets suitable for settlement.\n\nIn addition to the basic needs of water, breathable air, and usable soil, biomes with temperate climates, edible xenoflora and xenofauna, and other conditions suitable for habitation are preferred."
0x0014E997,"SE_GenericDerelict_ShipRecords_Surveyors","Mission Data","","3","Planet Survey Work ","","0","","Surveying new planets is important work. A fully surveyed planet will allow for better planning and production when the settlement phase begins. Making an outpost is much smoother when you know all the risks. \n\nScanners will record your progress and track your overall survey percentage. Once the system shows the orbital has been 100% surveyed you may move on to the next planet or moon on the list."
0x0014E997,"SE_GenericDerelict_ShipRecords_Surveyors","Mission Data","","4","Survey Percentage Variables","","1","","Planet data that contributes to Survey Percentage\n=========================================\nAtmosphere\nGravity\nMagnetosphere\nOrganics\nResources\nToxicity\nTemperature\nWater\nXenofauna\nXenoflora\n"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","1","Shipping Contract","","0","","Company: Interstellar Shipping\nCargo size: Bulk\nType: Dry\nDuration: 4-5 days"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","2","Shipping Contract","","1","","Company: Cargo Max\nCargo size: Bulk\nType: Liquid\nDuration: 3-4 days\n\n"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","3","Shipping Contract","","2","","Company: Lighthouse\nCargo size: Refrigerated\nType: Temperature controlled\nDuration: 2-3 days"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","4","Shipping Contract","","3","","Company: Starfreight Logistics\nCargo: Container\nType: General\nDuration: 3-5 days\n\n"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","5","Shipping Contract","","4","","Company: Unified Transport\nCargo: Project\nType: General\nDuration: 4-6 days\n\n"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","6","Mission Summary","","5","","Directive: Delivery of goods in the designated time.\n\nFor more information, check your employee handbook."
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","7","Mission Summary","","11","","Directive: Delivery of cargo in the alloted time. \n\nFor tracking numbers and other information, check the package label.\n"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","8","Risks and liability","","6","","Interstellar Shipping is not responsible for any loss or damages due to unforeseen events or hostile acts.\n\nThis includes theft, mis-delivery, nondelivery, misinformation, and missing recipients. It is the shipper's responsibility to declare the value of the goods in advance and prove any damages due to negligence on the part of the shipper."
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","9","Risks and liability","","7","","Cargo Max is not responsible for any loss or damages due to unforeseen events or hostile acts.\n\nThis includes theft, mis-delivery, nondelivery, misinformation, and missing recipients. It is the shipper's responsibility to declare the value of the goods in advance and prove any damages due to negligence on the part of the shipper.\n"
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","10","Risks and liability","","8","","Lighthouse is not responsible for any loss or damages due to unforeseen events or hostile acts.\n\nThis includes theft, mis-delivery, nondelivery, misinformation, and missing recipients. It is the shipper's responsibility to declare the value of the goods in advance and prove any damages due to negligence on the part of the shipper."
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","11","Risks and liability","","9","","Starfreight Logistics is not responsible for any loss or damages due to unforeseen events or hostile acts.\n\nThis includes theft, mis-delivery, nondelivery, misinformation, and missing recipients. It is the shipper's responsibility to declare the value of the goods in advance and prove any damages due to negligence on the part of the shipper."
0x0014EA88,"SE_GenericDerelict_ShipRecords_Smugglers","Mission Data","","12","Risks and liability","","10","","Unified Transport is not responsible for any loss or damages due to unforeseen events or hostile acts.\n\nThis includes theft, mis-delivery, nondelivery, misinformation, and missing recipients. It is the shipper's responsibility to declare the value of the goods in advance and prove any damages due to negligence on the part of the shipper."
0x00155706,"PD_ConciergeTerminal_MessagesSubMenu","Messages","Current User: Dirk Huddleston\n\n\nHere are your most recent messages, Dirk Huddleston:","1","New Faces","","0","","I know I had just asked you to fire 75% of your staff, but I have some good news! We have an influx of new workers that will be at your disposal starting today! These new arrivals may need a bit of hospitality training when they begin, so please be patient, but don't be afraid to lay down the law if you need to. They're here under a special employment deal I've worked out with their former boss, and they are fully aware of the details of our agreement. \n\nAlright, mate, you've got it from here!\n\n-Oliver"
0x00155706,"PD_ConciergeTerminal_MessagesSubMenu","Messages","Current User: Dirk Huddleston\n\n\nHere are your most recent messages, Dirk Huddleston:","2","Room 204","","1","","Dirk, Emilian,\nUnder no circumstances are you to allow staff to attend to Room 204. This is an ongoing security concern. We're hoping the occupant will relent soon and this will become a non-issue, but please await further instruction. Dirk, despite what the computer system may say, please understand that the room should be considered occupied, so do not allow any bookings of that room until I give the all clear.\n\n-Security Chief Jiro Sugiyama"
0x00155706,"PD_ConciergeTerminal_MessagesSubMenu","Messages","Current User: Dirk Huddleston\n\n\nHere are your most recent messages, Dirk Huddleston:","3","Lost Wedding Ring","","2","","Hi there, I recently stayed at your resort, and while I found the accomodations to be just lovely, I seem to have misplaced my wedding ring. It's very important to me that I get it back before my husband notices. I'm sure you understand. I last had it when I was staying at the cabana I rented from you, but I searched the cabana itself and couldn't find it, so it's possible it may have fallen in the sand somewhere nearby. And, unfortunately, I don't recall which cabana number it was, so maybe you could look it up in your system?\n\nI sincerely hope you'll take my issue seriously. I'd hate to have to book my next getaway with another resort, given how much I've spent at Paradiso over the years.\n\n-Rumiko Sharp"
0x00155706,"PD_ConciergeTerminal_MessagesSubMenu","Messages","Current User: Dirk Huddleston\n\n\nHere are your most recent messages, Dirk Huddleston:","4","DIIIIIIIIIRK!!!!1!!!!!","","3","","Dirk!!! my man! You'ev got to come party with us someitme1!!! It's okay to let looose once in a while! I can get someone to cover your shift Seriously is't crazy the fun were havign! Even got som of that stuff from nEon! DIIIIIRK! LET'S F ING GOOOO! \n\n-EMilian"
0x00155706,"PD_ConciergeTerminal_MessagesSubMenu","Messages","Current User: Dirk Huddleston\n\n\nHere are your most recent messages, Dirk Huddleston:","5","Gift shop Complaint","","4","","I didn't know who to address this to, because I didn't see the gift shop address anywhere, so I'll just do it here. The lady working the store was just incredibly rude to me. I was looking to buy a nice little gift for my daughter back home, but this woman refused to look up the price for me unless I was sure I was going to buy it. Even when I asked her name so I could file this complaint, she said her name was ""Bite my ass."" So rude!\n\n-Jordana Suwan"
0x00155706,"PD_ConciergeTerminal_MessagesSubMenu","Messages","Current User: Dirk Huddleston\n\n\nHere are your most recent messages, Dirk Huddleston:","6","Room Service","","5","","Hello??? This is my seventh call for room service in the past hour, and I'm getting upset! I keep ordering the Six Prawn Delight, but each time I try it, it tastes a little funny. Each time, I call, and the bellhop brings me another one, and each time it still tastes a little off. At first, I thought your chef is just incompetent, but now I'm starting to wonder if the bellhop is spitting in it or something??? He was giving me the stink-eye, and I don't like it. Kids these days have no respect for doing a job well! I demand that you send another order up to my room right away, and it had better be good, or I will write a letter to my local newspaper telling them all about your terrible service! \n\n-Kay Ren"
0x00155D1A,"BQ01_TerminalMenu_Foundry_SubMenu_LookupMine","Lookup  Mines","Acceptable Search Queries: Year(s) Active, Company Mines, Resource Extracted, Worker Names\n\nEnter Query: ","1","Year="2309"","","0","","Displaying All Active Mines in 2309...\n\n#H-369 - Extraction Phase 3\n#H-368 - Extraction Phase 3\n#H-367 - Extraction Phase 2\n#H-366 - Extraction Phase 2\n#H-365 - Extraction Phase 2\n#H-364 - Extraction Phase 1 \n#H-363 - Extraction Phase 1\n#H-362 - Extraction Phase 1\n#H-361 - Extraction Phase 0\n#H-360 - Extraction Phase 0"
0x00155D1A,"BQ01_TerminalMenu_Foundry_SubMenu_LookupMine","Lookup  Mines","Acceptable Search Queries: Year(s) Active, Company Mines, Resource Extracted, Worker Names\n\nEnter Query: ","2","Name: "Ervin Madani"","","1","","Mine Assignments: \n\nContract: 06.01.2309 (Standard Short-Term) - Completed.\n\nDownloading Mine Coordinates...."
0x00155D1A,"BQ01_TerminalMenu_Foundry_SubMenu_LookupMine","Lookup  Mines","Acceptable Search Queries: Year(s) Active, Company Mines, Resource Extracted, Worker Names\n\nEnter Query: ","3","Name: "Helgi Hauksson"","","2","","Mine Assignments: \n\n#H-327 - Phase 2 through 3\n#H-328 - Phase 1 through 3\n#H-329 - Phase 0 through 3\n#H-330 - Phase 0 through 3\n#H-331 - Phase 0 through 3\n#H-332 - Phase 0 through 3\n#H-333 - Phase 0 through 1\n\nContract: 09.10.2309 (Standard Long-Term) - Terminated."
0x00155D1A,"BQ01_TerminalMenu_Foundry_SubMenu_LookupMine","Lookup  Mines","Acceptable Search Queries: Year(s) Active, Company Mines, Resource Extracted, Worker Names\n\nEnter Query: ","4","Name: "<Alias=Player>"","","3","",""
0x00155D1A,"BQ01_TerminalMenu_Foundry_SubMenu_LookupMine","Lookup  Mines","Acceptable Search Queries: Year(s) Active, Company Mines, Resource Extracted, Worker Names\n\nEnter Query: ","5","Mine H-363","","4","","Downloading Coordinates..."
0x00155D1A,"BQ01_TerminalMenu_Foundry_SubMenu_LookupMine","Lookup  Mines","Acceptable Search Queries: Year(s) Active, Company Mines, Resource Extracted, Worker Names\n\nEnter Query: ","6","Name: "Ervin Madani"","","5","","Access Restricted."
0x00155D1B,"BQ01_TerminalMenu_Foundry_SubMenu","Foundry Index","Welcome to the Foundry\n\nSupporting: \n- Hephaestus Mining Corporation\n- Six Sisters Mining Corporation\n- Mandala Mining Corporation\n\nLogged in as: Worker #45-G","1","Lookup  Mines","","2","BQ01_TerminalMenu_Foundry_SubMenu_LookupMine",""
0x00155D1B,"BQ01_TerminalMenu_Foundry_SubMenu","Foundry Index","Welcome to the Foundry\n\nSupporting: \n- Hephaestus Mining Corporation\n- Six Sisters Mining Corporation\n- Mandala Mining Corporation\n\nLogged in as: Worker #45-G","2","My Active Assignments","","0","","Worker #45-G Assignments: \n\nMine #72 - Phase 0"
0x00155D1B,"BQ01_TerminalMenu_Foundry_SubMenu","Foundry Index","Welcome to the Foundry\n\nSupporting: \n- Hephaestus Mining Corporation\n- Six Sisters Mining Corporation\n- Mandala Mining Corporation\n\nLogged in as: Worker #45-G","3","My Completed Assignments","","1","","Worker #45-G Assignments: \n\nMine #56 - Phase 3, Phase 4\nMine #60 - All Phases\nMine #64 - All Phases\nMine #68 - All Phases"
0x00155D1B,"BQ01_TerminalMenu_Foundry_SubMenu","Foundry Index","Welcome to the Foundry\n\nSupporting: \n- Hephaestus Mining Corporation\n- Six Sisters Mining Corporation\n- Mandala Mining Corporation\n\nLogged in as: Worker #45-G","4","Check Injury Claim Status","","3","","Worker #45-G...\n\nClaim #EAE-79: ""Lung damage from volatile gasses.""\nDate Filed: 03.12.2328 \nStatus: Paid.\n\nClaim #FBA-92: ""Lung damage from volatile gasses.""\nDate Filed: 09.25.2328 \nStatus: Paid.\n\nClaim #FBC-34: ""Lung damage from volatile gasses.""\nDate Filed: 03.15.2329 \nStatus: Paid.\n\nClaim #FCA-22: ""Lung damage from volatile gasses.""\nDate Filed: 09.20.2329\nStatus: Pending"
0x00155D20,"BQ01_TerminalMenu_TownHall_LicenseLookup","Check Application Status","Lookup Applications by Application ID.\n","1","[Enter Ervin's Application ID]","","0","","Application Type: Hunting License\nApplicant: Ervin Madani\nLocation: H-363\nSponsor, if applicable: Hephaestus Mining Corporation\nDate Effective: 06.01.2309\nStatus: Approved"
0x00155D20,"BQ01_TerminalMenu_TownHall_LicenseLookup","Check Application Status","Lookup Applications by Application ID.\n","2","[Enter Marriage Application ID]","","1","","You are married to the following individuals: \n(1) Amundsen Barrett\n\nCongratulations! \n"
0x00155D20,"BQ01_TerminalMenu_TownHall_LicenseLookup","Check Application Status","Lookup Applications by Application ID.\n","3","[Enter Marriage Application ID]","","6","","You have (1) marriage application pending. \n\nPlease return to your Officiant with any other Applicants to finalize your new marriage."
0x00155D20,"BQ01_TerminalMenu_TownHall_LicenseLookup","Check Application Status","Lookup Applications by Application ID.\n","4","[Enter Marriage Application ID]","","2","","Your marriage contract to (Amundsen Barrett) is currently pending: \n\n* Pay your application fee\n* Officiant confirmation"
0x00155D20,"BQ01_TerminalMenu_TownHall_LicenseLookup","Check Application Status","Lookup Applications by Application ID.\n","5","[Enter Marriage Application ID]","","3","","Your marriage contract to (Amundsen Barrett) is currently pending: \n\n* Pay your application fee\n"
0x00155D20,"BQ01_TerminalMenu_TownHall_LicenseLookup","Check Application Status","Lookup Applications by Application ID.\n","6","[Enter Marriage Application ID]","","4","","Your marriage contract to (Amundsen Barrett) is currently pending: \n\n* Officiant confirmation"
0x00155D20,"BQ01_TerminalMenu_TownHall_LicenseLookup","Check Application Status","Lookup Applications by Application ID.\n","7","[Enter Marriage Application ID]","","5","","Your marriage contract to (Amundsen Barrett) is ready to be submitted."
0x00155D21,"BQ01_TerminalMenu_ErvinApartment__Main","Ervin's Computer","Welcome back, Ervin Madani. \n\nYou have new Messages.","1","Reminders","","0","","[x] Finalize apartment purchase\n[x] Send anniversary gift to Barrett\n[x] Meet new coworkers at the bar"
0x00155D21,"BQ01_TerminalMenu_ErvinApartment__Main","Ervin's Computer","Welcome back, Ervin Madani. \n\nYou have new Messages.","2","Messages","Private Messages","1","BQ01_TerminalMenu_ErvinApartment_Mesages",""
0x00155D21,"BQ01_TerminalMenu_ErvinApartment__Main","Ervin's Computer","Welcome back, Ervin Madani. \n\nYou have new Messages.","3","Unlock Safe","","2","","Unlocking safe... done. "
0x00155D26,"BQ01_TerminalSubMenu_Security_CriminalRecords","Criminal Records: Recent Updates","Recently Updated Records: \n","1","Hauksson, Helgi","","0","","Case: DD-1473\nCharge: Drunk and disorderly\nLocation: Gagarin Underbelly\nStatus: Released\n\nOfficer Notes:\nResident was found drunk and throwing garbage at a building for nearly 3 hours. Had to drag him back to his apartment down in the lower levels. Citation was given for a drunk and disorderly, although he was mostly orderly on the way home. Can't give half a fine though."
0x00155D26,"BQ01_TerminalSubMenu_Security_CriminalRecords","Criminal Records: Recent Updates","Recently Updated Records: \n","2","Ajello, Lisa","","1","","Case: XX-1484\nCharge: [REDACTED]\nLocation: Lizzy's\nStatus: [REDACTED]\n\nOfficer Notes: \n[REDACTED]"
0x00155D26,"BQ01_TerminalSubMenu_Security_CriminalRecords","Criminal Records: Recent Updates","Recently Updated Records: \n","3","De Haven, Clint","","2","","Case: AS-1499\nCharge: Assault\nLocation: Clint's Collectibles\nStatus: Dropped\n\nOfficer Notes: \nOfficer witnessed the event during patrols. Clint De Haven chased Helgi Hauksson out of his store while waving a broom. Security on the scene witnessed the incident and filed a report as a precaution, but further investigation revealed no assault took place."
0x00155D26,"BQ01_TerminalSubMenu_Security_CriminalRecords","Criminal Records: Recent Updates","Recently Updated Records: \n","4","Wells, Nathanis","","3","","Case: TH-1451\nCharge: Theft\nStatus: Released (Bail)\n\nOfficer Notes: \nNathanis is charged with stealing materials from a worksite. "
0x00155D28,"BQ01_TerminalMenu_Gagarin_Security","Security","For use by law enforcement officials only.","1","Criminal Records: Recent Updates","","1","BQ01_TerminalSubMenu_Security_CriminalRecords",""
0x00155D28,"BQ01_TerminalMenu_Gagarin_Security","Security","For use by law enforcement officials only.","2","File Report","","3","","To file a report, provide a detailed description of the events in question, including the contact information of any witnesses or parties involved in the incident. \n\nYou will receive a response in five to ten days. If you do not receive a response in that time, please contact someone at the UC Security office."
0x0015D836,"SE_GenericDerelict_ShipRecords_Scientists","Mission Data","","1","Space Research","","0","","Research: DRONE team\nDuration: 4-6 weeks\nBasis of study: Machine AI functions in space\nCorporate Sponsor: Ryujin"
0x0015D836,"SE_GenericDerelict_ShipRecords_Scientists","Mission Data","","2","Space Research","","1","","Research: Astronautics\nDuration: 2-4 weeks\nBasis of study: Machine testing\nCorporate Sponsor: Synthetic Solutions\n\n\n"
0x0015D836,"SE_GenericDerelict_ShipRecords_Scientists","Mission Data","","3","Space Research","","2","","Research: Biological\nDuration: 3-4 weeks\nBasis of study: Cybernetic performance\nCorporate Sponsor: Integrated Bionics\n"
0x0015D836,"SE_GenericDerelict_ShipRecords_Scientists","Mission Data","","4","Space Research","","3","","Research: Medical\nDuration: 2-3 weeks\nBasis of study: Gastrointestinal effects of diet\nCorporate Sponsor: Reliant Medical\n\n\n"
