OModFormID, OModEditorID, OModFull, Index, ValueType, FunctionType, PropertyName, Value1, Value2, Step
0x000A936B,"mod_Kraken_Barrel_Standard","Standard Barrel",1,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000A936B,"mod_Kraken_Barrel_Standard","Standard Barrel",2,4,2,WKEY,"KYWD:00003774 remapNode_ProjectileNode_P-ProjectileNode",0,0.000000
0x000A936C,"mod_Kraken_Muzzle_MuzzleBrakeLarge","Large Muzzle Brake",1,4,2,WKEY,"KYWD:00003774 remapNode_ProjectileNode_P-ProjectileNode",0,0.000000
0x000A936D,"mod_Kraken_Mag_L","Large Magazine",1,0,2,ACPT,15,0,0.000000
0x000A936F,"mod_Kraken_Optics_IronSights","Iron Sights",1,4,0,ZDTA,"ZOOM:0021FEB2",0,0.000000
0x000A936F,"mod_Kraken_Optics_IronSights","Iron Sights",2,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000A936F,"mod_Kraken_Optics_IronSights","Iron Sights",3,4,2,WKEY,"KYWD:0010A760 remapNode_CScopeFront_P-ScopeFront",0,-215.889999
0x000B43D0,"mod_CCT_Attack_Spitter_EnergyOrb","Spitter Energy Orb",1,4,2,NPRK,"PERK:00169201 CCT_Scan_Attack_Spitter_Base_Perk",0,0.000000
0x000B43D0,"mod_CCT_Attack_Spitter_EnergyOrb","Spitter Energy Orb",2,4,2,NINV,"AMMO:000B0ACE AmmoCreatureEnergyOrb",0,0.000000
0x000B43D0,"mod_CCT_Attack_Spitter_EnergyOrb","Spitter Energy Orb",3,4,2,NINV,"WEAP:000B0AD0 CreatureRangedAttack_Mouth1_EnergyOrb",0,0.000000
0x000B43D1,"mod_CCT_Attack_Spitter_SonicBlast","Spitter Sonic Blast",1,4,2,NPRK,"PERK:00169201 CCT_Scan_Attack_Spitter_Base_Perk",0,0.000000
0x000B43D1,"mod_CCT_Attack_Spitter_SonicBlast","Spitter Sonic Blast",2,4,2,NINV,"AMMO:000B0ACF AmmoCreatureSonicBlast",0,0.000000
0x000B43D1,"mod_CCT_Attack_Spitter_SonicBlast","Spitter Sonic Blast",3,4,2,NINV,"WEAP:000B0AD1 CreatureRangedAttack_Mouth1_SonicBlast",0,0.000000
0x000B8270,"mod_CCT_Attack_PiercingDamageType","Piercing Damage Type",1,6,0,WDTV,"DMGT:00208DCD",1.000000,0.000000
0x000B8272,"mod_CCT_Attack_BurningDamageType","Burning Damage Type",1,6,0,WDTV,"DMGT:001E08EA",1.000000,0.000000
0x000BE540,"mod_Legendary_Armor_03_LessDMGStandStill","Sentinel",1,1,1,AVAL,0.120000,0.000000,0.000000
0x000BE540,"mod_Legendary_Armor_03_LessDMGStandStill","Sentinel",2,4,2,AENC,"ENCH:001336BB Ench_ModLegendaryAddCommonPerk",0,0.000000
0x000BE540,"mod_Legendary_Armor_03_LessDMGStandStill","Sentinel",3,4,2,AKEY,"KYWD:000BE541 HasLegendary_Armor_03_LessDMGStandStill",0,0.000000
0x000BE540,"mod_Legendary_Armor_03_LessDMGStandStill","Sentinel",4,6,2,AACT,"AVIF:002C4121 LGND_LessDmgStandStill",50.000000,0.000000
0x000BE542,"mod_Legendary_Armor_03_CarryWeight","Mechanized",1,1,1,AVAL,0.120000,0.000000,0.000000
0x000BE542,"mod_Legendary_Armor_03_CarryWeight","Mechanized",2,4,2,AENC,"ENCH:000BE545 Ench_Legendary_Armor_CarryWeight",0,0.000000
0x000BE542,"mod_Legendary_Armor_03_CarryWeight","Mechanized",3,4,2,AKEY,"KYWD:000BE543 HasLegendary_Armor_03_CarryWeight",0,0.000000
0x000C0BCE,"mod_CCT_Temperament_PredatorCharybdisIII","Predator - Charybdis III",1,4,0,NAID,"NPC_:001A1800 CCT_Template_AIData_Brave_NoAppearanceData",0,0.000000
0x000C0BCE,"mod_CCT_Temperament_PredatorCharybdisIII","Predator - Charybdis III",2,4,2,NKEY,"KYWD:001699AB CCT_Temperament_Aggressive",0,0.000000
0x000C0BCE,"mod_CCT_Temperament_PredatorCharybdisIII","Predator - Charybdis III",3,4,2,NREA,"NPC_:0014A9DB CCT_Template_ReactionRadius_PredatorHuntPlayer_NoAppearanceData",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",1,4,0,NRCE,"RACE:0000A1D7 HopperARace",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",2,4,0,NSKN,"ARMO:00171794 Skin_HopperA_PlatedFlea",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",3,4,2,NINV,"WEAP:0000A1DA UnarmedHopperA_Base",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",4,4,2,NINV,"WEAP:001C7DF5 UnarmedHopperA_Head",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",5,4,2,NINV,"WEAP:001C7DF4 UnarmedHopperA_Mouth",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",6,4,2,NKEY,"KYWD:00216F36 CCT_Instance_Name_Hopper",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",7,4,2,NKEY,"KYWD:00099377 CCT_Instance_Name_Hopper006",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",8,4,2,NKEY,"KYWD:003E5BF7 ENV_AFFL_Creature_InjuryType_Head_Sharp",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",9,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x000C4CAD,"mod_CCT_Skin_HopperAPlatedFlea","Hopper Plated Flea",10,4,2,NKEY,"KYWD:000F4CF6 s_Creature_Skin_03",0,0.000000
0x000C9A43,"mod_Legendary_Armor_02_AutoHeal","Auto-Medic",1,1,1,AVAL,0.060000,0.000000,0.000000
0x000C9A43,"mod_Legendary_Armor_02_AutoHeal","Auto-Medic",2,4,2,AENC,"ENCH:000C9A42 Ench_Legendary_Armor_AutoHeal",0,0.000000
0x000C9A43,"mod_Legendary_Armor_02_AutoHeal","Auto-Medic",3,4,2,AKEY,"KYWD:000C9A44 HasLegendary_Armor_02_AutoHeal",0,0.000000
0x000CF0BD,"mod_Maelstrom_Optics_IronSights","Iron Sights",1,4,0,ZDTA,"ZOOM:001A269D",0,0.000000
0x000CF0BD,"mod_Maelstrom_Optics_IronSights","Iron Sights",2,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000CF0BD,"mod_Maelstrom_Optics_IronSights","Iron Sights",3,4,2,WKEY,"KYWD:0010A760 remapNode_CScopeFront_P-ScopeFront",0,-215.889999
0x000CF0C3,"mod_Maelstrom_Grip_Standard","Standard Grip",1,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000CF0C4,"mod_Maelstrom_Optics_ShortScope","Short Scope",1,4,0,ZDTA,"ZOOM:00014C30",0,0.000000
0x000CF158,"mod_Maelstrom_Optics_MediumScope","Medium Scope",1,4,0,ZDTA,"ZOOM:00014C2F",0,0.000000
0x000CF393,"mod_Maelstrom_Mag_Drum","Drum Magazine",1,0,2,ACPT,30,0,0.000000
0x000CF394,"mod_Maelstrom_Mag_L","Large Magazine",1,0,2,ACPT,15,0,0.000000
0x000D058E,"mod_CCT_Size_Gigantic","Gigantic Size",1,1,0,NMMX,1.800000,2.000000,0.000000
0x000D058E,"mod_CCT_Size_Gigantic","Gigantic Size",2,4,2,NKEY,"KYWD:00138EDD s_Creature_Size_03",0,0.000000
0x000D1752,"mod_Armor_Helmet_ENV_Airborne02","Airborne Resistance",1,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000D1752,"mod_Armor_Helmet_ENV_Airborne02","Airborne Resistance",2,6,2,AACT,"AVIF:00248D31 ENV_Resist_Airborne",20.000000,0.000000
0x000D1752,"mod_Armor_Helmet_ENV_Airborne02","Airborne Resistance",3,6,2,AACT,"AVIF:00248D30 ENV_Resist_Corrosive",10.000000,0.000000
0x000D1752,"mod_Armor_Helmet_ENV_Airborne02","Airborne Resistance",4,6,2,AACT,"AVIF:00248D2F ENV_Resist_Radiation",0.000000,0.000000
0x000D1752,"mod_Armor_Helmet_ENV_Airborne02","Airborne Resistance",5,6,2,AACT,"AVIF:00248D32 ENV_Resist_Thermal",0.000000,0.000000
0x000D1753,"mod_Armor_Helmet_ENV_Airborne03","Airborne Resistance",1,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000D1753,"mod_Armor_Helmet_ENV_Airborne03","Airborne Resistance",2,6,2,AACT,"AVIF:00248D31 ENV_Resist_Airborne",20.000000,0.000000
0x000D1753,"mod_Armor_Helmet_ENV_Airborne03","Airborne Resistance",3,6,2,AACT,"AVIF:00248D30 ENV_Resist_Corrosive",5.000000,0.000000
0x000D1753,"mod_Armor_Helmet_ENV_Airborne03","Airborne Resistance",4,6,2,AACT,"AVIF:00248D2F ENV_Resist_Radiation",5.000000,0.000000
0x000D1753,"mod_Armor_Helmet_ENV_Airborne03","Airborne Resistance",5,6,2,AACT,"AVIF:00248D32 ENV_Resist_Thermal",0.000000,0.000000
0x000D184F,"mod_CCT_Skin_HexapodACephalopod","Hexapod A Cephalopod",1,4,0,NRCE,"RACE:002CCAAA HexapodARace",0,0.000000
0x000D184F,"mod_CCT_Skin_HexapodACephalopod","Hexapod A Cephalopod",2,4,0,NSKN,"ARMO:00172DD6 Skin_HexapodA_Cephalopod",0,0.000000
0x000D184F,"mod_CCT_Skin_HexapodACephalopod","Hexapod A Cephalopod",3,4,2,NINV,"WEAP:0010C3B2 UnarmedHexapodA_Base",0,0.000000
0x000D184F,"mod_CCT_Skin_HexapodACephalopod","Hexapod A Cephalopod",4,4,2,NKEY,"KYWD:001ED16C CCT_Instance_Name_Hexapod",0,0.000000
0x000D184F,"mod_CCT_Skin_HexapodACephalopod","Hexapod A Cephalopod",5,4,2,NKEY,"KYWD:00099368 CCT_Instance_Name_Hexapod006",0,0.000000
0x000D184F,"mod_CCT_Skin_HexapodACephalopod","Hexapod A Cephalopod",6,4,2,NKEY,"KYWD:003E5BFB ENV_AFFL_Creature_InjuryType_SoleAttack_Blunt",0,0.000000
0x000D184F,"mod_CCT_Skin_HexapodACephalopod","Hexapod A Cephalopod",7,4,2,NKEY,"KYWD:00141505 s_Creature_Skin_01",0,0.000000
0x000D4B5A,"OLD_mod_Eon_Battery","Eon Battery",1,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000DB01D,"mod_CCT_Special_Boss_Minor","Boss Minor",1,4,2,NSPL,"SPEL:000DAE38 CCT_abFortifyHealth_Boss_Minor",0,0.000000
0x000DB01D,"mod_CCT_Special_Boss_Minor","Boss Minor",2,4,2,NKEY,"KYWD:001CF26C ActorUseLegendaryUI",0,0.000000
0x000DDCE7,"mod_Armor_Helmet_ENV_Airborne04","Airborne Resistance",1,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000DDCE7,"mod_Armor_Helmet_ENV_Airborne04","Airborne Resistance",2,6,2,AACT,"AVIF:00248D31 ENV_Resist_Airborne",20.000000,0.000000
0x000DDCE7,"mod_Armor_Helmet_ENV_Airborne04","Airborne Resistance",3,6,2,AACT,"AVIF:00248D30 ENV_Resist_Corrosive",0.000000,0.000000
0x000DDCE7,"mod_Armor_Helmet_ENV_Airborne04","Airborne Resistance",4,6,2,AACT,"AVIF:00248D2F ENV_Resist_Radiation",5.000000,0.000000
0x000DDCE7,"mod_Armor_Helmet_ENV_Airborne04","Airborne Resistance",5,6,2,AACT,"AVIF:00248D32 ENV_Resist_Thermal",5.000000,0.000000
0x000DDCE8,"mod_Armor_Spacesuit_ENV_Airborne02","Airborne Resistance",1,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000DDCE8,"mod_Armor_Spacesuit_ENV_Airborne02","Airborne Resistance",2,6,2,AACT,"AVIF:00248D31 ENV_Resist_Airborne",30.000000,0.000000
0x000DDCE8,"mod_Armor_Spacesuit_ENV_Airborne02","Airborne Resistance",3,6,2,AACT,"AVIF:00248D30 ENV_Resist_Corrosive",0.000000,0.000000
0x000DDCE8,"mod_Armor_Spacesuit_ENV_Airborne02","Airborne Resistance",4,6,2,AACT,"AVIF:00248D2F ENV_Resist_Radiation",20.000000,0.000000
0x000DDCE8,"mod_Armor_Spacesuit_ENV_Airborne02","Airborne Resistance",5,6,2,AACT,"AVIF:00248D32 ENV_Resist_Thermal",10.000000,0.000000
0x000DDCE9,"mod_Armor_Spacesuit_ENV_Airborne03","Airborne Resistance",1,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000DDCE9,"mod_Armor_Spacesuit_ENV_Airborne03","Airborne Resistance",2,6,2,AACT,"AVIF:00248D31 ENV_Resist_Airborne",30.000000,0.000000
0x000DDCE9,"mod_Armor_Spacesuit_ENV_Airborne03","Airborne Resistance",3,6,2,AACT,"AVIF:00248D30 ENV_Resist_Corrosive",15.000000,0.000000
0x000DDCE9,"mod_Armor_Spacesuit_ENV_Airborne03","Airborne Resistance",4,6,2,AACT,"AVIF:00248D2F ENV_Resist_Radiation",15.000000,0.000000
0x000DDCE9,"mod_Armor_Spacesuit_ENV_Airborne03","Airborne Resistance",5,6,2,AACT,"AVIF:00248D32 ENV_Resist_Thermal",0.000000,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",1,4,0,NRCE,"RACE:002CCAB0 QuadrupedBRace",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",2,4,0,NSKN,"ARMO:00171546 Skin_QuadrupedB_ScoopBack",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",3,4,2,NINV,"WEAP:001FA116 UnarmedQuadrupedB_Base",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",4,4,2,NINV,"WEAP:001FA114 UnarmedQuadrupedB_Head",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",5,4,2,NINV,"WEAP:001FA112 UnarmedQuadrupedB_Tail",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",6,4,2,NKEY,"KYWD:00023CE9 CCT_Instance_Name_Quadruped026",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",7,4,2,NKEY,"KYWD:0011EA0F CCT_Instance_Name_QuadrupedB",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",8,4,2,NKEY,"KYWD:003E5BF7 ENV_AFFL_Creature_InjuryType_Head_Sharp",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",9,4,2,NKEY,"KYWD:003E5BFA ENV_AFFL_Creature_InjuryType_Tail_Sharp",0,0.000000
0x000DF878,"mod_CCT_Skin_QuadrupedBScoopBack","QuadrupedB Scoop Back Skin",10,4,2,NKEY,"KYWD:00141505 s_Creature_Skin_01",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",1,4,0,NRCE,"RACE:002CCAB0 QuadrupedBRace",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",2,4,0,NSKN,"ARMO:0017154A Skin_QuadrupedB_Roger",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",3,4,2,NINV,"WEAP:001FA116 UnarmedQuadrupedB_Base",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",4,4,2,NINV,"WEAP:001FA115 UnarmedQuadrupedB_Claw",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",5,4,2,NINV,"WEAP:001FA113 UnarmedQuadrupedB_Mouth",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",6,4,2,NKEY,"KYWD:00023CE7 CCT_Instance_Name_Quadruped024",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",7,4,2,NKEY,"KYWD:0011EA0F CCT_Instance_Name_QuadrupedB",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",8,4,2,NKEY,"KYWD:003E5BF8 ENV_AFFL_Creature_InjuryType_Claw_Sharp",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",9,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x000DF879,"mod_CCT_Skin_QuadrupedBRoger","QuadB Roger Skin",10,4,2,NKEY,"KYWD:00141505 s_Creature_Skin_01",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",1,4,0,NRCE,"RACE:002CCAB0 QuadrupedBRace",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",2,4,0,NSKN,"ARMO:00171548 Skin_QuadrupedB_Marnokk",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",3,4,2,NINV,"WEAP:001FA116 UnarmedQuadrupedB_Base",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",4,4,2,NINV,"WEAP:001FA113 UnarmedQuadrupedB_Mouth",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",5,4,2,NKEY,"KYWD:00023BB8 CCT_Instance_Name_Quadruped022",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",6,4,2,NKEY,"KYWD:0011EA0F CCT_Instance_Name_QuadrupedB",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",7,4,2,NKEY,"KYWD:003E5BFE ENV_AFFL_Creature_InjuryType_Mouth_Blunt",0,0.000000
0x000DF87A,"mod_CCT_Skin_QuadrupedBMarnokk","QuadB Marnokk Skin",8,4,2,NKEY,"KYWD:00141506 s_Creature_Skin_02",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",1,4,0,NRCE,"RACE:002CCAB0 QuadrupedBRace",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",2,4,0,NSKN,"ARMO:00172E62 Skin_QuadrupedB_Lacraia",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",3,4,2,NINV,"WEAP:001FA116 UnarmedQuadrupedB_Base",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",4,4,2,NINV,"WEAP:001FA114 UnarmedQuadrupedB_Head",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",5,4,2,NINV,"WEAP:001FA112 UnarmedQuadrupedB_Tail",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",6,4,2,NKEY,"KYWD:00023BA8 CCT_Instance_Name_Quadruped020",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",7,4,2,NKEY,"KYWD:0011EA0F CCT_Instance_Name_QuadrupedB",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",8,4,2,NKEY,"KYWD:003E5BF7 ENV_AFFL_Creature_InjuryType_Head_Sharp",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",9,4,2,NKEY,"KYWD:003E5BFA ENV_AFFL_Creature_InjuryType_Tail_Sharp",0,0.000000
0x000DF87B,"mod_CCT_Skin_QuadrupedBLacraia","QuadB Lacraia Skin",10,4,2,NKEY,"KYWD:000F4CF5 s_Creature_Skin_04",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",1,4,0,NRCE,"RACE:0029F8A3 MantidARace",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",2,4,0,NSKN,"ARMO:0017150E Skin_MantidA_Hookneck",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",3,4,2,NINV,"WEAP:0029EAED UnarmedMantidA_Base",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",4,4,2,NINV,"WEAP:002CE40D UnarmedMantidA_Claw",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",5,4,2,NKEY,"KYWD:00200B09 CCT_Instance_Name_Mantid",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",6,4,2,NKEY,"KYWD:0009EAFB CCT_Instance_Name_Mantid008",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",7,4,2,NKEY,"KYWD:003E5BF8 ENV_AFFL_Creature_InjuryType_Claw_Sharp",0,0.000000
0x000E2888,"mod_CCT_Skin_MantidAHookneck","MantidA Hookneck Skin",8,4,2,NKEY,"KYWD:000F4CF5 s_Creature_Skin_04",0,0.000000
0x000E5767,"mod_AVM_Orion_Starborn_Orion","",1,4,2,WKEY,"KYWD:000E56E1 AVM_Orion_Starborn_Orion",0,0.000000
0x000E5767,"mod_AVM_Orion_Starborn_Orion","",2,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000E6A8F,"mod_Rattler_Mag_Large","Large Magazine",1,0,2,ACPT,16,0,0.000000
0x000E8D64,"mod_Legendary_Wep_2_Staggering","Staggering",1,1,1,GVAL,0.600000,0.000000,0.000000
0x000E8D64,"mod_Legendary_Wep_2_Staggering","Staggering",2,4,2,WENC,"ENCH:000E8D63 Ench_LegendaryWeapon_Staggering",0,0.000000
0x000E8D64,"mod_Legendary_Wep_2_Staggering","Staggering",3,4,2,WKEY,"KYWD:00352AA0 dn_HasLegendary",0,0.000000
0x000E8D64,"mod_Legendary_Wep_2_Staggering","Staggering",4,4,2,WKEY,"KYWD:003BC12D dn_IsEpicWeapon",0,0.000000
0x000E8D64,"mod_Legendary_Wep_2_Staggering","Staggering",5,4,2,WKEY,"KYWD:001283D7 ENV_AFFL_ApplyHitSpell_Injury_Sprain",0,0.000000
0x000E8D64,"mod_Legendary_Wep_2_Staggering","Staggering",6,4,2,WKEY,"KYWD:001B3FAC FeaturedItem",0,0.000000
0x000E8D64,"mod_Legendary_Wep_2_Staggering","Staggering",7,4,2,WKEY,"KYWD:001F81E7 HasLegendary_Weapon_Staggering",0,0.000000
0x000E8D7A,"_Template_mod_Armor_Spacesuit_DamageResist","",1,1,1,AWGT,0.100000,0.000000,0.000000
0x000E8D7A,"_Template_mod_Armor_Spacesuit_DamageResist","",2,1,1,ARAT,0.100000,0.000000,0.000000
0x000E8D7A,"_Template_mod_Armor_Spacesuit_DamageResist","",3,1,1,AVAL,0.050000,0.000000,0.000000
0x000E9A8D,"mod_Armor_Spacesuit_ENV_Airborne04","Airborne Resistance",1,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000E9A8D,"mod_Armor_Spacesuit_ENV_Airborne04","Airborne Resistance",2,6,2,AACT,"AVIF:00248D31 ENV_Resist_Airborne",30.000000,0.000000
0x000E9A8D,"mod_Armor_Spacesuit_ENV_Airborne04","Airborne Resistance",3,6,2,AACT,"AVIF:00248D30 ENV_Resist_Corrosive",0.000000,0.000000
0x000E9A8D,"mod_Armor_Spacesuit_ENV_Airborne04","Airborne Resistance",4,6,2,AACT,"AVIF:00248D2F ENV_Resist_Radiation",15.000000,10.000000
0x000E9A8D,"mod_Armor_Spacesuit_ENV_Airborne04","Airborne Resistance",5,6,2,AACT,"AVIF:00248D32 ENV_Resist_Thermal",15.000000,0.000000
0x000E9A8E,"mod_Armor_Helmet_ENV_Corrosive02","Corrosive Resistance",1,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x000E9A8E,"mod_Armor_Helmet_ENV_Corrosive02","Corrosive Resistance",2,6,2,AACT,"AVIF:00248D31 ENV_Resist_Airborne",10.000000,0.000000
0x000E9A8E,"mod_Armor_Helmet_ENV_Corrosive02","Corrosive Resistance",3,6,2,AACT,"AVIF:00248D30 ENV_Resist_Corrosive",20.000000,0.000000
0x000E9A8E,"mod_Armor_Helmet_ENV_Corrosive02","Corrosive Resistance",4,6,2,AACT,"AVIF:00248D2F ENV_Resist_Radiation",0.000000,0.000000
0x000E9A8E,"mod_Armor_Helmet_ENV_Corrosive02","Corrosive Resistance",5,6,2,AACT,"AVIF:00248D32 ENV_Resist_Thermal",0.000000,0.000000
0x000EA0BA,"mod_Legendary_Wep_2_Handloading","Handloading",1,1,1,GVAL,0.600000,0.000000,0.000000
0x000EA0BA,"mod_Legendary_Wep_2_Handloading","Handloading",2,4,2,WENC,"ENCH:000EA0B8 Ench_LegendaryWeapon_Handloading",0,0.000000
0x000EA0BA,"mod_Legendary_Wep_2_Handloading","Handloading",3,4,2,WKEY,"KYWD:00352AA0 dn_HasLegendary",0,0.000000
0x000EA0BA,"mod_Legendary_Wep_2_Handloading","Handloading",4,4,2,WKEY,"KYWD:003BC12D dn_IsEpicWeapon",0,0.000000
0x000EA0BA,"mod_Legendary_Wep_2_Handloading","Handloading",5,4,2,WKEY,"KYWD:001B3FAC FeaturedItem",0,0.000000
0x000EA0BA,"mod_Legendary_Wep_2_Handloading","Handloading",6,4,2,WKEY,"KYWD:001F7B89 HasLegendary_Weapon_Handloading",0,0.000000
0x000EA117,"mod_Legendary_Wep_1_Furious","Furious",1,1,1,GVAL,0.500000,0.000000,0.000000
0x000EA117,"mod_Legendary_Wep_1_Furious","Furious",2,4,2,WENC,"ENCH:000EA115 Ench_LegendaryWeapon_Furious",0,0.000000
0x000EA117,"mod_Legendary_Wep_1_Furious","Furious",3,4,2,WKEY,"KYWD:00352AA0 dn_HasLegendary",0,0.000000
0x000EA117,"mod_Legendary_Wep_1_Furious","Furious",4,4,2,WKEY,"KYWD:003BC12C dn_IsRareWeapon",0,0.000000
0x000EA117,"mod_Legendary_Wep_1_Furious","Furious",5,4,2,WKEY,"KYWD:001B3FAC FeaturedItem",0,0.000000
0x000EA117,"mod_Legendary_Wep_1_Furious","Furious",6,4,2,WKEY,"KYWD:0020E2D8 HasLegendary_Weapon_Furious",0,0.000000
0x000EA13B,"mod_Legendary_Wep_2_Radioactive","Radioactive",1,1,1,GVAL,0.600000,0.000000,0.000000
0x000EA13B,"mod_Legendary_Wep_2_Radioactive","Radioactive",2,4,2,WENC,"ENCH:0037D0AF Ench_LegendaryWeapon_Radioactive_AddPerk",0,0.000000
0x000EA13B,"mod_Legendary_Wep_2_Radioactive","Radioactive",3,4,2,WKEY,"KYWD:00352AA0 dn_HasLegendary",0,0.000000
0x000EA13B,"mod_Legendary_Wep_2_Radioactive","Radioactive",4,4,2,WKEY,"KYWD:003BC12D dn_IsEpicWeapon",0,0.000000
