FormID, EditorID, Name, Flags
0x002C56C1, "LC032LondinionBWorld", "Londinion", "00000001"
0x002C6534, "LC093KazaalSulfurMineWorldB", "Ka'Zaal Sulfur Mine", "00000001"
0x002C7419, "OverlayTraitCharredEcosystemMd02Water", "Outpost", "00000001"
0x002C8674, "DR007World", "Listening Post", "00000001"
0x002C8788, "DR015World", "Helium-3 Plant", "00000001"
0x002C8D7C, "RL003World", "Forgotten Mech Graveyard", "00000001"
0x002C8E91, "DR021World", "Planetside Fuel Depot", "00000001"
0x002CAAD5, "DR016World", "Abandoned Shipping Depot", "00000001"
0x002CB0EB, "OverlayTraitCharredEcosystemSm01Water", "Charred Ecosystem", "00000001"
0x002CBE5A, "LC074World", "The Facility", "00000001"
0x002CC26F, "RL064World", "Undisclosed Lab Exterior", "00000001"
0x002CD68A, "DR026World", "Forgotten Military Base", "00000001"
0x002CE257, "DR017World", "Abandoned Cryo Lab", "00000001"
0x002CE29E, "RL040World", "Abandoned Griplite Manufacturing Plant", "00000001"
0x002CE2C9, "RL067World", "Abandoned Bionics Lab", "00000001"
0x002CE2CA, "DR012World", "Science Facility", "00000001"
0x002CFB9F, "LC180World", "Medicinal Terrarium Exterior", "00000001"
0x002CFC4A, "CydoniaCity", "Cydonia", "00000001"
0x002DA13A, "OverlayPOIBiomeCrystalTrees01", "Crystalline Grove", "00000001"
0x002DB290, "OverlayPOIBiomeDenLayered01", "Natural Landmark", "00000001"
0x002DB291, "OverlayPOIBiomeArch01", "Stone Arches", "00000001"
0x002DB292, "OverlayBlockPOIBiomeOasis01", "Natural Landmark", "00000001"
0x002DB293, "OverlayPOIBiomeFloraGrove01", "Lush Thicket", "00000001"
0x002DB294, "OverlayPOIBiomeCrystalCave1", "Crystalline Outcropping", "00000001"
0x002DC2B2, "OverlayPOIBiomeStrangeValley01", "Boneyard", "00000001"
0x002DC2B3, "OverlayPOIBiomeFairyRing01", "Fairy Ring", "00000001"
0x002DC2B4, "OverlayPOIBiomeValleyofTrees01", "Exotic Glade", "00000001"
0x002E396B, "DR003CaveWorldD", "Hillside Cave", "00000001"
0x002E9079, "OverlayTraitPrimordialNetworkMed02new", "Exposed Root System", "00000001"
0x002E9396, "OverlayTraitPsychotropicBiotaMed01new", "Fungal Growths", "00000001"
0x002EA6EE, "OverlayTraitSolarStormsSeasonsLg01new", "Storm Crater", "00000001"
0x002F3D06, "LC159World", "Apollo Landing Site", "00000001"
0x00325868, "LC003KreetBase", "Kreet", "00000001"
0x0034F542, "OESF010World", "ECS Constant Shuttle Crash Site", "00000001"
0x00399C3E, "OEAH002World", "Deserted Bunker", "00000001"
0x003CB2D0, "OverlayPOIBiomeDenRough02", "Natural Landmark", "00000001"
