FormID, EditorID, Full, DNAM, Model
0x00063264,"SMS_Hab_Taiyo_Brig_2L2W1H_Btm_B","Taiyo Brig 2x2 Bottom B","",""
0x00063534,"SMS_Hab_Taiyo_Brig_2L2W1H_Top_A","Taiyo Brig 2x2 Top A","",""
0x00063BA2,"SMS_Hab_Taiyo_Cargo_2L2W1H_Top_A","Taiyo Cargo Hall 2x2 Top A","",""
0x000656CA,"SMS_Hab_Taiyo_ComputerCore_2L2W1H_Top_A","Taiyo Computer Core 2x2 Top A","",""
0x00065BD5,"SMS_Hab_Taiyo_BerthingAll_2L2W1H_Top_B","Taiyo All-in-One Berth 2x2 Top B","",""
0x00065FB9,"SMS_Hab_Taiyo_BattleStations_2L2W1H_Top_B","Taiyo Battle Stations 2x2 Top B","",""
0x0006634D,"SMS_Hab_Taiyo_Brig_2L2W1H_Top_B","Taiyo Brig 2x2 Top B","",""
0x00066599,"SMC_Weapon_StarbornWeapon_Supernova01_lvl16","Supernova","",""
0x00066EFE,"SMS_Hab_Taiyo_Cargo_2L2W1H_Top_B","Taiyo Cargo Hall 2x2 Top B","",""
0x00066FF8,"BaseFormsNewAtlantisCrowdRegion_SpaceportCoffee","","",""
0x0006907F,"Cruiser_C_Deimos_Chimera03_Template","Chimera III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00069082,"Destroyer_B_Deimos_Nebula02_Template","Nebula II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000691BA,"SMS_Hab_Taiyo_ComputerCore_2L2W1H_Top_B","Taiyo Computer Core 2x2","",""
0x00069B54,"SMS_Hab_Taiyo_BerthingAll_2L2W1H_Btm_A","Taiyo All-in-One Berth 2x2 Bottom A","",""
0x0006A7AF,"SMS_Lander_Nova_NG-10_PORT_AFT","NG-10 Landing Gear - Port Aft","",""
0x0006A7B9,"SMS_Lander_Nova_NG-10_STBD_AFT","NG-10 Landing Gear - Stbd Aft","",""
0x0006ACDD,"LvlShip_HouseVaruun_C_Combat","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0006B1E3,"SMS_Hab_Taiyo_BattleStations_2L2W1H_Btm_A","Taiyo Battle Stations 2x2 Bottom A","",""
0x0006B1E5,"SMS_Hab_Taiyo_Brig_2L2W1H_Btm_A","Taiyo Brig 2x2 Bottom A","",""
0x0006B493,"SMS_Hab_Taiyo_Cargo_2L2W1H_Btm_A","Taiyo Cargo Hall 2x2 Bottom A","",""
0x0006B8D9,"SMS_Hab_Taiyo_ComputerCore_2L2W1H_Btm_A","Taiyo Computer Core 2x2 Bottom A","",""
0x0006C24A,"SMS_Hab_Taiyo_BerthingAll_2L2W1H_Btm_B","Taiyo All-in-One Berth 2x2 Bottom B","",""
0x0006CA05,"Combat_A_Generic_Wendigo01_Template","Wendigo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0006CE1A,"SMS_Hab_Taiyo_BattleStations_2L2W1H_Btm_B","Taiyo Battle Stations 2x2 Bottom B","",""
0x0006E207,"SMS_Hab_Taiyo_Cargo_2L2W1H_Btm_B","Taiyo Cargo Hall 2x2 Bottom B","",""
0x0006F4BB,"SMS_Hab_Taiyo_ComputerCore_2L2W1H_Btm_B","Taiyo Computer Core 2x2 Bottom B","",""
0x0006F68C,"_RENAME_Test_Shields_Moara","Moara shield generator","",""
0x0006FCF6,"SE_SD04_DerelictShip_New_Custom","Atlas","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00074317,"EncShip_UCVanguard_B_Falcon02","UC Vanguard Falcon II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00074318,"EncShip_UCVanguard_A_Watchdog03","UC Vanguard Watchdog III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00074319,"EncShip_UCVanguard_B_Hammerhead03","UC Vanguard Hammerhead III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007431A,"EncShip_UCVanguard_C_Dragonfire02","UC Vanguard Dragonfire II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000766CE,"SMS_Hab_Taiyo_Cargo_3L2W1H_Btm_A","Taiyo Cargo Hall 3x2 Bottom A","",""
0x00076D74,"SMS_Hab_Taiyo_MessHall_3L2W1H_Btm_B","Taiyo Mess Hall 3x2 Bottom B","",""
0x00076F0D,"SMA_Weapon_Ballistic_Ballistic_KE-20_lvl14","KE-20 Cannon","",""
0x00076F0E,"SMA_Weapon_Ballistic_Ballistic_KE-20A_Auto_lvl24","KE-20A Autocannon","",""
0x00076F0F,"SMA_Weapon_Missile_Ballistic_CE-19_lvl44","CE-19 Missile Launcher","",""
0x000776AD,"SMS_Hab_Taiyo_Cargo_3L2W1H_Btm_B","Taiyo Cargo Hall 3x2 Bottom B","",""
0x00078C71,"SMS_Hab_Taiyo_Cargo_3L2W1H_Top_A","Taiyo Cargo Hall 3x2 Top A","",""
0x0007937F,"Destroyer_B_Deimos_Phalanx02_Template","Phalanx II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00079385,"SMS_Hab_Taiyo_Cargo_3L2W1H_Top_B","Taiyo Cargo Hall 3x2 Top B","",""
0x00079397,"Destroyer_B_Deimos_Phalanx03_Template","Phalanx III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00079ACD,"SMS_Hab_Taiyo_MessHall_3L2W1H_Top_A","Taiyo Mess Hall 3x2 Top A","",""
0x0007A21E,"SMS_Hab_Taiyo_MessHall_3L2W1H_Top_B","Taiyo Mess Hall 3x2 Top B","",""
0x0007D421,"LC043_LvlShip_SpaceTurret_Laser","Laser Turret","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D43F,"LC043_LvlShip_UCNavy_C_Transport","UC Navy C Transport","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D441,"LC043_LvlShip_UCNavy_C_Combat","UC Navy C Combat","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D443,"LC043_LvlShip_UCNavy_C_Cargo","UC Navy C Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D445,"LC043_LvlShip_UCNavy_B_Transport","UC Navy B Transport","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D447,"LC043_LvlShip_UCNavy_B_Combat","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D449,"LC043_LvlShip_UCNavy_B_Cargo","UC Navy B Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D44B,"LC043_LvlShip_UCNavy_A_Transport","UC Navy A Transport","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D44D,"LC043_LvlShip_UCNavy_A_Combat","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0007D44F,"LC043_LvlShip_UCNavy_A_Cargo","UC Navy A Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000822C0,"SMS_Hab_Deimos_BerthingAll_2L1W1H_A","Deimos All-in-One Berth 2x1","",""
0x00082DA8,"SMS_Hab_HopeTech_BerthingAll_2L2W1H_A","HopeTech All-in-One Berth 2x2","",""
0x00082DF6,"SMS_Hab_HopeTech_Cargo_2L2W1H_A","HopeTech Cargo Hall 2x2","",""
0x00082E79,"SMS_Hab_HopeTech_Workshop_2L1W1H_A","HopeTech Workshop 2x1","",""
0x00082EFC,"SMS_Hab_HopeTech_LivingSpace_2L1W1H_A","HopeTech Living Quarters 2x1","",""
0x00082F7F,"SMS_Hab_HopeTech_Armory_2L1W1H_A","HopeTech Armory 2x1","",""
0x0008302F,"SMS_Hab_HopeTech_Control_2L1W1H_A","HopeTech Control Station 2x1","",""
0x0008304C,"SMS_Hab_HopeTech_Companionway_1L1W1H_A","HopeTech Companionway 1x1","",""
0x00083068,"SMS_Hab_Deimos_CompanionWay_1L1W1H_A","Deimos Companionway 1x1","",""
0x000830F5,"SMS_Hab_Deimos_Cargo_3L3W1H_A","Deimos Cargo Hall 3x3","",""
0x00083134,"SMS_Hab_Deimos_BerthingAll_3L1W1H_A","Deimos All-in-One Berth 3x1","",""
0x00083165,"SMS_Hab_Deimos_CapQuarters_2L1W1H_A","Deimos Captain's Quarters 2x1","",""
0x00083194,"SMS_Hab_Deimos_Workshop_2L1W1H_A","Deimos Workshop 2x1","",""
0x00083D3C,"SMS_Hab_Nova_Armory_2L1W1H","Nova Galactic Armory 2x1","",""
0x00084D42,"SMS_Hab_Deimos_Control_2L1W1H_A","Deimos Control Station 2x1","",""
0x00089FB8,"FFNewAtlantis05_CargoShip","Anansi","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0008AC13,"SMS_Hab_Taiyo_Cargo_2L3W1H_Top_A","Taiyo Hab Cargo Hall 2x3 Top A","",""
0x0008CE68,"DR033_TheWheel","The Almagest","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0008D1A7,"SMC_Weapon_Particle_Horizon_Disruptor_3340A_Alpha_Auto_turret_Fore_lvl30","Disruptor 3340A Auto Alpha Turret","",""
0x0009071E,"DONOTUSE_SMS_Hab_HopeTech_Default_1L1W1H_A","HopeTech Hab 1x1","",""
0x00092FC7,"SMS_Hab_Taiyo_Companionway_1L1W1H_Top_C","Taiyo Companionway 1x1 Top C","",""
0x00093FCE,"SMS_Hab_Taiyo_Storage_1L1W1H_Top_C","Taiyo Storeroom 1x1 Top C","",""
0x000963AF,"SMS_Hab_Taiyo_Companionway_1L1W1H_Top_D","Taiyo Companionway 1x1 Top D","",""
0x000971E0,"SMS_Hab_HopeTech_Brig_2L2W1H_A","HopeTech Brig 2x2","",""
0x00097808,"SMS_Hab_Taiyo_Storage_1L1W1H_Top_D","Taiyo Storeroom 1x1 Top D","",""
0x000994B2,"COM_Andreja_Quest_JaedaShip_Custom","Raptor","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099ECF,"EncShip_StarParcel_M02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099ED0,"EncShip_StarParcel_M01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099ED2,"EncShip_StarParcel_F02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099ED4,"EncShip_StarParcel_F01_template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099ED7,"EncShip_SSNN_M02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099EDA,"EncShip_SSNN_M01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099EDC,"EncShip_SSNN_F02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00099EDE,"EncShip_SSNN_F01_template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0009A624,"SE_SD08_DerelictShip_New_Custom","Achilles","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0009AD15,"SMS_Hab_Taiyo_Cargo_2L3W1H_Top_C","Taiyo Hab Cargo Hall 2x3 Top C","",""
0x0009C21C,"DebugMaxLandable","Test Max Landable","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000A12CB,"RI03_Malai_DaturaShip","The Datura","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000A4884,"SMS_Hab_Taiyo_MessHall_2L3W1H_Top_C","Taiyo Hab Mess Hall 2x3 Top C","",""
0x000A972E,"SMS_Hab_Deimos_ComputerCore_2L2W1H_A","Deimos Computer Core 2x2","",""
0x000AA0AF,"Cruiser_C_Taiyo_Orca03_Template","Orca III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AA0B1,"xDoNotUse_Cruiser_C_Taiyo_Orca04_Template","Orca IV","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AB5DD,"SE_KT02_Ship_PartyCruise_Custom","Party Cruise","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000ADE08,"UC06_LvlShip_SpaceTurret_Laser","Laser Turret","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000ADEB7,"LvlShip_Galbank_Cargo","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000ADEB9,"LvlShip_Galbank_C_Cargo","Galbank C Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000ADEC1,"LvlShip_Galbank_B_Cargo","Galbank B Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000ADEC5,"LvlShip_Galbank_A_Cargo","Galbank Cargo A","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE406,"LvlShip_TradeAuthority_Cargo","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE408,"LvlShip_TradeAuthority_C_Cargo","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE40A,"LvlShip_TradeAuthority_B_Cargo","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE40C,"LvlShip_TradeAuthority_A_Cargo","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE40E,"LvlShip_TrackersAlliance_Combat","UC Navy A Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE410,"LvlShip_TrackersAlliance_B_Combat","Tracker's Alliance B Combat","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE412,"LvlShip_TrackersAlliance_A_Combat","Tracker's Alliance A Combat","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE4E0,"LvlShip_Ecliptic_Combat_B_01","Ecliptic Combat B 01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE4EB,"LvlShip_Ecliptic_Combat_A_02","Ecliptic Combat A 02","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE4ED,"LvlShip_Ecliptic_Combat_A_01","Ecliptic Combat A 01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE4EE,"LvlShip_Ecliptic_Combat","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE4F0,"LvlShip_Ecliptic_C_Combat","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AE4F2,"LvlShip_Ecliptic_B_Combat","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF35F,"EncShip_UCNavy_A_Dagger01","UC Navy Dagger","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF361,"EncShip_UCNavy_A_Econohaul01","UC Navy Econohaul","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF365,"EncShip_UCNavy_A_LilMuv01","UC Navy Lil Muv","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF3D7,"LvlShip_StarParcel_Cargo","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF3D9,"LvlShip_StarParcel_B_Cargo","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF3DB,"LvlShip_StarParcel_A_Cargo","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF3DF,"LvlShip_SSNN_Transport","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF3E3,"LvlShip_SSNN_Cargo","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF3E5,"LvlShip_SSNN_A_Transport","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000AF3E7,"LvlShip_SSNN_A_Cargo","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1362,"LvlShip_CrimsonFleet_B_Combat_03","Crimson Fleet Reaper","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1364,"LvlShip_CrimsonFleet_B_Combat_02","Crimson Fleet Specter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1366,"LvlShip_CrimsonFleet_B_Combat_01","Crimson Fleet Banshee","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B136B,"LvlShip_CrimsonFleet_A_Combat_02","Crimson Fleet Phantom","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B136E,"LvlShip_CrimsonFleet_Combat","UC Navy A Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1370,"LvlShip_CrimsonFleet_C_Combat","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1372,"LvlShip_CrimsonFleet_B_Combat","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1374,"LvlShip_CrimsonFleet_A_Combat","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B139F,"LvlShip_Spacer_Combat","UC Navy A Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B13A1,"LvlShip_Spacer_C_Combat","UC Navy C Combat","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B13A5,"LvlShip_Spacer_B_Combat","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B13A7,"LvlShip_Spacer_A_Combat","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B13CB,"LvlShip_HouseVaruun_Combat","UC Navy A Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B13CD,"LvlShip_HouseVaruun_B_Combat","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B13CE,"LvlShip_HouseVaruun_A_Combat","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1960,"EncShip_TrackersAlliance_M01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1961,"EncShip_TrackersAlliance_F01_template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1964,"EncShip_Taiyo_C_Reef01_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1967,"EncShip_Taiyo_B_Pelican01_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1969,"EncShip_Taiyo_B_Hammerhead01_Template","Ecliptic Privateer 2","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B196B,"EncShip_Taiyo_B_Falcon01_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B196D,"EncShip_Taiyo_B_Dolphin01_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B196F,"EncShip_Taiyo_A_Sparrow03_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1972,"EncShip_Taiyo_A_Sparrow02_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1975,"EncShip_Taiyo_A_Sparrow01_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B197B,"EncShip_Stroud_B_Privateer02_Template","Ecliptic Privateer 2","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B197D,"EncShip_Spacer_M04","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B197E,"EncShip_Spacer_M03","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B197F,"EncShip_Spacer_M02","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1980,"EncShip_Spacer_M01","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1982,"EncShip_Spacer_F03","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1983,"EncShip_Spacer_F02","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1984,"EncShip_Spacer_F01_template","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1986,"EncShip_Nova_C_Nimitz01_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1988,"EncShip_Hopetech_A_Watchdog03_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B198A,"EncShip_Hopetech_A_Watchdog02_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1992,"EncShip_Galbank_M01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B1994,"EncShip_Galbank_F05_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B199A,"EncShip_Ecliptic_M01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B199B,"EncShip_Ecliptic_F01_template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B199F,"EncShip_Deimos_A_Longsword04_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B19A1,"EncShip_Deimos_A_Longsword03_Template","Ecliptic Skirmisher 3","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B19A3,"EncShip_Deimos_A_Longsword02_Template","Ecliptic Skirmisher 2","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B19A7,"EncShip_CrimsonFleet_M01_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B19A9,"EncShip_CrimsonFleet_F01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B19CB,"EncShip_HouseVaruun_F01_template","Va'ruun Zealot","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B19CD,"EncShip_HouseVaruun_M01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B28A2,"GuardShip_UC_01_Template","United Colonies System Defense","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B28A4,"GuardShip_Freestar02","Freestar Collective Security","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B28A5,"GuardShip_UC_02","United Colonies System Defense","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B28A7,"GuardShip_UC_03","United Colonies System Defense","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B28A9,"GuardShip_UC_04","United Colonies System Defense","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B28AB,"GuardShip_UC_05","United Colonies System Defense","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B28AE,"GuardShip_UC_06","United Colonies System Defense","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B2C0D,"Cruiser_C_Stroud_Vanquisher02_Template","Vanquisher II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B2C0F,"Cruiser_C_Stroud_Vanquisher03_Template","Vanquisher III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000B39A2,"SMS_Hab_Stroud_BerthingAll_2L1W1H_B","Stroud All-in-One Berth 2x1 B","",""
0x000B688D,"SMS_Hab_Stroud_Engineering_3L1W1H_A","Stroud Engineering Bay 3x1","",""
0x000BA43F,"SQ_Traffic_LvlShip_TradeAuthority_Freestar","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA441,"SQ_Traffic_LvlShip_LIST_Homesteader_Freestar","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA448,"SQ_Traffic_LvlShip_LIST_Homesteader_UC","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA450,"SQ_Traffic_LvlShip_SSNN_UC","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA457,"SQ_Traffic_LvlShip_TradeAuthority_UC","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA459,"SQ_Traffic_LvlShip_Galbank_Freestar","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA45F,"SQ_Traffic_LvlShip_SSNN_Freestar","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA461,"SQ_Traffic_LvlShip_Galbank_UC","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BA464,"LvlShip_SSNN","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000BD1C2,"CF02_RaganaShip_Custom","The Ragana","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000C2705,"CrowdRegion_Neon_Ebbside01","","",""
0x000C44AF,"Cruiser_C_Deimos_Chimera01_Template","Chimera","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000C9AE2,"CrowdRegion_Neon_Ebbside02","","",""
0x000CA4F3,"EncShip_GenericCitizen_FEvenToned_Template","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA4F5,"EncShip_GenericCitizen_FRough","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA4F7,"EncShip_GenericCitizen_F02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA4F9,"EncShip_GenericCitizen_F03","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA4FB,"EncShip_GenericCitizen_MEvenToned","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA4FD,"EncShip_GenericCitizen_MRough","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA4FF,"EncShip_GenericCitizen_M01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA501,"EncShip_GenericCitizen_M06","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA519,"xDoNotUse_LvlShip_GenericCitizen_A_Cargo","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000CA51B,"xDoNotUse_LvlShip_GenericCitizen_A_Transport","","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
