FormID, EditorID, Name, Faction, Flags, Parent, ANAM, RNAM, TNAM
0x0001A6BF, "SKumasi_PKumasiV_MKumasiV-b_Orbit", "Kumasi V-b", "", "00000000000100000000000000000000", "SKumasi_PKumasiV_MKumasiV-b", "1.000000", "0", "0.000000"
0x0001A6C0, "SKumasi_PKumasiV_MKumasiV-c", "Kumasi V-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiV", "1.000000", "0", "0.000000"
0x0001A6C1, "SKumasi_PKumasiV_MKumasiV-c_Surface", "Kumasi V-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiV_MKumasiV-c", "1.000000", "0", "0.000000"
0x0001A6C2, "SKumasi_PKumasiV_MKumasiV-c_Orbit", "Kumasi V-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiV_MKumasiV-c", "1.000000", "0", "0.000000"
0x0001A6C3, "SKumasi_PKumasiV_MKumasiV-d", "Kumasi V-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiV", "1.000000", "0", "0.000000"
0x0001A6C4, "SKumasi_PKumasiV_MKumasiV-d_Surface", "Kumasi V-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiV_MKumasiV-d", "1.000000", "0", "0.000000"
0x0001A6C5, "SKumasi_PKumasiV_MKumasiV-d_Orbit", "Kumasi V-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiV_MKumasiV-d", "1.000000", "0", "0.000000"
0x0001A6C6, "SKumasi_PKumasiV_MKumasiV-a", "Kumasi V-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiV", "1.000000", "0", "0.000000"
0x0001A6C7, "SKumasi_PKumasiV_MKumasiV-a_Surface", "Kumasi V-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiV_MKumasiV-a", "1.000000", "0", "0.000000"
0x0001A6C8, "SKumasi_PKumasiV_MKumasiV-a_Orbit", "Kumasi V-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiV_MKumasiV-a", "1.000000", "0", "0.000000"
0x0001A6C9, "SKumasi_PKumasiVI", "Kumasi VI", "", "00000000000100000000000000000000", "SKumasi", "1.000000", "0", "0.000000"
0x0001A6CA, "SKumasi_PKumasiVI_Surface", "Kumasi VI", "", "00000000000100000000000000000000", "SKumasi_PKumasiVI", "1.000000", "0", "0.000000"
0x0001A6CB, "SKumasi_PKumasiVI_Orbit", "Kumasi VI", "", "00000000000100000000000000000000", "SKumasi_PKumasiVI", "1.000000", "0", "0.000000"
0x0001A6CC, "SKumasi_PKumasiVI_MKumasiVI-a", "Kumasi VI-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVI", "1.000000", "0", "0.000000"
0x0001A6CD, "SKumasi_PKumasiVI_MKumasiVI-a_Surface", "Kumasi VI-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVI_MKumasiVI-a", "1.000000", "0", "0.000000"
0x0001A6CE, "SKumasi_PKumasiVI_MKumasiVI-a_Orbit", "Kumasi VI-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVI_MKumasiVI-a", "1.000000", "0", "0.000000"
0x0001A6CF, "SKumasi_PKumasiVII", "Kumasi VII", "", "00000000000100000000000000000000", "SKumasi", "1.000000", "0", "0.000000"
0x0001A6D0, "SKumasi_PKumasiVII_Surface", "Kumasi VII", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII", "1.000000", "0", "0.000000"
0x0001A6D1, "SKumasi_PKumasiVII_Orbit", "Kumasi VII", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII", "1.000000", "0", "0.000000"
0x0001A6D2, "SKumasi_PKumasiVII_MKumasiVII-d", "Kumasi VII-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII", "1.000000", "0", "0.000000"
0x0001A6D3, "SKumasi_PKumasiVII_MKumasiVII-d_Surface", "Kumasi VII-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-d", "1.000000", "0", "0.000000"
0x0001A6D4, "SKumasi_PKumasiVII_MKumasiVII-d_Orbit", "Kumasi VII-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-d", "1.000000", "0", "0.000000"
0x0001A6D5, "SKumasi_PKumasiVII_MKumasiVII-b", "Kumasi VII-b", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII", "1.000000", "0", "0.000000"
0x0001A6D6, "SKumasi_PKumasiVII_MKumasiVII-b_Surface", "Kumasi VII-b", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-b", "1.000000", "0", "0.000000"
0x0001A6D7, "SKumasi_PKumasiVII_MKumasiVII-b_Orbit", "Kumasi VII-b", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-b", "1.000000", "0", "0.000000"
0x0001A6D8, "SKumasi_PKumasiVII_MKumasiVII-a", "Kumasi VII-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII", "1.000000", "0", "0.000000"
0x0001A6D9, "SKumasi_PKumasiVII_MKumasiVII-a_Surface", "Kumasi VII-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-a", "1.000000", "0", "0.000000"
0x0001A6DA, "SKumasi_PKumasiVII_MKumasiVII-a_Orbit", "Kumasi VII-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-a", "1.000000", "0", "0.000000"
0x0001A6DB, "SKumasi_PKumasiVII_MKumasiVII-c", "Kumasi VII-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII", "1.000000", "0", "0.000000"
0x0001A6DC, "SKumasi_PKumasiVII_MKumasiVII-c_Surface", "Kumasi VII-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-c", "1.000000", "0", "0.000000"
0x0001A6DD, "SKumasi_PKumasiVII_MKumasiVII-c_Orbit", "Kumasi VII-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiVII_MKumasiVII-c", "1.000000", "0", "0.000000"
0x0001A6DE, "SKumasi_PKumasiVIII", "Kumasi VIII", "", "00000000000100000000000000000000", "SKumasi", "1.000000", "0", "0.000000"
0x0001A6DF, "SKumasi_PKumasiVIII_Surface", "Kumasi VIII", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII", "1.000000", "0", "0.000000"
0x0001A6E0, "SKumasi_PKumasiVIII_Orbit", "Kumasi VIII", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII", "1.000000", "0", "0.000000"
0x0001A6E1, "SKumasi_PKumasiVIII_MKumasiVIII-d", "Kumasi VIII-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII", "1.000000", "0", "0.000000"
0x0001A6E2, "SKumasi_PKumasiVIII_MKumasiVIII-d_Surface", "Kumasi VIII-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-d", "1.000000", "0", "0.000000"
0x0001A6E3, "SKumasi_PKumasiVIII_MKumasiVIII-d_Orbit", "Kumasi VIII-d", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-d", "1.000000", "0", "0.000000"
0x0001A6E4, "SKumasi_PKumasiVIII_MKumasiVIII-b", "Kumasi VIII-b", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII", "1.000000", "0", "0.000000"
0x0001A6E5, "SKumasi_PKumasiVIII_MKumasiVIII-b_Surface", "Kumasi VIII-b", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-b", "1.000000", "0", "0.000000"
0x0001A6E6, "SKumasi_PKumasiVIII_MKumasiVIII-b_Orbit", "Kumasi VIII-b", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-b", "1.000000", "0", "0.000000"
0x0001A6E7, "SKumasi_PKumasiVIII_MKumasiVIII-c", "Kumasi VIII-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII", "1.000000", "0", "0.000000"
0x0001A6E8, "SKumasi_PKumasiVIII_MKumasiVIII-c_Surface", "Kumasi VIII-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-c", "1.000000", "0", "0.000000"
0x0001A6E9, "SKumasi_PKumasiVIII_MKumasiVIII-c_Orbit", "Kumasi VIII-c", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-c", "1.000000", "0", "0.000000"
0x0001A6EA, "SKumasi_PKumasiVIII_MKumasiVIII-a", "Kumasi VIII-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII", "1.000000", "0", "0.000000"
0x0001A6EB, "SKumasi_PKumasiVIII_MKumasiVIII-a_Surface", "Kumasi VIII-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-a", "1.000000", "0", "0.000000"
0x0001A6EC, "SKumasi_PKumasiVIII_MKumasiVIII-a_Orbit", "Kumasi VIII-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiVIII_MKumasiVIII-a", "1.000000", "0", "0.000000"
0x0001A6ED, "SKumasi_PKumasiIX", "Kumasi IX", "", "00000000000100000000000000000000", "SKumasi", "1.000000", "0", "0.000000"
0x0001A6EE, "SKumasi_PKumasiIX_Surface", "Kumasi IX", "", "00000000000100000000000000000000", "SKumasi_PKumasiIX", "1.000000", "0", "0.000000"
0x0001A6EF, "SKumasi_PKumasiIX_Orbit", "Kumasi IX", "", "00000000000100000000000000000000", "SKumasi_PKumasiIX", "1.000000", "0", "0.000000"
0x0001A6F0, "SKumasi_PKumasiIX_MKumasiIX-a", "Kumasi IX-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiIX", "1.000000", "0", "0.000000"
0x0001A6F1, "SKumasi_PKumasiIX_MKumasiIX-a_Surface", "Kumasi IX-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiIX_MKumasiIX-a", "1.000000", "0", "0.000000"
0x0001A6F2, "SKumasi_PKumasiIX_MKumasiIX-a_Orbit", "Kumasi IX-a", "", "00000000000100000000000000000000", "SKumasi_PKumasiIX_MKumasiIX-a", "1.000000", "0", "0.000000"
0x0001A6F4, "SAlphaTirna_PTirnaI", "Tirna I", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A6F5, "SAlphaTirna_PTirnaI_Surface", "Tirna I", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaI", "1.000000", "0", "0.000000"
0x0001A6F6, "SAlphaTirna_PTirnaI_Orbit", "Tirna I", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaI", "1.000000", "0", "0.000000"
0x0001A6F7, "SAlphaTirna_PTirnaII", "Tirna II", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A6F8, "SAlphaTirna_PTirnaII_Surface", "Tirna II", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaII", "1.000000", "0", "0.000000"
0x0001A6F9, "SAlphaTirna_PTirnaII_Orbit", "Tirna II", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaII", "1.000000", "0", "0.000000"
0x0001A6FA, "SAlphaTirna_PTirnaII_MTirnaII-a", "Tirna II-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaII", "1.000000", "0", "0.000000"
0x0001A6FB, "SAlphaTirna_PTirnaII_MTirnaII-a_Surface", "Tirna II-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaII_MTirnaII-a", "1.000000", "0", "0.000000"
0x0001A6FC, "SAlphaTirna_PTirnaII_MTirnaII-a_Orbit", "Tirna II-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaII_MTirnaII-a", "1.000000", "0", "0.000000"
0x0001A6FD, "SAlphaTirna_PTirnaIII", "Tirna III", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A6FE, "SAlphaTirna_PTirnaIII_Surface", "Tirna III", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII", "1.000000", "0", "0.000000"
0x0001A6FF, "SAlphaTirna_PTirnaIII_Orbit", "Tirna III", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII", "1.000000", "0", "0.000000"
0x0001A700, "SAlphaTirna_PTirnaIII_MTirnaIII-c", "Tirna III-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII", "1.000000", "0", "0.000000"
0x0001A701, "SAlphaTirna_PTirnaIII_MTirnaIII-c_Surface", "Tirna III-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII_MTirnaIII-c", "1.000000", "0", "0.000000"
0x0001A702, "SAlphaTirna_PTirnaIII_MTirnaIII-c_Orbit", "Tirna III-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII_MTirnaIII-c", "1.000000", "0", "0.000000"
0x0001A703, "SAlphaTirna_PTirnaIII_MTirnaIII-b", "Tirna III-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII", "1.000000", "0", "0.000000"
0x0001A704, "SAlphaTirna_PTirnaIII_MTirnaIII-b_Surface", "Tirna III-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII_MTirnaIII-b", "1.000000", "0", "0.000000"
0x0001A705, "SAlphaTirna_PTirnaIII_MTirnaIII-b_Orbit", "Tirna III-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII_MTirnaIII-b", "1.000000", "0", "0.000000"
0x0001A706, "SAlphaTirna_PTirnaIII_MTirnaIII-a", "Tirna III-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII", "1.000000", "0", "0.000000"
0x0001A707, "SAlphaTirna_PTirnaIII_MTirnaIII-a_Surface", "Tirna III-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII_MTirnaIII-a", "1.000000", "0", "0.000000"
0x0001A708, "SAlphaTirna_PTirnaIII_MTirnaIII-a_Orbit", "Tirna III-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIII_MTirnaIII-a", "1.000000", "0", "0.000000"
0x0001A709, "SAlphaTirna_PTirnaIV", "Tirna IV", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A70A, "SAlphaTirna_PTirnaIV_Surface", "Tirna IV", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIV", "1.000000", "0", "0.000000"
0x0001A70B, "SAlphaTirna_PTirnaIV_Orbit", "Tirna IV", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIV", "1.000000", "0", "0.000000"
0x0001A70C, "SAlphaTirna_PTirnaIV_MTirnaIV-a", "Tirna IV-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIV", "1.000000", "0", "0.000000"
0x0001A70D, "SAlphaTirna_PTirnaIV_MTirnaIV-a_Surface", "Tirna IV-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIV_MTirnaIV-a", "1.000000", "0", "0.000000"
0x0001A70E, "SAlphaTirna_PTirnaIV_MTirnaIV-a_Orbit", "Tirna IV-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaIV_MTirnaIV-a", "1.000000", "0", "0.000000"
0x0001A70F, "SAlphaTirna_PTirnaV", "Tirna V", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A710, "SAlphaTirna_PTirnaV_Surface", "Tirna V", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaV", "1.000000", "0", "0.000000"
0x0001A711, "SAlphaTirna_PTirnaV_Orbit", "Tirna V", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaV", "1.000000", "0", "0.000000"
0x0001A712, "SAlphaTirna_PTirnaVI", "Tirna VI", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A713, "SAlphaTirna_PTirnaVI_Surface", "Tirna VI", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI", "1.000000", "0", "0.000000"
0x0001A714, "SAlphaTirna_PTirnaVI_Orbit", "Tirna VI", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI", "1.000000", "0", "0.000000"
0x0001A715, "SAlphaTirna_PTirnaVI_MTirnaVI-d", "Tirna VI-d", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI", "1.000000", "0", "0.000000"
0x0001A716, "SAlphaTirna_PTirnaVI_MTirnaVI-d_Surface", "Tirna VI-d", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-d", "1.000000", "0", "0.000000"
0x0001A717, "SAlphaTirna_PTirnaVI_MTirnaVI-d_Orbit", "Tirna VI-d", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-d", "1.000000", "0", "0.000000"
0x0001A718, "SAlphaTirna_PTirnaVI_MTirnaVI-e", "Tirna VI-e", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI", "1.000000", "0", "0.000000"
0x0001A719, "SAlphaTirna_PTirnaVI_MTirnaVI-e_Surface", "Tirna VI-e", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-e", "1.000000", "0", "0.000000"
0x0001A71A, "SAlphaTirna_PTirnaVI_MTirnaVI-e_Orbit", "Tirna VI-e", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-e", "1.000000", "0", "0.000000"
0x0001A71B, "SAlphaTirna_PTirnaVI_MTirnaVI-b", "Tirna VI-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI", "1.000000", "0", "0.000000"
0x0001A71C, "SAlphaTirna_PTirnaVI_MTirnaVI-b_Surface", "Tirna VI-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-b", "1.000000", "0", "0.000000"
0x0001A71D, "SAlphaTirna_PTirnaVI_MTirnaVI-b_Orbit", "Tirna VI-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-b", "1.000000", "0", "0.000000"
0x0001A71E, "SAlphaTirna_PTirnaVI_MTirnaVI-a", "Tirna VI-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI", "1.000000", "0", "0.000000"
0x0001A71F, "SAlphaTirna_PTirnaVI_MTirnaVI-a_Surface", "Tirna VI-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-a", "1.000000", "0", "0.000000"
0x0001A720, "SAlphaTirna_PTirnaVI_MTirnaVI-a_Orbit", "Tirna VI-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-a", "1.000000", "0", "0.000000"
0x0001A721, "SAlphaTirna_PTirnaVI_MTirnaVI-c", "Tirna VI-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI", "1.000000", "0", "0.000000"
0x0001A722, "SAlphaTirna_PTirnaVI_MTirnaVI-c_Surface", "Tirna VI-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-c", "1.000000", "0", "0.000000"
0x0001A723, "SAlphaTirna_PTirnaVI_MTirnaVI-c_Orbit", "Tirna VI-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVI_MTirnaVI-c", "1.000000", "0", "0.000000"
0x0001A724, "SAlphaTirna_PTirnaVII", "Tirna VII", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A725, "SAlphaTirna_PTirnaVII_Surface", "Tirna VII", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII", "1.000000", "0", "0.000000"
0x0001A726, "SAlphaTirna_PTirnaVII_Orbit", "Tirna VII", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII", "1.000000", "0", "0.000000"
0x0001A727, "SAlphaTirna_PTirnaVII_MTirnaVII-a", "Tirna VII-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII", "1.000000", "0", "0.000000"
0x0001A728, "SAlphaTirna_PTirnaVII_MTirnaVII-a_Surface", "Tirna VII-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII_MTirnaVII-a", "1.000000", "0", "0.000000"
0x0001A729, "SAlphaTirna_PTirnaVII_MTirnaVII-a_Orbit", "Tirna VII-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII_MTirnaVII-a", "1.000000", "0", "0.000000"
0x0001A72A, "SAlphaTirna_PTirnaVII_MTirnaVII-c", "Tirna VII-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII", "1.000000", "0", "0.000000"
0x0001A72B, "SAlphaTirna_PTirnaVII_MTirnaVII-c_Surface", "Tirna VII-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII_MTirnaVII-c", "1.000000", "0", "0.000000"
0x0001A72C, "SAlphaTirna_PTirnaVII_MTirnaVII-c_Orbit", "Tirna VII-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII_MTirnaVII-c", "1.000000", "0", "0.000000"
0x0001A72D, "SAlphaTirna_PTirnaVII_MTirnaVII-b", "Tirna VII-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII", "1.000000", "0", "0.000000"
0x0001A72E, "SAlphaTirna_PTirnaVII_MTirnaVII-b_Surface", "Tirna VII-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII_MTirnaVII-b", "1.000000", "0", "0.000000"
0x0001A72F, "SAlphaTirna_PTirnaVII_MTirnaVII-b_Orbit", "Tirna VII-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVII_MTirnaVII-b", "1.000000", "0", "0.000000"
0x0001A730, "SAlphaTirna_PTirnaVIII", "Tirna VIII", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A731, "SAlphaTirna_PTirnaVIII_Surface", "Tirna VIII", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII", "1.000000", "0", "0.000000"
0x0001A732, "SAlphaTirna_PTirnaVIII_Orbit", "Tirna VIII", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII", "1.000000", "0", "0.000000"
0x0001A733, "SAlphaTirna_PTirnaVIII_MTirnaVIII-c", "Tirna VIII-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII", "1.000000", "0", "0.000000"
0x0001A734, "SAlphaTirna_PTirnaVIII_MTirnaVIII-c_Surface", "Tirna VIII-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-c", "1.000000", "0", "0.000000"
0x0001A735, "SAlphaTirna_PTirnaVIII_MTirnaVIII-c_Orbit", "Tirna VIII-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-c", "1.000000", "0", "0.000000"
0x0001A736, "SAlphaTirna_PTirnaVIII_MTirnaVIII-b", "Tirna VIII-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII", "1.000000", "0", "0.000000"
0x0001A737, "SAlphaTirna_PTirnaVIII_MTirnaVIII-b_Surface", "Tirna VIII-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-b", "1.000000", "0", "0.000000"
0x0001A738, "SAlphaTirna_PTirnaVIII_MTirnaVIII-b_Orbit", "Tirna VIII-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-b", "1.000000", "0", "0.000000"
0x0001A739, "SAlphaTirna_PTirnaVIII_MTirnaVIII-a", "Tirna VIII-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII", "1.000000", "0", "0.000000"
0x0001A73A, "SAlphaTirna_PTirnaVIII_MTirnaVIII-a_Surface", "Tirna VIII-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-a", "1.000000", "0", "0.000000"
0x0001A73B, "SAlphaTirna_PTirnaVIII_MTirnaVIII-a_Orbit", "Tirna VIII-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-a", "1.000000", "0", "0.000000"
0x0001A73C, "SAlphaTirna_PTirnaVIII_MTirnaVIII-d", "Tirna VIII-d", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII", "1.000000", "0", "0.000000"
0x0001A73D, "SAlphaTirna_PTirnaVIII_MTirnaVIII-d_Surface", "Tirna VIII-d", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-d", "1.000000", "0", "0.000000"
0x0001A73E, "SAlphaTirna_PTirnaVIII_MTirnaVIII-d_Orbit", "Tirna VIII-d", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-d", "1.000000", "0", "0.000000"
0x0001A73F, "SAlphaTirna_PTirnaVIII_MTirnaVIII-e", "Tirna VIII-e", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII", "1.000000", "0", "0.000000"
0x0001A740, "SAlphaTirna_PTirnaVIII_MTirnaVIII-e_Surface", "Tirna VIII-e", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-e", "1.000000", "0", "0.000000"
0x0001A741, "SAlphaTirna_PTirnaVIII_MTirnaVIII-e_Orbit", "Tirna VIII-e", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaVIII_MTirnaVIII-e", "1.000000", "0", "0.000000"
0x0001A742, "SAlphaTirna_PTirnaX", "Tirna X", "", "00000000000100000000000000000000", "SAlphaTirna", "1.000000", "0", "0.000000"
0x0001A743, "SAlphaTirna_PTirnaX_Surface", "Tirna X", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX", "1.000000", "0", "0.000000"
0x0001A744, "SAlphaTirna_PTirnaX_Orbit", "Tirna X", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX", "1.000000", "0", "0.000000"
0x0001A745, "SAlphaTirna_PTirnaX_MTirnaX-b", "Tirna X-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX", "1.000000", "0", "0.000000"
0x0001A746, "SAlphaTirna_PTirnaX_MTirnaX-b_Surface", "Tirna X-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX_MTirnaX-b", "1.000000", "0", "0.000000"
0x0001A747, "SAlphaTirna_PTirnaX_MTirnaX-b_Orbit", "Tirna X-b", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX_MTirnaX-b", "1.000000", "0", "0.000000"
0x0001A748, "SAlphaTirna_PTirnaX_MTirnaX-c", "Tirna X-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX", "1.000000", "0", "0.000000"
0x0001A749, "SAlphaTirna_PTirnaX_MTirnaX-c_Surface", "Tirna X-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX_MTirnaX-c", "1.000000", "0", "0.000000"
0x0001A74A, "SAlphaTirna_PTirnaX_MTirnaX-c_Orbit", "Tirna X-c", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX_MTirnaX-c", "1.000000", "0", "0.000000"
0x0001A74B, "SAlphaTirna_PTirnaX_MTirnaX-a", "Tirna X-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX", "1.000000", "0", "0.000000"
0x0001A74C, "SAlphaTirna_PTirnaX_MTirnaX-a_Surface", "Tirna X-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX_MTirnaX-a", "1.000000", "0", "0.000000"
0x0001A74D, "SAlphaTirna_PTirnaX_MTirnaX-a_Orbit", "Tirna X-a", "", "00000000000100000000000000000000", "SAlphaTirna_PTirnaX_MTirnaX-a", "1.000000", "0", "0.000000"
0x0001A74F, "SBetaTirna_PTirnaB", "Tirna B", "", "00000000000100000000000000000000", "SBetaTirna", "1.000000", "0", "0.000000"
0x0001A750, "SBetaTirna_PTirnaB_Surface", "Tirna B", "", "00000000000100000000000000000000", "SBetaTirna_PTirnaB", "1.000000", "0", "0.000000"
