FormID, EditorID, Name, Model, Value, Weight
0x00092DC5, "ExoticPlayingCard_Heart_4", "Playing Card - 4 of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_4.nif", "3", "0.010000"
0x00092DCC, "ExoticPlayingCard_Heart_5", "Playing Card - 5 of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_5.nif", "3", "0.010000"
0x00092DDE, "ExoticPlayingCard_Heart_6", "Playing Card - 6 of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_6.nif", "3", "0.010000"
0x00092DE5, "ExoticPlayingCard_Heart_7", "Playing Card - 7 of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_7.nif", "3", "0.010000"
0x00092DE6, "ExoticPlayingCard_Heart_10", "Playing Card - 10 of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_10.nif", "3", "0.010000"
0x00092DE7, "ExoticPlayingCard_Heart_Q", "Playing Card - Queen of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_Q.nif", "3", "0.010000"
0x00092E56, "ExoticPlayingCard_Club_3", "Playing Card - 3 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_3.nif", "3", "0.010000"
0x00092E57, "ExoticPlayingCard_Club_4", "Playing Card - 4 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_4.nif", "3", "0.010000"
0x00092E58, "ExoticPlayingCard_Club_5", "Playing Card - 5 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_5.nif", "3", "0.010000"
0x00092FEA, "City_NA_Botany03_AncientBranch", "Ancient Branch", "Landscape\Trees\TreeMesa\AncientBranch01.nif", "655", "1.000000"
0x00094732, "Tea_Pack_Sunray01", "Tranquilitea Sunray Pack", "Items\FoodDrink_SingleItems\Tea_Pack\Starburst_Tea.nif", "55", "0.100000"
0x00094733, "Tea_Pack_Sleepy01", "Tranquilitea Sleepy Pack", "Items\FoodDrink_SingleItems\Tea_Pack\Easy_Sleep_Tea.nif", "55", "0.100000"
0x00094BE5, "MS06_PiggyBank01", "Antique Piggy Bank", "SetDressing\Earth\Artifacts\PiggyBank\MS06_PiggyBank01.nif", "6490", "1.500000"
0x0009642E, "FFNewAtlantis02_Package", "Agent Plato's Package", "SetDressing\Privatelivingquarters\Decorativeboxes\DecorativeBox05.nif", "140", "0.000000"
0x00097F0B, "Tea_Container_Dynastic01", "Bulk Tranquilitea Dynastic", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_DynasticBlend01.nif", "140", "0.350000"
0x00097F0C, "Tea_Container_Sleepy01", "Bulk Tranquilitea Sleepy", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_EasySleep01.nif", "140", "0.350000"
0x00097F0D, "Tea_Container_Earl01", "Bulk Tranquilitea Earl Grey", "items/fooddrink_set/tea_containers\Tea_Container_EarlGrey01.nif", "140", "0.350000"
0x0009B18A, "LC017_NASA_DeskPhone01", "Desk Phone", "SetDressing\NASA\Props\MissionControl\NASA_DeskPhone01.nif", "105", "1.500000"
0x0009C328, "CF04_ESAward", "Earth Savior Award", "setdressing/container\ESAwardCase.nif", "65000", "2.500000"
0x0009DE66, "UC07_Microcell", "MicroCell", "SetDressing\robotpowercell\RobotPowerCell_Shielding01.nif", "12320", "0.000000"
0x0009DE68, "UC07_Microcell_PowerSource", "MicroCell Power Source", "SetDressing\robotpowercell\RobotPowerCell_PowerSource01.nif", "155", "0.000000"
0x0009DE69, "UC07_Microcell_ConductorArray", "MicroCell Conductor Array", "SetDressing\robotpowercell\RobotPowerCell_ConductorArray01.nif", "140", "0.000000"
0x0009DE6A, "UC07_Microcell_Shielding", "MicroCell Shielding", "SetDressing\robotpowercell\RobotPowerCell_Battery01.nif", "90", "0.000000"
0x000A7312, "FFNeonZ03_Credits", "Warlord's Credits", "SetDressing\CreditStick\CreditStick_01.nif", "100000", "0.000000"
0x000AA37D, "FoamContainer03_Alt01", "Synthefoam Container", "SetDressing\Coffeetogo\FoamContainer03_Alt01.nif", "10", "0.100000"
0x000AF3FD, "FoamContainer01_Alt01", "Food Tray", "SetDressing\Coffeetogo\FoamContainer01_Alt01.nif", "10", "0.100000"
0x000AF3FE, "FoamCup02_Alt01", "Foam Cup", "SetDressing\Coffeetogo\FoamCup02_Alt01.nif", "5", "0.010000"
0x000AF3FF, "FoamCup01_Alt01", "Foam Cup", "SetDressing\Coffeetogo\FoamCup01_Alt01.nif", "5", "0.010000"
0x000AF400, "FoamContainer02_Alt01", "Synthefoam Container", "SetDressing\Coffeetogo\FoamContainer02_Alt01.nif", "10", "0.100000"
0x000B2EE4, "Tea_Container_Black01", "Bulk Tranquilitea Classic", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_Black01.nif", "140", "0.350000"
0x000B74CC, "SE_GenericDerelict_IDCard01", "New Atlantis Resident's ID Card", "SetDressing\Displaycase\SMCommitmentBox\Genedogtag01.nif", "0", "0.000000"
0x000B74D0, "SE_GenericDerelict_IDCard02", "Well Resident's ID Card", "SetDressing\Keycards\KeycardGen01.nif", "0", "0.000000"
0x000B74D5, "SE_GenericDerelict_IDCard04", "Akila City Resident's ID Card", "SetDressing\Keycards\KeycardGen01.nif", "0", "0.000000"
0x000B78FA, "ExoticPlayingCard_Club_6", "Playing Card - 6 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_6.nif", "3", "0.010000"
0x000B7910, "ExoticPlayingCard_Club_7", "Playing Card - 7 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_7.nif", "3", "0.010000"
0x000B799E, "ExoticPlayingCard_Club_10", "Playing Card - 10 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_10.nif", "3", "0.010000"
0x000B79A5, "ExoticPlayingCard_Club_Q", "Playing Card - Queen of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_Q.nif", "3", "0.010000"
0x000B7C3B, "Notebook01_Red01", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook01_Red01.nif", "3", "0.100000"
0x000B7C3C, "Notebook01_Black01", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook01_Black01.nif", "3", "0.100000"
0x000B7C3D, "Notebook02_Yellow01", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook02_Yellow01.nif", "3", "0.100000"
0x000B7C3E, "Notebook02_Red01", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook02_Red01.nif", "3", "0.100000"
0x000B7C3F, "Notebook02_Black01", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook02_Black01.nif", "3", "0.100000"
0x000B7C40, "Notebook01_Yellow01", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook01_Yellow01.nif", "3", "0.100000"
0x000B7C87, "ExoticPlayingCard_Diamond_3", "Playing Card - 3 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_3.nif", "3", "0.010000"
0x000B8573, "CommitmentGift_Andreja_MiscObj", "Andreja's Commitment Gift", "SetDressing\CommitmentGiftforAndreja\CommitmentGiftforAndreja.nif", "1540", "0.250000"
0x000C556A, "City_NewAtlantis_Z_GemJealousy_Plate", "Old-Earth Plate", "SetDressing\Dining_Set\Dining_Plate01.nif", "195", "0.200000"
0x000C556B, "City_NewAtlantis_Z_GemJealousy_Gem", ""Priceless" Gem", "SetDressing\Desktop_Items\Desktop_Geode01.nif", "12", "0.000000"
0x000C55B9, "City_NA_Z_OliveBranch_Seed", "Olive Seed", "Items\olivebranch_seed\City_NA_Z_OliveBranch_Seed.nif", "8", "0.100000"
0x000D4B5B, "Kitchenware_Waterpitcher_Alt01Metal", "Water Pitcher", "SetDressing\Kitchen\WaterPitcher\Kitchenware_Waterpitcher02.nif", "10", "0.300000"
0x000D4B5C, "Kitchenware_Waterpitcher_Alt02Plastic", "Water Pitcher", "SetDressing\Kitchen\WaterPitcher\Kitchenware_Waterpitcher03.nif", "10", "0.300000"
0x000D4B5E, "Kitchenware_Waterpitcher_Alt03Glass", "Water Pitcher", "SetDressing\Kitchen\WaterPitcher\Kitchenware_Waterpitcher04.nif", "10", "0.300000"
0x000D6FA2, "UC_Den_Z_TheBoot_Boots", "Lucky Boots", "SetDressing\SpaceSuitContainer01.nif", "365", "1.000000"
0x000DD209, "FreeStarRangerBadge", "FreeStar Deputy Badge", "SetDressing\FreeStarRangeBadge\FreeStarRangeBadge_Cinimatic.nif", "90", "0.050000"
0x000E1BD9, "Office_Folder02_Red01", "Folder", "SetDressing\Office\NotepadsNotebooks\Office_Folder02d.nif", "3", "0.010000"
0x000E1BDA, "Office_Folder02_Manilla01", "Folder", "SetDressing\Office\NotepadsNotebooks\Office_Folder02c.nif", "3", "0.010000"
0x000E1BDB, "Office_Folder02_Blue01", "Folder", "SetDressing\Office\NotepadsNotebooks\Office_Folder02b.nif", "3", "0.010000"
0x000E1BDC, "Office_Folder01_Red01", "Folder", "SetDressing\Office\NotepadsNotebooks\Office_Folder01d.nif", "3", "0.010000"
0x000E1BDD, "Office_Folder01_Manilla01", "Folder", "SetDressing\Office\NotepadsNotebooks\Office_Folder01c.nif", "3", "0.010000"
0x000E1BDE, "Office_Folder01_Blue01", "Folder", "SetDressing\Office\NotepadsNotebooks\Office_Folder01b.nif", "3", "0.010000"
0x000ECCED, "Power_Cell", "Emergency Power Cell", "SetDressing\PowerCell\PowerCell01.nif", "450", "1.500000"
0x000F2C84, "Tea_Container_Sunray01", "Bulk Tranquilitea Sunray", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_StarBurst01.nif", "140", "0.350000"
0x000F6351, "ToiletPaperRoll01Empty", "Toilet Paper Tube", "SetDressing\Bathrooms\BathModToiletPaperRoll02Empty.nif", "3", "0.010000"
0x000F72D1, "MS02_SecurityOverrideCode", "Facility Security Override Code", "Items\DataSlate\DataSlate01.nif", "0", "0.000000"
0x000F72D2, "MS02_EncryptedSecurityOverrideCode", "Encrypted Security Override Code", "Items\DataSlate\DataSlate01.nif", "0", "0.000000"
0x000FA97A, "AK_Cup_Metal_01", "Steel Cup", "SetDressing\MiscItems\AK_Cup_Metal_01.nif", "8", "0.200000"
0x000FD7D1, "Kitchenware_Plate01", "Plate", "Architecture\Outpost\OutpostIndustrial\Interiors\Pod\OpiInd_Plate01.nif", "8", "0.050000"
0x000FE272, "Kitchenware_Fork01", "Fork", "Architecture\Outpost\OutpostIndustrial\Interiors\Pod\OpiInd_UtensilFork01.nif", "8", "0.050000"
0x000FE274, "Kitchenware_Knife01", "Knife", "Architecture\Outpost\OutpostIndustrial\Interiors\Pod\OpiInd_UtensilKnife01.nif", "8", "0.050000"
0x000FE275, "Kitchenware_Spoon01", "Spoon", "Architecture\Outpost\OutpostIndustrial\Interiors\Pod\OpiInd_UtensilSpoon01.nif", "5", "0.050000"
0x00101273, "Tea_Container_Breakfast_Blend01", "Bulk Tranquilitea Breakfast", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_Breakfast_Blend01.nif", "140", "0.350000"
0x00101274, "Tea_Container_Lotus_Blossom01", "Bulk Tranquilitea Lotus", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_Lotus_Blossom01.nif", "140", "0.350000"
0x0010736B, "ExoticPlayingCard_Heart_A", "Playing Card - Ace of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_A.nif", "3", "0.010000"
0x0010736C, "ExoticPlayingCard_Heart_8", "Playing Card - 8 of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_8.nif", "3", "0.010000"
0x0010736D, "ExoticPlayingCard_Heart_9", "Playing Card - 9 of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_9.nif", "3", "0.010000"
0x0010736E, "ExoticPlayingCard_Club_2", "Playing Card - 2 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_2.nif", "3", "0.010000"
0x0010736F, "ExoticPlayingCard_Club_8", "Playing Card - 8 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_8.nif", "3", "0.010000"
0x00107370, "ExoticPlayingCard_Club_9", "Playing Card - 9 of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_9.nif", "3", "0.010000"
0x00107371, "ExoticPlayingCard_Club_A", "Playing Card - Ace of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_A.nif", "3", "0.010000"
0x00107372, "ExoticPlayingCard_Club_J", "Playing Card - Jack of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_J.nif", "3", "0.010000"
0x00107373, "ExoticPlayingCard_Club_K", "Playing Card - King of Clubs", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Club_K.nif", "3", "0.010000"
0x00107374, "ExoticPlayingCard_Diamond_2", "Playing Card - 2 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_2.nif", "3", "0.010000"
0x00107375, "ExoticPlayingCard_Diamond_8", "Playing Card - 8 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_8.nif", "3", "0.010000"
0x00107376, "ExoticPlayingCard_Diamond_9", "Playing Card - 9 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_9.nif", "3", "0.010000"
0x00107377, "ExoticPlayingCard_Diamond_A", "Playing Card - Ace of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_A.nif", "3", "0.010000"
0x00107378, "ExoticPlayingCard_Diamond_J", "Playing Card - Jack of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_J.nif", "3", "0.010000"
0x00107379, "ExoticPlayingCard_Diamond_K", "Playing Card - King of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_k.nif", "3", "0.010000"
0x0010737A, "ExoticPlayingCard_Spade_2", "Playing Card - 2 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_2.nif", "3", "0.010000"
0x0010737B, "ExoticPlayingCard_Spade_8", "Playing Card - 8 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_8.nif", "3", "0.010000"
0x0010737C, "ExoticPlayingCard_Spade_9", "Playing Card - 9 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_9.nif", "3", "0.010000"
0x0010737D, "ExoticPlayingCard_Spade_A", "Playing Card - Ace of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_A.nif", "3", "0.010000"
0x0010737E, "ExoticPlayingCard_Spade_J", "Playing Card - Jack of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_J.nif", "3", "0.010000"
0x00107380, "ExoticPlayingCard_Spade_K", "Playing Card - King of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_K.nif", "3", "0.010000"
0x0010A793, "ExoticPlayingCard_Diamond_4", "Playing Card - 4 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_4.nif", "3", "0.010000"
0x0010A794, "ExoticPlayingCard_Diamond_5", "Playing Card - 5 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_5.nif", "3", "0.010000"
0x0010A795, "ExoticPlayingCard_Diamond_6", "Playing Card - 6 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_6.nif", "3", "0.010000"
0x0010A796, "ExoticPlayingCard_Diamond_7", "Playing Card - 7 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_7.nif", "3", "0.010000"
0x0010A797, "ExoticPlayingCard_Diamond_Q", "Playing Card - Queen of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_Q.nif", "3", "0.010000"
0x0010A798, "ExoticPlayingCard_Diamond_10", "Playing Card - 10 of Diamonds", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Diamond_10.nif", "3", "0.010000"
0x0010A799, "ExoticPlayingCard_Spade_3", "Playing Card - 3 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_3.nif", "3", "0.010000"
0x0010A79A, "ExoticPlayingCard_Spade_4", "Playing Card - 4 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_4.nif", "3", "0.010000"
0x0010A79B, "ExoticPlayingCard_Spade_5", "Playing Card - 5 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_5.nif", "3", "0.010000"
0x0010A79C, "ExoticPlayingCard_Spade_6", "Playing Card - 6 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_6.nif", "3", "0.010000"
0x0010A79D, "ExoticPlayingCard_Spade_7", "Playing Card - 7 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_7.nif", "3", "0.010000"
0x0010A79E, "ExoticPlayingCard_Spade_10", "Playing Card - 10 of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_10.nif", "3", "0.010000"
0x0010A79F, "ExoticPlayingCard_Spade_Q", "Playing Card - Queen of Spades", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Spade_Q.nif", "3", "0.010000"
0x0010CC10, "FoamContainer03", "Synthefoam Container", "SetDressing\Coffeetogo\FoamContainer03.nif", "10", "0.100000"
0x0010DFDE, "Neuroamp_Mod_Box", "Neuroamp Mod", "SetDressing\Neuroamp_Prototype\Neuroamp_Mod_Box.nif", "655", "0.500000"
0x0010E68E, "Weight_Plate01", "Weight Plate", "Items\Weight_Plate01.nif", "140", "20.000000"
0x0010FA05, "Tea_Container_Chamomile01", "Bulk Tranquilitea Chamomile", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_Chamomile01.nif", "140", "0.350000"
0x00110F93, "Tea_Pack_Lotus_Blossom01", "Tranquilitea Lotus Pack", "Items\FoodDrink_SingleItems\Tea_Pack\Lotus_Blossom_Tea.nif", "55", "0.100000"
0x00111EA8, "City_newatlantis_z_theartcollector_artwork", "Samson’s Art", "SetDressing\Contraband\CB_BlackMarketAntiquities.nif", "655", "2.000000"
0x00115977, "ToiletPaperRoll01", "Toilet Paper", "SetDressing\Bathrooms\BathModToiletPaperRoll02.nif", "12", "0.250000"
0x00116F44, "Bar_ChampagneGlass01", "Champagne Glass", "SetDressing\Bar_Glassware\Bar_ChampagneGlass01.nif", "35", "0.100000"
0x0011C0EC, "RI07_OverseerProgram", "Overseer Program", "Items\DataSlate\DataSlate01.nif", "0", "0.000000"
0x0011C11B, "RI03_DataSlate_ProjectDominion", "Project Dominion", "Items\DataSlate\DataSlate01.nif", "0", "0.000000"
0x0011C12B, "RI03_DataSlate_Empty", "Untraceable Storage Slate", "Items\DataSlate\DataSlate01.nif", "0", "0.000000"
0x0011D576, "Prototype_Tech_03", "Prototype Equipment", "SetDressing\Prototype_Tech\Prototype_Tech_03.nif", "365", "1.000000"
0x0011D577, "Prototype_Tech_02", "Prototype Equipment", "SetDressing\Prototype_Tech\Prototype_Tech_02.nif", "365", "1.000000"
0x0011D578, "Prototype_Tech_01", "Prototype Equipment", "SetDressing\Prototype_Tech\Prototype_Tech_01.nif", "365", "1.000000"
0x0011EDD1, "ContemporaryCigarettesPack01", "Pack of Cigarettes", "SetDressing\contemporarycigarettespack\ContemporaryCigarettesPack01.nif", "280", "0.100000"
0x0011EE56, "ContemporaryCigarettesPack02", "Pack of Smokes", "SetDressing\contemporarycigarettespack\ContemporaryCigarettesPack02.nif", "280", "0.100000"
0x00120D33, "Tea_Container_Lemon01", "Bulk Tranquilitea Lemon", "Items\FoodDrink_Set\Tea_Containers\Tea_Container_Lemon01.nif", "140", "0.350000"
0x00122EB8, "OrgLegQuarkDegenerateTissue", "Quark-Degenerate Tissues", "SetDressing\CreatureParts\guts.nif", "240", "0.300000"
0x0012A05C, "Theodolite01", "Theodolite", "SetDressing\Theodolite\Theodolite01.nif", "280", "3.500000"
0x0012A05D, "TelescopeHandheld01", "Spyglass", "SetDressing\Lodge\TelescopeHandeheld01.nif", "240", "1.000000"
0x0012A05E, "TelescopeHandheldCase01", "Spyglass Case", "SetDressing\Lodge\TelescopeHandeheldCase01.nif", "75", "0.500000"
0x0012A060, "Sundial01", "Sundial", "SetDressing\Lodge\Sundial01.nif", "195", "2.000000"
0x0012A061, "SubmarineClock01", "Antique Submarine Clock", "SetDressing\Lodge\SubmarineClock01.nif", "655", "3.000000"
0x0012A062, "Sextant01", "Sextant", "SetDressing\Lodge\Sextant01.nif", "320", "3.500000"
0x0012A063, "Microscope01", "Traditional Microscope", "SetDressing\Lodge\Microscope01.nif", "240", "2.850000"
0x0012A064, "EquinocialDial01", "Fancy Compass", "SetDressing\Lodge\EquinocialDial01.nif", "140", "1.000000"
0x0012A065, "CompassYacht01", "Nautical Compass", "SetDressing\Lodge\CompassYacht01.nif", "155", "1.000000"
0x0012A066, "CompassMariners01", "Mariner's Compass", "SetDressing\Lodge\CompassMariners01.nif", "140", "1.000000"
0x0012A067, "Binoculars01", "Binoculars", "SetDressing\Lodge\Binoculars01.nif", "105", "1.000000"
0x0012AA78, "PamphletHolder01", "Pamphlet Holder", "SetDressing\PamphletHolder\PamphletHolder01.nif", "8", "0.100000"
0x0012AA79, "CallBell01", "Bell", "SetDressing\CallBell\CallBell01.nif", "12", "0.050000"
0x0012AB65, "Exotic_LightFixture01", "Funky Sphere Sculpture", "SetDressing\Exotic_LightFixture\Exotic_LightFixture01.nif", "240", "1.000000"
0x0012B4F7, "Exotic_E-Pipe02", "E-Pipe", "SetDressing\Exotic_E-Pipes\Exotic_E-Pipe02.nif", "75", "0.100000"
0x0012B4F8, "Exotic_E-Pipe01", "E-Pipe", "SetDressing\Exotic_E-Pipes\Exotic_E-Pipe01.nif", "75", "0.100000"
0x0012B4F9, "Exotic_TriangularOrganizer01", "Triangular Organizer", "SetDressing\PortableLightFixture01\PortableLightFixture01.nif", "12", "0.300000"
0x0012B4FA, "Exotic_DeskFan01", "Stylized Desk Fan", "SetDressing\Exotic_DeskFan01\Exotic_DeskFan01.nif", "195", "2.000000"
0x0012C68E, "ExoticPlayingCard_Heart_J", "Playing Card - Jack of Hearts", "SetDressing\Exotic_Clutter\ExoticPlayingCard_Heart_J.nif", "3", "0.010000"
0x0012C68F, "ExoticPlayingCardBox01", "Deck of Cards", "SetDressing\Exotic_Clutter\ExoticPlayingCardBox01.nif", "155", "0.520000"
0x0012C6CD, "ExoticSpaceRockDisplay01", "Space Rock Display", "SetDressing\InteractiveHavok\IH_ExoticSpaceRockDisplay01.nif", "655", "2.000000"
0x0012C6CF, "ExoticBoneInstrument01", "Double Bone Horn", "SetDressing\Exotic_Clutter\ExoticBoneInstrument01.nif", "280", "1.750000"
0x0012C9F0, "DigitalPictureFrame01_Cycle_Images01", "Desktop Digiframe", "SetDressing\Exotics\Digitalpictureframe\DigitalPictureFrame01.nif", "195", "0.400000"
0x0012D060, "Digitalnotetabletpen01", "Pen", "SetDressing\Exotics\Digitalnotetablet\Digitalnotetabletpen01.nif", "12", "0.010000"
0x0012D062, "Digitalnotetablet01", "Tablet", "SetDressing\Exotics\Digitalnotetablet\Digitalnotetablet01.nif", "140", "0.250000"
0x0012D93E, "Exotic_Antique_MusicInst01", "Ornate Startar", "SetDressing\Exotic_Clutter\Exotic_Antique_MusicInst01.nif", "2455", "4.000000"
0x0012D940, "Exotic_MaskB", "Wooden Face Sculpture", "SetDressing\InteractiveHavok\IH_Exotic_MaskB.nif", "240", "2.350000"
0x0012D94A, "Exotic_Pyramid_Sculpture01", "Gold Pyramid Sculpture", "SetDressing\InteractiveHavok\IH_Exotic_Pyramid_Sculpture01.nif", "280", "1.500000"
0x0012D94C, "Exotic_Scroll_Holder01", "Scroll Holder", "SetDressing\Exotic_Clutter\Exotic_Scroll_Holder01.nif", "240", "2.450000"
0x0012DFFC, "Toyplushie_Dog01", "Plushie Parsecpooch", "SetDressing\Exotics\Toyplushies\Toyplushie_Dog01.nif", "35", "0.500000"
0x0012DFFD, "Toyplushie_Cat01", "Plushie Galacticat", "SetDressing\Exotics\Toyplushies\Toyplushie_Cat01.nif", "35", "0.500000"
0x0012E1A9, "Exotic_SpeakerSystem01", "Desktop Speakers", "SetDressing\Exotic_Clutter\Exotic_SpeakerSystem01.nif", "240", "1.600000"
0x0012E1AD, "Exotic_HourGlass01", "Hourglass", "SetDressing\Exotic_Clutter\Exotic_HourGlass01.nif", "105", "1.200000"
0x0012E1AF, "Exotic_PersonalGroomer01", "Personal Groomer", "SetDressing\Exotic_Clutter\Exotic_PersonalGroomer01.nif", "105", "0.200000"
0x0012E1B1, "Exotic_Neon_CoffeeCup01", "Street Java Coffee Cup", "SetDressing\Exotic_Clutter\Exotic_Neon_CoffeeCup01.nif", "55", "0.250000"
0x0012E5A4, "Exotic_Antique_Lighter01", "Old Earth Flip Lighter", "SetDressing\Exotic_Clutter\Exotic_Antique_Lighter01.nif", "655", "0.100000"
0x0012E983, "Exotic_MagnetPlanet01", "Levitating Desk Planet", "SetDressing\Exotics\Desktoy\Desktoy_MagnetPlanet01.nif", "240", "2.500000"
0x0012F0F8, "Exotic_SunDial", "Desktop Sundial", "SetDressing\Exotic_Clutter\Exotic_SunDial.nif", "140", "0.650000"
0x0012F0FA, "Exotic_Decorative_Pendulum", "Decorative Pendulum", "SetDressing\InteractiveHavok\IH_Exotic_Decorative_Pendulum.nif", "195", "0.500000"
0x0012F0FC, "Exotic_ClassicSunDial", "Art Deco Sun Sculpture", "SetDressing\Exotic_Clutter\Exotic_ClassicSunDial.nif", "655", "2.500000"
0x0012F0FE, "Exotic_SystemMiniature", "Planetary System Sculpture", "SetDressing\InteractiveHavok\IH_Exotic_SystemMiniature.nif", "240", "2.200000"
0x0012F100, "Exotic_Mask", "Desktop Mask Decoration", "SetDressing\Exotic_Clutter\Exotic_Mask.nif", "240", "2.350000"
0x0012F103, "Exotic_Coffee_Kettle", "Quick Boil Coffee Brewer", "SetDressing\Exotic_Clutter\Exotic_Coffee_Kettle.nif", "240", "2.000000"
0x0012F104, "Exotic_Coffee_Glass", "Coffee Glass", "SetDressing\Exotic_Clutter\Exotic_Coffee_Glass.nif", "140", "0.100000"
0x0012F106, "Exotic_bottle_01", "Exotic Bottle", "SetDressing\Exotic_Clutter\Exotic_bottle_01.nif", "655", "0.200000"
0x00133365, "FoamCup02", "Foam Cup", "SetDressing\Coffeetogo\FoamCup02.nif", "5", "0.010000"
0x00133366, "FoamContainer02", "Synthefoam Container", "SetDressing\Coffeetogo\FoamContainer02.nif", "10", "0.100000"
0x00133367, "FoamContainer01", "Food Tray", "SetDressing\Coffeetogo\FoamContainer01.nif", "10", "0.100000"
0x00133D11, "Office_NotePad_Stack02", "Note Pads", "SetDressing\Office\NotepadsNotebooks\Office_NotePad_Stack02.nif", "3", "0.010000"
0x00133D12, "Office_NotePad_Stack01", "Note Pads", "SetDressing\Office\NotepadsNotebooks\Office_NotePad_Stack01.nif", "3", "0.010000"
0x00133D13, "Office_NotePadLrg_Stack02", "Note Pads", "SetDressing\Office\NotepadsNotebooks\Office_NotePadLrg_Stack02.nif", "3", "0.010000"
0x00133D14, "Office_NotePadLrg_Stack01", "Note Pads", "SetDressing\Office\NotepadsNotebooks\Office_NotePadLrg_Stack01.nif", "3", "0.010000"
0x001344D8, "Hope01SoodPackage", "Mr. Sood's Package", "SetDressing\Privatelivingquarters\Decorativeboxes\DecorativeBox05.nif", "2455", "10.000000"
0x001346D9, "Tea_Pack_Lemon01", "Tranquilitea Lemon Pack", "Items\FoodDrink_SingleItems\Tea_Pack\Lemon_Tea.nif", "55", "0.100000"
0x00134BB9, "Puzzlebox01", "Wooden Puzzle Box", "SetDressing\Puzzlebox\Puzzlebox01.nif", "55", "0.200000"
