FormID, EditorID, Name, Model
0x000691A1, "NPCInvCrowdCouchSit_NoDesk", "Couch", "Markers\FurnitureMarkers\ChairNeutral_Collision01.nif"
0x000691A3, "ShipChairA_Seat_01_NoDesk", "Chair", "Furniture\shipfurniture\shipchaira_seat_01.nif"
0x000691A4, "ShipChairA_Seat_02_NoDesk", "Chair", "Furniture\ShipFurniture\ShipChairA_Seat_02.nif"
0x000691A5, "Starborn_ChairA_NoDesk", "Chair", "Furniture\Chairs\Starborn\Starborn_ChairA.nif"
0x000691A6, "Starborn_ChairB_NoDesk", "Chair", "Furniture\Chairs\Starborn\Starborn_ChairB.nif"
0x000691A7, "StoolShort_01_NoDesk", "Stool", "Furniture\Stools\StoolShort_01.nif"
0x000691A8, "StoolShort_02_NoDesk", "Chair", "Furniture\Stools\StoolShort_02.nif"
0x000691A9, "StoolShort_03_NoDesk", "Stool", "Furniture\Stools\StoolShort_03.nif"
0x000691AA, "StoolShort_04_NoDesk", "Stool", "Furniture\Stools\StoolShort_04.nif"
0x000691AB, "StoolShort_05_NoDesk", "Stool", "Furniture\Stools\StoolShort_05.nif"
0x000691AC, "StoolShort_06_NoDesk", "Stool", "Furniture\Stools\StoolShort_06.nif"
0x000691AD, "StoolShort_07_NoDesk", "Stool", "Furniture\Stools\StoolShort_07.nif"
0x000691AE, "StoolShort_08_NoDesk", "Stool", "Furniture\Stools\StoolShort_08.nif"
0x000691AF, "Chair_UtilityA01_NoDesk", "Chair", "Furniture\Chairs\Chair_Utility\Chair_UtilityA01.nif"
0x000691B0, "Chair_UtilityA02_NoDesk", "", "Furniture\Chairs\Chair_Utility\Chair_UtilityA02.nif"
0x000691B1, "NPCChairTech01_NoDesk", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x000691B2, "NPCChairTech02_NoDesk", "Chair", "Furniture\Chairs\Tech\ChairTech02.nif"
0x000691B3, "NPCChairTech03_NoDesk", "Chair", "Furniture\Chairs\Tech\ChairTech03.nif"
0x0006AA9C, "AmbushFurn_QuadA_Underground_FrontExitToStand", "", "Effects\CreatureEffectsGeneric\AmbushFurn_UndergroundExit_MoundDirtRocksMd.nif"
0x0006B55E, "NPCBarStool_DrinkBottle", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x0006FDAC, "NPCStanding_LookingAtMapBartop", "", "Markers\InvisibleGeneric01.nif"
0x000764DD, "Sit_StoolPlastic01", "Stool", "Furniture\Sit_StoolPlastic01.nif"
0x000764E7, "StoolBarMod01", "Stool", "furniture/chairs/modern\stoolbarmod01.nif"
0x000764EB, "StoolBarMod01_AtBar", "Stool", "Furniture\chairs/modern\stoolbarmod01.nif"
0x000764ED, "Sit_StoolPlastic01_With_Bar01", "Stool", "Furniture\Sit_StoolPlastic01.nif"
0x0007BAFF, "SMOD_LandBay_RobotFurniture01", "", "Markers\InvisibleGeneric01.nif"
0x0007BDAA, "NPCRepairImpactWrench_Standing", "", "Markers\InvisibleGeneric01.nif"
0x0007BE17, "NPCWritingAtDesk", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0007C007, "NPCLandingCrew_Inspector", "", "Markers\InvisibleGeneric01.nif"
0x0007C49C, "Neon_Reliant_Stool_Medical01", "Chair", "SetDressing\Furniture\MedicalSeating\Stool_Medical01.nif"
0x0007DD59, "DeimosJumpSeat01", "Jump Seat", "Furniture\ShipFurniture\DeimosJumpSeat02.nif"
0x0007E0D0, "Scenes_MQ204A_030b_DeathSamScene_Cora", "", "Markers\InvisibleGeneric01.nif"
0x0007F53B, "FoundCanvasChair01_Free_NoFront", "Chair", "SetDressing\Found\FoundCanvasChair01.nif"
0x0007FE2D, "NPCChairTech03_Terminal", "Chair", "Furniture\Chairs\Tech\ChairTech03.nif"
0x00080C4F, "Couch_Designer_CorIn01L", "Couch", "Furniture\Couches\Couch_Designer\Couch_Designer_CorIn01L.nif"
0x00081165, "NPCWipingFloor", "", "Markers\InvisibleGeneric01.nif"
0x00081217, "Scenes_TerrormorphSpaceport", "", "Markers\InvisibleGeneric01.nif"
0x000813A1, "StoolShort_01_Bench", "Stool", "Furniture\Stools\StoolShort_01.nif"
0x000813AF, "StoolTall_02_AtBar_EatDrink", "Stool", "Furniture\Stools\StoolTall_02.nif"
0x000814AB, "StoolShort_05_Bench", "Stool", "Furniture\Stools\StoolShort_05.nif"
0x000814AC, "StoolTall_01_AtBar_EatDrink", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x000858F1, "NPCInvBenchSit", "", "Markers\InvisibleGeneric01.nif"
0x00087016, "NPCClipboard_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x00088968, "_Template_Bed_Single0_Inverse", "Bed", "Furniture\Beds\ShipBed.nif"
0x000889A6, "SurgicalBed02", "", "SetDressing\SurgicalBeds\SurgicalBed02.nif"
0x00088B62, "CrewSeatTaiyo01", "Crew Seat", "Furniture\shipfurniture\CrewSeatTaiyo01.nif"
0x0008950A, "AmbushFurn_QuadA_JumpDown01", "", "Markers\InvisibleGeneric01.nif"
0x00089DB6, "Neurosurgery_operating_table_01", "Neurosurgery Operating Table", "SetDressing\Neurosurgery_operating_table\Neurosurgery_operating_table_01.nif"
0x0008A15C, "FoundCanvasChair01_Console", "Chair", "SetDressing\Found\FoundCanvasChair01.nif"
0x0008A15D, "NeonFurnitureChair01_Console", "Chair", "SetDressing\Neon\NeonFurnitureChair01.nif"
0x0008A15E, "NeonFurnitureChair02_Console", "Chair", "SetDressing\Neon\NeonFurnitureChair02.nif"
0x0008A15F, "NPCChairOfficeMod07_Console", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod07.nif"
0x0008A160, "NPCChairPlastic01_Console", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x0008A161, "NPCChairPlastic02_Console", "Chair", "Furniture\Sit_ChairPlastic02.nif"
0x0008A162, "NPCChairTech01_Console", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0008A163, "NPCChairTech02_Console", "Chair", "Furniture\Chairs\Tech\ChairTech02.nif"
0x0008A164, "NPCChairTech03_Console", "Chair", "Furniture\Chairs\Tech\ChairTech03.nif"
0x0008A165, "_Template_Chair_Console", "Chair", "Furniture\Chairs\Tech\ChairTech02.nif"
0x0008ADEE, "ShipBench_Single_TableEatDrink", "Bench", "Furniture\shipfurniture\shipbench_single_01.nif"
0x0008C3B6, "NPCChairTech01_TableEatDrink", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0008C3B7, "NPCChairTech01_TableRandom", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0008C3B8, "NPCBarStool_Random", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x0008C3B9, "NPCBarStool_Eating", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x0008C5E3, "FoundFlightChair01_NoDesk", "Chair", "SetDressing\Found\FoundFlightChair01.nif"
0x0008C5E4, "_Template_BarStool_With_Bar01_EatDrink", "Stool", "Markers\InvisibleGeneric01.nif"
0x0008C5E5, "NPCChairTerraBrewB02_DeskEatDrink", "Chair", "SetDressing\Terrabrew\TB_DineB_Chair02.nif"
0x0008C5E6, "NPCChairTerraBrewB02_Desk", "Chair", "SetDressing\Terrabrew\TB_DineB_Chair02.nif"
0x0008C5E7, "AK_BarStool01_AtBar_EatDrink", "Stool", "Furniture\stools\AK_BarStool01.nif"
0x0008C5E8, "Chair_AK_StoolShort_01_Bench", "Stool", "Furniture/Stools/AK_Stool_Short_01.nif"
0x0008C5E9, "NPCBarStool", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x0008C5EA, "AK_Chair_Canvas_01_Desk", "Chair", "Furniture\Chairs\Generic\AK_Chair_Canvas_01.nif"
0x0008C5EB, "AK_Chair_Canvas_01_DeskEatDrink", "Chair", "Furniture\Chairs\Generic\AK_Chair_Canvas_01.nif"
0x0008C5EC, "AK_Chair_Bar_01_AtBar_EatDrink", "Chair", "Furniture\Chairs\Generic\AK_Chair_Bar_01.nif"
0x0008F875, "ResearchStationWorkbench01_ForShipsLower", "Research Station", "Ships\Interior\ScienceStation_Lower01.nif"
0x000918F0, "ShipCouchA_01_Bench", "Couch", "Furniture\shipfurniture\shipcoucha_01.nif"
0x000944A4, "NPCStanding_LookingAtMapTable_MustExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x00095B3A, "NPCStanding_Mourn", "", "Markers\InvisibleGeneric01.nif"
0x00095B4D, "MQ101_039b_ArtifactsTogetherScene02_MatteoFurnitureMarker", "", "Markers\InvisibleGeneric01.nif"
0x00095C41, "FoundFlightChair01_NoFront", "Chair", "SetDressing\Found\FoundFlightChair01.nif"
0x0009957B, "Starborn_ChairB_Desk", "Chair", "Furniture\Chairs\Starborn\Starborn_ChairB.nif"
0x00099583, "Starborn_ChairA_Desk", "Chair", "Furniture\Chairs\Starborn\Starborn_ChairA.nif"
0x0009A874, "CrowdFurn_Bench_UtilityE01_NoMarkers", "", "SetDressing\Furniture\Benches\Bench_UtilityE01.nif"
0x0009ACCC, "NPCChair_Bored_Xtra", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x0009ACCD, "NPCChairLodge_Free", "Chair", "Furniture\Chairs\Lodge\ChairLodgeDesk01.nif"
0x0009ACCE, "NeonFurnitureChair01_SideOnly", "Chair", "SetDressing\Neon\NeonFurnitureChair01.nif"
0x0009ACCF, "NPCChairOfficeMod08_LeftOnly", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod08.nif"
0x0009C689, "TPose", "", "Markers\InvisibleGeneric01.nif"
0x000A2F98, "NPCWallSitHopUp", "", "Markers\InvisibleGeneric01.nif"
0x000A3FC4, "NPCChairPlastic02_TableEatDrink", "Chair", "Furniture\Sit_ChairPlastic02.nif"
0x000A9945, "NPCWallLeanShoulderRight", "", "Markers\InvisibleGeneric01.nif"
0x000B0C42, "ShipChairA_Seat_02_Free", "Chair", "Furniture\ShipFurniture\ShipChairA_Seat_02.nif"
0x000B0CD3, "RI01_PlayerChair", "Chair", "SetDressing\Ryujin\RyujinChairShort01.nif"
0x000B2E4F, "ModelAWelderHigh", "", "Markers\InvisibleGeneric01.nif"
0x000B6D1C, "NPCStanding_CrowdConversation", "", "Markers\InvisibleGeneric01.nif"
0x000B7921, "_Template_Terminal_Kiosk_Standing01", "", "SetDressing\Kiosks\kioskgeninfo_terminal01a\KioskGenInfo_Terminal01A.nif"
0x000B815C, "NPCStanding_Bench_Press", "", "Furniture\WeightBench\WeightBench01.nif"
0x000B96EC, "Scenes_MQ105_004_IssaIntro", "", "Markers\InvisibleGeneric01.nif"
0x000BB4FB, "CrowdFurn_CouchModAIsle_Med01_NoMarkers", "Couch", "Furniture\Chairs\Modern\CouchModAIsle_Med01.nif"
0x000BB4FC, "CrowdFurn_CouchModACorA_Lg01_NoMarkers", "Couch", "Furniture\Chairs\Modern\CouchModACorA_Lg01.nif"
0x000BB7B3, "GenStool02_NoMustExitToTalk", "Stool", "Furniture\Chairs\Generic\GenStool02.nif"
0x000BF821, "NPCChairPlastic02_Drink", "Chair", "Furniture\Sit_ChairPlastic02.nif"
0x000BF827, "NPCChairPlastic02_Eat", "Chair", "Furniture\Sit_ChairPlastic02.nif"
0x000C125E, "ShipCouchA_Table_NoLeft", "Couch", "Furniture\shipfurniture\shipcoucha_01.nif"
0x000C1285, "ShipCouchA_Table_NoRight", "Couch", "Furniture\shipfurniture\shipcoucha_01.nif"
0x000C2F8F, "ModelAWelder", "", "Markers\InvisibleGeneric01.nif"
0x000C3051, "Stool_Medical01_Table", "Chair", "SetDressing\Furniture\MedicalSeating\Stool_Medical01.nif"
0x000C31CD, "RyujinDesktopPC_Sitting01_NPCOnly", "", "SetDressing\terminals\TerminalSittingActivatorA01\RyujinDesktopPC_Sitting01.nif"
0x000C4795, "NPCChairRyujinTall03", "Chair", "SetDressing\Ryujin\RyujinChairTall03.nif"
0x000C479D, "NPCChairOfficeMod08_ExecutiveLean", "Chair", "furniture/chairs/modern\chairofficemod08.nif"
0x000C66D5, "CrowdFurn_Table_Messhall01_NoMarkers", "Table", "SetDressing\ShipClutter\Messhall\Table\Table_Messhall01.nif"
0x000C66E7, "CrowdFurn_NABenchAShiftLeft02_NoMarkers", "Bench", "Architecture\City\NewAtlantis\StreetClutter\NABenchAShiftLeft02.nif"
0x000C66E8, "CrowdFurn_NABenchAShiftLeft01_NoMarkers", "Bench", "Architecture\City\NewAtlantis\StreetClutter\NABenchAShiftLeft01.nif"
0x000C66E9, "CrowdFurn_NABenchAShift01_NoMarkers", "Bench", "Architecture\City\NewAtlantis\StreetClutter\NABenchAShift01.nif"
0x000C9AE9, "NPCChairTech03_Table_MustExit", "Chair", "Furniture\Chairs\Tech\ChairTech03.nif"
0x000C9AEB, "NPCChairTech03_Free_MustExit", "Chair", "Furniture\Chairs\Tech\ChairTech03.nif"
0x000CC45B, "Ship_ToiletSit01_FURN", "Toilet", "Markers\FurnitureMarkers\InvisibleTriggerVolume_C01.nif"
0x000CC6C4, "UnityAstronaut_FurnitureMarker", "", "Markers\InvisibleGeneric01.nif"
0x000CD942, "CrowdFurn_NPCCouchLeather01_NoMarkers", "Couch", "Furniture\Chairs\Leather\LeatherCouch01.nif"
0x000D0525, "StnIntWallBedOpened01", "Bed", "Architecture\SpaceStationKit\StnIntWallBedOpened01.nif"
0x000D21D9, "AK_Chair_Bar_01_AtBar", "Chair", "Furniture\Chairs\Generic\AK_Chair_Bar_01.nif"
0x000D3462, "City_ER_Exorcism_FoundBeanbagChair01", "Chair", "SetDressing\Found\FoundBeanbagChair01.nif"
0x000D3715, "NPCInvCrowdBenchSit_NoRearEntry", "Bench", "Markers\FurnitureMarkers\ChairNeutral_Collision01.nif"
0x000D72BE, "_Template_Chair_Free01_Xtra", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x000D829B, "NPCWallLeanBack_FrontActivateOnly", "", "Markers\InvisibleGeneric01.nif"
0x000D8797, "SurgicalBed01_NoExitToTalk", "", "SetDressing\SurgicalBeds\SurgicalBed01.nif"
0x000D8C4E, "NPCSitFloorCaptive_WallLean2", "", "Markers\InvisibleGeneric01.nif"
0x000DDD22, "GenStool01c_AtBar_EatDrink", "Stool", "Furniture\Chairs\Generic\GenStool01c.nif"
0x000DDD2D, "NPCChairRyujinShort01_Bench", "Chair", "SetDressing\Ryujin\RyujinChairShort01.nif"
0x000DF18D, "_Template_Chair_Desk_Xtra", "Chair", "Markers\InvisibleGeneric01.nif"
0x000E03F5, "AK_Bed_Portable01_SleepingBag", "Sleeping Bag", "Furniture\Beds\AK_Bed_Portable01_SleepingBag.nif"
0x000E4AC5, "NPCDissectionTable", "", "Markers\InvisibleGeneric01.nif"
0x000E66A1, "StnIntWallChair01", "Chair", "Architecture\SpaceStationKit\StnIntWallChair01.nif"
0x000E6A6A, "Scenes_DialogueCFTheKey_EstablishingScene", "", "Markers\InvisibleGeneric01.nif"
0x000EE917, "CreatureCorpseFeed", "", "Markers\InvisibleGeneric01.nif"
0x000EF962, "StarbornPuzzleAbsorbPower", "", "Markers\InvisibleGeneric01.nif"
0x000EFC6F, "Invisible_GalleyWorkbench01", "Galley", "Markers\FurnitureMarkers\InvisibleTriggerVolume_A01.nif"
0x000F95A9, "NASA_SimulatorChair01_FrontEntryOnly", "Chair", "SetDressing\NASA\Props\MissionControl\NASA_SimulatorChair01.nif"
0x000FB679, "_Template_Couch_2_Seat01", "Couch", "Furniture\Chairs\Lodge\CouchLodgeEmpire01.nif"
0x000FB6DC, "MQ104B_BarretFurnitureMarker", "Chair", "Markers\InvisibleGeneric01.nif"
0x000FC23B, "CrowdFurn_FoundHarnessCouch01_NoMarkers", "Couch", "SetDressing\Found\FoundHarnessCouch01.nif"
0x000FD8BE, "AmbushFurn_QuadC_UndergroundExit01", "", "Markers\InvisibleGeneric01.nif"
0x000FD8BF, "AmbushFurn_QuadC_StandExit01", "", "Markers\InvisibleGeneric01.nif"
0x000FD8C0, "AmbushFurn_QuadC_JumpDown01", "", "Markers\InvisibleGeneric01.nif"
0x000FEBB0, "COM_Quest_Andreja_Q01_SecretPanel", "", "StarStations\Gen\Interiors\Animated\StsGenIntSpecial_PlugA01\StsGenIntSpecial_PlugA01.nif"
0x000FFACC, "_Template_Terminal_Desk01", "", "Markers\InvisibleGeneric01.nif"
0x000FFAD2, "_Template_Terminal_Standing01", "Terminal", "SetDressing\Terminals\TerminalActivatorA01\TerminalActivatorA01.nif"
0x0010719F, "NPCChairOfficeMod08_Table", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod08.nif"
0x0010C998, "NPCChairTerraBrewB01_DeskEatDrink", "Chair", "SetDressing\Terrabrew\TB_DineB_Chair01.nif"
0x0010C999, "NPCChairTerraBrewB01_Desk", "Chair", "SetDressing\Terrabrew\TB_DineB_Chair01.nif"
0x0010C99A, "StoolShort_03_Bench", "Stool", "Furniture\Stools\StoolShort_03.nif"
0x0010CBB9, "NPCPodium", "", "SetDressing\Podium\Podium01.nif"
0x0010D005, "OpiInd_Bench02", "Bench", "Architecture\Outpost\OutpostIndustrial\Interiors\Pod\OpiInd_Bench02.nif"
0x0010DAC6, "AmbushFurn_QuadrupedA_Underground_FrontExitToStand", "", "Effects\CreatureEffectsGeneric\AmbushFurn_UndergroundExit_MoundDirtRocksMd.nif"
0x0010E6F0, "Bench_UtilityB03", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityB03.nif"
0x0010E6F1, "Bench_UtilityA03", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityA03.nif"
0x0010FAEC, "NPCStanding_LookingAtMapTable", "", "Markers\InvisibleGeneric01.nif"
0x00110FC8, "_Template_Bench_2_Seat01", "Bench", "setdressing/furniture/benches\bench_utilitya02.nif"
0x00112126, "StoolShort_05_DeskEatDrink", "Stool", "Furniture\Stools\StoolShort_05.nif"
0x00112199, "StoolShort_05_Desk", "Stool", "Furniture\Stools\StoolShort_05.nif"
0x00112341, "_Template_Stool01", "Stool", "Markers\InvisibleGeneric01.nif"
0x00112342, "_Template_Bed_Single01", "Bed", "Furniture\Beds\ShipBed.nif"
0x00112343, "_Template_Bed_Double01", "Bed", "Furniture\Beds\Bed_Double_01.nif"
0x0011D040, "NPCPullUpBar", "", "Furniture\WeightBench\Pull_up_bar_01.nif"
0x0011EF81, "NPCStanding_ReadingBook_MustExit", "", "Markers\InvisibleGeneric01.nif"
0x00120351, "CreatureWallow", "", "Markers\InvisibleGeneric01.nif"
0x0012108C, "NPCStanding_FrontActivate", "", "Markers\InvisibleGeneric01.nif"
0x00122F06, "NPCStandingRummage", "", "SetDressing\Crates\Standing_Rummage_Box.nif"
0x00123BED, "ShipChairA_Seat_02_Desk", "Chair", "Furniture\ShipFurniture\ShipChairA_Seat_02.nif"
0x0012456A, "_Template_Chair_Free01", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0012530D, "CreatureBask", "", "Markers\InvisibleGeneric01.nif"
0x00125887, "NPCKneeling_Planting", "", "Markers\InvisibleGeneric01.nif"
0x001260C1, "ShipBench_Single_Table_01", "Bench", "Furniture\shipfurniture\shipbench_single_01.nif"
0x001260C2, "ShipBench_Single_Free_01", "Bench", "Furniture\shipfurniture\shipbench_single_01.nif"
0x00126C7D, "ShipStoolA_Seat_01", "Stool", "Furniture\shipfurniture\shipstool_seat_01.nif"
0x00126C7E, "ShipCouchA_01", "Couch", "Furniture\shipfurniture\shipcoucha_01.nif"
0x00126C7F, "ShipChairC_01", "Chair", "Furniture\shipfurniture\shipchairc_01.nif"
0x00126C80, "ShipChairB_Seat_01", "Chair", "Furniture\shipfurniture\shipchairb_seat_01.nif"
0x00126C81, "ShipChairA_Seat_01_Free", "Chair", "Furniture\shipfurniture\shipchaira_seat_01.nif"
0x00126C82, "ShipBench_Triple_01", "Bench", "Furniture\shipfurniture\shipbench_middle_01.nif"
0x00126C84, "ShipBench_Double_01", "Bench", "Furniture\shipfurniture\shipbench_endl_01.nif"
0x00126C9C, "ShipBench_Single_01", "Bench", "Furniture\shipfurniture\shipbench_single_01.nif"
0x00126CD8, "ShipCouchB_01", "Couch", "Furniture\shipfurniture\shipcouchb_01.nif"
0x0012860F, "Chair_AK_StoolShort_01_Free", "Stool", "Furniture/Stools/AK_Stool_Short_01.nif"
0x001297F5, "NPCEat_Sitting", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x0012A574, "AK_Bed_Style01", "Cot", "Furniture\Beds\AK_Bed_Style01.nif"
0x0012A576, "AK_Bed_Portable01", "Cot", "furniture/beds\AK_Bed_Portable01.nif"
0x0012A578, "AK_Bed_Luxury_01", "Bed", "Furniture/Beds/AK_Bed_Luxury_01.nif"
0x0012A57A, "AK_Bed_Bunkbed_01", "Bunk Bed", "Furniture/Beds/AK_Bed_Bunkbed_01.nif"
0x0012A62A, "AK_Couch02", "Couch", "Furniture\Benches\AK_Couch02.nif"
0x0012A62B, "AK_Couch01", "Couch", "furniture/benches\AK_Couch01.nif"
0x0012A733, "AK_BarStool01_AtBar", "Stool", "Furniture\stools\AK_BarStool01.nif"
0x0012A735, "AK_Chair_Bar_01", "Chair", "Furniture\Chairs\Generic\AK_Chair_Bar_01.nif"
0x0012A77B, "AK_Chair_Office_01_Free", "Chair", "Furniture\Chairs\Generic\AK_Chair_Office_01.nif"
0x0012A77D, "AK_Chair_Canvas_01_Free", "Chair", "Furniture\Chairs\Generic\AK_Chair_Canvas_01.nif"
0x0012A77F, "AK_Chair_Wood_01_Free", "Chair", "Furniture/Chairs/Generic/AK_Chair_Wood_01.nif"
0x0012AAAD, "Chair_UtilityA01_Free", "Chair", "Furniture\Chairs\Chair_Utility\Chair_UtilityA01.nif"
0x0012AAAE, "Chair_UtilityA02_Free", "Chair", "Furniture\Chairs\Chair_Utility\Chair_UtilityA02.nif"
0x0012AC57, "Chair_Generic01_Child_DoNotPlace", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x0012B4B1, "CreatureGrazeLow", "", "Markers\InvisibleGeneric01.nif"
0x0012C9EC, "NPCDrink_Sitting", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x0012D0EB, "NPCBarStool_AtBar", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x0012E02F, "NPCBored_Sitting", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x0012EC06, "NPCExecutiveLean_Sitting", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x0012F277, "NPCChairOfficeMod08_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod08.nif"
0x0013028D, "NPCChairOfficeMod04_Table", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod04.nif"
0x00130361, "NPCChairRyujinTall01_Table", "Chair", "SetDressing\Ryujin\RyujinChairTall01.nif"
0x00132C60, "NABenchAAngle45ALeft02Alt", "Bench", "Architecture\City\NewAtlantis\StreetClutter\NABenchAAngle45ALeft02.nif"
0x00133357, "NPCExecutiveHandClasp_Sitting", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001345D0, "FutonBed02", "Futon", "Furniture\Beds\FutonBed02.nif"
0x0013460E, "FutonBed01", "Bed", "Furniture\Beds\FutonBed01.nif"
0x00138911, "NPCTableLeanBack", "", "Markers\InvisibleGeneric01.nif"
0x001389C1, "NPCStanding_DataSlate", "", "Markers\InvisibleGeneric01.nif"
0x00139C83, "Invisible_NPC_Terminal_Sitting", "Chair", "Markers\InvisibleGeneric01.nif"
0x001433BF, "_Template_Chair_Desk", "Chair", "Markers\InvisibleGeneric01.nif"
0x00146688, "RobotPoweredDown", "", "Markers\InvisibleGeneric01.nif"
0x0014CA07, "CreatureAmbush_JumpDown_Small", "", "Markers\InvisibleGeneric01.nif"
0x0014CA08, "CreatureAmbush_JumpDown_Medium", "", "Markers\InvisibleGeneric01.nif"
0x0014CA09, "CreatureAmbush_JumpDown_Large", "", "Markers\InvisibleGeneric01.nif"
0x0014CA0A, "CreatureAmbush_OnGround_Large", "", "Markers\InvisibleGeneric01.nif"
0x0014CA0B, "CreatureAmbush_OnGround_Medium", "", "Markers\InvisibleGeneric01.nif"
0x0014CA0C, "CreatureAmbush_OnGround_Small", "", "Markers\InvisibleGeneric01.nif"
0x0014CA0D, "CreatureAmbush_Underground_Large", "", "Markers\InvisibleGeneric01.nif"
0x0014CA0E, "CreatureAmbush_Underground_Medium", "", "Markers\InvisibleGeneric01.nif"
0x0014CA0F, "CreatureAmbush_Underground_Small", "", "Markers\InvisibleGeneric01.nif"
0x00150F2B, "GenStool02_AtBar", "Stool", "Furniture\Chairs\Generic\GenStool02.nif"
0x00152571, "NPCLeaningBartopBack_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x00155D2E, "BQ01_Furniture_HelgiBed", "Sleeping Bag", "SetDressing\Neon\HoboBed01.nif"
0x001593EE, "AmbushFurn_ParasiteA_Nest_JumpDown01_UseWithActorOnly", "", "Furniture\creatures\HeatLeechPod\parasitea_heatleechpod_jumpdown.nif"
0x00159504, "Scenes_TerrormorphReveal", "", "Markers\InvisibleGeneric01.nif"
0x0015E6EF, "AmbushFurn_ParasiteA_Nest_StandExit01_UseWithActorOnly", "", "Furniture\creatures\HeatLeechPod\ParasiteA_HeatLeechPodFurn.nif"
0x0016000F, "RobotPod_Large", "", "Furniture\RobotPods\Large\robotpodlarge_01.nif"
0x00160010, "RobotPod_Medium", "", "Furniture\RobotPods\Medium\robotpodmedium_01.nif"
0x00160011, "RobotPod_Small", "", "Furniture\RobotPods\Small\robotpodsmall_01.nif"
0x0016282D, "Scenes_COM_Quest_Andreja_Q01_Stage340_AndrejaTomisarPart01", "", "Markers\InvisibleGeneric01.nif"
0x00163A42, "ShipChairB_Seat_01_Console", "Chair", "Furniture\shipfurniture\shipchairb_seat_01.nif"
0x00163AA6, "ShipChairA_Seat_01_Console", "Chair", "Furniture\shipfurniture\shipchaira_seat_01.nif"
0x00163AAA, "ShipChairA_Seat_01_Desk", "Chair", "Furniture\shipfurniture\shipchaira_seat_01.nif"
0x00168185, "NPCMerchant_Standing", "", "Markers\InvisibleGeneric01.nif"
0x001694DE, "AmbushFurn_Terrormorph_Underground_FrontExitToStand", "", "Effects\CreatureEffectsGeneric\AmbushFurn_UndergroundExit_MoundDirtRocksLarge.nif"
0x0016D5A8, "AmbushFurn_Terrormorph_JumpDown01", "", "Markers\InvisibleGeneric01.nif"
0x0016FD0C, "ChairUtilityB01_Desk", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityB01.nif"
0x0016FF55, "StoolTall_03_AtBar", "Stool", "Furniture\Stools\StoolTall_03.nif"
0x00174A8F, "ShpIndIntAddOn_BuiltInBunk_Aft_A01", "Bed", "ships/industrial/interiors/perimetersmall\shpindintaddon_builtinbunk_aft_a01.nif"
0x00174A90, "ShpIndIntAddOn_BuiltInBunk_Aft_B01", "Bed", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInBunk_Aft_B01.nif"
0x00174A91, "ShpIndIntAddOn_BuiltInBunk_Fore_A01", "Bed", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInBunk_Fore_A01.nif"
0x00174A93, "ShpIndIntAddOn_BuiltInBunk_Port_A01", "Bed", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInBunk_Port_A01.nif"
0x00174A95, "ShpIndIntAddOn_BuiltInBunk_Stbd_A01", "Bed", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInBunk_Stbd_A01.nif"
0x0017B689, "Invisible_GalleyWorkbench02", "Galley", "markers/furnituremarkers\InvisibleTriggerVolume_B01.nif"
0x0017B7DB, "StoolTall_01_AtBar", "Stool", "Furniture/Stools/StoolTall_01.nif"
