FormID, EditorID, Name, Race, Acbs1, Acbs2, Acbs3, Acbs4, Factions
0x00029D2F, "MQ401I_MaleChild02", "", "Human", "0x20000008", "0x00010000", "0x00000000", "0x7FFA0023", ""
0x00029D30, "MQ401I_FemaleChild01", "", "Human", "0x20000009", "0x00010000", "0x00000000", "0x7FFA0023", ""
0x00029D32, "EncChildFaceM02", "Child", "Human", "0x00000008", "0x00010000", "0x00000000", "0x00000023", ""
0x00029D33, "EncChildFaceF02", "Child", "Human", "0x00000009", "0x00010000", "0x00000000", "0x00000023", ""
0x00029D34, "MQ401I_MaleChild01", "", "Human", "0x20000008", "0x00010000", "0x00000000", "0x7FFA0023", ""
0x00029D35, "MQ401I_FemaleChild02", "", "Human", "0x20000009", "0x00010000", "0x00000000", "0x7FFA0023", ""
0x0002A998, "EncCitizenFaceF10_WesternAmerican_AltFace", "", "Human", "0x00000011", "0x00010005", "0x00000000", "0x00000023", "SQ_Captive_GenericDialogueFaction(255)"
0x0002A9B6, "EncCitizenFaceM01_EvenToned_AltFace02", "", "Human", "0x00000010", "0x00010005", "0x00000000", "0x00000023", ""
0x0002A9B9, "EncCitizenFaceM01_Rough_AltFace", "", "Human", "0x00000010", "0x00010005", "0x00000000", "0x00000023", "SQ_Captive_GenericDialogueFaction(255)"
0x0002B0D3, "PCM_Charybdis_CharybdisIII_PreyC_Swimmer", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002B103, "Personnel_C_Generic_Autobahn02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x002E00B4", "0x00000000", "0x44BD0023", ""
0x0002B112, "EncShip_UCVanguard_C_Nimitz02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002C0159", "0x00000000", "0x44AA0023", ""
0x0002B11C, "EncShip_UCVanguard_C_Dullahan02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x004001EF", "0x00000000", "0x44AA0023", ""
0x0002B123, "EncShip_UCCitizen_C_Reef03_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00480113", "0x00000000", "0x44AA0023", ""
0x0002B129, "EncShip_UCCitizen_C_Reef02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003600D2", "0x00000000", "0x44AA0023", ""
0x0002B12F, "EncShip_UCCitizen_C_Reef01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00220087", "0x00000000", "0x44AA0023", ""
0x0002B135, "EncShip_UCCitizen_C_Personnel_Voyager03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00480113", "0x00000000", "0x44AA0023", ""
0x0002B138, "EncShip_UCCitizen_C_Personnel_Voyager02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003600D2", "0x00000000", "0x44AA0023", ""
0x0002B3AF, "SQ_Group_Lvl_Miner_Deimos_Female", "Deimos Miner", "Human", "0x00000009", "0x0008000F", "0x00000000", "0x7E3F0023", "SQ_Group_GroupFaction_Corp_Mining_Deimos"
0x0002B3B0, "SQ_Group_Corpse_Miner_Deimos_Female", "Deimos Miner", "Human", "0x02000009", "0x0008000F", "0x00000000", "0x7E3F0023", "SQ_Group_GroupFaction_Corp_Mining_Deimos"
0x0002B3B1, "SQ_Group_Corpse_Miner_Deimos_Male", "", "Human", "0x02000008", "0x0008000F", "0x00000000", "0x7EBF0023", "SQ_Group_GroupFaction_Corp_Mining_Deimos"
0x0002B3B2, "SQ_Group_Lvl_Miner_Deimos_Male", "", "Human", "0x00000008", "0x0008000F", "0x00000000", "0x7FBF0023", ""
0x0002B611, "UC_HallucinationVoice_FemaleOld_AUDIOONLY_NoAppearanceData", "Voice", "Human", "0x00000030", "0x00060000", "0x00000000", "0x00000023", ""
0x0002B612, "UC_HallucinationVoice_MaleRough_AUDIOONLY_NoAppearanceData", "Voice", "Human", "0x00000030", "0x00060000", "0x00000000", "0x00000023", ""
0x0002B84B, "LC107_Crew_Osterholt_Corpse", "Osterholt", "Human Corpse", "0x02000030", "0x00140005", "0x00000000", "0x7E3E0023", "SQ_Captive_GenericDialogueFaction(255)"
0x0002B8F6, "MS04_Loot_Mannequin_Mantis", "", "Mannequin", "0xE0110043", "0x00010000", "0x00000000", "0x32BE0023", ""
0x0002BCE1, "xDoNotUse_Personnel_A_Generic_Responder03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00060014", "0x00000000", "0x44BD0023", ""
0x0002C131, "CrowdActor_Neon_Female_01", "Citizen", "Human", "0x00040001", "0x00010000", "0x00000000", "0x10050023", ""
0x0002C13B, "CrowdActor_Neon_Male_01", "Citizen", "Human", "0x00040000", "0x00010000", "0x00000000", "0x10050023", ""
0x0002C1BB, "Personnel_B_Generic_Caravan02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00260078", "0x00000000", "0x44BD0023", ""
0x0002C1BD, "Personnel_B_Generic_Caravan03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003C00B9", "0x00000000", "0x44BD0023", ""
0x0002C1BF, "Personnel_B_Generic_Slipstream02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00240073", "0x00000000", "0x44BD0023", ""
0x0002C1C1, "Personnel_B_Generic_Sunsail02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00200064", "0x00000000", "0x44BD0023", ""
0x0002C1C3, "Personnel_B_Stroud_Roanoke02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00260078", "0x00000000", "0x04BD0023", ""
0x0002C1C5, "Personnel_B_Stroud_Roanoke03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003C00B9", "0x00000000", "0x04BD0023", ""
0x0002C1C7, "Freighter_B_Hopetech_PCH02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00300096", "0x00000000", "0x04BD0023", ""
0x0002C1C9, "Freighter_B_Hopetech_Spacetruk03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003E00BE", "0x00000000", "0x04BD0023", ""
0x0002C1CB, "Freighter_B_Stroud_Venture02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00220069", "0x00000000", "0x04BD0023", ""
0x0002C1CD, "Freighter_B_Stroud_Venture03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00300096", "0x00000000", "0x04BD0023", ""
0x0002C1CF, "Freighter_B_Taiyo_Pelican02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0028007D", "0x00000000", "0x44BD0023", ""
0x0002C1D1, "General_B_Taiyo_Dolphin02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003C00B9", "0x00000000", "0x44BD0023", ""
0x0002C1D6, "Cargo_B_Generic_AsphaltCB02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00200064", "0x00000000", "0x04BD0023", ""
0x0002C1D8, "Cargo_B_Generic_AsphaltCB03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x002E0091", "0x00000000", "0x04BD0023", ""
0x0002C1DA, "Cargo_B_Generic_CarryALL02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00260078", "0x00000000", "0x04BD0023", ""
0x0002C1DD, "Cargo_B_Generic_CarryALL03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003E00BE", "0x00000000", "0x04BD0023", ""
0x0002C1E2, "Cargo_B_Generic_SpaceOX02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x0028007D", "0x00000000", "0x04BD0023", ""
0x0002C1E6, "Cargo_B_Generic_SpaceOX03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x004200CD", "0x00000000", "0x04BD0023", ""
0x0002C1E8, "Cargo_B_Generic_Wagontrain02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00200064", "0x00000000", "0x04BD0023", ""
0x0002C1EA, "Cargo_B_Generic_Wagontrain03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x002E0091", "0x00000000", "0x04BD0023", ""
0x0002C1EC, "Destroyer_B_Nova_Blackhawk02_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x002E00F0", "0x00000000", "0x04BD0023", ""
0x0002C1EE, "Destroyer_B_Nova_Blackhawk03_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003C0136", "0x00000000", "0x04BD0023", ""
0x0002C1F0, "Destroyer_B_Nova_Ranger02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002400BE", "0x00000000", "0x04BD0023", ""
0x0002C1F2, "Destroyer_B_Nova_Ranger03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002E00F0", "0x00000000", "0x04BD0023", ""
0x0002C1F4, "xDoNotUse_Destroyer_B_Nova_Ranger04_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00500000", "0x00000000", "0x04BD0023", ""
0x0002C1F6, "Destroyer_B_Stroud_Conquerer01_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0010005A", "0x00000000", "0x04BD0023", ""
0x0002C1FC, "Destroyer_B_Stroud_Privateer03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0034010E", "0x00000000", "0x04BD0023", ""
0x0002C202, "EncShip_FreestarCitizen_B_Slipstream01_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00100037", "0x00000000", "0x44AA0023", ""
0x0002C204, "EncShip_FreestarCitizen_B_Slipstream02_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00240073", "0x00000000", "0x44AA0023", ""
0x0002C206, "EncShip_UCCitizen_B_Slipstream01_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00100037", "0x00000000", "0x44AA0023", ""
0x0002C208, "EncShip_UCCitizen_B_Slipstream02_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00240073", "0x00000000", "0x44AA0023", ""
0x0002C218, "EncShip_Deimos_B_Hoplite02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00160078", "0x00000000", "0x44BF0023", ""
0x0002C21A, "EncShip_Deimos_B_Hoplite03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003000FA", "0x00000000", "0x44BF0023", ""
0x0002C220, "EncShip_Deimos_B_Phalanx02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002000AA", "0x00000000", "0x44BF0023", ""
0x0002C223, "EncShip_Deimos_B_Phalanx03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002E00F0", "0x00000000", "0x44BF0023", ""
0x0002C225, "EncShip_Deimos_C_Celestial02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003C00B9", "0x00000000", "0x44BF0023", ""
0x0002C227, "EncShip_Ecliptic_B_Rapier03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00340000", "0x00000000", "0x04AA0023", ""
0x0002C229, "EncShip_Ecliptic_B_Scimitar03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003C0136", "0x00000000", "0x04AA0023", ""
0x0002C22B, "EncShip_FreestarCitizen_B_Cargo_CarryAll01_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00140041", "0x00000000", "0x44AA0023", ""
0x0002C22D, "EncShip_FreestarCitizen_B_Cargo_CarryAll02_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00260078", "0x00000000", "0x44AA0023", ""
0x0002C22F, "EncShip_FreestarCitizen_B_Cargo_CarryAll03_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x003E00BE", "0x00000000", "0x44AA0023", ""
0x0002C231, "EncShip_FreestarCitizen_B_Cargo_SpaceOx01_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00160046", "0x00000000", "0x44AA0023", ""
0x0002C233, "EncShip_FreestarCitizen_B_Cargo_SpaceOx02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x0028007D", "0x00000000", "0x44AA0023", ""
0x0002C235, "EncShip_FreestarCitizen_B_Cargo_SpaceOx03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x004200CD", "0x00000000", "0x44AA0023", ""
0x0002C237, "EncShip_FreestarCitizen_B_Cargo_Pelican01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00140041", "0x00000000", "0x44AA0023", ""
0x0002C239, "EncShip_FreestarCitizen_B_Cargo_Pelican02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0028007D", "0x00000000", "0x44AA0023", ""
0x0002C23B, "EncShip_FreestarCitizen_B_Personnel_Caravan01_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x0012003C", "0x00000000", "0x44AA0023", ""
0x0002C23D, "EncShip_FreestarCitizen_B_Personnel_Caravan02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00260078", "0x00000000", "0x44AA0023", ""
0x0002C23F, "EncShip_FreestarCitizen_B_Personnel_Caravan03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003C00B9", "0x00000000", "0x44AA0023", ""
0x0002C243, "EncShip_FreestarSecurity_B_Dolphin01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00240073", "0x00000000", "0x04AA0023", ""
0x0002C246, "EncShip_FreestarSecurity_B_Dolphin02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003C00B9", "0x00000000", "0x04AA0023", ""
0x0002C248, "EncShip_Hopetech_B_PCH02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00300096", "0x00000000", "0x44BF0023", ""
0x0002C24A, "EncShip_Hopetech_B_Spacetruk03_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003E00BE", "0x00000000", "0x44BF0023", ""
0x0002C24E, "EncShip_Nova_B_Blackhawk01_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x002400BE", "0x00000000", "0x44BF0023", ""
0x0002C250, "EncShip_Nova_B_Blackhawk02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x002E00F0", "0x00000000", "0x44BF0023", ""
0x0002C252, "EncShip_Nova_B_Blackhawk03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003C0136", "0x00000000", "0x44BF0023", ""
0x0002C261, "EncShip_Nova_B_Ranger02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002400BE", "0x00000000", "0x44BF0023", ""
0x0002C264, "EncShip_Nova_B_Ranger03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002E00F0", "0x00000000", "0x44BF0023", ""
0x0002C266, "xDoNotUse_EncShip_Nova_B_Ranger04_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00500000", "0x00000000", "0x44BF0023", ""
0x0002C26A, "EncShip_StarParcel_B_Spacetruk01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0012003C", "0x00000000", "0x44AA0023", ""
0x0002C2BF, "EncShip_StarParcel_B_Spacetruk02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00240073", "0x00000000", "0x44AA0023", ""
0x0002C2C1, "EncShip_StarParcel_B_Spacetruk03_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003E00BE", "0x00000000", "0x44AA0023", ""
0x0002C2C9, "EncShip_Stroud_B_Conquerer01_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0010005A", "0x00000000", "0x44BF0023", ""
0x0002C301, "EncShip_Stroud_B_Conquerer02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002000AA", "0x00000000", "0x44BF0023", ""
0x0002C339, "EncShip_Stroud_B_Conquerer03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00380122", "0x00000000", "0x44BF0023", ""
0x0002C33B, "EncShip_Stroud_B_Privateer03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0034010E", "0x00000000", "0x44BF0023", ""
0x0002C3A9, "EncShip_Stroud_B_Roanoke02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00260078", "0x00000000", "0x44BF0023", ""
0x0002C3B4, "EncShip_Stroud_B_Roanoke03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x003C00B9", "0x00000000", "0x44BF0023", ""
0x0002C3BE, "EncShip_Stroud_B_Venture02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00220069", "0x00000000", "0x44BF0023", ""
0x0002C3C1, "EncShip_Stroud_B_Venture03_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00300096", "0x00000000", "0x44BF0023", ""
0x0002C69D, "EncShip_Taiyo_B_Dolphin02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003C00B9", "0x00000000", "0x44BF0023", ""
0x0002C6E8, "EncShip_Taiyo_B_Falcon02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00180082", "0x00000000", "0x44BF0023", ""
0x0002C722, "EncShip_Taiyo_B_Falcon03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003000FA", "0x00000000", "0x44BF0023", ""
0x0002C737, "EncShip_Taiyo_B_Hammerhead02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x002000AA", "0x00000000", "0x44BF0023", ""
0x0002C74C, "EncShip_Taiyo_B_Hammerhead03_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00380122", "0x00000000", "0x44BF0023", ""
0x0002C750, "EncShip_Taiyo_B_Pelican02_Template_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0028007D", "0x00000000", "0x44BF0023", ""
0x0002C769, "EncShip_TheFirst_B_Combat_Pterosaur01_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x000E0050", "0x00000000", "0x04AA0023", ""
0x0002C887, "EncShip_TheFirst_B_Combat_Pterosaur02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00160078", "0x00000000", "0x04AA0023", ""
0x0002C889, "EncShip_TheFirst_B_Combat_Pterosaur03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x002800D2", "0x00000000", "0x04AA0023", ""
0x0002C891, "EncShip_TheFirst_B_Zumwalt01_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00140000", "0x00000000", "0x04AA0023", ""
0x0002C8A9, "EncShip_TheFirst_B_Zumwalt02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00200000", "0x00000000", "0x04AA0023", ""
0x0002CA58, "EncShip_UCCitizen_B_Cargo_CarryAll01_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00140041", "0x00000000", "0x44AA0023", ""
0x0002CA6E, "EncShip_UCCitizen_B_Cargo_CarryAll02_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00260078", "0x00000000", "0x44AA0023", ""
0x0002CAF8, "EncShip_UCCitizen_B_Cargo_CarryAll03_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x003E00BE", "0x00000000", "0x44AA0023", ""
0x0002CAFB, "EncShip_UCCitizen_B_Cargo_SpaceOx01_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00160046", "0x00000000", "0x44AA0023", ""
0x0002CB12, "LC043_LvlMarine_SY920_Sniper_Male", "", "Human", "0x00000000", "0x0005000A", "0x00000000", "0x7FBF0023", ""
0x0002CB18, "EncShip_UCCitizen_B_Cargo_SpaceOx02_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x0028007D", "0x00000000", "0x44AA0023", ""
0x0002CB1D, "EncShip_UCCitizen_B_Cargo_SpaceOx03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x004200CD", "0x00000000", "0x44AA0023", ""
0x0002CB20, "EncShip_UCCitizen_B_Cargo_Pelican01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00140041", "0x00000000", "0x44AA0023", ""
0x0002CB22, "EncShip_UCCitizen_B_Cargo_Pelican02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x0028007D", "0x00000000", "0x44AA0023", ""
0x0002CB33, "EncShip_UCCitizen_B_Roanoke01_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00100037", "0x00000000", "0x44AA0023", ""
0x0002CB35, "EncShip_UCCitizen_B_Roanoke02_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00260078", "0x00000000", "0x44AA0023", ""
0x0002CB3C, "EncShip_UCCitizen_B_Roanoke03_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x003C00B9", "0x00000000", "0x44AA0023", ""
0x0002CB61, "EncShip_UCNavy_B_Hoplite03_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003000FA", "0x00000000", "0x04AA0023", ""
0x0002CB66, "EncShip_UCSecurity_B_Hoplite03_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x003000FA", "0x00000000", "0x04AA0023", ""
0x0002CB68, "EncShip_UCVanguard_B_Zumwalt02_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00200000", "0x00000000", "0x44AA0023", ""
0x0002CB99, "EncShip_UCVanguard_B_Zumwalt03_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00340000", "0x00000000", "0x44AA0023", ""
0x0002CC6D, "MantisShip_Template_AutopilotAI", "Pilot", "AutopilotRace", "0x00000011", "0x0006001E", "0x00000000", "0x00000023", "MS04MantisShipFaction"
0x0002D5B5, "EncCrew_0_TemplateGeneric_NoFlavorDialogue", "", "Human", "0x00000009", "0x00010000", "0x00000000", "0x4EBB0023", "CitizenGenericNPCFaction, PotentialCrewFaction"
0x0002DD56, "UC_CY_WaylonParker", "Waylon Parker", "Human", "0x00000020", "0x00010000", "0x00000000", "0x7E0A0023", "CrimeFactionUC, CydoniaFaction"
0x0002E342, "PCM_Charybdis_CharybdisII_CritterA", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E343, "PCM_Charybdis_CharybdisII_PredatorA", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E344, "PCM_Charybdis_CharybdisII_PreyA", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E345, "PCM_Charybdis_CharybdisII_CritterB", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E346, "PCM_Charybdis_CharybdisII_CritterC", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E347, "PCM_Charybdis_CharybdisII_PredatorB", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E348, "PCM_Charybdis_CharybdisII_PredatorC", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E349, "PCM_Charybdis_CharybdisII_PredatorD", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E34A, "PCM_Charybdis_CharybdisII_PreyB", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E34B, "PCM_Charybdis_CharybdisII_PreyC", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E34C, "PCM_Charybdis_CharybdisII_PreyD", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x0002E91C, "EncCrew_OutpostEngineeringSpecialist", "Outpost Engineering Specialist", "Human", "0x00000001", "0x00010000", "0x00000000", "0x5E370023", ""
0x0002E97B, "MQ301_Mannequin_NASA", "", "Mannequin", "0xE0110042", "0x00010000", "0x00000000", "0x52BE0023", ""
0x0002F165, "Biome_Predator_NoLair_Solitary", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x7FBF0023", ""
0x0002F8D0, "BE_KT06_PilotTaeHyun", "Tae-Hyun Kang", "Human", "0x00000000", "0x00010000", "0x00000000", "0x01030023", ""
0x0002F8D1, "BE_KT06_Emeka", "Emeka Mosely", "Human", "0x00000000", "0x00010000", "0x00000000", "0x01030023", ""
0x0002F8FD, "OutpostShipbuilderVendor", "Ship Services Technician", "Human", "0xE0900042", "0x00010000", "0x00000000", "0x51130023", "ShipServicesFaction"
0x0002FDA7, "MQ101_LinTedStandin", "Supervisor Lin", "Human", "0x40000013", "0x00060000", "0x00000000", "0x00000023", "MQ101MinerFaction, PlayerAllyFaction"
0x0002FDA9, "MQ101_HellerTedStandin", "Heller", "Human", "0x40000012", "0x00060000", "0x00000000", "0x00000023", "MQ101MinerFaction, PlayerAllyFaction"
0x0002FDF7, "EncCrew_OutpostManagementSpecialist", "Outpost Management Specialist", "Human", "0x00000001", "0x00010000", "0x00000000", "0x5E370023", ""
0x00030763, "ChargenPresetFemale03_Swap", "", "Human", "0x00000002", "0x00010000", "0x00000000", "0x00000023", ""
0x00030764, "ChargenPresetFemale04_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x00030765, "ChargenPresetFemale12_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x00030766, "ChargenPresetFemale13_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x00030767, "ChargenPresetFemale14_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x00030768, "ChargenPresetFemale15_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x00030769, "ChargenPresetFemale16_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x0003076A, "ChargenPresetFemale17_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x0003076B, "ChargenPresetFemale05_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x0003076C, "ChargenPresetFemale19_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x0003076D, "ChargenPresetFemale06_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x0003076E, "ChargenPresetFemale07_Swap", "", "Human", "0x00000004", "0x00010000", "0x00000000", "0x00000023", ""
0x0003076F, "ChargenPresetFemale08_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x00030770, "ChargenPresetFemale09_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x00030771, "ChargenPresetFemale10_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x0003077C, "ChargenPresetFemale18_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x0003077D, "ChargenPresetFemale11_Swap", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00000023", ""
0x000307A4, "ChargenPresetMale03_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307A5, "ChargenPresetMale04_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307A6, "ChargenPresetMale05_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307A7, "ChargenPresetMale06_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307C9, "ChargenPresetMale07_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307CA, "ChargenPresetMale08_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307CB, "ChargenPresetMale09_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307CC, "ChargenPresetMale10_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307CD, "ChargenPresetMale11_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
0x000307CE, "ChargenPresetMale12_Swap", "", "Human", "0x00000005", "0x00010000", "0x00000000", "0x00000023", ""
