FormID, EditorID, Name, Value, Weight, Unknown3, Model
0x000A7016, "Clothes_Crowd_Neon_FishingGear_01_Overweight_NOTPLAYABLE", "Neon Fishing Gear", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7017, "Clothes_Crowd_Neon_BlouseAndSkirt_01_Thin_NOTPLAYABLE", "Neon Crowdfit Blouse And Skirt", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7018, "Clothes_Crowd_Neon_Tracksuit_01_Overweight_NOTPLAYABLE", "Neon Tracksuit", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A701C, "Clothes_Crowd_Neon_Catsuit_01_Thin_NOTPLAYABLE", "Neon Fashion", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A701E, "Clothes_Crowd_Neon_Fashion_02_Thin_NOTPLAYABLE", "Neon Fashion 02", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A701F, "Clothes_Crowd_Neon_FishingGear_01_Thin_NOTPLAYABLE", "Neon Fishing Gear", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7021, "Clothes_Crowd_Neon_Jumpsuit_01_Thin_NOTPLAYABLE", "Neon Jumpsuit", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7022, "Clothes_Crowd_Neon_Rainwear_01_Thin_NOTPLAYABLE", "Neon Rainwear", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7023, "Clothes_Crowd_Neon_Fashion_01_Overweight_NOTPLAYABLE", "Neon Fashion", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7024, "Clothes_Crowd_Neon_Fashion_02_Overweight_NOTPLAYABLE", "Neon Fashion 02", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7025, "Clothes_Crowd_Neon_BlouseAndSkirt_01_Overweight_NOTPLAYABLE", "Neon Crowdfit Blouse And Skirt", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000B41CB, "Skin_ModelA_Combat_Generic_Heavy_Styx", "SkinModelA Generic HeavyCombat_Styx", "0", "0.000000", "0", ""
0x000B41CD, "Skin_ModelA_Combat_Generic_Heavy_RedDevil", "SkinModelA Generic HeavyCombat", "0", "0.000000", "0", ""
0x000B7BC5, "Skin_ModelA_Medic_Varrun", "SkinModelA Varrun", "0", "0.000000", "0", ""
0x000B8803, "Clothes_Neuroamp_01_NOTPLAYABLE", "Neuroamp", "100", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x000C47A0, "Clothes_Medical_Doctor_01_NASA", "NASA Lab Uniform", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x000C8690, "Skin_MiniBotA_Base_Clean", "", "0", "0.000000", "0", ""
0x000C8692, "Skin_MiniBotA_Gardening_Clean", "", "0", "0.000000", "0", ""
0x000C8694, "Skin_MiniBotA_Sanitation_Clean", "", "0", "0.000000", "0", ""
0x000C8695, "Skin_MiniBotA_Security_Clean", "", "0", "0.000000", "0", ""
0x000C900A, "Clothes_Neon_Entertainer_01_Hat", "Neon Dancer Headwear", "56", "0.200000", "0", "Clothes\outfit_neon_entertainer_01\Outfit_Neon_Entertainer_01_Hat_GO.nif"
0x000CC4D1, "Clothes_Flightsuit_01_security", "Security Flightsuit", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x000CC4F6, "Clothes_Worker_Jumpsuit_ECS_Security", "ECS Security Uniform", "132", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000D41F5, "Clothes_UCNavy_Armored_SY-920_NOTPLAYABLE", "SY-920 Armored Fatigues", "375", "1.500000", "0", "SetDressing\OutfitContainer01.nif"
0x000D41F6, "Clothes_UCNavy_Light_Armored_01_SY-920_NOTPLAYABLE", "SY-920 Scout Fatigues", "300", "1.500000", "0", "SetDressing\OutfitContainer01.nif"
0x000D41F7, "Clothes_UCNavy_Light_Armored_02_SY-920_NOTPLAYABLE", "SY-920 Recon Fatigues", "300", "1.500000", "0", "SetDressing\OutfitContainer01.nif"
0x000D41F8, "Clothes_UCNavy_SY-920_NOTPLAYABLE", "SY-920 Fatigues", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x000D4893, "Clothes_Chronomark_Mq101_NOTPLAYABLE", "Chronomark", "0", "0.000000", "0", ""
0x000D981C, "Clothes_Prisoner_Scrubs_SysDef", "SysDef Prison Scrubs", "38", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000DBFDA, "Clothes_Security_Guard_01_Trident", "Trident Guard Uniform", "225", "2.100000", "0", "SetDressing\OutfitContainer01.nif"
0x000E1B4D, "Skin_ModelS_Combat_Slayton", "SkinModelS Tactical_Slayton_Light", "0", "0.000000", "0", ""
0x000EF9AC, "SpaceSuit_UCMarine_Backpack_UCSEC", "UC Security", "1935", "7.000000", "0", "Clothes\spacesuit_ucmarine\UCMarine_Backpack_GO.nif"
0x000EF9AD, "Spacesuit_UCMarine_Body_UCSEC", "UC Security Spacesuit", "6235", "7.400000", "0", "SetDressing\SpaceSuitContainer_Green.nif"
0x000EF9AE, "Spacesuit_UCMarine_Body_Armored_UCSEC", "UC Sec Starlaw Spacesuit", "9950", "12.000000", "0", "SetDressing\SpaceSuitContainer_Green.nif"
0x000EF9AF, "Spacesuit_UCMarine_Body_LightArmored_UCSEC", "UC Sec Recon Spacesuit", "7475", "8.600000", "0", "SetDressing\SpaceSuitContainer_Green.nif"
0x000EF9B0, "Spacesuit_UCMarine_Body_Padded_UCSEC", "UC Sec Combat Spacesuit", "8835", "8.000000", "0", "SetDressing\SpaceSuitContainer_Green.nif"
0x000EF9B1, "SpaceSuit_UCMarine_Helmet_UCSEC", "UC Security Space Helmet", "1565", "2.200000", "0", "Clothes\spacesuit_ucmarine\UCMarine_Helmet_GO.nif"
0x000EF9B2, "Spacesuit_UCMarine_Helmet_Armored_UCSEC", "UC Sec Spaceriot Helmet", "2540", "3.700000", "0", "Clothes\spacesuit_ucmarine\UCMarine_Helmet_Armored_GO.nif"
0x000F4C06, "CF05_Clothes_SY920_EnsignUniformArmor03", "SY-920 Ensign Fatigues", "225", "1.500000", "0", "SetDressing\OutfitContainer01.nif"
0x000F4C07, "CF05_Clothes_SY920_EnsignUniformArmor02", "SY-920 Ensign Fatigues", "225", "1.500000", "0", "SetDressing\OutfitContainer01.nif"
0x000F4C0F, "CF05_Clothes_SY920_ScientistUniform", "SY-920 Scientist Outfit", "225", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F51BA, "CrowdHead_af_md1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F51BB, "CrowdHead_af_md1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F51BC, "CrowdHead_af_md1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F51BD, "CrowdHead_af_ol1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F51BE, "CrowdHead_af_ol1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F67C1, "CrowdHead_af_ol1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F6AA3, "CrowdHead_af_yo1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F6AA4, "CrowdHead_af_yo1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F6AAA, "CrowdHead_af_yo1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F6AB2, "CrowdHead_as_md1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F6AB4, "CrowdHead_as_md1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F75A6, "CrowdHead_as_md1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F7801, "CrowdHead_as_ol1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F7BC4, "CrowdHead_as_ol1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F7C4E, "CrowdHead_as_ol1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F8799, "CrowdHead_as_yo1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F88D0, "CrowdHead_as_yo1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F9582, "CrowdHead_as_yo1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F9586, "CrowdHead_eu_md1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F9635, "CrowdHead_eu_md1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F9636, "CrowdHead_eu_md1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F9642, "CrowdHead_eu_yo1_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F96D5, "CrowdHead_eu_yo1_Overweight_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000F96D6, "CrowdHead_eu_yo1_Thin_NOTPLAYABLE", "Crowd Head", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000FBA03, "SpaceSuit_Diver_01_NOTPLAYABLE", "Deepseeker Spacesuit", "8585", "7.800000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x000FBA04, "Spacesuit_Explorer_01_NOTPLAYABLE", "Explorer Spacesuit", "20470", "8.400000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x000FD333, "Spacesuit_Miner_Backpack_Orange", "Deepcore", "875", "6.100000", "0", "Clothes\Spacesuit_Miner\SSMiner_Backpack_GO.nif"
0x000FFDB1, "MQ206B_Clothes_Sanctum_Priest", "Sanctum Priest Vestment", "375", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x00100517, "Clothes_Neuroamp_NeuroBoost02", "NeuroBoost Mark II", "6500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x00100518, "Clothes_Neuroamp_NeuroBoost03", "NeuroBoost Mark III", "9500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x00100519, "Clothes_Neuroamp_NeuroCom01", "NeuroCom Mark I", "3500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x0010051A, "Clothes_Neuroamp_NeuroCom02", "NeuroCom Mark II", "6500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x0010051B, "Clothes_Neuroamp_NeuroCom03", "NeuroCom Mark III", "9500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x0010051C, "Clothes_Neuroamp_NeuroTac01", "NeuroTac Mark I", "3500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x0010051D, "Clothes_Neuroamp_NeuroTac02", "NeuroTac Mark II", "6500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x0010051F, "Clothes_Neuroamp_NeuroTac03", "NeuroTac Mark III", "9500", "0.100000", "0", "SetDressing\Neuroamp_Prototype\neuroamp_prototype_01.nif"
0x00102E15, "Spacesuit_Assault_01Cydonia_NOTPLAYABLE", "Cydonia Spacesuit", "9660", "7.500000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x00102E2E, "Spacesuit_Assault_Backpack_01_Cydonia_NOTPLAYABLE", "Cydonia", "3080", "6.300000", "0", "Clothes\Spacesuit_Assault_01\Spacesuit_Assault_Backpack_01_GO.nif"
0x00102E39, "Spacesuit_Assault_Helmet_01_Cydonia_NOTPLAYABLE", "Cydonia Space Helmet", "2470", "2.100000", "0", "Clothes\Spacesuit_Assault_01\Spacesuit_Assault_Helmet_01_GO.nif"
0x00102E42, "Spacesuit_Miner_Orange_NOTPLAYABLE", "Deepcore Spacesuit", "3050", "7.000000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x00102F47, "Spacesuit_BountyHunter_01_NOTPLAYABLE", "Bounty Hunter Spacesuit", "20780", "20.900000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x00102F71, "SpaceSuit_BountyHunter_01_Backpack_A_NOTPLAYABLE", "Bounty Hunter Stalk", "6785", "10.800000", "0", "Clothes\Spacesuit_BountyHunter_01\SpaceSuit_BountyHunter_Backpack_Base_01_GO.nif"
0x00102F72, "SpaceSuit_BountyHunter_01_Helmet_NOTPLAYABLE", "Bounty Hunter Space Helmet", "5400", "6.900000", "0", "Clothes\Spacesuit_BountyHunter_01\SpaceSuit_BountyHunter_Helmet_01_GO.nif"
0x0010300E, "Skin_Turret_Laser_01_ShortCorpse", "", "0", "0.000000", "0", ""
0x0010300F, "Skin_Turret_Laser_02_QuadrapodCorpse", "", "0", "0.000000", "0", ""
0x00103012, "Skin_Turret_Laser_03_TallCorpse", "", "0", "0.000000", "0", ""
0x00103013, "Skin_Turret_Laser_04_CompactCorpse", "", "0", "0.000000", "0", ""
0x0010462E, "Spacesuit_Mercenary_01_NOTPLAYABLE", "Mercenary Spacesuit", "21085", "13.200000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x0010462F, "SpaceSuit_Mercenary_Backpack_01_NOTPLAYABLE", "Mercenary", "6885", "8.200000", "0", "Clothes\Spacesuit_Mercenary_01\Spacesuit_Mercenary_Backpack_01_GO.nif"
0x00104630, "SpaceSuit_Mercenary_Helmet_01_NOTPLAYABLE", "Mercenary Space Helmet", "5480", "4.100000", "0", "Clothes\Spacesuit_Mercenary_01\Spacesuit_Mercenary_Helmet_01_GO.nif"
0x00104631, "Spacesuit_Constellation_Backpack_01_NOTPLAYABLE", "Constellation", "2680", "6.500000", "0", "Clothes\Spacesuit_Constellation\SpaceSuit_Constellation_Backpack_GO.nif"
0x00104632, "Spacesuit_Constellation_Helmet_01_NOTPLAYABLE", "Constellation Space Helmet", "2150", "2.300000", "0", "Clothes\Spacesuit_Constellation\SpaceSuit_Constellation_Helmet_GO.nif"
0x00104633, "Spacesuit_UCVanguard_Helmet_Armored_NOTPLAYABLE", "UC Vanguard Space Helmet", "2540", "2.200000", "0", "Clothes\Spacesuit_UCPilot_01\Spacesuit_UCPilot_Helmet_01_GO.nif"
0x00104634, "Spacesuit_UCVanguard_LightArmored_NOTPLAYABLE", "UC Vanguard Spacesuit", "7475", "7.400000", "0", "SetDressing\SpaceSuitContainer_Green.nif"
0x00104635, "Spacesuit_UCPilot_Backpack_Vanguard_NOTPLAYABLE", "UC Vanguard Pilot", "1960", "7.000000", "0", "Clothes\Spacesuit_UCPilot_01\Spacesuit_UCPilot_Backpack_01_GO.nif"
0x00105EAD, "Spacesuit_Miner_Backpack_NOTPLAYABLE", "Deep Mining", "875", "6.100000", "0", "Clothes\Spacesuit_Miner\SSMiner_Backpack_GO.nif"
0x001072D4, "Spacesuit_SpaceTrucker_Generic_NOTPLAYABLE", "Star Roamer Spacesuit", "3140", "7.800000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x0010738A, "SpaceSuit_SpaceTrucker_Generic_Backpack_NOTPLAYABLE", "Star Roamer", "900", "6.300000", "0", "Clothes\Spacesuit_SpaceTrucker\Spacesuit_SpaceTrucker_Backpack_GO.nif"
0x0010799A, "Clothes_Faye_Sengsavahn", "Faye Sengsavahn's Outfit", "525", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x00108353, "Clothes_UC_Navy_Officer_SysDef_Ikande", "Ikande's SysDef Officer Uniform", "525", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00108A8E, "SpaceSuit_SpaceTrucker_Generic_Helmet_NOTPLAYABLE", "Star Roamer Space Helmet", "745", "2.200000", "0", "Clothes\Spacesuit_SpaceTrucker\Spacesuit_SpaceTrucker_Helmet_GO.nif"
0x00108C84, "Spacesuit_Ranger_01_NOTPLAYABLE", "Ranger Spacesuit", "9805", "10.500000", "0", "SetDressing\SpaceSuitContainer_Blue.nif"
0x00108DB9, "Spacesuit_Ranger_Backpack_01_NOTPLAYABLE", "Ranger", "3125", "7.300000", "0", "Clothes\Spacesuit_Ranger_01\SpaceSuit_Ranger_Backpack_01_GO.nif"
0x00108DBD, "Spacesuit_Ranger_Helmet_01_NOTPLAYABLE", "Ranger Space Helmet", "2505", "3.200000", "0", "Clothes\Spacesuit_Ranger_01\SpaceSuit_Ranger_Helmet_01_GO.nif"
0x0010A25D, "Spacesuit_UC_XenoSpecialist_Backpack_UC08_Reward", "UC AntiXeno", "3170", "8.800000", "0", "Clothes\spacesuit_ucmarine\UCMarine_Backpack_GO.nif"
0x0010A25E, "Spacesuit_UC_XenoSpecialist_Helmet_UC08_Reward", "UC AntiXeno Space Helmet", "2540", "4.800000", "0", "Clothes\spacesuit_ucmarine\UCMarine_Helmet_GO.nif"
0x00113D5E, "Skin_Turret_Laser_04_Compact", "", "0", "0.000000", "0", ""
0x00118801, "Skin_MiniBotA_Sanitation", "", "0", "0.000000", "0", ""
0x0011F3A7, "Clothes_Neon_BusinessSuit_Seokguh_Syndicate_Member_01", "Syndicate Thug Suit", "525", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0011F3A8, "Clothes_Neon_BusinessSuit_Seokguh_Syndicate_Member_02", "Syndicate Capo Suit", "525", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0011F3AC, "Clothes_Neon_BusinessSuit_Seokguh_Syndicate_Member_03", "Syndicate Club Suit", "525", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0011F3AD, "Clothes_Neon_BusinessSuit_Seokguh_Syndicate_Leader_01", "Syndicate Boss Suit", "525", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0011F3B0, "Clothes_Neon_BusinessSuit_Seokguh_Syndicate_Leader_02", "Syndicate Pinstripes", "525", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0012AAC6, "Spacesuit_Assault_Backpack_01_NoBoostpack_NOTPLAYABLE", "Shocktrooper Pack", "3080", "6.300000", "0", "Clothes\Spacesuit_Assault_01\Spacesuit_Assault_Backpack_01_GO.nif"
0x0012B4B3, "Clothes_Akila_Security_Hat", "Akila Security Hat", "38", "0.200000", "0", "Clothes\outfit_akila_security\Outfit_Akila_Security_Hat_GO.nif"
0x0012E187, "Spacesuit_Starborn_01_PlayerOrFollower", "Starborn Spacesuit Astra", "51670", "17.400000", "0", "SetDressing\SpaceSuitContainer_black.nif"
0x00133D86, "Skin_ModelS_Expedition_Variant_01", "SkinModelS Expedition Version 01", "0", "0.000000", "0", ""
0x00133D96, "Skin_ModelS_Expedition_Variant_02", "SkinModelS Expedition Version 02", "0", "0.000000", "0", ""
0x00133D9E, "Skin_ModelS_Expedition_Variant_03", "SkinModelS Expedition Version 03", "0", "0.000000", "0", ""
0x001341E0, "Skin_ModelS_Expedition_Variant_04", "SkinModelS Expedition Version 04", "0", "0.000000", "0", ""
0x001341E4, "Clothes_Andreja", "Andreja's Outfit", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001345CF, "Clothes_NewAtlantis_Child_CargoPantsBoots_ECS_NOTPLAYABLE", "Child Clothes", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x0013730B, "Clothes_Ranger_Vested_Deputy", "Ranger Deputy Uniform", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0013D981, "SpaceSuit_Starborn_CompanionNPC_NOTPLAYABLE", "Starborn Spacesuit Gravitas", "61265", "17.400000", "0", "SetDressing\SpaceSuitContainer_black.nif"
0x0013D982, "SpaceSuit_Starborn_HunterNPC_NOTPLAYABLE", "Starborn Spacesuit Venator", "68340", "17.400000", "0", "SetDressing\SpaceSuitContainer_black.nif"
0x0013D983, "SpaceSuit_Starborn_Unity_01_NPC_NOTPLAYABLE", "Starborn Spacesuit Solis", "59340", "17.400000", "0", "SetDressing\SpaceSuitContainer_black.nif"
0x0013D984, "SpaceSuit_Starborn_Unity_02_NPC_NOTPLAYABLE", "Starborn Spacesuit Tempus", "65105", "17.400000", "0", "SetDressing\SpaceSuitContainer_black.nif"
0x0013F97B, "Spacesuit_Recon_Helmet_01_PeaceReward", "Peacemaker Space Helmet", "2290", "1.800000", "0", "Clothes\Spacesuit_Recon_01\SpaceSuit_Recon_Helmet_01_GO.nif"
0x0013F97C, "Spacesuit_Recon_Backpack_01_PeaceReward", "Peacemaker", "2850", "6.300000", "0", "Clothes\Spacesuit_Recon_01\SpaceSuit_Recon_Backpack_01_GO.nif"
0x0013F97D, "Spacesuit_Recon_01_PeaceReward", "Peacemaker Spacesuit", "9060", "6.800000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x001466EA, "Clothes_UtilityOveralls_Mechanic_Black", "Black Leather Jumpsuit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466EB, "Clothes_UtilityOveralls_Mechanic_Brown", "Brown Leather Jumpsuit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466EC, "Clothes_UtilityOveralls_Mechanic_Gray", "Gray Leather Jumpsuit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466ED, "Clothes_UtilityOveralls_Mechanic_Teal", "Teal Leather Jumpsuit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466EE, "Clothes_UtilityOveralls_Mechanic_Tanktop_Black", "Black Elbow Grease Gear", "94", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x001466EF, "Clothes_UtilityOveralls_Mechanic_Tanktop_Brown", "Brown Elbow Grease Gear", "94", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x001466F0, "Clothes_UtilityOveralls_Mechanic_Tanktop_Gray", "Gray Elbow Grease Gear", "94", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x001466F1, "Clothes_UtilityOveralls_Mechanic_Tanktop_Teal", "Teal Elbow Grease Gear", "94", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x001466F2, "Clothes_UtilityOveralls_Mechanic_Welding_Black", "Black Engineering Outfit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466F3, "Clothes_UtilityOveralls_Mechanic_Welding_Brown", "Brown Engineering Outfit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466F4, "Clothes_UtilityOveralls_Mechanic_Welding_Gray", "Gray Engineering Outfit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466F5, "Clothes_UtilityOveralls_Mechanic_Welding_Teal", "Teal Engineering Outfit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x001466F6, "Clothes_UtilityOveralls_Welding_Helmet_Black", "Black Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466F7, "Clothes_UtilityOveralls_Welding_Helmet_Brown", "Brown Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466F8, "Clothes_UtilityOveralls_Welding_Helmet_Gray", "Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466F9, "Clothes_UtilityOveralls_Welding_Helmet_Teal", "Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466FA, "Clothes_UtilityOveralls_Welding_HelmetUp_Black", "Black Open Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466FB, "Clothes_UtilityOveralls_Welding_HelmetUp_Brown", "Brown Open Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466FC, "Clothes_UtilityOveralls_Welding_HelmetUp_Gray", "Gray Open Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466FD, "Clothes_UtilityOveralls_Welding_HelmetUp_Teal", "Teal Open Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x001466FF, "Clothes_ScienceLabTec_Xenofresh", "Xenofresh Tech Outfit", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0014E44E, "Clothes_Security_Guard_Helmet_01_Trident", "Trident Guard Helmet", "110", "0.500000", "0", "Clothes\outfit_security_guard_01\Outfit_Security_Guard_Helmet_GO.nif"
0x0015106D, "Skin_ModelA_Industrial_Variant_03_Junkyard", "SkinModelA Industrial Junkyard", "0", "0.000000", "0", ""
0x0015106E, "Skin_ModelA_Industrial_Variant_04_Construction", "SkinModelA Industrial Construction", "0", "0.000000", "0", ""
0x0015CA50, "RI07_Clothes_ResearchUniform", "Research Tech Outfit", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x00160FB8, "Skin_BipedA_Orchid", "", "0", "0.000000", "0", ""
0x001625DB, "Clothes_UtilityOveralls_DJBoreal_Hat_HeadphonesUp", "DJ Headphone Cap", "76", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_SSO_Hat_GO.nif"
0x001625DC, "Clothes_UtilityOveralls_DJBoreal_Hat_HeadphonesDown", "DJ Headphones", "76", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_SSO_Hat_GO.nif"
0x00163A25, "Skin_QuadrupedA_Sirens_NCI_Implant", "", "0", "0.000000", "0", ""
0x00164BDD, "Clothes_Service_Uniform_01_Trident", "Trident Crew Uniform", "150", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x00165714, "Clothes_Crowd_Akila_ShortSleevejacket_01_NOTPLAYABLE", "Akila Crowd Short Sleeve Jacket", "0", "1.000000", "0", ""
0x00165718, "Clothes_Security_Guard_Helmet_01", "Security Guard Helmet", "110", "0.500000", "0", "Clothes\outfit_security_guard_01\Outfit_Security_Guard_Helmet_GO.nif"
0x0016571D, "Clothes_Sanctum_Priest_Hat", "Sanctum Priest Headwear", "56", "0.200000", "0", "Clothes\outfit_sanctum_priest\Outfit_Sanctum_Priest_Hat_GO.nif"
0x00165720, "Clothes_Neon_Nightlife_Skirt_01", "Neon Socialite Skirt", "185", "0.900000", "0", "SetDressing\OutfitContainer01.nif"
0x00165722, "Clothes_GenWare_01", "Space Undersuit", "225", "0.800000", "0", "SetDressing\OutfitContainer01.nif"
